cell,fabric,gid,arm,seed,final_acl,max_chain,init_wall,arrange_wall,passes,traj,pen,int_acc,int_dec,int_noop,readouts,mono_swaps,bm_wall,bm_ro,hier_acc,pair_acc,proj_pen,plane_stair,max_edge_span,mm_skipped,ball_acc,deficit,cmiss,cert,time
honeycomb_200,Z12,32393,plane,2,1.285,3,0.54,29.33,4,387|410|388|375,,1560,0,2659,1837,0,0.16,12,0,0,0,345.0,22.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,carry,0,1.335,3,1.16,26.27,4,334|58|3|0,,395,0,6245,396,0,9.1,333,0,62,0,249.0,10.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,carry,1,1.43,3,0.49,25.99,4,334|58|3|0,,395,0,6245,396,0,9.32,333,0,62,0,249.0,10.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,carry,2,1.23,2,1.02,22.8,4,334|58|3|0,,395,0,6245,396,0,8.47,333,0,62,0,249.0,10.0,True,0,0,0,True,60.1
honeycomb_200,Z12,32393,carry-triv,0,1.455,3,0.0,29.9,6,307|44|34|104|60|8,,557,0,8239,558,0,18.74,407,0,65,0,306.0,15.0,True,1,0,0,True,60.2
honeycomb_200,Z12,32393,carry-triv,1,1.255,2,0.0,29.89,5,307|44|34|104|28,,517,0,6427,518,0,23.64,407,0,59,0,306.0,15.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,carry-triv,2,1.485,3,0.0,29.9,5,307|44|34|104|50,,539,0,6704,540,0,22.09,407,0,59,0,306.0,15.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,carry-audit,0,1.275,2,1.14,22.05,3,36|1|0,,37,2225,2718,2263,0,12.67,1168,0,0,0,337.0,8.0,True,0,0,0,True,60.1
honeycomb_200,Z12,32393,carry-audit,1,1.24,2,0.82,20.91,3,36|1|0,,37,2225,2718,2263,0,9.76,1168,0,0,0,337.0,8.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,carry-audit,2,1.335,3,1.46,16.7,3,36|1|0,,37,2225,2718,2263,0,8.81,1168,0,0,0,337.0,8.0,True,2,0,0,True,60.0
king_graph_196,Z12,32622,plane,0,2.168,5,0.03,29.9,7,99|58|72|74|66|75|69,,513,0,6670,749,0,0.04,4,0,0,0,513.0,10.0,True,6,0,0,True,60.0
king_graph_196,Z12,32622,plane,1,1.735,3,0.04,29.85,7,99|58|72|74|66|75|36,,480,0,6171,699,0,0.05,4,0,0,0,513.0,10.0,True,4,0,0,True,60.1
king_graph_196,Z12,32622,plane,2,1.551,3,0.04,29.85,6,99|58|72|74|66|75,,444,0,5733,652,0,0.05,4,0,0,0,513.0,10.0,True,2,0,0,True,60.1
king_graph_196,Z12,32622,carry,0,1.781,4,0.04,29.85,3,710|238|139,,1087,0,6085,1088,0,7.32,566,0,334,0,298.0,9.0,True,3,0,0,True,60.1
king_graph_196,Z12,32622,carry,1,1.74,4,0.06,29.83,3,710|238|131,,1079,0,5659,1080,0,10.97,566,0,326,0,298.0,9.0,True,2,0,0,True,60.0
king_graph_196,Z12,32622,carry,2,1.964,4,0.04,29.58,2,710|55,,765,0,1922,766,0,9.23,566,0,242,0,298.0,9.0,True,3,0,0,True,60.1
king_graph_196,Z12,32622,carry-triv,0,2.49,5,0.0,29.92,3,119|98|28,,245,0,5485,246,0,21.59,174,0,49,5,543.0,7.0,True,6,0,3,False,60.1
king_graph_196,Z12,32622,carry-triv,1,2.505,5,0.0,29.93,3,119|98|34,,251,0,6348,252,0,13.14,174,0,52,5,543.0,7.0,True,4,0,3,False,60.0
king_graph_196,Z12,32622,carry-triv,2,2.867,6,0.0,29.93,4,119|98|38|66,,321,0,7664,322,0,14.48,174,0,56,5,543.0,7.0,True,2,0,3,False,60.1
king_graph_196,Z12,32622,carry-audit,0,1.781,4,0.05,17.05,2,9|0,,9,2318,2565,2328,0,0.19,29,0,0,8,446.0,8.0,True,5,0,0,True,60.1
king_graph_196,Z12,32622,carry-audit,1,1.709,4,0.03,30.09,1,9,,9,1980,124,1990,0,0.19,29,0,0,8,446.0,8.0,True,2,0,0,True,60.1
king_graph_196,Z12,32622,carry-audit,2,1.531,3,0.03,15.51,2,9|0,,9,2318,2565,2328,0,0.22,29,0,0,8,446.0,8.0,True,0,0,0,True,60.1
