cell,fabric,gid,group,draw,seed,sched,sched_seed,init_mode,max_asks,final_acl,max_chain,traj,init_wall,arrange_wall,seat_passes,asks,bookmark_asks,stopped_by,interleave_accepts,interleave_declines,interleave_noops,readouts,bookmark_readouts,legal_acl,legal_max_chain,judge,judge_pen,plane_stair,plane_bars,strip_miss,projection_misses,proj_pen,convert_miss,mm_skipped,certified,adopt_worse,error,time
grid_200,Z12,1590,rinit+bag,2,2,bag,2,random,8000,2.15,6,1059|424|53|3|0,0.0,59.77,5,7587,2512,fixpoint,1539,0,7461,1540,1296,2.15,6,stair,,290.0,,,0,0,0,True,True,581,,60.0
grid_200,Z12,1590,rinit+bag,3,3,bag,3,random,8000,2.065,6,1051|378|189|48|1,0.0,62.27,5,8000,4523,asks,1667,0,6609,1668,1535,2.065,6,stair,,290.0,,,1,0,0,True,True,606,,62.5
grid_200,Z12,1590,rinit+bag,4,4,bag,4,random,8000,1.835,5,1151|168|60|3|0,0.0,59.29,5,7777,1926,fixpoint,1382,0,7618,1383,1187,1.835,5,stair,,203.0,,,0,0,0,True,True,449,,59.5
grid_200,Z12,1590,rinit+bag,5,5,bag,5,random,8000,1.865,7,1036|576|184|31|4,0.0,63.58,5,8000,3606,asks,1831,0,6171,1832,1615,1.865,7,stair,,214.0,,,0,0,0,True,True,645,,63.8
honeycomb_200,Z12,32393,ladder,1,0,ladder,0,spectral,8000,2.165,6,334|58|3|0,0.53,38.87,4,5260,1545,fixpoint,395,0,6245,396,333,2.165,6,stair,,249.0,,,0,0,0,True,True,141,,39.6
honeycomb_200,Z12,32393,rung,1,0,rung,1,spectral,8000,2.16,5,422|74|32|38|3,0.85,57.91,5,8000,301,asks,569,0,7431,570,211,2.16,5,stair,,268.0,,,0,0,0,True,True,175,,59.0
honeycomb_200,Z12,32393,rung,2,0,rung,2,spectral,8000,2.2,6,381|20|0,1.06,28.61,3,3916,649,fixpoint,401,0,4579,402,305,2.2,6,stair,,273.0,,,0,0,0,True,True,135,,29.9
honeycomb_200,Z12,32393,rung,3,0,rung,3,spectral,8000,2.09,6,399|100|51|17|0,1.18,54.64,5,8000,1960,asks,567,0,7443,568,447,2.09,6,stair,,237.0,,,0,0,0,True,True,206,,56.0
honeycomb_200,Z12,32393,rung,4,0,rung,4,spectral,8000,2.14,8,349|56|13|6|1,0.73,53.26,5,8000,3585,asks,425,0,7617,426,413,2.14,8,stair,,253.0,,,0,0,0,True,True,129,,54.2
honeycomb_200,Z12,32393,rung,5,0,rung,5,spectral,8000,2.105,6,394|100|52|32|23,0.77,48.67,5,8000,4662,asks,601,0,7399,602,543,2.105,6,stair,,252.0,,,0,0,0,True,True,206,,49.6
honeycomb_200,Z12,32393,bag,1,0,bag,1,spectral,8000,2.12,6,412|97|1|0,2.24,34.75,4,5220,2326,fixpoint,510,0,6130,511,481,2.12,6,stair,,251.0,,,0,0,0,True,True,158,,37.2
honeycomb_200,Z12,32393,bag,2,0,bag,2,spectral,8000,2.06,7,465|67|4|3|0,1.75,45.16,5,7223,1924,fixpoint,539,0,7761,540,497,2.06,7,stair,,234.0,,,0,0,0,True,True,183,,47.1
honeycomb_200,Z12,32393,bag,3,0,bag,3,spectral,8000,2.075,6,470|63|41|11|0,0.93,47.25,5,7453,1874,fixpoint,585,0,7715,586,478,2.075,6,stair,,241.0,,,0,0,0,True,True,174,,48.4
honeycomb_200,Z12,32393,bag,4,0,bag,4,spectral,8000,2.265,8,434|68|0,1.04,33.34,3,4940,2696,fixpoint,502,0,4478,503,486,2.265,8,stair,,251.0,,,0,0,0,True,True,160,,34.6
honeycomb_200,Z12,32393,bag,5,0,bag,5,spectral,8000,2.095,7,397|86|37|3|0,1.77,47.44,5,8000,3953,asks,523,0,7690,524,510,2.095,7,stair,,244.0,,,0,0,0,True,True,137,,49.4
honeycomb_200,Z12,32393,rinit,1,1,ladder,0,random,8000,2.47,11,736|300|23|13|0,0.0,49.42,5,7290,1978,fixpoint,1072,0,7228,1073,897,2.47,11,stair,,356.0,,,0,0,0,True,True,388,,49.6
honeycomb_200,Z12,32393,rinit,2,2,ladder,0,random,8000,2.495,11,756|194|47|78|43,0.0,49.94,5,8000,6678,asks,1118,0,6882,1119,1078,2.495,11,stair,,351.0,,,0,0,0,True,True,400,,50.1
honeycomb_200,Z12,32393,rinit,3,3,ladder,0,random,8000,2.355,9,675|171|51|29|9,0.0,50.38,5,8000,3662,asks,935,0,7065,936,866,2.355,9,stair,,351.0,,,0,0,0,True,True,354,,50.6
honeycomb_200,Z12,32393,rinit,4,4,ladder,0,random,8000,2.385,8,746|209|78|2|0,0.0,47.72,5,7245,1256,fixpoint,1035,0,7265,1036,649,2.385,8,stair,,317.0,,,0,0,0,True,True,358,,47.9
honeycomb_200,Z12,32393,rinit,5,5,ladder,0,random,8000,2.295,8,757|264|95|68|23,0.0,54.03,5,8000,6873,asks,1207,0,6793,1208,1193,2.295,8,stair,,316.0,,,0,0,0,True,True,460,,54.2
honeycomb_200,Z12,32393,rinit+bag,1,1,bag,1,random,8000,2.2,8,800|93|129|50|82,0.0,53.13,5,8000,1623,asks,1154,0,6848,1155,796,2.2,8,stair,,272.0,,,0,0,0,True,True,389,,53.3
honeycomb_200,Z12,32393,rinit+bag,2,2,bag,2,random,8000,2.395,8,961|140|61|54|24,0.0,51.5,5,8000,1394,asks,1240,0,6760,1241,880,2.395,8,stair,,317.0,,,0,0,0,True,True,465,,51.7
honeycomb_200,Z12,32393,rinit+bag,3,3,bag,3,random,8000,2.165,8,923|334|121|60|31,0.0,54.24,5,8000,3637,asks,1469,0,6533,1470,1287,2.165,8,stair,,289.0,,,0,2,0,True,True,531,,54.4
honeycomb_200,Z12,32393,rinit+bag,4,4,bag,4,random,8000,2.145,8,972|155|24|5|27,0.0,54.46,5,8000,2459,asks,1183,0,6868,1184,1074,2.145,8,stair,,275.0,,,0,0,0,True,True,448,,54.6
honeycomb_200,Z12,32393,rinit+bag,5,5,bag,5,random,8000,2.125,6,926|170|57|64|5,0.0,55.65,5,8000,5124,asks,1222,0,6778,1223,1160,2.125,6,stair,,266.0,,,0,0,0,True,True,422,,55.9
king_graph_196,Z12,32622,ladder,1,0,ladder,0,spectral,8000,2.388,6,710|238|139|15,0.04,59.47,4,8000,1638,asks,1102,0,6898,1103,566,2.388,6,stair,,298.0,,,0,0,0,True,True,387,,59.7
king_graph_196,Z12,32622,rung,1,0,rung,1,spectral,8000,2.439,6,833|238|132|10,0.05,54.54,4,8000,1852,asks,1213,0,6787,1214,742,2.439,6,stair,,300.0,,,0,0,0,True,True,441,,54.8
king_graph_196,Z12,32622,rung,2,0,rung,2,spectral,8000,2.383,5,707|191|80|170,0.05,56.69,4,8000,357,asks,1148,0,6852,1149,288,2.383,5,stair,,300.0,,,0,0,0,True,True,346,,56.9
king_graph_196,Z12,32622,rung,3,0,rung,3,spectral,8000,2.362,5,780|178|59|42,0.04,57.73,4,8000,1590,asks,1059,0,6941,1060,658,2.362,5,stair,,290.0,,,0,0,0,True,True,410,,58.0
king_graph_196,Z12,32622,rung,4,0,rung,4,spectral,8000,2.495,5,649|243|275|33,0.05,55.64,4,8000,946,asks,1200,0,6800,1201,493,2.495,5,stair,,285.0,,,0,0,0,True,True,492,,55.9
king_graph_196,Z12,32622,rung,5,0,rung,5,spectral,8000,2.439,5,622|234|230|60,0.05,58.27,4,8000,486,asks,1146,0,6854,1147,373,2.439,5,stair,,298.0,,,0,0,0,True,True,403,,58.5
king_graph_196,Z12,32622,bag,1,0,bag,1,spectral,8000,2.367,5,873|200|131|22,0.05,61.8,4,8000,1058,asks,1226,0,6774,1227,601,2.367,5,stair,,277.0,,,0,0,0,True,True,417,,62.1
king_graph_196,Z12,32622,bag,2,0,bag,2,spectral,8000,2.393,6,862|144|138|45,0.05,58.44,4,8000,1431,asks,1189,0,6812,1190,691,2.393,6,stair,,311.0,,,0,0,0,True,True,360,,59.0
king_graph_196,Z12,32622,bag,3,0,bag,3,spectral,8000,2.531,6,908|335|164|76,0.05,59.9,4,8000,1704,asks,1483,0,6517,1484,775,2.531,6,stair,,282.0,,,0,0,0,True,True,494,,60.1
king_graph_196,Z12,32622,bag,4,0,bag,4,spectral,8000,2.551,5,900|241|124|11,0.05,56.51,4,8000,957,asks,1276,0,6727,1277,565,2.551,5,stair,,276.0,,,0,0,0,True,True,384,,56.7
king_graph_196,Z12,32622,bag,5,0,bag,5,spectral,8000,2.515,6,849|89|27|3,0.04,54.81,4,8000,1373,asks,968,0,7033,969,663,2.515,6,stair,,260.0,,,0,0,0,True,True,218,,55.1
king_graph_196,Z12,32622,rinit,1,1,ladder,0,random,8000,2.852,7,961|482|178|73,0.0,57.41,4,8000,4154,asks,1694,0,6306,1695,1382,2.852,7,stair,,452.0,,,0,0,0,True,True,632,,57.6
king_graph_196,Z12,32622,rinit,2,2,ladder,0,random,8000,2.638,8,900|458|305|102,0.0,57.19,4,8000,6428,asks,1765,0,6235,1766,1581,2.638,8,stair,,402.0,,,0,0,0,True,True,660,,57.4
king_graph_196,Z12,32622,rinit,3,3,ladder,0,random,8000,2.816,11,1004|487|287|51,0.0,58.32,4,8000,2667,asks,1829,0,6171,1830,1142,2.816,11,stair,,441.0,,,0,0,0,True,True,727,,58.5
king_graph_196,Z12,32622,rinit,4,4,ladder,0,random,8000,2.587,7,943|406|177|127,0.0,61.94,4,8000,5003,asks,1653,0,6347,1654,1364,2.587,7,stair,,391.0,,,0,0,0,True,True,612,,62.2
king_graph_196,Z12,32622,rinit,5,5,ladder,0,random,8000,2.847,11,890|641|141|135,0.0,56.53,4,8000,4715,asks,1807,0,6193,1808,1502,2.847,11,stair,,412.0,,,0,0,0,True,True,677,,56.7
king_graph_196,Z12,32622,rinit+bag,1,1,bag,1,random,8000,2.832,8,1332|522|353|57,0.0,59.43,4,8000,3619,asks,2264,0,5736,2265,1619,2.832,8,stair,,425.0,,,0,0,0,True,True,886,,59.6
king_graph_196,Z12,32622,rinit+bag,2,2,bag,2,random,8000,2.944,9,1280|381|102|24,0.0,59.94,4,8000,1511,asks,1787,0,6215,1788,995,2.944,9,stair,,452.0,,,0,0,0,True,True,584,,60.1
king_graph_196,Z12,32622,rinit+bag,3,3,bag,3,random,8000,2.714,7,1383|443|439|92,0.0,61.41,4,8000,7641,asks,2357,0,5643,2358,2318,2.714,7,stair,,423.0,,,0,0,0,True,True,924,,61.6
king_graph_196,Z12,32622,rinit+bag,4,4,bag,4,random,8000,2.699,9,1324|392|166|4,0.0,63.1,4,8000,3511,asks,1886,0,6125,1887,1495,2.699,9,stair,,373.0,,,0,0,0,True,True,674,,63.6
king_graph_196,Z12,32622,rinit+bag,5,5,bag,5,random,8000,2.76,7,1261|298|119|31,0.0,63.36,4,8000,3974,asks,1709,0,6291,1710,1445,2.76,7,stair,,445.0,,,0,1,0,True,True,638,,63.6
