cell,fabric,gid,arm,seed,final_acl,max_chain,init_wall,arrange_wall,passes,traj,int_acc,int_dec,int_noop,readouts,bm_wall,bm_ro,hier_acc,pair_acc,legal_acl,legal_mx,judge,judge_pen,proj_skipped,fold_strips,fold_Hs,adopt_worse,proj_pen,plane_stair,max_edge_span,mm_skipped,ball_acc,deficit,cmiss,cert,time
regular_n316,Z12,13096,plane-nt,3,4.513,11,0.1,29.85,2,860|318,1178,0,4764,1179,11.51,757,0,169,4.513,11,stair,,False,0,0,397,5,1607.0,30.0,True,,0,2,False,30.1
regular_n316,Z12,13096,plane-nt,4,4.513,11,0.24,29.71,2,860|317,1177,0,4724,1178,11.48,757,0,168,4.513,11,stair,,False,0,0,397,5,1607.0,30.0,True,,0,2,False,30.1
regular_n316,Z12,13096,plane-nt,5,4.513,11,0.06,29.89,2,860|315,1175,0,4672,1176,11.71,757,0,166,4.513,11,stair,,False,0,0,397,5,1607.0,30.0,True,,0,2,False,30.1
regular_n316,Z12,13096,plane-nt,6,4.513,11,0.11,29.84,2,860|315,1175,0,4670,1176,11.66,757,0,166,4.513,11,stair,,False,0,0,397,5,1607.0,30.0,True,,0,2,False,30.1
regular_n316,Z12,13096,plane-nt,7,4.513,11,0.09,29.86,2,860|318,1178,0,4745,1179,11.48,757,0,169,4.513,11,stair,,False,0,0,397,5,1607.0,30.0,True,,0,2,False,30.1
regular_n316,Z12,13096,plane-nt,8,4.513,11,0.06,29.89,2,860|315,1175,0,4689,1176,11.79,757,0,166,4.513,11,stair,,False,0,0,397,5,1607.0,30.0,True,,0,2,False,30.1
regular_n316,Z12,13096,plane-nt,9,4.513,11,0.11,29.84,2,860|315,1175,0,4665,1176,11.65,757,0,166,4.513,11,stair,,False,0,0,397,5,1607.0,30.0,True,,0,2,False,30.1
regular_n316,Z12,13096,wrap-nt,0,4.712,12,0.07,29.88,1,758,758,0,1341,759,8.97,277,0,29,4.712,12,brick,0,True,1,25,284,0,1670.0,28.0,True,,0,0,True,30.1
regular_n316,Z12,13096,wrap-nt,1,4.712,12,0.09,29.87,1,754,754,0,1254,755,9.17,277,0,25,4.712,12,brick,0,True,1,25,282,0,1670.0,28.0,True,,0,0,True,30.1
regular_n316,Z12,13096,wrap-nt,2,4.712,12,0.17,29.79,1,761,761,0,1350,762,8.97,277,0,32,4.712,12,brick,0,True,1,25,285,0,1670.0,28.0,True,,0,0,True,30.1
regular_n316,Z12,13096,wrap-nt,3,4.712,12,0.06,29.88,1,756,756,0,1296,757,9.09,277,0,27,4.712,12,brick,0,True,1,25,283,0,1670.0,28.0,True,,0,0,True,30.1
regular_n316,Z12,13096,wrap-nt,4,4.712,12,0.16,29.77,1,762,762,0,1362,763,8.86,277,0,33,4.712,12,brick,0,True,1,25,286,0,1670.0,28.0,True,,0,0,True,30.1
regular_n316,Z12,13096,wrap-nt,5,4.712,12,0.06,29.9,1,757,757,0,1333,758,9.11,277,0,28,4.712,12,brick,0,True,1,25,283,0,1670.0,28.0,True,,0,0,True,30.1
regular_n316,Z12,13096,wrap-nt,6,4.712,12,0.06,29.88,1,758,758,0,1341,759,9.02,277,0,29,4.712,12,brick,0,True,1,25,284,0,1670.0,28.0,True,,0,0,True,30.1
regular_n316,Z12,13096,wrap-nt,7,4.712,12,0.05,29.89,1,756,756,0,1308,757,9.13,277,0,27,4.712,12,brick,0,True,1,25,283,0,1670.0,28.0,True,,0,0,True,30.1
regular_n316,Z12,13096,wrap-nt,8,4.712,12,0.09,29.85,1,762,762,0,1365,763,9.04,277,0,33,4.712,12,brick,0,True,1,25,286,0,1670.0,28.0,True,,0,0,True,30.1
regular_n316,Z12,13096,wrap-nt,9,4.712,12,0.08,29.88,1,759,759,0,1341,760,9.18,277,0,30,4.712,12,brick,0,True,1,25,284,0,1670.0,28.0,True,,0,0,True,30.1
regular_n316,Z12,13096,wrap+single-nt,0,4.886,15,0.1,29.85,1,796,796,0,1234,797,5.13,160,0,38,4.886,15,brick,0,True,1,25,268,0,1722.0,22.0,True,,0,0,True,30.1
regular_n316,Z12,13096,wrap+single-nt,1,4.886,15,0.05,29.91,1,805,805,0,1278,806,4.97,160,0,47,4.886,15,brick,0,True,1,25,271,0,1722.0,22.0,True,,0,0,True,30.1
regular_n316,Z12,13096,wrap+single-nt,2,4.886,15,0.08,29.84,1,803,803,0,1259,804,4.97,160,0,45,4.886,15,brick,0,True,1,25,269,0,1722.0,22.0,True,,0,0,True,30.1
regular_n316,Z12,13096,wrap+single-nt,3,4.886,15,0.07,29.87,1,794,794,0,1217,795,5.11,160,0,36,4.886,15,brick,0,True,1,25,266,0,1722.0,22.0,True,,0,0,True,30.1
regular_n316,Z12,13096,wrap+single-nt,4,4.886,15,0.06,29.88,1,807,807,0,1296,808,4.98,160,0,49,4.886,15,brick,0,True,1,25,273,0,1722.0,22.0,True,,0,0,True,30.1
regular_n316,Z12,13096,wrap+single-nt,5,4.886,15,0.08,29.87,1,798,798,0,1241,799,5.05,160,0,40,4.886,15,brick,0,True,1,25,268,0,1722.0,22.0,True,,0,0,True,30.1
regular_n316,Z12,13096,wrap+single-nt,6,4.886,15,0.07,29.9,1,797,797,0,1234,798,5.1,160,0,39,4.886,15,brick,0,True,1,25,268,0,1722.0,22.0,True,,0,0,True,30.1
regular_n316,Z12,13096,wrap+single-nt,7,4.886,15,0.07,29.89,1,804,804,0,1261,805,5.06,160,0,46,4.886,15,brick,0,True,1,25,270,0,1722.0,22.0,True,,0,0,True,30.1
regular_n316,Z12,13096,wrap+single-nt,8,4.886,15,0.15,29.79,1,800,800,0,1247,801,4.99,160,0,42,4.886,15,brick,0,True,1,25,269,0,1722.0,22.0,True,,0,0,True,30.1
regular_n316,Z12,13096,wrap+single-nt,9,4.886,15,0.11,29.83,1,797,797,0,1238,798,5.21,160,0,39,4.886,15,brick,0,True,1,25,268,0,1722.0,22.0,True,,0,0,True,30.1
ws_n486,Z12,17188,plane,0,2.523,8,0.11,29.85,1,1340,1340,0,1936,1341,25.4,1242,0,120,3.747,19,stair,,False,0,0,500,494,2330.0,31.0,False,1,56,56,False,60.0
ws_n486,Z12,17188,plane,1,2.665,9,0.15,29.81,1,1344,1344,0,1955,1345,25.25,1242,0,124,3.71,19,stair,,False,0,0,501,494,2330.0,31.0,False,0,56,56,False,60.0
ws_n486,Z12,17188,plane,2,2.42,8,0.09,29.87,1,1338,1338,0,1921,1339,25.69,1242,0,118,3.749,16,stair,,False,0,0,499,494,2330.0,31.0,False,0,56,56,False,60.0
ws_n486,Z12,17188,plane,3,2.422,8,0.1,29.83,1,1339,1339,0,1928,1340,25.58,1242,0,119,3.652,17,stair,,False,0,0,500,494,2330.0,31.0,False,2,56,56,False,60.0
ws_n486,Z12,17188,plane,4,2.57,8,0.11,29.84,1,1344,1344,0,1952,1345,25.27,1242,0,124,3.71,17,stair,,False,0,0,501,494,2330.0,31.0,False,2,56,56,False,60.0
ws_n486,Z12,17188,plane,5,2.597,9,0.09,29.85,1,1344,1344,0,1954,1345,25.34,1242,0,124,3.815,17,stair,,False,0,0,501,494,2330.0,31.0,False,0,56,56,False,60.1
ws_n486,Z12,17188,plane,6,2.784,9,0.1,29.83,1,1344,1344,0,1955,1345,25.35,1242,0,124,3.772,18,stair,,False,0,0,501,494,2330.0,31.0,False,1,56,56,False,60.1
ws_n486,Z12,17188,plane,7,2.543,8,0.11,29.84,1,1344,1344,0,1948,1345,25.42,1242,0,124,3.685,21,stair,,False,0,0,501,494,2330.0,31.0,False,2,56,56,False,60.1
ws_n486,Z12,17188,plane,8,2.401,7,0.11,29.85,1,1347,1347,0,1985,1348,25.09,1242,0,127,3.807,17,stair,,False,0,0,503,494,2330.0,31.0,False,2,56,56,False,60.2
ws_n486,Z12,17188,plane,9,2.613,9,0.2,29.75,1,1345,1345,0,1972,1346,25.2,1242,0,125,3.747,17,stair,,False,0,0,502,494,2330.0,31.0,False,2,56,56,False,60.0
ws_n486,Z12,17188,single,0,2.591,8,0.12,29.83,1,1339,1339,0,2327,1340,25.38,1248,0,176,3.566,18,stair,,False,0,0,233,218,2374.0,31.0,False,0,55,48,False,60.7
ws_n486,Z12,17188,single,1,2.506,8,0.11,29.84,1,1342,1342,0,2337,1343,25.28,1248,0,179,3.837,19,stair,,False,0,0,234,218,2374.0,31.0,False,0,55,48,False,60.1
ws_n486,Z12,17188,single,2,2.51,7,0.09,29.86,1,1351,1351,0,2401,1352,24.87,1248,0,188,3.628,15,stair,,False,0,0,236,218,2374.0,31.0,False,0,55,48,False,60.1
ws_n486,Z12,17188,single,3,2.527,8,0.12,29.83,1,1353,1353,0,2420,1354,24.71,1248,0,190,3.737,17,stair,,False,0,0,237,218,2374.0,31.0,False,0,55,48,False,60.2
ws_n486,Z12,17188,single,4,2.564,8,0.1,29.86,1,1348,1348,0,2385,1349,24.99,1248,0,185,3.617,20,stair,,False,0,0,236,218,2374.0,31.0,False,0,55,48,False,60.0
ws_n486,Z12,17188,single,5,2.414,7,0.12,29.83,1,1347,1347,0,2370,1348,25.05,1248,0,184,3.751,14,stair,,False,0,0,235,218,2374.0,31.0,False,0,55,48,False,60.2
ws_n486,Z12,17188,single,6,2.547,8,0.18,29.79,1,1343,1343,0,2341,1344,25.08,1248,0,180,3.675,18,stair,,False,0,0,234,218,2374.0,31.0,False,0,55,48,False,60.1
ws_n486,Z12,17188,single,7,2.444,7,0.09,29.86,1,1338,1338,0,2327,1339,25.33,1248,0,175,3.751,20,stair,,False,0,0,233,218,2374.0,31.0,False,0,55,48,False,60.0
ws_n486,Z12,17188,single,8,2.605,8,0.09,29.87,1,1347,1347,0,2363,1348,25.05,1248,0,184,3.749,17,stair,,False,0,0,235,218,2374.0,31.0,False,1,55,48,False,60.3
ws_n486,Z12,17188,single,9,2.593,8,0.12,29.82,1,1339,1339,0,2327,1340,25.25,1248,0,176,3.669,16,stair,,False,0,0,233,218,2374.0,31.0,False,0,55,48,False,60.1
ws_n486,Z12,17188,wrap,0,2.784,9,0.1,29.87,1,482,482,0,77,483,8.99,144,0,0,3.802,20,brick,213,True,1,25,222,213,2371.0,23.0,False,0,24,26,False,60.2
ws_n486,Z12,17188,wrap,1,2.7,9,0.1,30.02,1,481,481,0,77,482,8.93,144,0,0,3.724,20,brick,213,True,1,25,221,213,2371.0,23.0,False,1,24,26,False,60.1
ws_n486,Z12,17188,wrap,2,2.535,8,0.18,29.76,1,482,482,0,77,483,8.93,144,0,0,3.827,14,brick,213,True,1,25,222,213,2371.0,23.0,False,0,24,26,False,60.0
ws_n486,Z12,17188,wrap,3,2.63,8,0.1,29.9,1,475,475,0,76,476,8.94,144,0,0,3.79,18,brick,213,True,1,25,217,213,2371.0,23.0,False,0,24,26,False,60.6
ws_n486,Z12,17188,wrap,4,2.728,8,0.14,31.39,1,160,160,0,16,161,20.47,144,0,0,3.805,18,brick,213,True,1,25,71,213,2371.0,23.0,False,1,24,26,False,60.0
ws_n486,Z12,17188,wrap,5,2.897,10,0.22,29.96,1,180,180,0,21,181,23.54,144,0,0,3.733,15,brick,213,True,1,25,80,213,2371.0,23.0,False,1,24,26,False,60.0
ws_n486,Z12,17188,wrap,6,2.574,8,0.1,29.84,1,207,207,0,21,208,19.38,144,0,0,3.792,17,brick,213,True,1,25,91,213,2371.0,23.0,False,0,24,26,False,60.3
ws_n486,Z12,17188,wrap,7,2.8,9,0.11,30.64,1,216,216,0,21,217,17.85,144,0,0,3.885,21,brick,213,True,1,25,93,213,2371.0,23.0,False,0,24,26,False,60.0
ws_n486,Z12,17188,wrap,8,2.595,8,7.89,22.31,1,29,29,0,3,30,12.13,18,0,0,3.796,14,brick,362,True,1,25,14,362,2556.0,20.0,False,0,27,43,False,60.0
ws_n486,Z12,17188,wrap,9,2.428,8,11.71,18.0,1,17,17,0,1,18,18.0,18,0,0,3.813,18,brick,362,True,1,25,8,362,2556.0,20.0,False,0,27,43,False,60.1
ws_n486,Z12,17188,wrap+single,0,2.671,8,17.2,12.53,1,22,22,0,1,23,2.81,13,0,0,3.716,20,brick,412,True,1,25,11,412,2674.0,22.0,False,0,50,61,False,60.1
ws_n486,Z12,17188,wrap+single,1,2.644,8,13.41,16.68,1,25,25,0,1,26,7.51,13,0,0,3.79,20,brick,412,True,1,25,12,412,2674.0,22.0,False,0,50,61,False,60.7
ws_n486,Z12,17188,wrap+single,2,2.632,8,8.51,20.98,1,30,30,0,2,31,19.53,29,0,0,3.813,16,brick,411,True,1,25,14,411,2577.0,22.0,False,0,49,50,False,60.0
ws_n486,Z12,17188,wrap+single,3,2.609,8,12.28,17.38,1,20,20,0,1,21,12.6,13,0,0,3.951,23,brick,412,True,1,25,10,412,2674.0,22.0,False,0,50,61,False,60.0
ws_n486,Z12,17188,wrap+single,4,2.574,8,15.09,14.23,1,27,27,0,2,28,12.12,13,0,0,3.879,21,brick,412,True,1,25,13,412,2674.0,22.0,False,0,50,61,False,60.1
ws_n486,Z12,17188,wrap+single,5,2.537,7,18.19,11.08,1,29,29,0,2,30,10.84,29,0,0,3.842,13,brick,411,True,1,25,14,411,2577.0,22.0,False,0,49,50,False,60.0
ws_n486,Z12,17188,wrap+single,6,2.512,8,17.07,12.03,1,64,64,0,9,65,9.77,36,0,0,3.85,19,brick,318,True,1,25,30,318,2555.0,25.0,False,0,40,41,False,60.8
ws_n486,Z12,17188,wrap+single,7,2.556,7,14.61,15.04,1,99,99,0,11,100,13.49,74,0,0,3.85,17,brick,314,True,1,25,47,314,2425.0,27.0,False,0,32,45,False,60.1
ws_n486,Z12,17188,wrap+single,8,2.486,8,18.82,11.08,1,112,112,0,11,113,8.67,74,0,0,3.874,19,brick,314,True,1,25,53,314,2425.0,27.0,False,0,32,45,False,60.5
ws_n486,Z12,17188,wrap+single,9,2.576,7,14.24,14.68,1,126,126,0,14,127,10.91,74,0,0,3.872,17,brick,314,True,1,25,61,314,2425.0,27.0,False,0,32,45,False,60.0
ws_n486,Z12,17188,plane-nt,0,3.745,17,16.82,12.74,1,479,479,0,77,480,11.59,414,0,0,3.745,17,stair,,False,0,0,185,223,2578.0,25.0,False,,41,52,False,31.0
ws_n486,Z12,17188,plane-nt,1,3.689,18,20.85,8.31,1,444,444,0,71,445,7.63,414,0,0,3.689,18,stair,,False,0,0,174,223,2578.0,25.0,False,,41,52,False,31.0
ws_n486,Z12,17188,plane-nt,2,3.735,17,17.27,11.39,1,552,552,0,121,553,8.75,414,0,0,3.735,17,stair,,False,0,0,207,223,2578.0,25.0,False,,41,52,False,31.8
ws_n486,Z12,17188,plane-nt,3,3.735,17,19.33,10.39,1,531,531,0,107,532,8.38,414,0,0,3.735,17,stair,,False,0,0,203,223,2578.0,25.0,False,,41,52,False,33.6
ws_n486,Z12,17188,plane-nt,4,3.807,18,17.66,12.26,1,575,575,0,133,576,12.25,576,0,0,3.807,18,stair,,False,0,0,215,191,2505.0,25.0,False,,29,43,False,31.2
ws_n486,Z12,17188,plane-nt,5,3.805,15,14.99,14.91,1,692,692,0,232,693,14.32,673,0,0,3.805,15,stair,,False,0,0,259,201,2466.0,34.0,False,,25,46,False,32.7
ws_n486,Z12,17188,plane-nt,6,3.695,17,10.69,19.21,1,648,648,0,196,649,19.19,649,0,0,3.695,17,stair,,False,0,0,240,281,2501.0,31.0,False,,46,54,False,31.1
ws_n486,Z12,17188,plane-nt,7,3.817,19,13.07,16.03,1,651,651,0,205,652,15.79,649,0,0,3.817,19,stair,,False,0,0,242,281,2501.0,31.0,False,,46,54,False,40.9
ws_n486,Z12,17188,plane-nt,8,3.817,16,0.74,29.71,1,311,311,0,44,312,15.91,239,0,0,3.817,16,stair,,False,0,0,121,162,2694.0,24.0,False,,35,37,False,39.3
ws_n486,Z12,17188,plane-nt,9,3.757,22,3.47,26.55,1,177,177,0,20,178,26.19,169,0,0,3.757,22,stair,,False,0,0,71,181,2879.0,22.0,False,,32,44,False,36.3
ws_n486,Z12,17188,wrap-nt,0,3.807,20,14.1,15.9,1,33,33,0,3,34,15.9,34,0,0,3.807,20,brick,306,True,1,25,15,306,2527.0,20.0,False,,43,40,False,34.4
ws_n486,Z12,17188,wrap-nt,1,3.77,18,13.03,16.9,1,19,19,0,2,20,15.11,18,0,0,3.77,18,brick,362,True,1,25,10,362,2556.0,20.0,False,,27,43,False,36.5
ws_n486,Z12,17188,wrap-nt,2,3.827,14,11.52,18.42,1,148,148,0,16,149,17.87,144,0,0,3.827,14,brick,213,True,1,25,65,213,2371.0,23.0,False,,24,26,False,31.2
ws_n486,Z12,17188,wrap-nt,3,3.786,15,20.13,9.81,1,58,58,0,8,59,8.62,46,0,0,3.786,15,brick,213,True,1,25,26,213,2455.0,20.0,False,,22,29,False,31.2
ws_n486,Z12,17188,wrap-nt,4,3.844,19,12.1,17.54,1,24,24,0,2,25,13.53,18,0,0,3.844,19,brick,362,True,1,25,12,362,2556.0,20.0,False,,27,43,False,34.3
ws_n486,Z12,17188,wrap-nt,5,3.767,18,23.0,6.23,1,7,7,0,0,8,6.23,8,0,0,3.767,18,brick,785,True,1,25,4,785,2720.0,20.0,False,,40,51,False,32.8
ws_n486,Z12,17188,wrap-nt,6,3.798,19,10.13,20.39,1,47,47,0,5,48,19.14,46,0,0,3.798,19,brick,213,True,1,25,23,213,2455.0,20.0,False,,22,29,False,31.9
ws_n486,Z12,17188,wrap-nt,7,3.833,18,23.66,5.91,1,10,10,0,0,11,4.35,8,0,0,3.833,18,brick,785,True,1,25,6,785,2720.0,20.0,False,,40,51,False,31.5
ws_n486,Z12,17188,wrap-nt,8,3.895,14,17.83,12.04,1,37,37,0,3,38,11.69,34,0,0,3.895,14,brick,306,True,1,25,18,306,2527.0,20.0,False,,43,40,False,31.2
ws_n486,Z12,17188,wrap-nt,9,3.85,17,16.74,12.66,1,88,88,0,10,89,8.11,46,0,0,3.85,17,brick,213,True,1,25,38,213,2455.0,20.0,False,,22,29,False,31.2
ws_n486,Z12,17188,wrap+single-nt,0,3.813,17,25.66,3.91,1,43,43,0,4,44,3.32,36,0,0,3.813,17,brick,318,True,1,25,21,318,2555.0,25.0,False,,40,41,False,31.1
ws_n486,Z12,17188,wrap+single-nt,1,3.823,16,21.91,6.6,1,55,55,0,5,56,5.18,36,0,0,3.823,16,brick,318,True,1,25,27,318,2555.0,25.0,False,,40,41,False,31.1
ws_n486,Z12,17188,wrap+single-nt,2,3.864,17,13.9,14.99,1,167,167,0,19,168,14.82,165,0,0,3.864,17,brick,245,True,1,25,77,245,2280.0,22.0,False,,14,29,False,31.0
ws_n486,Z12,17188,wrap+single-nt,3,3.877,19,18.35,11.37,1,86,86,0,10,87,10.41,74,0,0,3.877,19,brick,314,True,1,25,39,314,2425.0,27.0,False,,32,45,False,31.0
ws_n486,Z12,17188,wrap+single-nt,4,3.813,21,17.33,11.43,1,93,93,0,10,94,10.28,74,0,0,3.813,21,brick,314,True,1,25,43,314,2425.0,27.0,False,,32,45,False,31.0
ws_n486,Z12,17188,wrap+single-nt,5,3.864,16,20.77,7.59,1,101,101,0,11,102,5.84,74,0,0,3.864,16,brick,314,True,1,25,49,314,2425.0,27.0,False,,32,45,False,31.0
ws_n486,Z12,17188,wrap+single-nt,6,3.784,16,11.18,18.5,1,239,239,0,22,240,13.12,165,0,0,3.784,16,brick,245,True,1,25,114,245,2280.0,22.0,False,,14,29,False,31.0
ws_n486,Z12,17188,wrap+single-nt,7,3.829,18,14.0,15.87,1,183,183,0,20,184,14.68,165,0,0,3.829,18,brick,245,True,1,25,85,245,2280.0,22.0,False,,14,29,False,31.1
ws_n486,Z12,17188,wrap+single-nt,8,3.743,18,12.52,17.39,1,212,212,0,21,213,14.54,165,0,0,3.743,18,brick,245,True,1,25,102,245,2280.0,22.0,False,,14,29,False,31.0
ws_n486,Z12,17188,wrap+single-nt,9,3.767,18,12.01,16.35,1,233,233,0,22,234,12.0,165,0,0,3.767,18,brick,245,True,1,25,110,245,2280.0,22.0,False,,14,29,False,31.3
grid_200,Z12,1590,plane,0,1.325,3,1.39,27.46,4,535|269|211|0,1015,0,4464,1016,20.85,823,0,176,1.965,5,stair,,False,0,0,389,0,240.0,8.0,True,2,0,0,True,60.0
grid_200,Z12,1590,plane,1,1.43,3,0.7,28.72,4,535|269|211|0,1015,0,4627,1016,20.93,823,0,176,1.965,5,stair,,False,0,0,389,0,240.0,8.0,True,0,0,0,True,60.0
grid_200,Z12,1590,plane,2,1.35,3,0.08,29.84,5,535|269|211|7|0,1022,0,6708,1023,16.0,823,0,176,1.965,5,stair,,False,0,0,389,0,240.0,8.0,True,1,0,0,True,60.0
grid_200,Z12,1590,single,0,1.375,3,0.1,23.85,4,448|123|10|0,581,0,6619,582,6.67,418,0,86,2.16,7,stair,,False,0,0,83,0,298.0,17.0,True,0,0,0,True,59.6
grid_200,Z12,1590,single,1,1.32,3,0.28,24.13,4,448|123|10|0,581,0,6619,582,6.7,418,0,86,2.16,7,stair,,False,0,0,83,0,298.0,17.0,True,0,0,0,True,60.0
grid_200,Z12,1590,single,2,1.375,3,0.08,23.74,4,448|123|10|0,581,0,6619,582,6.06,418,0,86,2.16,7,stair,,False,0,0,83,0,298.0,17.0,True,1,0,0,True,60.2
grid_200,Z12,1590,wrap,0,1.435,3,0.09,29.79,4,535|269|211|6,1021,0,5239,1022,1.88,107,0,176,2.245,5,brick,0,True,1,25,395,0,569.0,10.0,True,0,0,0,True,60.0
grid_200,Z12,1590,wrap,1,1.35,3,0.09,29.83,4,535|269|211|7,1022,0,5514,1023,1.72,107,0,176,2.245,5,brick,0,True,1,25,395,0,569.0,10.0,True,0,0,0,True,60.0
grid_200,Z12,1590,wrap,2,1.48,3,0.1,29.8,4,535|269|211|6,1021,0,5345,1022,2.0,107,0,176,2.245,5,brick,0,True,1,25,395,0,569.0,10.0,True,0,0,0,True,60.2
grid_200,Z12,1590,wrap+single,0,1.32,3,0.08,24.75,4,448|123|10|0,581,0,6619,582,3.55,242,0,86,2.205,6,brick,0,True,1,25,200,0,595.0,13.0,True,0,0,0,True,56.5
grid_200,Z12,1590,wrap+single,1,1.36,3,0.09,25.77,4,448|123|10|0,581,0,6619,582,3.4,242,0,86,2.205,6,brick,0,True,1,25,200,0,595.0,13.0,True,1,0,0,True,60.0
grid_200,Z12,1590,wrap+single,2,1.29,3,0.08,24.98,4,448|123|10|0,581,0,6619,582,3.28,242,0,86,2.205,6,brick,0,True,1,25,200,0,595.0,13.0,True,1,0,0,True,60.0
grid_200,Z12,1590,plane-nt,0,1.965,5,0.08,29.68,5,535|269|211|7|0,1022,0,7159,1023,14.01,823,0,176,1.965,5,stair,,False,0,0,389,0,240.0,8.0,True,,0,0,True,30.0
grid_200,Z12,1590,plane-nt,1,1.965,5,0.06,27.74,5,535|269|211|7|0,1022,0,7978,1023,14.1,823,0,176,1.965,5,stair,,False,0,0,389,0,240.0,8.0,True,,0,0,True,28.0
grid_200,Z12,1590,plane-nt,2,1.965,5,0.08,29.84,5,535|269|211|7|0,1022,0,6643,1023,15.62,823,0,176,1.965,5,stair,,False,0,0,389,0,240.0,8.0,True,,0,0,True,30.0
grid_200,Z12,1590,wrap-nt,0,2.245,5,0.06,29.88,4,535|269|211|5,1020,0,5171,1021,1.17,107,0,176,2.245,5,brick,0,True,1,25,394,0,569.0,10.0,True,,0,0,True,30.0
grid_200,Z12,1590,wrap-nt,1,2.245,5,0.06,29.88,4,535|269|211|6,1021,0,5328,1022,1.16,107,0,176,2.245,5,brick,0,True,1,25,395,0,569.0,10.0,True,,0,0,True,30.0
grid_200,Z12,1590,wrap-nt,2,2.245,5,0.06,29.88,4,535|269|211|5,1020,0,5172,1021,1.28,107,0,176,2.245,5,brick,0,True,1,25,394,0,569.0,10.0,True,,0,0,True,30.0
grid_200,Z12,1590,wrap+single-nt,0,2.205,6,0.06,24.93,4,448|123|10|0,581,0,6619,582,3.29,242,0,86,2.205,6,brick,0,True,1,25,200,0,595.0,13.0,True,,0,0,True,25.1
grid_200,Z12,1590,wrap+single-nt,1,2.205,6,0.06,26.01,4,448|123|10|0,581,0,6619,582,3.47,242,0,86,2.205,6,brick,0,True,1,25,200,0,595.0,13.0,True,,0,0,True,26.2
grid_200,Z12,1590,wrap+single-nt,2,2.205,6,0.09,27.64,4,448|123|10|0,581,0,6619,582,2.86,242,0,86,2.205,6,brick,0,True,1,25,200,0,595.0,13.0,True,,0,0,True,27.9
honeycomb_200,Z12,32393,plane,0,1.335,3,0.22,17.59,4,334|58|3|0,395,0,6245,396,6.33,333,0,62,2.165,6,stair,,False,0,0,141,0,249.0,10.0,True,0,0,0,True,40.5
honeycomb_200,Z12,32393,plane,1,1.43,3,1.15,16.91,4,334|58|3|0,395,0,6245,396,5.59,333,0,62,2.165,6,stair,,False,0,0,141,0,249.0,10.0,True,0,0,0,True,46.7
honeycomb_200,Z12,32393,plane,2,1.23,2,0.73,17.86,4,334|58|3|0,395,0,6245,396,5.3,333,0,62,2.165,6,stair,,False,0,0,141,0,249.0,10.0,True,0,0,0,True,36.1
honeycomb_200,Z12,32393,single,0,1.155,2,0.29,29.67,5,340|103|77|15|2,537,0,7298,538,16.5,512,0,70,2.11,7,stair,,False,0,0,84,0,242.0,11.0,True,0,0,0,True,52.9
honeycomb_200,Z12,32393,single,1,1.195,2,0.85,29.1,5,340|103|77|15|2,537,0,7026,538,16.8,512,0,70,2.11,7,stair,,False,0,0,84,0,242.0,11.0,True,0,0,0,True,48.3
honeycomb_200,Z12,32393,single,2,1.27,2,0.97,28.96,5,340|103|77|15|2,537,0,6937,538,16.33,512,0,70,2.11,7,stair,,False,0,0,84,0,242.0,11.0,True,0,0,0,True,52.8
honeycomb_200,Z12,32393,wrap,0,1.295,3,0.18,22.02,4,334|58|3|0,395,0,6245,396,5.9,233,0,62,2.12,5,brick,0,True,1,25,160,0,590.0,9.0,True,0,0,0,True,42.7
honeycomb_200,Z12,32393,wrap,1,1.37,3,0.3,21.8,4,334|58|3|0,395,0,6245,396,6.11,233,0,62,2.12,5,brick,0,True,1,25,160,0,590.0,9.0,True,2,0,0,True,60.0
honeycomb_200,Z12,32393,wrap,2,1.39,3,0.58,23.6,4,334|58|3|0,395,0,6245,396,5.91,233,0,62,2.12,5,brick,0,True,1,25,160,0,590.0,9.0,True,0,0,0,True,43.7
honeycomb_200,Z12,32393,wrap+single,0,1.26,2,0.23,29.71,4,340|103|77|15,535,0,5838,536,9.96,359,0,70,2.045,6,brick,0,True,1,25,149,0,576.0,12.0,True,0,0,0,True,51.4
honeycomb_200,Z12,32393,wrap+single,1,1.325,3,0.3,29.63,5,340|103|77|15|1,536,0,6335,537,9.58,359,0,70,2.045,6,brick,0,True,1,25,149,0,576.0,12.0,True,0,0,0,True,51.1
honeycomb_200,Z12,32393,wrap+single,2,1.275,3,0.29,29.61,5,340|103|77|15|1,536,0,6695,537,7.94,359,0,70,2.045,6,brick,0,True,1,25,149,0,576.0,12.0,True,0,0,0,True,47.6
honeycomb_200,Z12,32393,plane-nt,0,2.165,6,0.45,20.68,4,334|58|3|0,395,0,6245,396,6.06,333,0,62,2.165,6,stair,,False,0,0,141,0,249.0,10.0,True,,0,0,True,21.2
honeycomb_200,Z12,32393,plane-nt,1,2.165,6,0.45,20.86,4,334|58|3|0,395,0,6245,396,5.86,333,0,62,2.165,6,stair,,False,0,0,141,0,249.0,10.0,True,,0,0,True,21.4
honeycomb_200,Z12,32393,plane-nt,2,2.165,6,0.23,20.56,4,334|58|3|0,395,0,6245,396,8.54,333,0,62,2.165,6,stair,,False,0,0,141,0,249.0,10.0,True,,0,0,True,20.9
honeycomb_200,Z12,32393,wrap-nt,0,2.12,5,0.04,23.22,4,334|58|3|0,395,0,6245,396,5.74,233,0,62,2.12,5,brick,0,True,1,25,160,0,590.0,9.0,True,,0,0,True,23.3
