cell,fabric,gid,arm,seed,final_acl,max_chain,init_wall,arrange_wall,cl_acc,cl_rev,orient_acc,align_p,align_n,rev_ov,rev_e,max_edge_span,mm_skipped,ball_acc,deficit,cmiss,cert,time
king_graph_196,Z12,32622,insreq,0,1.561,3,0.02,17.07,20,790,4,810,33,562,229,6.0,False,0,26,22,False,60.0
king_graph_196,Z12,32622,insreq,1,1.597,3,0.02,17.1,20,790,4,810,33,562,229,6.0,False,1,26,22,False,60.0
king_graph_196,Z12,32622,insreq,2,1.52,3,0.02,17.22,20,790,4,810,33,562,229,6.0,False,0,26,22,False,60.0
king_graph_196,Z12,32622,inscap,0,1.561,3,0.02,18.35,20,790,4,810,33,562,229,6.0,False,0,26,22,False,60.0
king_graph_196,Z12,32622,inscap,1,1.597,3,0.02,18.06,20,790,4,810,33,562,229,6.0,False,1,26,22,False,60.0
king_graph_196,Z12,32622,inscap,2,1.52,3,0.02,18.25,20,790,4,810,33,562,229,6.0,False,0,26,22,False,60.0
king_graph_196,Z12,32622,reqL4,0,1.505,2,0.02,13.49,25,606,6,631,24,464,143,6.0,False,1,8,16,False,60.0
king_graph_196,Z12,32622,reqL4,1,1.587,3,0.02,13.76,25,606,6,631,24,464,143,6.0,False,2,8,16,False,60.0
king_graph_196,Z12,32622,reqL4,2,1.638,3,0.02,13.6,25,606,6,631,24,464,143,6.0,False,0,8,16,False,60.0
K100,P16,,default,0,11.63,16,0.0,2.82,9,106,0,115,49,0,106,15.0,,0,,,,27.1
K100,P16,,default,1,12.14,16,0.0,2.78,9,106,0,115,49,0,106,15.0,,0,,,,28.5
K100,P16,,default,2,11.7,17,0.0,2.82,9,106,0,115,49,0,106,15.0,,0,,,,21.4
K100,P16,,ins,0,11.63,16,0.0,2.69,9,106,0,115,49,0,106,15.0,,0,,,,27.7
K100,P16,,ins,1,12.14,16,0.0,2.73,9,106,0,115,49,0,106,15.0,,0,,,,30.5
K100,P16,,ins,2,11.7,17,0.0,2.76,9,106,0,115,49,0,106,15.0,,0,,,,23.4
K100,P16,,insreq,0,11.63,16,0.0,2.69,9,106,0,115,49,0,106,15.0,,0,,,,26.0
K100,P16,,insreq,1,12.14,16,0.0,2.74,9,106,0,115,49,0,106,15.0,,0,,,,28.0
K100,P16,,insreq,2,11.7,17,0.0,2.71,9,106,0,115,49,0,106,15.0,,0,,,,21.3
K100,P16,,inscap,0,11.63,16,0.0,2.71,9,106,0,115,49,0,106,15.0,,0,,,,25.5
K100,P16,,inscap,1,12.14,16,0.0,2.74,9,106,0,115,49,0,106,15.0,,0,,,,29.9
K100,P16,,inscap,2,11.7,17,0.0,2.87,9,106,0,115,49,0,106,15.0,,0,,,,20.9
K100,P16,,reqL4,0,12.11,23,0.0,1.64,6,72,0,78,76,0,72,15.0,,0,,,,15.8
K100,P16,,reqL4,1,11.77,15,0.0,1.64,6,72,0,78,76,0,72,15.0,,0,,,,30.5
K100,P16,,reqL4,2,12.26,23,0.0,1.68,6,72,0,78,76,0,72,15.0,,0,,,,16.3
turan_n162,P16,2647,default,0,7.815,8,0.01,8.17,6,67,1,73,115,15,53,14.0,,0,,,,60.3
turan_n162,P16,2647,default,1,7.654,8,0.01,8.3,6,67,1,73,115,15,53,14.0,,0,,,,60.2
turan_n162,P16,2647,default,2,7.815,8,0.03,8.3,6,67,1,73,115,15,53,14.0,,0,,,,60.2
turan_n162,P16,2647,ins,0,7.815,8,0.0,6.91,6,67,1,73,115,14,53,14.0,,0,,,,60.1
turan_n162,P16,2647,ins,1,7.654,8,0.02,7.03,6,67,1,73,115,14,53,14.0,,0,,,,60.3
turan_n162,P16,2647,ins,2,7.815,8,0.06,7.05,6,67,1,73,115,14,53,14.0,,0,,,,60.1
turan_n162,P16,2647,insreq,0,7.815,8,0.01,6.96,6,67,1,73,115,14,53,14.0,,0,,,,60.3
turan_n162,P16,2647,insreq,1,7.654,8,0.0,6.85,6,67,1,73,115,14,53,14.0,,0,,,,60.3
turan_n162,P16,2647,insreq,2,7.815,8,0.05,6.82,6,67,1,73,115,14,53,14.0,,0,,,,60.3
turan_n162,P16,2647,inscap,0,7.815,8,0.01,7.17,6,69,1,75,113,14,55,14.0,,0,,,,60.1
turan_n162,P16,2647,inscap,1,7.654,8,0.0,7.09,6,69,1,75,113,14,55,14.0,,0,,,,60.1
turan_n162,P16,2647,inscap,2,7.815,8,0.02,7.06,6,69,1,75,113,14,55,14.0,,0,,,,60.2
turan_n162,P16,2647,reqL4,0,7.815,8,0.01,6.92,6,67,1,73,115,6,61,14.0,,0,,,,60.1
turan_n162,P16,2647,reqL4,1,7.654,8,0.03,6.9,6,67,1,73,115,6,61,14.0,,0,,,,60.2
turan_n162,P16,2647,reqL4,2,7.815,8,0.02,6.89,6,67,1,73,115,6,61,14.0,,0,,,,60.1
ws_n486,P16,17188,default,0,3.453,12,0.07,29.79,43,691,4,734,20,406,285,12.0,,1,,,,60.0
ws_n486,P16,17188,default,1,3.193,11,0.15,29.89,26,726,4,752,21,537,189,13.0,,1,,,,60.0
ws_n486,P16,17188,default,2,3.158,10,0.07,29.89,41,710,3,751,13,456,254,15.0,,0,,,,60.0
ws_n486,P16,17188,ins,0,3.475,13,0.15,29.81,44,717,4,761,20,425,292,12.0,,2,,,,60.0
ws_n486,P16,17188,ins,1,3.224,10,0.07,29.8,43,708,4,751,20,419,289,12.0,,0,,,,60.0
ws_n486,P16,17188,ins,2,3.078,11,0.07,29.87,40,698,3,738,13,447,251,15.0,,1,,,,60.0
ws_n486,P16,17188,insreq,0,3.276,11,0.16,29.79,40,707,3,747,13,453,254,15.0,,2,,,,60.0
ws_n486,P16,17188,insreq,1,3.206,11,0.07,29.9,23,747,2,770,13,497,250,12.0,,0,,,,60.0
ws_n486,P16,17188,insreq,2,3.111,12,0.07,29.9,26,737,4,763,21,548,189,13.0,,0,,,,60.0
ws_n486,P16,17188,inscap,0,3.237,10,0.07,29.81,35,686,4,721,13,433,253,12.0,,1,,,,60.0
ws_n486,P16,17188,inscap,1,3.113,11,0.16,29.81,38,692,7,730,13,443,249,13.0,,0,,,,60.0
ws_n486,P16,17188,inscap,2,3.01,10,0.07,29.87,38,688,7,726,13,439,249,13.0,,0,,,,60.0
ws_n486,P16,17188,reqL4,0,3.368,12,0.07,29.89,35,728,5,763,21,493,235,12.0,,1,,,,60.0
ws_n486,P16,17188,reqL4,1,3.216,12,0.07,29.8,37,717,7,754,14,455,262,12.0,,0,,,,60.0
ws_n486,P16,17188,reqL4,2,3.222,10,0.08,29.86,38,749,11,787,14,507,242,18.0,,1,,,,60.0
