cell,fabric,gid,group,draw,seed,sched,sched_seed,init_mode,max_asks,final_acl,max_chain,traj,init_wall,arrange_wall,seat_passes,asks,bookmark_asks,stopped_by,interleave_accepts,interleave_declines,interleave_noops,readouts,bookmark_readouts,legal_acl,legal_max_chain,judge,judge_pen,plane_stair,plane_bars,strip_miss,projection_misses,proj_pen,convert_miss,mm_skipped,certified,adopt_worse,error,time
turan_n162,Z12,2647,ladder,1,0,ladder,0,spectral,3000,9.253,12,203,0.0,30.1,1,3000,726,asks,203,0,2797,204,204,9.253,12,stair,,2598.0,,,0,0,0,True,True,14,,31.0
turan_n162,Z12,2647,bag,1,0,bag,1,spectral,3000,9.383,13,263,0.01,33.97,1,3000,1478,asks,263,0,2737,264,261,9.383,13,stair,,2630.0,,,0,0,0,True,True,12,,35.0
turan_n162,Z12,2647,rinit,1,1,ladder,0,random,3000,9.315,13,201,0.0,30.38,1,3000,433,asks,201,0,2799,202,179,9.315,13,stair,,2603.0,,,0,0,0,True,True,19,,31.5
ws_n486,Z12,17188,ladder,1,0,ladder,0,spectral,3000,3.914,13,1293,2.15,66.63,1,3000,2691,asks,1293,0,1707,1294,1242,3.914,13,stair,,2330.0,,,150,494,56,False,False,477,,69.9
ws_n486,Z12,17188,bag,1,0,bag,1,spectral,3000,3.663,16,1698,2.67,77.85,1,3000,2661,asks,1698,0,1302,1699,1594,3.663,16,stair,,2213.0,,,128,138,28,False,False,639,,81.8
ws_n486,Z12,17188,rinit,1,1,ladder,0,random,3000,4.335,17,1602,0.0,70.93,1,3000,2943,asks,1602,0,1398,1603,1581,4.335,17,stair,,2895.0,,,142,321,64,False,False,608,,72.0
grid_200,Z12,1590,ladder,1,0,ladder,0,spectral,3000,2.045,8,535|214,0.21,22.93,2,3000,2125,asks,749,0,2251,750,627,2.045,8,stair,,243.0,,,0,0,0,True,True,278,,24.0
grid_200,Z12,1590,bag,1,0,bag,1,spectral,3000,2.07,9,610|161,0.11,21.51,2,3000,2026,asks,771,0,2229,772,646,2.07,9,stair,,259.0,,,0,0,0,True,True,278,,22.2
grid_200,Z12,1590,rinit,1,1,ladder,0,random,3000,2.0,10,839|295,0.0,25.3,2,3000,2731,asks,1134,0,1866,1135,1103,2.0,10,stair,,257.0,,,0,0,0,True,True,352,,25.9
