cell,fabric,gid,arm,seed,final_acl,max_chain,init_wall,arrange_wall,passes,traj,pen,int_acc,int_dec,int_noop,readouts,mono_swaps,bm_wall,bm_ro,hier_acc,pair_acc,tile_acc,proj_iters,proj_pen,plane_stair,max_edge_span,mm_skipped,ball_acc,deficit,cmiss,cert,time
ws_n486,Z12,17188,random,6,3.056,11,0.0,29.93,1,1255,,1255,0,767,1256,0,29.01,1241,0,0,0,1,285,3211.0,35.0,False,0,38,50,False,60.0
ws_n486,Z12,17188,random,7,2.827,9,0.0,30.03,1,1171,,1171,0,446,1172,0,19.11,916,0,0,0,1,381,3518.0,35.0,False,0,81,65,False,60.0
ws_n486,Z12,17188,random,8,3.037,11,0.0,29.91,1,1014,,1014,0,333,1015,0,29.45,987,0,0,0,1,279,3329.0,35.0,False,0,48,41,False,60.1
ws_n486,Z12,17188,random,9,3.216,11,0.0,29.93,1,1067,,1067,0,354,1068,0,29.92,1068,0,0,0,1,173,3403.0,30.0,False,0,36,47,False,60.1
grid_200,Z12,1590,spectral,0,1.33,3,0.06,29.86,4,535|269|211|0,,1015,0,4428,1016,0,21.02,823,0,176,0,1,0,240.0,8.0,True,1,0,0,True,60.0
grid_200,Z12,1590,spectral,1,1.43,3,0.06,29.18,5,535|269|211|7|0,,1022,0,7978,1023,0,15.96,823,0,176,0,1,0,240.0,8.0,True,0,0,0,True,60.0
grid_200,Z12,1590,spectral,2,1.35,3,0.06,29.87,4,535|269|211|5,,1020,0,5089,1021,0,17.79,823,0,176,0,1,0,240.0,8.0,True,1,0,0,True,60.0
grid_200,Z12,1590,trivial,0,1.36,3,0.0,26.48,4,506|230|9|0,,745,0,6455,746,0,17.54,738,0,202,0,1,4,255.0,20.0,True,2,0,1,False,60.0
grid_200,Z12,1590,trivial,1,1.445,3,0.0,29.94,2,506|229,,735,0,2772,736,0,23.75,679,0,201,0,1,1,258.0,20.0,True,0,0,0,True,60.1
grid_200,Z12,1590,trivial,2,1.29,3,0.0,28.86,4,506|230|9|0,,745,0,6455,746,0,19.17,738,0,202,0,1,4,255.0,20.0,True,0,0,1,False,60.0
grid_200,Z12,1590,landmark,0,1.45,3,0.0,21.21,3,107|13|0,,120,0,5280,121,0,9.41,115,0,7,0,1,7,318.0,6.0,False,0,1,3,False,60.0
grid_200,Z12,1590,landmark,1,1.435,3,0.0,18.71,3,107|13|0,,120,0,5280,121,0,10.18,115,0,7,0,1,7,318.0,6.0,False,0,1,3,False,60.0
grid_200,Z12,1590,landmark,2,1.43,3,0.0,19.45,3,107|13|0,,120,0,5280,121,0,12.0,115,0,7,0,1,7,318.0,6.0,False,0,1,3,False,60.0
grid_200,Z12,1590,random,0,1.265,3,0.0,29.79,2,836|256,,1092,0,1229,1093,0,28.7,1059,0,244,0,1,0,293.0,17.0,True,0,0,0,True,60.1
grid_200,Z12,1590,random,1,1.26,3,0.0,29.92,3,839|362|246,,1447,0,3936,1448,0,24.45,1203,0,405,0,1,0,245.0,20.0,True,0,0,0,True,60.0
grid_200,Z12,1590,random,2,1.34,3,0.0,29.44,3,845|406|90,,1341,0,3065,1342,0,22.27,1274,0,339,0,1,0,260.0,14.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,spectral,0,1.335,3,0.57,23.42,4,334|58|3|0,,395,0,6245,396,0,7.11,333,0,62,0,1,0,249.0,10.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,spectral,1,1.43,3,0.3,28.1,4,334|58|3|0,,395,0,6245,396,0,8.68,333,0,62,0,1,0,249.0,10.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,spectral,2,1.23,2,0.68,24.86,4,334|58|3|0,,395,0,6245,396,0,8.94,333,0,62,0,1,0,249.0,10.0,True,0,0,0,True,56.9
honeycomb_200,Z12,32393,trivial,0,1.455,3,0.0,29.79,6,307|44|34|104|60|2,,551,0,7910,552,0,18.92,407,0,65,0,1,0,306.0,15.0,True,1,0,0,True,60.1
honeycomb_200,Z12,32393,trivial,1,1.255,2,0.0,29.69,7,307|44|34|104|60|8|0,,557,0,9483,558,0,14.73,407,0,65,0,1,0,306.0,15.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,trivial,2,1.48,3,0.0,30.0,5,307|44|34|104|55,,544,0,7437,545,0,18.48,407,0,60,0,1,0,306.0,15.0,True,1,0,0,True,60.0
honeycomb_200,Z12,32393,landmark,0,1.295,3,0.0,25.56,5,379|79|41|7|0,,506,0,7794,507,0,20.79,507,0,49,0,1,0,461.0,13.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,landmark,1,1.405,3,0.0,22.19,5,379|79|41|7|0,,506,0,7794,507,0,15.53,507,0,49,0,1,0,461.0,13.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,landmark,2,1.28,3,0.0,28.86,5,379|79|41|7|0,,506,0,7794,507,0,21.81,507,0,49,0,1,0,461.0,13.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,random,0,1.365,3,0.0,29.92,6,699|198|126|46|103|21,,1193,0,7740,1194,0,13.67,921,0,200,0,1,0,322.0,15.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,random,1,1.27,3,0.0,21.73,5,736|300|23|13|0,,1072,0,7228,1073,0,7.46,897,0,196,0,1,0,356.0,18.0,True,0,0,0,True,60.1
honeycomb_200,Z12,32393,random,2,1.33,3,0.0,29.93,7,756|194|47|78|52|22|17,,1166,0,9162,1167,0,27.2,1146,0,202,0,1,0,327.0,16.0,True,0,0,0,True,60.0
king_graph_196,Z12,32622,spectral,0,1.781,4,0.03,29.9,4,710|238|139|17,,1104,0,7230,1105,0,6.22,566,0,334,0,1,0,298.0,9.0,True,3,0,0,True,60.1
king_graph_196,Z12,32622,spectral,1,1.74,4,0.03,29.91,4,710|238|139|22,,1109,0,8575,1110,0,6.39,566,0,339,0,1,0,298.0,9.0,True,2,0,0,True,60.0
king_graph_196,Z12,32622,spectral,2,1.964,4,0.04,29.85,3,710|238|139,,1087,0,6229,1088,0,9.93,566,0,334,0,1,0,298.0,9.0,True,3,0,0,True,60.1
king_graph_196,Z12,32622,trivial,0,2.49,5,0.0,29.94,5,119|98|38|91|6,,352,0,9841,353,0,9.84,174,0,75,0,1,5,543.0,7.0,True,6,0,3,False,60.1
king_graph_196,Z12,32622,trivial,1,2.505,5,0.0,29.9,4,119|98|38|72,,327,0,8053,328,0,13.96,174,0,56,0,1,5,543.0,7.0,True,4,0,3,False,60.0
king_graph_196,Z12,32622,trivial,2,2.842,6,0.0,29.89,4,119|98|38|73,,328,0,8334,329,0,13.97,174,0,57,0,1,5,543.0,7.0,True,4,0,3,False,60.3
king_graph_196,Z12,32622,landmark,0,2.015,4,0.0,29.93,4,401|191|233|16,,841,0,6711,842,0,1.46,170,0,296,0,1,0,376.0,9.0,True,9,0,0,True,60.1
king_graph_196,Z12,32622,landmark,1,1.867,4,0.0,29.9,4,401|191|233|51,,876,0,7027,877,0,1.94,170,0,296,0,1,0,376.0,9.0,True,5,0,0,True,60.1
king_graph_196,Z12,32622,landmark,2,2.173,5,0.0,29.93,4,401|191|233|69,,894,0,7737,895,0,1.42,170,0,298,0,1,0,376.0,9.0,True,7,0,0,True,60.0
king_graph_196,Z12,32622,random,0,1.857,4,0.0,29.88,4,964|426|218|49,,1657,0,6163,1658,0,22.38,1496,0,503,0,1,0,401.0,14.0,True,4,0,0,True,60.1
king_graph_196,Z12,32622,random,1,2.265,5,0.0,29.93,4,961|482|178|93,,1714,0,7043,1715,0,16.44,1382,0,543,0,1,0,452.0,12.0,True,7,0,0,True,60.0
king_graph_196,Z12,32622,random,2,1.954,4,0.0,29.9,4,900|458|305|80,,1743,0,6152,1744,0,25.28,1581,0,507,0,1,0,402.0,12.0,True,3,0,0,True,60.0
king_graph_196,Z12,32622,landmark-shuf,0,2.056,4,0.0,29.92,4,611|86|160|80,,937,0,8260,938,0,0.01,2,0,257,0,1,0,370.0,5.0,True,1,0,0,True,60.1
king_graph_196,Z12,32622,landmark-shuf,1,1.969,6,0.0,29.93,4,611|86|160|67,,924,0,7717,925,0,0.01,2,0,244,0,1,0,370.0,5.0,True,1,0,0,True,60.0
king_graph_196,Z12,32622,landmark-shuf,2,1.816,4,0.0,29.89,4,611|86|160|58,,915,0,7555,916,0,0.02,2,0,235,0,1,0,370.0,5.0,True,0,0,0,True,60.0
