cell,fabric,gid,arm,seed,final_acl,max_chain,init_wall,arrange_wall,cl_acc,cl_rev,orient_acc,fold_tried,fold_acc,fold_rev,max_edge_span,mm_skipped,ball_acc,time
ER100_d10,Z12,,fold,1,5.06,9,0.05,0.94,3,41,1,3,0,3,17.0,False,0,60.0
ER100_d10,Z12,,fold,2,4.75,8,0.05,0.95,3,41,1,3,0,3,17.0,False,0,60.0
ER100_d10,Z12,,strain,0,4.97,9,0.05,0.67,3,30,0,3,1,2,17.0,False,0,60.0
ER100_d10,Z12,,strain,1,4.97,9,0.05,0.68,3,30,0,3,1,2,17.0,False,0,60.0
ER100_d10,Z12,,strain,2,4.78,9,0.05,0.67,3,30,0,3,1,2,17.0,False,0,60.0
turan_n162,Z12,2647,default,0,6.0,6,0.0,7.28,20,87,0,0,0,0,22.0,True,0,60.2
turan_n162,Z12,2647,default,1,6.0,6,0.0,7.09,18,121,0,0,0,0,28.0,True,0,60.3
turan_n162,Z12,2647,default,2,6.0,6,0.0,7.38,20,87,0,0,0,0,22.0,True,0,60.2
turan_n162,Z12,2647,default,3,6.0,6,0.0,7.37,20,87,0,0,0,0,22.0,True,0,60.1
turan_n162,Z12,2647,default,4,6.0,6,0.0,7.25,20,87,0,0,0,0,22.0,True,0,60.3
turan_n162,Z12,2647,default,5,6.0,6,0.0,7.08,18,121,0,0,0,0,28.0,True,0,60.1
turan_n162,Z12,2647,default,6,6.0,6,0.0,7.29,20,87,0,0,0,0,22.0,True,0,60.0
turan_n162,Z12,2647,default,7,6.0,6,0.0,7.13,18,121,0,0,0,0,28.0,True,0,60.4
turan_n162,Z12,2647,default,8,6.228,7,0.0,7.1,18,121,0,0,0,0,28.0,True,0,60.3
turan_n162,Z12,2647,default,9,6.0,6,0.0,7.24,20,87,0,0,0,0,22.0,True,0,60.1
turan_n162,Z12,2647,orient,0,6.0,6,0.0,7.23,20,87,1,0,0,0,22.0,True,0,60.4
turan_n162,Z12,2647,orient,1,6.228,7,0.0,7.23,19,128,3,0,0,0,28.0,True,0,60.3
turan_n162,Z12,2647,orient,2,6.0,6,0.0,7.27,20,87,1,0,0,0,22.0,True,0,60.1
turan_n162,Z12,2647,orient,3,6.0,6,0.0,7.43,20,87,1,0,0,0,22.0,True,0,60.4
turan_n162,Z12,2647,orient,4,6.0,6,0.0,7.3,20,87,1,0,0,0,22.0,True,0,60.4
turan_n162,Z12,2647,orient,5,6.0,6,0.0,7.3,19,128,3,0,0,0,28.0,True,0,60.1
turan_n162,Z12,2647,orient,6,6.0,6,0.0,7.33,20,87,1,0,0,0,22.0,True,0,60.4
turan_n162,Z12,2647,orient,7,6.0,6,0.0,7.23,19,128,3,0,0,0,28.0,True,0,60.2
turan_n162,Z12,2647,orient,8,6.228,7,0.0,7.26,19,128,3,0,0,0,28.0,True,0,60.2
turan_n162,Z12,2647,orient,9,6.0,6,0.0,7.34,20,87,1,0,0,0,22.0,True,0,60.2
turan_n162,Z12,2647,fold,0,6.0,6,0.0,7.81,20,87,1,3,0,3,22.0,True,0,60.2
turan_n162,Z12,2647,fold,1,6.228,7,0.0,7.74,19,128,3,3,0,3,28.0,True,0,60.0
turan_n162,Z12,2647,fold,2,6.0,6,0.0,7.74,20,87,1,3,0,3,22.0,True,0,60.2
turan_n162,Z12,2647,fold,3,6.0,6,0.0,7.91,20,87,1,3,0,3,22.0,True,0,60.3
turan_n162,Z12,2647,fold,4,6.0,6,0.0,7.92,20,87,1,3,0,3,22.0,True,0,60.1
turan_n162,Z12,2647,fold,5,6.0,6,0.0,7.95,19,128,3,3,0,3,28.0,True,0,60.5
turan_n162,Z12,2647,fold,6,6.0,6,0.0,7.92,20,87,1,3,0,3,22.0,True,0,60.1
turan_n162,Z12,2647,fold,7,6.0,6,0.0,7.92,19,128,3,3,0,3,28.0,True,0,60.7
turan_n162,Z12,2647,fold,8,6.228,7,0.0,7.99,19,128,3,3,0,3,28.0,True,0,60.8
turan_n162,Z12,2647,fold,9,6.0,6,0.0,7.87,20,87,1,3,0,3,22.0,True,0,61.6
turan_n162,Z12,2647,strain,0,6.0,6,0.0,4.85,3,58,1,4,0,4,23.0,True,0,64.5
turan_n162,Z12,2647,strain,1,6.0,6,0.0,8.45,5,144,1,3,0,3,30.0,True,0,61.3
turan_n162,Z12,2647,strain,2,6.0,6,0.0,4.95,3,58,1,4,0,4,23.0,True,0,65.0
turan_n162,Z12,2647,strain,3,6.0,6,0.0,4.82,3,58,1,4,0,4,23.0,True,0,62.4
turan_n162,Z12,2647,strain,4,6.0,6,0.0,4.81,3,58,1,4,0,4,23.0,True,0,60.1
turan_n162,Z12,2647,strain,5,6.0,6,0.0,8.37,5,144,1,3,0,3,30.0,True,0,63.8
turan_n162,Z12,2647,strain,6,6.0,6,0.0,4.98,3,58,1,4,0,4,23.0,True,0,60.4
turan_n162,Z12,2647,strain,7,6.0,6,0.0,8.65,5,144,1,3,0,3,30.0,True,0,60.5
turan_n162,Z12,2647,strain,8,6.0,6,0.0,8.66,5,144,1,3,0,3,30.0,True,0,60.4
turan_n162,Z12,2647,strain,9,6.0,6,0.0,5.06,3,58,1,4,0,4,23.0,True,0,60.1
spin_glass_n163,Z12,37309,default,0,11.417,13,0.65,8.71,9,131,0,0,0,0,37.0,True,0,36.6
spin_glass_n163,Z12,37309,default,1,11.417,13,0.78,9.02,9,131,0,0,0,0,37.0,True,0,37.8
spin_glass_n163,Z12,37309,default,2,11.417,13,0.8,8.72,9,131,0,0,0,0,37.0,True,0,37.0
spin_glass_n163,Z12,37309,orient,0,11.417,13,0.77,8.63,9,133,1,0,0,0,37.0,True,0,37.4
spin_glass_n163,Z12,37309,orient,1,11.417,13,0.92,8.63,9,133,1,0,0,0,37.0,True,0,37.9
spin_glass_n163,Z12,37309,orient,2,11.417,13,1.03,8.58,9,133,1,0,0,0,37.0,True,0,38.9
spin_glass_n163,Z12,37309,fold,0,11.417,13,0.7,8.99,9,133,1,3,0,3,37.0,True,0,50.6
spin_glass_n163,Z12,37309,fold,1,11.417,13,0.78,9.07,9,133,1,3,0,3,37.0,True,0,50.0
spin_glass_n163,Z12,37309,fold,2,11.417,13,0.87,21.9,9,133,1,3,0,3,37.0,True,0,52.8
spin_glass_n163,Z12,37309,strain,0,11.521,13,0.96,18.31,4,83,2,3,0,3,37.0,True,0,54.1
spin_glass_n163,Z12,37309,strain,1,11.521,13,1.58,18.88,4,83,2,3,0,3,37.0,True,0,53.8
spin_glass_n163,Z12,37309,strain,2,11.521,13,1.97,17.38,4,83,2,3,0,3,37.0,True,0,55.1
regular_n316,Z12,13096,default,0,2.924,7,0.42,15.97,7,97,0,0,0,0,15.0,False,1,60.0
regular_n316,Z12,13096,default,1,2.769,6,6.06,14.6,7,97,0,0,0,0,15.0,False,0,60.0
regular_n316,Z12,13096,default,2,2.842,7,6.32,13.72,7,97,0,0,0,0,15.0,False,2,60.0
regular_n316,Z12,13096,orient,0,2.845,7,8.14,17.14,6,157,3,0,0,0,23.0,False,0,60.0
regular_n316,Z12,13096,orient,1,2.595,6,7.18,18.28,6,157,3,0,0,0,23.0,False,0,60.0
regular_n316,Z12,13096,orient,2,3.0,7,9.47,14.55,6,157,3,0,0,0,23.0,False,0,60.0
regular_n316,Z12,13096,fold,0,2.845,7,9.58,15.03,6,157,3,3,0,3,23.0,False,0,60.1
regular_n316,Z12,13096,fold,1,2.595,6,8.29,16.13,6,157,3,3,0,3,23.0,False,0,60.3
regular_n316,Z12,13096,fold,2,3.0,7,7.93,13.66,6,157,3,3,0,3,23.0,False,0,60.1
regular_n316,Z12,13096,strain,0,2.978,8,9.71,8.01,9,98,5,3,0,3,19.0,False,2,60.5
regular_n316,Z12,13096,strain,1,2.797,6,8.55,7.96,9,98,5,3,0,3,19.0,False,0,60.1
