cell,fabric,gid,arm,seed,final_acl,max_chain,init_wall,arrange_wall,passes,traj,pen,int_acc,int_dec,int_noop,readouts,mono_swaps,bm_wall,bm_ro,hier_acc,pair_acc,tile_acc,proj_iters,proj_pen,plane_stair,max_edge_span,mm_skipped,ball_acc,deficit,cmiss,cert,time
grid_200,Z12,1590,carry-tile,1,1.415,3,0.09,29.83,3,517|476|125,,1118,0,2775,1119,0,21.73,903,0,151,103,1,0,262.0,12.0,True,0,0,0,True,60.1
grid_200,Z12,1590,carry-tile,2,1.435,3,0.09,29.8,3,517|476|350,,1343,0,3897,1344,0,19.6,903,0,187,103,1,0,262.0,12.0,True,0,0,0,True,60.1
grid_200,Z12,1590,carry-tile-settle,0,1.395,3,0.1,29.45,4,517|476|366|159,,1518,0,4387,1519,0,17.09,903,0,203,119,4,0,262.0,11.0,True,0,0,0,True,60.0
grid_200,Z12,1590,carry-tile-settle,1,1.405,3,0.09,29.81,3,517|476|278,,1271,0,3103,1272,0,21.43,903,0,151,103,4,0,262.0,11.0,True,0,0,0,True,60.0
grid_200,Z12,1590,carry-tile-settle,2,1.51,3,0.11,29.79,3,517|476|332,,1325,0,3763,1326,0,16.86,903,0,169,103,4,0,262.0,11.0,True,0,0,0,True,60.1
honeycomb_200,Z12,32393,plane,0,1.205,3,0.8,29.1,4,387|410|388|97,,1282,0,2051,1489,0,0.14,12,0,0,0,1,0,345.0,22.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,plane,1,1.13,2,0.58,29.36,5,387|410|388|375|69,,1629,0,2695,1906,0,0.18,12,0,0,0,1,0,345.0,22.0,True,1,0,0,True,60.0
honeycomb_200,Z12,32393,plane,2,1.285,3,0.61,29.43,5,387|410|388|375|214,,1774,0,2869,2082,0,0.16,12,0,0,0,1,0,345.0,22.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,carry,0,1.335,3,0.84,27.31,4,334|58|3|0,,395,0,6245,396,0,9.57,333,0,62,0,1,0,249.0,10.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,carry,1,1.43,3,0.89,23.61,4,334|58|3|0,,395,0,6245,396,0,7.09,333,0,62,0,1,0,249.0,10.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,carry,2,1.23,2,1.99,27.96,3,334|58|1,,393,0,2978,394,0,12.57,333,0,62,0,1,0,249.0,10.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,carry-tile,0,1.27,2,2.59,27.36,2,387|226,,613,0,2381,614,0,12.79,387,0,45,48,1,0,282.0,11.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,carry-tile,1,1.36,3,1.76,27.76,4,387|235|332|125,,1079,0,4132,1080,0,23.49,873,0,75,114,1,0,269.0,10.0,True,0,0,0,True,60.1
honeycomb_200,Z12,32393,carry-tile,2,1.185,2,1.29,28.6,4,387|235|332|361,,1315,0,4532,1316,0,18.59,873,0,75,114,1,0,269.0,10.0,True,0,0,0,True,60.0
honeycomb_200,Z12,32393,carry-tile-settle,0,1.25,3,2.37,27.6,4,387|235|332|242,,1196,0,4276,1197,0,17.9,873,0,75,114,3,0,269.0,10.0,True,0,0,0,True,60.1
honeycomb_200,Z12,32393,carry-tile-settle,1,1.355,3,1.76,27.53,4,387|235|332|84,,1038,0,4124,1039,0,20.72,873,0,75,114,3,0,269.0,10.0,True,1,0,0,True,60.0
honeycomb_200,Z12,32393,carry-tile-settle,2,1.33,3,0.5,28.63,4,387|235|332|389,,1343,0,4753,1344,0,19.49,873,0,75,114,3,0,269.0,10.0,True,2,0,0,True,60.0
king_graph_196,Z12,32622,plane,0,2.168,5,0.04,28.67,6,99|58|72|74|66|48,,417,0,5230,600,0,0.05,4,0,0,0,1,0,513.0,10.0,True,6,0,0,True,60.1
king_graph_196,Z12,32622,plane,1,1.75,3,0.04,29.86,7,99|58|72|74|66|75|0,,444,0,5817,656,0,0.05,4,0,0,0,1,0,513.0,10.0,True,2,0,0,True,60.0
king_graph_196,Z12,32622,plane,2,1.556,3,0.04,29.97,5,99|58|72|74|27,,330,0,4030,465,0,0.05,4,0,0,0,1,0,513.0,10.0,True,1,0,0,True,60.1
king_graph_196,Z12,32622,carry,0,1.791,4,0.04,29.9,2,710|124,,834,0,2178,835,0,11.56,566,0,242,0,1,0,298.0,9.0,True,2,0,0,True,60.1
king_graph_196,Z12,32622,carry,1,1.74,4,0.04,29.86,4,710|238|139|17,,1104,0,8214,1105,0,8.03,566,0,334,0,1,0,298.0,9.0,True,2,0,0,True,60.1
king_graph_196,Z12,32622,carry,2,1.878,4,0.33,28.78,1,271,,271,0,116,272,0,15.24,142,0,0,0,1,0,334.0,8.0,True,2,0,0,True,60.1
king_graph_196,Z12,32622,carry-tile,0,2.194,5,0.03,29.47,2,750|457,,1207,0,3130,1208,0,13.05,520,0,292,78,1,9,344.0,12.0,True,11,0,1,False,60.1
king_graph_196,Z12,32622,carry-tile,1,1.852,4,0.06,29.82,3,750|523|521,,1794,0,5527,1795,0,5.28,520,0,494,108,1,9,344.0,12.0,True,2,0,1,False,60.1
king_graph_196,Z12,32622,carry-tile,2,1.74,4,0.22,28.8,3,750|523|346,,1619,0,4158,1620,0,12.03,520,0,358,108,1,9,344.0,12.0,True,1,0,1,False,60.1
king_graph_196,Z12,32622,carry-tile-settle,0,2.199,5,0.04,29.87,2,750|494,,1244,0,3468,1245,0,7.12,520,0,329,78,2,9,344.0,12.0,True,10,0,1,False,60.1
king_graph_196,Z12,32622,carry-tile-settle,1,1.847,4,0.03,29.44,4,750|523|530|416,,2219,0,5932,2220,0,4.67,520,0,503,150,2,9,344.0,12.0,True,3,0,1,False,60.1
king_graph_196,Z12,32622,carry-tile-settle,2,1.74,4,0.12,29.51,3,750|523|394,,1667,0,4436,1668,0,10.97,520,0,367,108,2,9,344.0,12.0,True,1,0,1,False,60.0
