gid,n,e,tmpl_acl,prune_s,err
20008,54,162,3.463,0.0,
20009,14,56,2.143,0.0,
20010,54,162,3.852,0.0,
20011,16,64,2.125,0.0,
20012,54,162,3.833,0.0,
20013,54,162,3.796,0.0,
20014,54,162,3.796,0.0,
20015,54,162,3.778,0.0,
20016,54,162,3.778,0.0,
20017,54,162,3.907,0.0,
20018,54,162,3.907,0.0,
20019,20,80,2.6,0.0,
20020,54,162,4.037,0.0,
20021,22,88,2.636,0.0,
20022,54,162,3.722,0.0,
20023,54,162,3.796,0.0,
20024,54,162,3.796,0.0,
20025,24,96,2.625,0.0,
20026,54,162,3.796,0.0,
20027,26,104,2.808,0.0,
20028,54,162,3.778,0.0,
20029,54,162,4.056,0.0,
20030,54,162,4.056,0.0,
20031,54,162,3.87,0.0,
20032,54,162,3.87,0.0,
20033,54,162,4.019,0.0,
20034,54,162,4.019,0.0,
20035,56,112,1.554,0.0,
20036,56,112,1.554,0.0,
20037,56,112,1.554,0.0,
20038,56,112,2.714,0.0,
20039,56,112,2.714,0.0,
20040,36,144,3.361,0.0,
20041,56,112,2.554,0.0,
20042,40,160,3.55,0.0,
20043,56,112,3.0,0.0,
20044,56,112,3.268,0.0,
20045,56,112,3.268,0.0,
20046,44,176,3.727,0.0,
20047,56,112,3.214,0.0,
20048,48,192,3.771,0.0,
20049,56,112,3.161,0.0,
20050,56,112,3.375,0.0,
20051,56,112,3.375,0.0,
20052,52,208,4.173,0.0,
20053,56,112,3.214,0.0,
20054,56,224,4.321,0.01,
20055,56,112,3.321,0.0,
20056,62,248,4.548,0.01,
20057,56,112,3.589,0.0,
20058,56,112,3.286,0.0,
20059,56,112,3.286,0.0,
20060,56,112,3.357,0.0,
20061,56,112,3.357,0.0,
20062,56,112,3.054,0.0,
20063,56,112,3.054,0.0,
20064,74,296,5.027,0.01,
20065,56,112,3.429,0.0,
20066,80,320,5.312,0.01,
20067,56,112,3.214,0.0,
20068,86,344,5.605,0.02,
20069,56,224,2.393,0.0,
20070,86,344,6.0,0.01,
20071,56,224,2.393,0.0,
20072,94,376,6.16,0.02,
20073,56,224,2.393,0.0,
20074,102,408,6.392,0.02,
20075,56,224,4.143,0.01,
20076,56,224,4.018,0.0,
20077,56,224,4.018,0.0,
20078,56,224,4.125,0.01,
20079,56,224,4.125,0.01,
20080,122,488,7.18,0.06,
20081,56,224,4.071,0.01,
20082,56,224,4.286,0.01,
20083,56,224,4.286,0.01,
20084,56,224,4.179,0.01,
20085,56,224,4.179,0.01,
20086,56,224,3.982,0.01,
20087,56,224,3.982,0.01,
20088,146,584,8.644,0.09,
20089,56,224,4.321,0.01,
20090,56,224,4.196,0.01,
20091,56,224,4.196,0.01,
20092,56,224,4.321,0.01,
20093,56,224,4.321,0.01,
20094,172,688,9.901,0.18,
20095,56,224,4.232,0.01,
20097,56,224,4.357,0.0,
20099,56,224,4.232,0.0,
20100,56,224,4.268,0.0,
20101,56,224,4.268,0.0,
20102,56,224,4.286,0.0,
20103,56,224,4.286,0.0,
20104,56,336,2.804,0.01,
20105,56,336,2.804,0.01,
20107,56,336,2.804,0.01,
20109,56,336,2.804,0.01,
20111,56,336,4.482,0.0,
20112,56,336,4.375,0.0,
20113,56,336,4.375,0.0,
20114,56,336,4.393,0.0,
20115,56,336,4.393,0.0,
20116,56,336,4.518,0.0,
20117,56,336,4.518,0.01,
20119,56,336,4.625,0.0,
20120,56,336,4.607,0.0,
20121,56,336,4.607,0.0,
20123,56,336,4.482,0.0,
20124,56,336,4.554,0.0,
20125,56,336,4.554,0.0,
20126,56,336,4.536,0.0,
20127,56,336,4.536,0.01,
20129,56,336,4.625,0.0,
20130,56,336,4.429,0.01,
20131,56,336,4.429,0.01,
20132,56,336,4.571,0.01,
20133,56,336,4.571,0.01,
20134,56,336,4.429,0.01,
20135,56,336,4.429,0.01,
20137,56,336,4.5,0.0,
20139,56,336,4.536,0.0,
20141,58,174,2.172,0.0,
20142,58,174,2.172,0.0,
20143,58,174,2.172,0.0,
20144,58,174,2.172,0.0,
20145,58,174,2.172,0.0,
20146,58,174,3.603,0.01,
20147,58,174,3.603,0.01,
20149,58,174,3.914,0.01,
20150,58,174,3.586,0.01,
20151,58,174,3.586,0.01,
20153,58,174,4.0,0.01,
20154,58,174,4.017,0.01,
20155,58,174,4.017,0.01,
20156,58,174,3.776,0.01,
20157,58,174,3.776,0.01,
20158,58,174,3.862,0.01,
20159,58,174,3.862,0.01,
20161,58,174,3.966,0.01,
20163,58,174,4.0,0.01,
20165,58,174,4.052,0.01,
20166,58,174,4.017,0.01,
20167,58,174,4.017,0.01,
20168,58,174,3.966,0.01,
20169,58,174,3.966,0.01,
20171,58,174,4.0,0.01,
20172,58,174,4.069,0.01,
20173,58,174,4.069,0.01,
20174,58,174,3.948,0.01,
20175,58,174,3.948,0.01,
20176,58,290,2.724,0.01,
20177,58,290,2.724,0.01,
20179,58,290,2.724,0.01,
20180,58,290,2.724,0.01,
20181,58,290,2.724,0.01,
20182,58,290,4.552,0.01,
20183,58,290,4.552,0.01,
20185,58,290,4.534,0.01,
20187,58,290,4.483,0.01,
20189,58,290,4.569,0.01,
20190,58,290,4.586,0.01,
20191,58,290,4.586,0.01,
20192,58,290,4.534,0.01,
20193,58,290,4.534,0.01,
20195,58,290,4.724,0.01,
20196,58,290,4.638,0.01,
20197,58,290,4.638,0.01,
20198,58,290,4.466,0.01,
20199,58,290,4.466,0.01,
20201,58,290,4.483,0.01,
20202,58,290,4.621,0.01,
20203,58,290,4.621,0.01,
20204,58,290,4.414,0.01,
20205,58,290,4.414,0.01,
20206,58,290,4.569,0.01,
20207,58,290,4.569,0.01,
20209,58,290,4.569,0.01,
20211,58,290,4.672,0.01,
20212,58,580,3.931,0.01,
20213,58,580,3.931,0.01,
20215,58,580,3.931,0.01,
20217,58,580,3.931,0.01,
20219,58,580,5.0,0.01,
20221,58,580,5.138,0.01,
20223,58,580,4.966,0.01,
20224,10,40,2.0,0.0,
20225,58,580,5.052,0.01,
20226,58,580,4.948,0.01,
20227,58,580,4.948,0.01,
20228,58,580,5.017,0.01,
20229,58,580,5.017,0.01,
20230,14,56,2.071,0.0,
20231,58,580,5.034,0.01,
20232,58,580,5.086,0.01,
20233,58,580,5.086,0.01,
20234,58,580,4.931,0.01,
20235,58,580,4.931,0.01,
20236,18,72,2.333,0.0,
20237,58,580,4.948,0.01,
20238,58,580,5.017,0.01,
20239,58,580,5.017,0.01,
20240,20,80,2.35,0.0,
20241,58,580,5.017,0.01,
20242,22,88,2.545,0.0,
20243,58,580,5.086,0.01,
20244,58,580,4.983,0.01,
20245,58,580,4.983,0.01,
20246,58,580,5.0,0.01,
20247,58,580,5.0,0.01,
20248,62,124,1.532,0.0,
20249,62,124,1.532,0.0,
20250,62,124,1.532,0.0,
20251,62,124,2.79,0.0,
20252,62,124,2.79,0.0,
20253,28,112,3.071,0.0,
20254,62,124,3.129,0.01,
20255,32,128,2.969,0.0,
20256,62,124,3.129,0.01,
20257,62,124,3.5,0.01,
20258,62,124,3.5,0.01,
20259,34,136,3.147,0.0,
20260,62,124,3.403,0.01,
20261,36,144,3.194,0.0,
20262,62,124,3.242,0.01,
20263,62,124,3.5,0.01,
20264,62,124,3.5,0.01,
20265,40,160,3.575,0.0,
20266,62,124,3.403,0.01,
20267,44,176,3.614,0.0,
20268,62,124,3.645,0.01,
20269,62,124,3.677,0.01,
20270,62,124,3.677,0.01,
20271,48,192,3.854,0.01,
20272,62,124,3.677,0.01,
20273,52,208,4.019,0.0,
20274,62,124,3.645,0.01,
20275,56,224,4.321,0.0,
20276,62,124,3.468,0.01,
20277,62,124,3.726,0.01,
20278,62,124,3.726,0.01,
20279,62,248,4.581,0.01,
20280,62,124,3.387,0.01,
20281,68,272,4.868,0.01,
20282,62,248,2.435,0.01,
20283,62,248,2.435,0.01,
20284,62,248,2.435,0.01,
20285,62,248,2.435,0.01,
20286,62,248,2.435,0.01,
20287,80,320,5.4,0.01,
20288,62,248,4.355,0.01,
20289,80,320,5.35,0.01,
20290,62,248,4.339,0.01,
20291,86,344,5.709,0.01,
20292,62,248,4.452,0.01,
20293,94,376,5.968,0.02,
20294,62,248,4.435,0.01,
20295,62,248,4.452,0.01,
20296,62,248,4.452,0.01,
20297,102,408,6.294,0.02,
20298,62,248,4.387,0.01,
20299,62,248,4.548,0.01,
20300,62,248,4.548,0.01,
20301,112,448,6.893,0.03,
20302,62,248,4.565,0.01,
20303,122,488,7.336,0.05,
20304,62,248,4.597,0.01,
20305,62,248,4.5,0.01,
20306,62,248,4.5,0.01,
20307,134,536,7.933,0.06,
20308,62,248,4.581,0.01,
20309,62,248,4.484,0.01,
20310,62,248,4.484,0.01,
20311,158,632,9.127,0.1,
20312,62,248,4.532,0.01,
20313,62,248,4.887,0.01,
20314,62,248,4.887,0.01,
20315,62,248,4.532,0.01,
20316,62,248,4.532,0.01,
20318,62,310,2.71,0.01,
20319,62,310,2.71,0.01,
20320,62,310,2.71,0.01,
20321,62,310,2.71,0.01,
20322,62,310,2.71,0.01,
20323,62,310,4.758,0.01,
20324,62,310,4.758,0.01,
20326,62,310,4.661,0.01,
20328,62,310,4.629,0.01,
20329,62,310,4.645,0.01,
20330,62,310,4.645,0.01,
20332,62,310,4.758,0.01,
20334,62,310,4.661,0.01,
20336,62,310,4.742,0.01,
20337,62,310,4.677,0.01,
20338,62,310,4.677,0.01,
20340,62,310,4.71,0.01,
20342,62,310,4.774,0.01,
20343,62,310,4.871,0.01,
20344,62,310,4.871,0.01,
20345,62,310,4.71,0.01,
20346,62,310,4.71,0.01,
20347,62,310,4.806,0.01,
20348,62,310,4.806,0.01,
20350,62,310,4.71,0.01,
20352,62,310,4.806,0.01,
20354,62,372,2.839,0.01,
20355,62,372,2.839,0.01,
20356,62,372,2.839,0.01,
20357,62,372,2.839,0.01,
20358,62,372,2.839,0.01,
20359,62,372,4.919,0.01,
20360,62,372,4.919,0.01,
20362,62,372,4.855,0.01,
20364,62,372,4.71,0.01,
20365,62,372,4.935,0.01,
20366,62,372,4.935,0.01,
20368,62,372,4.984,0.01,
20370,62,372,5.016,0.01,
20372,62,372,5.0,0.01,
20373,62,372,4.903,0.01,
20374,62,372,4.903,0.01,
20375,62,372,4.871,0.01,
20376,62,372,4.871,0.01,
20377,62,372,4.823,0.01,
20378,62,372,4.823,0.01,
20379,62,372,5.016,0.01,
20380,62,372,5.016,0.01,
20381,62,372,4.871,0.01,
20382,62,372,4.871,0.01,
20383,62,372,5.016,0.01,
20384,62,372,5.016,0.01,
20386,62,372,4.887,0.01,
20388,62,372,4.919,0.01,
20390,62,620,3.903,0.01,
20391,62,620,3.903,0.01,
20392,62,620,3.903,0.01,
20393,62,620,3.903,0.01,
20394,62,620,3.903,0.01,
20395,62,620,5.29,0.01,
20396,62,620,5.29,0.01,
20398,62,620,5.306,0.01,
20400,62,620,5.242,0.01,
20401,62,620,5.258,0.01,
20402,62,620,5.258,0.01,
20404,62,620,5.129,0.01,
20406,62,620,5.29,0.01,
20408,62,620,5.29,0.01,
20409,62,620,5.194,0.01,
20410,62,620,5.194,0.01,
20411,62,620,5.242,0.01,
20412,62,620,5.242,0.01,
20413,62,620,5.242,0.01,
20414,62,620,5.242,0.01,
20416,62,620,5.226,0.01,
20418,62,620,5.226,0.01,
20420,62,620,5.129,0.01,
20421,62,620,5.21,0.01,
20422,62,620,5.21,0.01,
20423,62,620,5.177,0.01,
20424,62,620,5.177,0.01,
20425,64,192,2.156,0.0,
20426,64,192,2.156,0.01,
20428,64,192,2.156,0.0,
20430,64,192,2.156,0.0,
20432,64,192,3.922,0.01,
20433,64,192,4.016,0.01,
20434,64,192,4.016,0.01,
20435,64,192,3.797,0.01,
20436,64,192,3.797,0.01,
20438,64,192,4.125,0.01,
20439,64,192,4.328,0.01,
20440,64,192,4.328,0.01,
20441,64,192,4.344,0.01,
20442,64,192,4.344,0.01,
20444,64,192,4.188,0.01,
20445,64,192,4.406,0.01,
20446,64,192,4.406,0.01,
20447,10,40,2.0,0.0,
20448,64,192,4.25,0.01,
20449,64,192,4.047,0.01,
20450,64,192,4.047,0.01,
20451,64,192,4.328,0.01,
20452,64,192,4.328,0.01,
20453,64,192,4.328,0.01,
20454,64,192,4.328,0.01,
20455,64,192,4.25,0.01,
20456,64,192,4.25,0.01,
20457,64,192,4.172,0.01,
20458,64,192,4.172,0.01,
20459,64,192,4.297,0.01,
20460,64,192,4.297,0.01,
20461,20,80,2.55,0.0,
20462,66,396,2.879,0.01,
20463,66,396,2.879,0.01,
20464,66,396,2.879,0.01,
20465,66,396,2.879,0.01,
20466,66,396,2.879,0.01,
20467,66,396,5.03,0.01,
20468,66,396,5.03,0.01,
20469,24,96,2.5,0.0,
20470,66,396,5.121,0.01,
20471,26,104,2.731,0.0,
20472,66,396,5.03,0.01,
20473,66,396,5.152,0.01,
20474,66,396,5.152,0.01,
20475,28,112,2.893,0.0,
20476,66,396,5.106,0.01,
20477,32,128,2.906,0.0,
20478,66,396,5.348,0.01,
20479,34,136,3.206,0.0,
20480,66,396,5.136,0.01,
20481,34,136,3.235,0.0,
20482,66,396,5.091,0.01,
20483,36,144,3.333,0.0,
20484,66,396,5.091,0.01,
20485,40,160,3.4,0.0,
20486,66,396,5.212,0.01,
20487,66,396,5.152,0.01,
20488,66,396,5.152,0.01,
20489,66,396,5.121,0.01,
20490,66,396,5.121,0.01,
20491,66,396,5.076,0.01,
20492,66,396,5.076,0.01,
20493,48,192,3.833,0.0,
20494,66,396,5.152,0.01,
20495,52,208,4.096,0.0,
20496,66,396,5.121,0.01,
20497,68,136,1.574,0.01,
20498,68,136,1.574,0.0,
20499,68,136,1.574,0.01,
20500,62,248,4.532,0.01,
20501,68,136,3.103,0.01,
20502,68,136,2.897,0.01,
20503,68,136,2.897,0.01,
20504,68,136,2.824,0.01,
20505,68,136,2.824,0.01,
20506,74,296,5.095,0.01,
20507,68,136,3.559,0.01,
20508,68,136,3.691,0.01,
20509,68,136,3.691,0.01,
20510,80,320,5.4,0.01,
20511,68,136,3.853,0.01,
20512,86,344,5.698,0.02,
20513,68,136,3.485,0.01,
20514,68,136,3.706,0.01,
20515,68,136,3.706,0.01,
20516,68,136,3.956,0.01,
20517,68,136,3.956,0.01,
20518,68,136,3.721,0.01,
20519,68,136,3.721,0.01,
20520,102,408,6.392,0.02,
20521,68,136,4.029,0.01,
20522,112,448,6.839,0.04,
20523,68,136,4.015,0.01,
20524,122,488,7.418,0.05,
20525,68,136,3.588,0.01,
20526,68,136,3.662,0.01,
20527,68,136,3.662,0.01,
20528,68,136,3.853,0.01,
20529,68,136,3.853,0.01,
20530,146,584,8.507,0.08,
20531,68,272,2.456,0.01,
20532,68,272,2.456,0.01,
20533,68,272,2.456,0.01,
20534,68,272,2.456,0.01,
20535,68,272,2.456,0.01,
20536,68,272,4.574,0.01,
20537,68,272,4.574,0.01,
20538,172,688,9.762,0.15,
20539,68,272,4.647,0.01,
20541,68,272,4.456,0.01,
20542,68,272,4.779,0.01,
20543,68,272,4.779,0.01,
20545,68,272,4.75,0.01,
20547,68,272,4.912,0.01,
20549,68,272,4.721,0.01,
20551,68,272,4.794,0.01,
20553,68,272,5.059,0.01,
20555,68,272,4.868,0.01,
20556,68,272,4.809,0.01,
20557,68,272,4.809,0.01,
20558,68,272,4.868,0.01,
20559,68,272,4.868,0.01,
20560,68,272,4.853,0.01,
20561,68,272,4.853,0.01,
20563,68,272,4.838,0.01,
20565,68,272,4.912,0.01,
20567,68,340,2.735,0.01,
20568,68,340,2.735,0.01,
20569,68,340,2.735,0.01,
20570,68,340,2.735,0.01,
20571,68,340,2.735,0.01,
20572,68,340,4.882,0.01,
20573,68,340,4.882,0.01,
20575,68,340,5.147,0.01,
20577,68,340,4.971,0.01,
20579,68,340,5.044,0.01,
20581,68,340,4.985,0.01,
20583,68,340,5.088,0.01,
20584,68,340,4.897,0.01,
20585,68,340,4.897,0.01,
20587,68,340,5.103,0.01,
20589,68,340,4.985,0.01,
20590,68,340,5.103,0.01,
20591,68,340,5.103,0.01,
20593,68,340,5.059,0.01,
20595,68,340,5.088,0.01,
20597,68,340,5.088,0.01,
20598,68,340,5.088,0.01,
20599,68,340,5.088,0.01,
20600,68,340,5.029,0.01,
20601,68,340,5.029,0.01,
20603,68,680,4.0,0.02,
20604,68,680,4.0,0.02,
20605,68,680,4.0,0.02,
20606,68,680,4.0,0.02,
20607,68,680,4.0,0.02,
20608,68,680,5.676,0.01,
20609,68,680,5.676,0.01,
20611,68,680,5.618,0.01,
20613,68,680,5.662,0.01,
20615,68,680,5.529,0.01,
20616,68,680,5.603,0.01,
20617,68,680,5.603,0.01,
20618,68,680,5.588,0.01,
20619,68,680,5.588,0.01,
20620,68,680,5.515,0.01,
20621,68,680,5.515,0.01,
20623,68,680,5.647,0.01,
20625,68,680,5.544,0.01,
20626,68,680,5.647,0.01,
20627,68,680,5.647,0.01,
20629,68,680,5.647,0.01,
20631,68,680,5.603,0.01,
20633,68,680,5.544,0.01,
20634,68,680,5.574,0.01,
20635,68,680,5.574,0.01,
20636,68,680,5.618,0.01,
20637,68,680,5.618,0.01,
20639,70,210,2.186,0.01,
20640,70,210,2.186,0.01,
20641,70,210,2.186,0.01,
20642,70,210,2.186,0.01,
20643,70,210,2.186,0.01,
20644,70,210,3.914,0.01,
20645,70,210,3.914,0.01,
20647,70,210,4.143,0.01,
20649,70,210,4.3,0.01,
20651,70,210,4.5,0.01,
20652,70,210,4.257,0.01,
20653,70,210,4.257,0.01,
20654,70,210,4.486,0.01,
20655,70,210,4.486,0.01,
20656,70,210,4.471,0.01,
20657,70,210,4.471,0.01,
20659,70,210,4.529,0.01,
20661,70,210,4.629,0.01,
20663,70,210,4.414,0.01,
20664,70,210,4.743,0.01,
20665,70,210,4.743,0.01,
20666,70,210,4.686,0.01,
20667,70,210,4.686,0.01,
20668,70,210,4.729,0.01,
20669,70,210,4.729,0.01,
20670,70,210,4.657,0.01,
20671,70,210,4.657,0.01,
20672,70,210,4.671,0.01,
20673,70,210,4.671,0.01,
20674,16,80,2.125,0.0,
20675,72,432,2.847,0.01,
20676,72,432,2.847,0.01,
20677,72,432,2.847,0.01,
20678,72,432,2.847,0.01,
20679,72,432,2.847,0.01,
20680,20,100,2.4,0.0,
20681,72,432,5.333,0.01,
20682,72,432,5.403,0.01,
20683,72,432,5.403,0.01,
20684,72,432,5.458,0.01,
20685,72,432,5.458,0.01,
20686,72,432,5.306,0.01,
20687,72,432,5.306,0.01,
20688,24,120,2.375,0.0,
20689,72,432,5.444,0.01,
20690,26,130,2.538,0.0,
20691,72,432,5.319,0.01,
20692,72,432,5.542,0.01,
20693,72,432,5.542,0.01,
20694,28,140,2.536,0.0,
20695,72,432,5.417,0.01,
20696,32,160,2.5,0.0,
20697,72,432,5.528,0.01,
20698,72,432,5.361,0.01,
20699,72,432,5.361,0.01,
20700,72,432,5.389,0.01,
20701,72,432,5.389,0.01,
20702,72,432,5.347,0.01,
20703,72,432,5.347,0.01,
20704,72,432,5.306,0.01,
20705,72,432,5.306,0.01,
20706,40,200,2.575,0.0,
20707,72,432,5.389,0.01,
20708,44,220,2.659,0.0,
20709,72,432,5.444,0.01,
20710,74,148,1.527,0.01,
20711,74,148,1.527,0.01,
20712,74,148,1.527,0.01,
20713,74,148,3.459,0.01,
20714,74,148,3.459,0.01,
20715,52,260,2.692,0.0,
20716,74,148,3.419,0.01,
20717,58,290,2.724,0.01,
20718,74,148,2.824,0.01,
20719,74,148,3.757,0.01,
20720,74,148,3.757,0.01,
20721,62,310,2.71,0.01,
20722,74,148,3.919,0.01,
20723,68,340,2.735,0.01,
20724,74,148,3.865,0.01,
20725,74,148,4.095,0.01,
20726,74,148,4.095,0.01,
20727,74,370,2.757,0.01,
20728,74,148,3.986,0.01,
20729,74,148,3.743,0.01,
20730,74,148,3.743,0.01,
20731,74,148,3.716,0.01,
20732,74,148,3.716,0.01,
20733,88,440,2.739,0.02,
20734,74,148,3.973,0.02,
20735,96,480,2.75,0.03,
20736,74,148,3.973,0.02,
20737,104,520,2.76,0.03,
20738,74,148,4.041,0.01,
20739,104,520,2.76,0.02,
20740,74,148,3.851,0.01,
20741,114,570,2.798,0.03,
20742,74,148,4.176,0.01,
20743,124,620,2.798,0.04,
20744,74,296,2.446,0.01,
20745,74,296,2.446,0.01,
20746,74,296,2.446,0.01,
20747,74,296,2.446,0.01,
20748,74,296,2.446,0.01,
20749,74,296,5.095,0.01,
20750,74,296,5.095,0.01,
20751,146,730,2.815,0.09,
20752,74,296,5.095,0.02,
20753,160,800,2.8,0.11,
20754,74,296,4.865,0.01,
20755,174,870,2.816,0.09,
20756,74,296,4.878,0.01,
20757,174,870,2.816,0.09,
20758,74,296,5.189,0.01,
20760,74,296,5.149,0.01,
20761,74,296,5.081,0.01,
20762,74,296,5.081,0.01,
20764,74,296,5.189,0.01,
20766,74,296,5.027,0.01,
20767,74,296,5.162,0.01,
20768,74,296,5.162,0.01,
20769,74,296,5.081,0.01,
20770,74,296,5.081,0.01,
20772,74,296,5.122,0.01,
20774,74,296,5.095,0.01,
20775,74,296,5.176,0.01,
20776,74,296,5.176,0.01,
20777,74,296,5.176,0.01,
20778,74,296,5.176,0.01,
20780,74,370,2.757,0.01,
20782,74,370,2.757,0.01,
20784,74,370,2.757,0.01,
20786,74,370,5.27,0.01,
20787,74,370,5.392,0.02,
20788,74,370,5.392,0.02,
20789,74,370,5.297,0.02,
20790,74,370,5.297,0.02,
20792,74,370,5.149,0.01,
20793,74,370,5.486,0.01,
20794,74,370,5.486,0.02,
20795,74,370,5.419,0.02,
20796,74,370,5.419,0.01,
20797,74,370,5.284,0.01,
20798,74,370,5.284,0.01,
20799,74,370,5.541,0.01,
20800,74,370,5.541,0.01,
20801,74,370,5.581,0.01,
20802,74,370,5.581,0.01,
20803,74,370,5.257,0.01,
20804,74,370,5.257,0.01,
20806,74,370,5.432,0.01,
20808,74,370,5.27,0.01,
20810,74,370,5.23,0.01,
20811,74,370,5.459,0.01,
20812,74,370,5.459,0.01,
20813,74,370,5.243,0.01,
20814,74,370,5.243,0.01,
20816,74,740,4.054,0.02,
20817,74,740,4.054,0.02,
20818,74,740,4.054,0.02,
20819,74,740,4.054,0.02,
20820,74,740,4.054,0.02,
20821,74,740,5.946,0.01,
20822,74,740,5.946,0.01,
20824,74,740,6.014,0.01,
20826,74,740,6.068,0.01,
20827,74,740,5.905,0.02,
20828,74,740,5.905,0.02,
20830,74,740,6.0,0.01,
20832,74,740,6.027,0.02,
20834,74,740,5.973,0.02,
20835,74,740,5.851,0.01,
20836,74,740,5.851,0.01,
20837,74,740,6.027,0.01,
20838,74,740,6.027,0.01,
20839,74,740,5.973,0.01,
20840,74,740,5.973,0.01,
20841,74,740,5.959,0.01,
20842,74,740,5.959,0.01,
20843,74,740,5.892,0.01,
20844,74,740,5.892,0.01,
20845,74,740,5.932,0.01,
20846,74,740,5.932,0.01,
20848,74,740,5.946,0.02,
20850,74,740,5.959,0.01,
20851,76,228,2.197,0.01,
20852,76,228,2.197,0.01,
20854,76,228,2.197,0.01,
20856,76,228,2.197,0.01,
20858,76,228,4.474,0.01,
20860,76,228,4.566,0.01,
20862,76,228,4.645,0.01,
20864,76,228,4.671,0.01,
20865,76,228,4.789,0.01,
20866,76,228,4.789,0.01,
20867,76,228,4.737,0.01,
20868,76,228,4.737,0.01,
20870,76,228,4.711,0.01,
20871,76,228,4.816,0.01,
20872,76,228,4.816,0.01,
20873,76,228,4.895,0.01,
20874,76,228,4.895,0.01,
20876,76,228,4.75,0.01,
20878,76,228,4.816,0.01,
20880,76,228,4.763,0.01,
20882,76,228,4.842,0.01,
20883,76,228,4.697,0.01,
20884,76,228,4.697,0.01,
20885,76,228,4.724,0.01,
20886,76,228,4.724,0.01,
20887,12,60,2.167,0.0,
20888,78,468,2.872,0.01,
20889,78,468,2.872,0.01,
20890,78,468,2.872,0.02,
20891,78,468,2.872,0.02,
20892,78,468,2.872,0.02,
20893,78,468,5.513,0.02,
20894,78,468,5.513,0.02,
20895,16,80,2.125,0.0,
20896,78,468,5.718,0.02,
20897,18,90,2.444,0.0,
20898,78,468,5.846,0.02,
20899,78,468,5.551,0.02,
20900,78,468,5.551,0.02,
20901,20,100,2.55,0.0,
20902,78,468,5.782,0.02,
20903,22,110,2.636,0.0,
20904,78,468,5.782,0.02,
20905,24,120,2.667,0.0,
20906,78,468,5.667,0.01,
20907,78,468,5.718,0.02,
20908,78,468,5.718,0.02,
20909,78,468,5.692,0.01,
20910,78,468,5.692,0.01,
20911,78,468,5.821,0.01,
20912,78,468,5.821,0.01,
20913,28,140,3.071,0.0,
20914,78,468,5.769,0.01,
20915,32,160,3.188,0.0,
20916,78,468,5.731,0.01,
20917,34,170,3.441,0.0,
20918,78,468,5.846,0.01,
20919,78,468,5.769,0.01,
20920,78,468,5.769,0.01,
20921,78,468,5.782,0.01,
20922,78,468,5.782,0.01,
20923,80,160,1.538,0.01,
20924,80,160,1.538,0.01,
20925,80,160,1.538,0.01,
20926,80,160,3.587,0.01,
20927,80,160,3.587,0.01,
20928,44,220,3.727,0.0,
20929,80,160,3.087,0.01,
20930,80,160,3.075,0.01,
20931,80,160,3.075,0.01,
20932,52,260,4.308,0.0,
20933,80,160,4.037,0.01,
20934,80,160,4.05,0.01,
20935,80,160,4.05,0.01,
20936,80,160,3.925,0.01,
20937,80,160,3.925,0.01,
20938,80,160,4.325,0.01,
20939,80,160,4.325,0.01,
20940,62,310,4.629,0.01,
20941,80,160,4.013,0.02,
20942,68,340,5.147,0.01,
20943,80,160,4.0,0.02,
20944,74,370,5.27,0.02,
20945,80,160,4.112,0.02,
20946,80,160,4.062,0.01,
20947,80,160,4.062,0.01,
20948,80,160,4.175,0.01,
20949,80,160,4.175,0.01,
20950,88,440,5.818,0.02,
20951,80,160,4.3,0.02,
20952,80,160,4.362,0.02,
20953,80,160,4.362,0.02,
20954,80,160,4.05,0.01,
20955,80,160,4.05,0.01,
20956,80,320,2.425,0.01,
20957,80,320,2.425,0.01,
20958,104,520,6.75,0.03,
20959,80,320,2.425,0.01,
20960,114,570,7.263,0.04,
20961,80,320,2.425,0.01,
20962,124,620,7.75,0.08,
20963,80,320,5.05,0.02,
20964,80,320,4.85,0.02,
20965,80,320,4.85,0.02,
20966,80,320,5.162,0.01,
20967,80,320,5.162,0.01,
20968,146,730,8.603,0.09,
20969,80,320,5.362,0.02,
20970,146,730,8.445,0.08,
20971,80,320,5.375,0.01,
20972,160,800,9.481,0.1,
20973,80,320,5.525,0.01,
20974,174,870,10.017,0.14,
20975,80,320,5.375,0.01,
20976,80,320,5.312,0.01,
20977,80,320,5.312,0.01,
20978,80,320,5.4,0.02,
20979,80,320,5.4,0.02,
20980,80,320,5.4,0.02,
20981,80,320,5.4,0.01,
20983,80,320,5.4,0.01,
20985,80,320,5.35,0.01,
20987,80,320,5.475,0.01,
20988,80,320,5.4,0.01,
20989,80,320,5.4,0.01,
20991,80,320,5.362,0.01,
20992,80,400,2.725,0.01,
20993,80,400,2.725,0.01,
20995,80,400,2.725,0.01,
20997,80,400,2.725,0.01,
20999,80,400,5.325,0.02,
21000,80,400,5.3,0.01,
21001,80,400,5.3,0.01,
21002,80,400,5.562,0.01,
21003,80,400,5.562,0.01,
21004,80,400,5.638,0.01,
21005,80,400,5.638,0.01,
21007,80,400,5.775,0.02,
21009,80,400,5.7,0.02,
21010,80,400,5.65,0.01,
21011,80,400,5.65,0.01,
21013,80,400,5.787,0.01,
21015,80,400,5.6,0.02,
21016,80,400,5.5,0.01,
21017,80,400,5.5,0.01,
21019,80,400,5.575,0.01,
21020,80,400,5.7,0.01,
21021,80,400,5.7,0.01,
21022,80,400,5.562,0.02,
