cell,fabric,gid,arm,seed,final_acl,max_chain,init_wall,arrange_wall,seat_acc,trans_acc,passes,fmiss,traj,pen,int_acc,int_dec,max_edge_span,mm_skipped,ball_acc,deficit,cmiss,cert,time
honeycomb_200,Z12,32393,default,0,1.06,2,0.26,28.41,,,,,,,,,9.0,False,0,21,35,False,60.0
honeycomb_200,Z12,32393,default,1,1.04,2,0.21,20.67,,,,,,,,,9.0,False,0,21,35,False,55.3
honeycomb_200,Z12,32393,default,2,1.08,2,0.32,23.28,,,,,,,,,9.0,False,0,21,35,False,60.1
honeycomb_200,Z12,32393,seats,0,1.09,2,0.33,13.45,30,10,6,225,35|3|0|31|4|0,0.0,0,0,6.0,False,0,10,30,False,60.0
honeycomb_200,Z12,32393,seats,1,1.115,2,0.09,12.39,30,10,6,225,35|3|0|31|4|0,0.0,0,0,6.0,False,0,10,30,False,60.0
honeycomb_200,Z12,32393,seats,2,1.115,2,0.49,12.23,30,10,6,225,35|3|0|31|4|0,0.0,0,0,6.0,False,0,10,30,False,53.6
honeycomb_200,Z12,32393,seatsint,0,1.11,2,0.5,29.43,27,15,10,254,35|6|5|2|4|0|20|5|2|1,0.0,37,3660,6.0,False,0,16,30,False,60.0
honeycomb_200,Z12,32393,seatsint,1,1.075,2,0.07,29.86,26,15,9,190,35|6|5|2|4|0|20|5|2,0.0,37,3295,6.0,False,0,16,30,False,60.0
honeycomb_200,Z12,32393,seatsint,2,1.12,2,0.21,29.53,27,15,10,254,35|6|5|2|4|0|20|5|2|1,0.0,37,3660,6.0,False,0,16,30,False,60.0
honeycomb_200,Z12,32393,lex,0,1.135,2,0.21,17.9,42,59,8,235,71|29|4|1|0|39|7|0,0.0,0,0,7.0,False,0,7,13,False,60.0
honeycomb_200,Z12,32393,lex,1,1.095,2,0.25,13.78,42,59,8,235,71|29|4|1|0|39|7|0,0.0,0,0,7.0,False,0,7,13,False,54.7
honeycomb_200,Z12,32393,lex,2,1.155,2,0.33,15.46,42,59,8,235,71|29|4|1|0|39|7|0,0.0,0,0,7.0,False,0,7,13,False,60.0
honeycomb_200,Z12,32393,lexint,0,1.06,2,0.24,24.94,15,29,8,328,37|20|7|4|0|16|1|0,0.0,40,3135,6.0,False,1,10,27,False,60.1
honeycomb_200,Z12,32393,lexint,1,1.085,2,0.22,24.34,15,29,8,328,37|20|7|4|0|16|1|0,0.0,40,3135,6.0,False,0,10,27,False,60.1
honeycomb_200,Z12,32393,lexint,2,1.08,2,0.34,24.31,15,29,8,328,37|20|7|4|0|16|1|0,0.0,40,3135,6.0,False,0,10,27,False,60.0
king_graph_196,Z12,32622,default,0,1.444,2,0.03,29.0,,,,,,,,,7.0,False,0,8,17,False,60.0
king_graph_196,Z12,32622,default,1,1.643,3,0.04,29.78,,,,,,,,,7.0,False,0,8,17,False,60.1
king_graph_196,Z12,32622,default,2,1.633,3,0.02,21.2,,,,,,,,,7.0,False,0,8,17,False,60.0
king_graph_196,Z12,32622,seats,0,1.454,2,0.03,29.85,61,17,9,169,47|12|2|0|60|19|5|7|0,1.0,0,0,6.0,True,0,0,3,False,60.0
king_graph_196,Z12,32622,seats,1,1.5,3,0.03,23.89,61,17,9,169,47|12|2|0|60|19|5|7|0,1.0,0,0,6.0,True,0,0,3,False,60.0
king_graph_196,Z12,32622,seats,2,1.51,3,0.03,24.46,61,17,9,169,47|12|2|0|60|19|5|7|0,1.0,0,0,6.0,True,1,0,3,False,60.0
king_graph_196,Z12,32622,seatsint,0,1.464,2,0.04,29.88,45,16,9,99,42|7|7|2|0|46|8|2|0,1.0,42,3273,6.0,False,0,9,14,False,60.1
king_graph_196,Z12,32622,seatsint,1,1.51,2,0.03,29.93,45,16,8,99,42|7|7|2|0|46|8|2,1.0,42,3221,6.0,False,1,9,14,False,60.0
king_graph_196,Z12,32622,seatsint,2,1.474,2,0.03,29.9,43,16,8,69,42|7|7|2|0|46|8|0,1.0,42,3133,5.0,False,0,15,15,False,60.0
king_graph_196,Z12,32622,lex,0,1.628,3,0.04,24.86,46,58,9,162,89|32|18|2|0|58|12|7|0,0.0,0,0,9.0,False,0,3,9,False,60.0
king_graph_196,Z12,32622,lex,1,1.474,2,0.03,21.85,46,58,9,162,89|32|18|2|0|58|12|7|0,0.0,0,0,9.0,False,0,3,9,False,60.0
king_graph_196,Z12,32622,lex,2,1.536,3,0.03,24.61,46,58,9,162,89|32|18|2|0|58|12|7|0,0.0,0,0,9.0,False,3,3,9,False,60.1
king_graph_196,Z12,32622,lexint,0,1.454,2,0.03,29.95,31,67,8,28,70|41|20|6|2|0|43|2,0.0,76,3172,8.0,False,0,4,10,False,60.1
king_graph_196,Z12,32622,lexint,1,1.51,3,0.03,29.92,36,67,8,55,70|41|20|6|2|0|43|7,0.0,76,3249,8.0,False,1,20,18,False,60.1
king_graph_196,Z12,32622,lexint,2,1.582,3,0.03,29.92,36,67,8,55,70|41|20|6|2|0|43|7,0.0,76,3249,8.0,False,0,20,18,False,60.1
K100,P16,,default,0,11.63,16,0.01,3.59,,,,,,,,,15.0,,0,,,,57.3
K100,P16,,default,1,12.14,16,0.01,3.85,,,,,,,,,15.0,,0,,,,64.1
K100,P16,,default,2,11.7,17,0.01,5.47,,,,,,,,,15.0,,0,,,,51.5
K100,P16,,seats,0,11.66,18,0.01,22.28,5,0,5,16,2|0|1|4|0,3.0,0,0,15.0,,0,,,,60.7
K100,P16,,seats,1,11.43,17,0.0,19.36,5,0,5,16,2|0|1|4|0,3.0,0,0,15.0,,0,,,,59.0
K100,P16,,seats,2,12.16,16,0.0,23.31,5,0,5,16,2|0|1|4|0,3.0,0,0,15.0,,0,,,,62.0
K100,P16,,seatsint,0,25.37,62,0.01,29.85,10,1,6,22,3|0|4|4|1|2,3.0,2,860,15.0,,0,,,,61.9
K100,P16,,seatsint,1,30.73,49,0.01,29.85,8,1,5,17,3|0|4|4|1,6.0,2,728,15.0,,0,,,,63.0
K100,P16,,seatsint,2,20.06,38,0.0,29.91,10,1,6,22,3|0|4|4|1|2,3.0,2,860,15.0,,0,,,,61.7
K100,P16,,lex,0,11.6,16,0.0,15.12,0,0,3,0,1|0|0,0.0,0,0,15.0,,0,,,,63.4
K100,P16,,lex,1,11.57,16,0.01,11.46,0,0,3,0,1|0|0,0.0,0,0,15.0,,0,,,,60.6
K100,P16,,lex,2,11.69,18,0.0,16.33,0,0,3,0,1|0|0,0.0,0,0,15.0,,0,,,,62.0
K100,P16,,lexint,0,12.73,18,0.0,13.4,0,0,3,0,2|0|0,0.0,2,454,15.0,,0,,,,61.9
K100,P16,,lexint,1,11.93,16,0.01,13.6,0,0,3,0,2|0|0,0.0,2,454,15.0,,0,,,,61.7
K100,P16,,lexint,2,13.58,20,0.01,12.74,0,0,3,0,2|0|0,0.0,2,454,15.0,,0,,,,62.5
turan_n162,P16,2647,default,0,7.815,8,0.3,10.81,,,,,,,,,14.0,,0,,,,60.7
turan_n162,P16,2647,default,1,7.654,8,0.27,14.18,,,,,,,,,14.0,,0,,,,63.7
turan_n162,P16,2647,default,2,7.815,8,0.55,12.78,,,,,,,,,14.0,,0,,,,66.7
turan_n162,P16,2647,seats,0,22.685,57,0.42,29.64,0,17,5,0,23|7|6|0|2,0.0,0,0,16.0,,0,,,,60.5
turan_n162,P16,2647,seats,1,,,,,,,,,,,,,,,,,,,69.9
turan_n162,P16,2647,seats,2,23.383,74,0.16,34.79,0,17,5,0,23|7|6|0|2,0.0,0,0,16.0,,0,,,,61.2
turan_n162,P16,2647,seatsint,0,18.759,49,0.13,29.68,0,19,4,0,17|9|4|0,5.0,8,410,15.0,,0,,,,62.0
turan_n162,P16,2647,seatsint,1,18.37,64,0.25,29.83,0,19,4,0,17|9|4|0,5.0,8,410,15.0,,0,,,,61.1
turan_n162,P16,2647,seatsint,2,26.401,105,0.19,36.11,0,19,5,0,17|9|4|0|2,2.0,8,547,16.0,,0,,,,60.4
turan_n162,P16,2647,lex,0,14.204,31,0.38,29.46,104,21,5,50,25|4|1|0|104,0.0,0,0,15.0,,0,,,,67.9
turan_n162,P16,2647,lex,1,25.883,62,0.38,34.27,0,21,5,0,25|4|1|0|0,0.0,0,0,17.0,,0,,,,60.3
turan_n162,P16,2647,lex,2,,,,,,,,,,,,,,,,,,,67.2
turan_n162,P16,2647,lexint,0,21.407,62,0.14,29.46,119,10,4,29,17|0|119|0,0.0,7,370,15.0,,0,,,,61.9
turan_n162,P16,2647,lexint,1,21.691,50,0.21,29.62,119,10,3,29,17|0|119,0.0,7,318,15.0,,0,,,,61.3
turan_n162,P16,2647,lexint,2,20.951,48,0.24,29.65,119,10,3,29,17|0|119,0.0,7,318,15.0,,0,,,,64.1
ws_n486,P16,17188,default,0,3.119,11,0.12,29.83,,,,,,,,,12.0,,0,,,,60.0
ws_n486,P16,17188,default,1,3.021,10,0.46,29.46,,,,,,,,,14.0,,0,,,,60.1
ws_n486,P16,17188,default,2,3.058,10,0.38,29.56,,,,,,,,,13.0,,0,,,,60.0
ws_n486,P16,17188,seats,0,3.14,12,0.09,29.88,0,153,5,0,196|31|27|7|4,9.0,0,0,14.0,,0,,,,60.0
ws_n486,P16,17188,seats,1,3.216,12,0.13,29.49,0,157,4,0,183|37|33|4,17.0,0,0,13.0,,2,,,,60.0
ws_n486,P16,17188,seats,2,3.311,11,0.13,29.83,0,157,5,0,183|37|33|4|0,17.0,0,0,13.0,,0,,,,60.0
ws_n486,P16,17188,seatsint,0,3.138,10,0.11,29.91,0,103,3,0,174|22|0,22.0,93,2352,13.0,,0,,,,60.0
ws_n486,P16,17188,seatsint,1,3.337,11,0.09,29.89,0,97,2,0,174|16,26.0,93,2194,14.0,,0,,,,60.0
ws_n486,P16,17188,seatsint,2,3.233,12,0.12,29.86,0,86,2,0,178|17,13.0,109,2118,15.0,,0,,,,60.0
ws_n486,P16,17188,lex,0,3.08,11,0.1,29.87,0,174,5,0,234|41|12|8|1,0.0,0,0,17.0,,0,,,,60.1
ws_n486,P16,17188,lex,1,3.123,11,0.09,29.87,0,239,5,0,265|62|26|20|3,0.0,0,0,15.0,,0,,,,60.1
ws_n486,P16,17188,lex,2,3.296,13,0.34,29.66,0,217,5,0,258|62|13|2|0,0.0,0,0,17.0,,0,,,,60.1
ws_n486,P16,17188,lexint,0,3.494,14,0.11,29.87,0,115,2,0,195|27,0.0,107,2215,16.0,,0,,,,60.1
ws_n486,P16,17188,lexint,1,3.185,12,0.14,29.83,0,126,2,0,224|11,0.0,109,1794,15.0,,0,,,,60.1
ws_n486,P16,17188,lexint,2,3.537,12,0.19,29.78,0,148,2,0,222|20,0.0,94,2167,16.0,,0,,,,60.0
