source,instance,target,algorithm,seed,n,success,valid,avg_chain_length,max_chain_length,total_qubits_used,wall_time,problem_nodes,problem_edges
ERd0.3_n20,1,zephyr15_broken,mmfork-cuthill,0,20,1,1,1.45,2,29,0.3762820418924093,20,65
ERd0.3_n20,1,zephyr15_broken,mmfork-cuthill,1,20,1,1,1.5,2,30,0.4308399490546435,20,65
ERd0.3_n20,1,zephyr15_broken,mmfork-cuthill,2,20,1,1,1.4,2,28,0.27630807692185044,20,65
ERd0.3_n20,1,zephyr15_broken,mmfork-cuthill-fast,0,20,1,1,1.45,2,29,0.2462536389939487,20,65
ERd0.3_n20,1,zephyr15_broken,mmfork-cuthill-fast,1,20,1,1,1.5,2,30,0.1915691620670259,20,65
ERd0.3_n20,1,zephyr15_broken,mmfork-cuthill-fast,2,20,1,1,1.4,2,28,0.16916052298620343,20,65
ERd0.3_n20,1,zephyr15_broken,mmfork-portfolio,0,20,1,1,1.4,2,28,1.2058064700104296,20,65
ERd0.3_n20,1,zephyr15_broken,mmfork-portfolio,1,20,1,1,1.45,2,29,1.8040760781150311,20,65
ERd0.3_n20,1,zephyr15_broken,mmfork-portfolio,2,20,1,1,1.35,2,27,1.2129304208792746,20,65
ERd0.3_n20,1,zephyr15_broken,reweave-mmfork-cuthill,0,20,1,1,1.45,2,29,0.2795058339834213,20,65
ERd0.3_n20,1,zephyr15_broken,reweave-mmfork-cuthill,1,20,1,1,1.5,2,30,0.22880192007869482,20,65
ERd0.3_n20,1,zephyr15_broken,reweave-mmfork-cuthill,2,20,1,1,1.4,2,28,0.17819461598992348,20,65
ERd0.3_n40,1,pegasus16_broken,minorminer,0,40,1,1,3.825,6,153,4.560937458183616,40,263
ERd0.3_n40,1,pegasus16_broken,minorminer,1,40,1,1,3.85,6,154,2.665588058065623,40,263
ERd0.3_n40,1,pegasus16_broken,minorminer,2,40,1,1,4.025,6,161,2.3244145549833775,40,263
ERd0.3_n40,1,pegasus16_broken,minorminer-layout,0,40,1,1,3.75,6,150,2.203151848865673,40,263
ERd0.3_n40,1,pegasus16_broken,minorminer-layout,1,40,1,1,3.775,5,151,4.204611927038059,40,263
ERd0.3_n40,1,pegasus16_broken,minorminer-layout,2,40,1,1,4.075,6,163,3.1046948870643973,40,263
ERd0.3_n40,1,pegasus16_broken,reweave,0,40,1,1,3.75,6,150,5.322471786988899,40,263
ERd0.3_n40,1,pegasus16_broken,reweave,1,40,1,1,3.775,6,151,2.375410170061514,40,263
ERd0.3_n40,1,pegasus16_broken,reweave,2,40,1,1,3.975,6,159,1.8925257709342986,40,263
ERd0.3_n40,1,pegasus16_broken,reweave-thorough,0,40,1,1,3.75,6,150,14.864057891070843,40,263
ERd0.3_n40,1,pegasus16_broken,reweave-thorough,1,40,1,1,3.525,5,141,12.806101467926055,40,263
ERd0.3_n40,1,pegasus16_broken,reweave-thorough,2,40,1,1,3.825,6,153,10.534532762831077,40,263
ERd0.3_n40,1,pegasus16_broken,mmfork-cuthill,0,40,1,1,3.975,6,159,4.514153748052195,40,263
ERd0.3_n40,1,pegasus16_broken,mmfork-cuthill,1,40,1,1,4.225,6,169,3.5086948410607874,40,263
ERd0.3_n40,1,pegasus16_broken,mmfork-cuthill,2,40,1,1,4.05,6,162,0.7266868189908564,40,263
ERd0.3_n40,1,pegasus16_broken,mmfork-cuthill-fast,0,40,1,1,3.975,6,159,4.186653399839997,40,263
ERd0.3_n40,1,pegasus16_broken,mmfork-cuthill-fast,1,40,1,1,4.225,6,169,2.8630832240451127,40,263
ERd0.3_n40,1,pegasus16_broken,mmfork-cuthill-fast,2,40,1,1,4.05,6,162,1.186485701939091,40,263
ERd0.3_n40,1,pegasus16_broken,mmfork-portfolio,0,40,1,1,3.8,6,152,22.121238887077197,40,263
ERd0.3_n40,1,pegasus16_broken,mmfork-portfolio,1,40,1,1,3.825,6,153,16.98374914797023,40,263
ERd0.3_n40,1,pegasus16_broken,mmfork-portfolio,2,40,1,1,3.65,5,146,12.764051866950467,40,263
ERd0.3_n40,1,pegasus16_broken,reweave-mmfork-cuthill,0,40,1,1,3.925,5,157,4.400053943973035,40,263
ERd0.3_n40,1,pegasus16_broken,reweave-mmfork-cuthill,1,40,1,1,4.075,6,163,2.475026890868321,40,263
ERd0.3_n40,1,pegasus16_broken,reweave-mmfork-cuthill,2,40,1,1,4.0,6,160,1.3174684999976307,40,263
ERd0.3_n40,1,zephyr15_broken,minorminer,0,40,1,1,3.375,5,135,2.3946920570451766,40,263
ERd0.3_n40,1,zephyr15_broken,minorminer,1,40,1,1,3.25,5,130,1.5965949271339923,40,263
ERd0.3_n40,1,zephyr15_broken,minorminer,2,40,1,1,3.4,5,136,2.576572619145736,40,263
ERd0.3_n40,1,zephyr15_broken,minorminer-layout,0,40,1,1,3.4,5,136,2.225456465035677,40,263
ERd0.3_n40,1,zephyr15_broken,minorminer-layout,1,40,1,1,3.0,4,120,6.980506640858948,40,263
ERd0.3_n40,1,zephyr15_broken,minorminer-layout,2,40,1,1,3.35,5,134,3.4132491229102015,40,263
ERd0.3_n40,1,zephyr15_broken,reweave,0,40,1,1,3.275,5,131,2.316751404898241,40,263
ERd0.3_n40,1,zephyr15_broken,reweave,1,40,1,1,3.2,5,128,1.9474927538540214,40,263
ERd0.3_n40,1,zephyr15_broken,reweave,2,40,1,1,3.275,5,131,2.0162517849821597,40,263
ERd0.3_n40,1,zephyr15_broken,reweave-thorough,0,40,1,1,3.1,5,124,9.7806317191571,40,263
ERd0.3_n40,1,zephyr15_broken,reweave-thorough,1,40,1,1,3.175,5,127,12.802138146944344,40,263
ERd0.3_n40,1,zephyr15_broken,reweave-thorough,2,40,1,1,3.0,4,120,11.011570874135941,40,263
ERd0.3_n40,1,zephyr15_broken,mmfork-cuthill,0,40,1,1,2.95,4,118,2.4383751309942454,40,263
ERd0.3_n40,1,zephyr15_broken,mmfork-cuthill,1,40,1,1,3.375,5,135,1.2830873110797256,40,263
ERd0.3_n40,1,zephyr15_broken,mmfork-cuthill,2,40,1,1,3.25,5,130,3.407685087993741,40,263
ERd0.3_n40,1,zephyr15_broken,mmfork-cuthill-fast,0,40,1,1,2.95,4,118,1.8669525620061904,40,263
ERd0.3_n40,1,zephyr15_broken,mmfork-cuthill-fast,1,40,1,1,3.375,5,135,1.217537677148357,40,263
ERd0.3_n40,1,zephyr15_broken,mmfork-cuthill-fast,2,40,1,1,3.25,5,130,6.131864472059533,40,263
ERd0.3_n40,1,zephyr15_broken,mmfork-portfolio,0,40,1,1,2.95,4,118,16.794535684864968,40,263
ERd0.3_n40,1,zephyr15_broken,mmfork-portfolio,1,40,1,1,3.1,4,124,12.116436207201332,40,263
ERd0.3_n40,1,zephyr15_broken,mmfork-portfolio,2,40,1,1,2.9,4,116,15.644692792091519,40,263
ERd0.3_n40,1,zephyr15_broken,reweave-mmfork-cuthill,0,40,1,1,2.95,4,118,2.2005634389352053,40,263
ERd0.3_n40,1,zephyr15_broken,reweave-mmfork-cuthill,1,40,1,1,3.325,5,133,1.2791299889795482,40,263
ERd0.3_n40,1,zephyr15_broken,reweave-mmfork-cuthill,2,40,1,1,3.225,5,129,4.719859356060624,40,263
ERd0.3_n80,1,pegasus16_broken,minorminer,0,80,1,1,9.2625,14,741,64.47880179202184,80,995
ERd0.3_n80,1,pegasus16_broken,minorminer,1,80,1,1,9.5875,15,767,46.25758660794236,80,995
ERd0.3_n80,1,pegasus16_broken,minorminer,2,80,1,1,10.625,17,850,30.981782945105806,80,995
ERd0.3_n80,1,pegasus16_broken,minorminer-layout,0,80,1,1,11.0125,17,881,24.409931828966364,80,995
ERd0.3_n80,1,pegasus16_broken,minorminer-layout,1,80,1,1,9.325,15,746,54.22884958400391,80,995
ERd0.3_n80,1,pegasus16_broken,minorminer-layout,2,80,1,1,9.3875,14,751,71.45051649701782,80,995
ERd0.3_n80,1,pegasus16_broken,reweave,0,80,1,1,8.8125,13,705,67.80469075008295,80,995
ERd0.3_n80,1,pegasus16_broken,reweave,1,80,1,1,9.1625,14,733,48.037963405949995,80,995
ERd0.3_n80,1,pegasus16_broken,reweave,2,80,1,1,9.8875,16,791,34.25972273899242,80,995
ERd0.3_n80,1,pegasus16_broken,reweave-thorough,0,80,1,1,9.5125,13,761,131.75263811508194,80,995
ERd0.3_n80,1,pegasus16_broken,reweave-thorough,1,80,1,1,9.425,15,754,128.8205248550512,80,995
ERd0.3_n80,1,pegasus16_broken,reweave-thorough,2,80,1,1,9.475,16,758,128.55953725008294,80,995
ERd0.3_n80,1,pegasus16_broken,mmfork-cuthill,0,80,1,1,9.1625,15,733,41.4116898579523,80,995
ERd0.3_n80,1,pegasus16_broken,mmfork-cuthill,1,80,1,1,9.4125,14,753,29.754178775008768,80,995
ERd0.3_n80,1,pegasus16_broken,mmfork-cuthill,2,80,1,1,10.8125,17,865,20.971329673891887,80,995
ERd0.3_n80,1,pegasus16_broken,mmfork-cuthill-fast,0,80,1,1,9.1625,15,733,34.33257687604055,80,995
ERd0.3_n80,1,pegasus16_broken,mmfork-cuthill-fast,1,80,1,1,9.4125,14,753,27.565871400991455,80,995
ERd0.3_n80,1,pegasus16_broken,mmfork-cuthill-fast,2,80,1,1,10.8125,17,865,20.627173292916268,80,995
ERd0.3_n80,1,pegasus16_broken,mmfork-portfolio,0,80,1,1,9.05,15,724,170.8503683609888,80,995
ERd0.3_n80,1,pegasus16_broken,mmfork-portfolio,1,80,1,1,9.4,15,752,168.89443941484205,80,995
ERd0.3_n80,1,pegasus16_broken,mmfork-portfolio,2,80,1,1,9.725,15,778,147.24388237297535,80,995
ERd0.3_n80,1,pegasus16_broken,reweave-mmfork-cuthill,0,80,1,1,8.675,15,694,44.502516742097214,80,995
ERd0.3_n80,1,pegasus16_broken,reweave-mmfork-cuthill,1,80,1,1,9.0625,14,725,41.62258835788816,80,995
ERd0.3_n80,1,pegasus16_broken,reweave-mmfork-cuthill,2,80,1,1,9.9625,17,797,31.210383183788508,80,995
ERd0.3_n80,1,zephyr15_broken,minorminer,0,80,1,1,7.5625,11,605,36.546890241093934,80,995
ERd0.3_n80,1,zephyr15_broken,minorminer,1,80,1,1,7.325,12,586,33.61742038000375,80,995
ERd0.3_n80,1,zephyr15_broken,minorminer,2,80,1,1,7.2125,10,577,38.44133199797943,80,995
ERd0.3_n80,1,zephyr15_broken,minorminer-layout,0,80,1,1,7.375,11,590,33.811821423936635,80,995
ERd0.3_n80,1,zephyr15_broken,minorminer-layout,1,80,1,1,8.975,14,718,15.048490934073925,80,995
ERd0.3_n80,1,zephyr15_broken,minorminer-layout,2,80,1,1,7.2625,11,581,29.18192511308007,80,995
ERd0.3_n80,1,zephyr15_broken,reweave,0,80,1,1,7.25,10,580,44.061192749999464,80,995
ERd0.3_n80,1,zephyr15_broken,reweave,1,80,1,1,6.9125,12,553,43.217569596134126,80,995
ERd0.3_n80,1,zephyr15_broken,reweave,2,80,1,1,6.8375,10,547,42.28295968286693,80,995
ERd0.3_n80,1,zephyr15_broken,reweave-thorough,0,80,1,1,7.1625,11,573,114.2186051660683,80,995
ERd0.3_n80,1,zephyr15_broken,reweave-thorough,1,80,1,1,6.8875,10,551,109.98192791012116,80,995
ERd0.3_n80,1,zephyr15_broken,reweave-thorough,2,80,1,1,7.35,13,588,131.09291102690622,80,995
ERd0.3_n80,1,zephyr15_broken,mmfork-cuthill,0,80,1,1,7.875,12,630,47.137417522026226,80,995
ERd0.3_n80,1,zephyr15_broken,mmfork-cuthill,1,80,1,1,7.6875,12,615,49.26253177714534,80,995
ERd0.3_n80,1,zephyr15_broken,mmfork-cuthill,2,80,1,1,8.175,13,654,22.504189773928374,80,995
ERd0.3_n80,1,zephyr15_broken,mmfork-cuthill-fast,0,80,1,1,7.875,12,630,32.08380020200275,80,995
ERd0.3_n80,1,zephyr15_broken,mmfork-cuthill-fast,1,80,1,1,7.6875,12,615,50.46440356504172,80,995
ERd0.3_n80,1,zephyr15_broken,mmfork-cuthill-fast,2,80,1,1,8.175,13,654,22.540063926018775,80,995
ERd0.3_n80,1,zephyr15_broken,mmfork-portfolio,0,80,1,1,7.0625,11,565,173.73283970705234,80,995
ERd0.3_n80,1,zephyr15_broken,mmfork-portfolio,1,80,1,1,7.3875,12,591,184.3981042378582,80,995
ERd0.3_n80,1,zephyr15_broken,mmfork-portfolio,2,80,1,1,7.2125,10,577,168.3746407038998,80,995
ERd0.3_n80,1,zephyr15_broken,reweave-mmfork-cuthill,0,80,1,1,7.5375,12,603,37.57041552104056,80,995
ERd0.3_n80,1,zephyr15_broken,reweave-mmfork-cuthill,1,80,1,1,7.075,12,566,59.05557302990928,80,995
ERd0.3_n80,1,zephyr15_broken,reweave-mmfork-cuthill,2,80,1,1,7.6125,12,609,30.427724750945345,80,995
ERd0.3_n120,1,pegasus16_broken,minorminer,0,120,1,1,16.491666666666667,26,1979,95.61778409592807,120,2170
ERd0.3_n120,1,pegasus16_broken,minorminer,1,120,1,1,16.916666666666668,27,2030,122.06135859200731,120,2170
ERd0.3_n120,1,pegasus16_broken,minorminer,2,120,1,1,16.608333333333334,26,1993,104.02408486395143,120,2170
ERd0.3_n120,1,pegasus16_broken,minorminer-layout,0,120,1,1,17.958333333333332,28,2155,150.09715789416805,120,2170
ERd0.3_n120,1,pegasus16_broken,minorminer-layout,1,120,1,1,17.941666666666666,28,2153,126.129324413836,120,2170
ERd0.3_n120,1,pegasus16_broken,minorminer-layout,2,120,1,1,16.966666666666665,27,2036,74.27158245583996,120,2170
ERd0.3_n120,1,pegasus16_broken,reweave,0,120,1,1,15.275,23,1833,180.2349255089648,120,2170
ERd0.3_n120,1,pegasus16_broken,reweave,1,120,1,1,15.583333333333334,25,1870,164.75788584095426,120,2170
ERd0.3_n120,1,pegasus16_broken,reweave,2,120,1,1,15.875,23,1905,180.43372653215192,120,2170
ERd0.3_n120,1,pegasus16_broken,reweave-thorough,0,120,1,1,18.408333333333335,34,2209,180.64477446000092,120,2170
ERd0.3_n120,1,pegasus16_broken,reweave-thorough,1,120,1,1,17.658333333333335,30,2119,180.71528944582678,120,2170
ERd0.3_n120,1,pegasus16_broken,reweave-thorough,2,120,1,1,18.691666666666666,34,2243,180.72071770508774,120,2170
ERd0.3_n120,1,pegasus16_broken,mmfork-cuthill,0,120,1,1,16.641666666666666,25,1997,131.76433177408762,120,2170
ERd0.3_n120,1,pegasus16_broken,mmfork-cuthill,1,120,1,1,19.825,29,2379,48.732660714071244,120,2170
ERd0.3_n120,1,pegasus16_broken,mmfork-cuthill,2,120,1,1,18.766666666666666,30,2252,65.41172418696806,120,2170
ERd0.3_n120,1,pegasus16_broken,mmfork-cuthill-fast,0,120,1,1,16.641666666666666,25,1997,133.1338346390985,120,2170
ERd0.3_n120,1,pegasus16_broken,mmfork-cuthill-fast,1,120,1,1,19.825,29,2379,52.02002488193102,120,2170
ERd0.3_n120,1,pegasus16_broken,mmfork-cuthill-fast,2,120,1,1,18.766666666666666,30,2252,60.21924566011876,120,2170
ERd0.3_n120,1,pegasus16_broken,mmfork-portfolio,0,120,1,1,18.816666666666666,31,2258,184.9424046969507,120,2170
ERd0.3_n120,1,pegasus16_broken,mmfork-portfolio,1,120,1,1,17.783333333333335,26,2134,184.99908312084153,120,2170
ERd0.3_n120,1,pegasus16_broken,mmfork-portfolio,2,120,1,1,18.675,32,2241,187.04580204794183,120,2170
ERd0.3_n120,1,pegasus16_broken,reweave-mmfork-cuthill,0,120,1,1,17.066666666666666,29,2048,180.45201722811908,120,2170
ERd0.3_n120,1,pegasus16_broken,reweave-mmfork-cuthill,1,120,1,1,17.891666666666666,27,2147,180.4651926890947,120,2170
ERd0.3_n120,1,pegasus16_broken,reweave-mmfork-cuthill,2,120,1,1,17.341666666666665,30,2081,136.17980490694754,120,2170
ERd0.3_n120,1,zephyr15_broken,minorminer,0,120,1,1,14.258333333333333,24,1711,110.09065649891272,120,2170
ERd0.3_n120,1,zephyr15_broken,minorminer,1,120,1,1,12.125,19,1455,180.75230104196817,120,2170
ERd0.3_n120,1,zephyr15_broken,minorminer,2,120,1,1,13.183333333333334,20,1582,132.45595782995224,120,2170
ERd0.3_n120,1,zephyr15_broken,minorminer-layout,0,120,1,1,12.475,19,1497,145.57777737407014,120,2170
ERd0.3_n120,1,zephyr15_broken,minorminer-layout,1,120,1,1,12.658333333333333,19,1519,180.64242189889774,120,2170
ERd0.3_n120,1,zephyr15_broken,minorminer-layout,2,120,1,1,14.233333333333333,23,1708,134.66920572705567,120,2170
ERd0.3_n120,1,zephyr15_broken,reweave,0,120,1,1,12.683333333333334,20,1522,180.3966647591442,120,2170
ERd0.3_n120,1,zephyr15_broken,reweave,1,120,1,1,12.091666666666667,22,1451,135.01153282402083,120,2170
ERd0.3_n120,1,zephyr15_broken,reweave,2,120,1,1,12.133333333333333,20,1456,166.87407589913346,120,2170
ERd0.3_n120,1,zephyr15_broken,reweave-thorough,0,120,1,1,15.225,31,1827,180.6380515799392,120,2170
ERd0.3_n120,1,zephyr15_broken,reweave-thorough,1,120,1,1,15.191666666666666,25,1823,180.4162983871065,120,2170
ERd0.3_n120,1,zephyr15_broken,reweave-thorough,2,120,1,1,17.191666666666666,29,2063,180.8756405839231,120,2170
ERd0.3_n120,1,zephyr15_broken,mmfork-cuthill,0,120,1,1,13.591666666666667,21,1631,114.92583644203842,120,2170
ERd0.3_n120,1,zephyr15_broken,mmfork-cuthill,1,120,1,1,13.575,21,1629,162.41361472499557,120,2170
ERd0.3_n120,1,zephyr15_broken,mmfork-cuthill,2,120,1,1,13.45,22,1614,110.98484201403335,120,2170
ERd0.3_n120,1,zephyr15_broken,mmfork-cuthill-fast,0,120,1,1,13.591666666666667,21,1631,114.64264492294751,120,2170
ERd0.3_n120,1,zephyr15_broken,mmfork-cuthill-fast,1,120,1,1,13.575,21,1629,124.10242906399071,120,2170
ERd0.3_n120,1,zephyr15_broken,mmfork-cuthill-fast,2,120,1,1,13.45,22,1614,113.28742404887453,120,2170
ERd0.3_n120,1,zephyr15_broken,mmfork-portfolio,0,120,1,1,14.208333333333334,25,1705,189.41213981504552,120,2170
ERd0.3_n120,1,zephyr15_broken,mmfork-portfolio,1,120,1,1,14.766666666666667,24,1772,191.1019203690812,120,2170
ERd0.3_n120,1,zephyr15_broken,mmfork-portfolio,2,120,1,1,14.908333333333333,25,1789,190.39556881901808,120,2170
ERd0.3_n120,1,zephyr15_broken,reweave-mmfork-cuthill,0,120,1,1,12.575,21,1509,137.24858475010842,120,2170
ERd0.3_n120,1,zephyr15_broken,reweave-mmfork-cuthill,1,120,1,1,12.641666666666667,22,1517,180.22200315399095,120,2170
ERd0.3_n120,1,zephyr15_broken,reweave-mmfork-cuthill,2,120,1,1,12.716666666666667,21,1526,180.28179509798065,120,2170
ERd0.3_n160,1,pegasus16_broken,minorminer,0,160,0,0,0.0,0,0,185.96396539686248,160,3885
ERd0.3_n160,1,pegasus16_broken,minorminer,1,160,0,0,0.0,0,0,187.51052394509315,160,3885
ERd0.3_n160,1,pegasus16_broken,minorminer,2,160,0,0,0.0,0,0,183.23191212210804,160,3885
ERd0.3_n160,1,pegasus16_broken,minorminer-layout,0,160,0,0,0.0,0,0,188.49720898200758,160,3885
ERd0.3_n160,1,pegasus16_broken,minorminer-layout,1,160,0,0,0.0,0,0,186.7137708440423,160,3885
ERd0.3_n160,1,pegasus16_broken,minorminer-layout,2,160,0,0,0.0,0,0,190.01865946687758,160,3885
ERd0.3_n160,1,pegasus16_broken,reweave,0,160,0,0,0.0,0,0,181.21243408694863,160,3885
ERd0.3_n160,1,pegasus16_broken,reweave,1,160,0,0,0.0,0,0,181.14059659303166,160,3885
ERd0.3_n160,1,pegasus16_broken,reweave,2,160,0,0,0.0,0,0,181.16246832394972,160,3885
ERd0.3_n160,1,pegasus16_broken,reweave-thorough,0,160,0,0,0.0,0,0,181.0675401489716,160,3885
ERd0.3_n160,1,pegasus16_broken,reweave-thorough,1,160,0,0,0.0,0,0,180.73176503297873,160,3885
ERd0.3_n160,1,pegasus16_broken,reweave-thorough,2,160,0,0,0.0,0,0,180.62657671095803,160,3885
ERd0.3_n160,1,pegasus16_broken,mmfork-cuthill,0,160,0,0,0.0,0,0,189.98284208588302,160,3885
ERd0.3_n160,1,pegasus16_broken,mmfork-cuthill,1,160,0,0,0.0,0,0,187.68355234805495,160,3885
ERd0.3_n160,1,pegasus16_broken,mmfork-cuthill,2,160,0,0,0.0,0,0,189.55158342397772,160,3885
ERd0.3_n160,1,pegasus16_broken,mmfork-cuthill-fast,0,160,0,0,0.0,0,0,181.805419547949,160,3885
ERd0.3_n160,1,pegasus16_broken,mmfork-cuthill-fast,1,160,0,0,0.0,0,0,185.8535372710321,160,3885
ERd0.3_n160,1,pegasus16_broken,mmfork-cuthill-fast,2,160,0,0,0.0,0,0,182.74490445200354,160,3885
ERd0.3_n160,1,pegasus16_broken,mmfork-portfolio,0,160,0,0,0.0,0,0,227.7706593561452,160,3885
ERd0.3_n160,1,pegasus16_broken,mmfork-portfolio,1,160,0,0,0.0,0,0,246.0135214079637,160,3885
ERd0.3_n160,1,pegasus16_broken,mmfork-portfolio,2,160,0,0,0.0,0,0,237.4103482980281,160,3885
ERd0.3_n160,1,pegasus16_broken,reweave-mmfork-cuthill,0,160,0,0,0.0,0,0,181.69423087709583,160,3885
ERd0.3_n160,1,pegasus16_broken,reweave-mmfork-cuthill,1,160,0,0,0.0,0,0,181.10401614010334,160,3885
ERd0.3_n160,1,pegasus16_broken,reweave-mmfork-cuthill,2,160,0,0,0.0,0,0,182.11688942206092,160,3885
ERd0.3_n160,1,zephyr15_broken,minorminer,0,160,1,1,21.49375,35,3439,184.14004123094492,160,3885
ERd0.3_n160,1,zephyr15_broken,minorminer,1,160,1,1,20.7625,34,3322,186.14007843402214,160,3885
ERd0.3_n160,1,zephyr15_broken,minorminer,2,160,1,1,21.375,34,3420,184.98937422898598,160,3885
ERd0.3_n160,1,zephyr15_broken,minorminer-layout,0,160,1,1,20.3625,32,3258,184.99765315908007,160,3885
ERd0.3_n160,1,zephyr15_broken,minorminer-layout,1,160,1,1,20.9125,36,3346,180.7769113429822,160,3885
ERd0.3_n160,1,zephyr15_broken,minorminer-layout,2,160,1,1,21.8625,36,3498,183.90131504600868,160,3885
ERd0.3_n160,1,zephyr15_broken,reweave,0,160,1,1,20.09375,33,3215,181.52481150091626,160,3885
ERd0.3_n160,1,zephyr15_broken,reweave,1,160,1,1,20.95,38,3352,181.81727749691345,160,3885
ERd0.3_n160,1,zephyr15_broken,reweave,2,160,1,1,21.83125,37,3493,181.46332538197748,160,3885
ERd0.3_n160,1,zephyr15_broken,reweave-thorough,0,160,1,1,27.0,48,4320,184.6801146909129,160,3885
ERd0.3_n160,1,zephyr15_broken,reweave-thorough,1,160,1,1,27.175,48,4348,186.21975668799132,160,3885
ERd0.3_n160,1,zephyr15_broken,reweave-thorough,2,160,1,1,27.25625,54,4361,185.30574173107743,160,3885
ERd0.3_n160,1,zephyr15_broken,mmfork-cuthill,0,160,1,1,20.1,32,3216,184.3330502777826,160,3885
ERd0.3_n160,1,zephyr15_broken,mmfork-cuthill,1,160,1,1,20.96875,33,3355,183.44026358914562,160,3885
ERd0.3_n160,1,zephyr15_broken,mmfork-cuthill,2,160,1,1,20.88125,34,3341,181.64415032300167,160,3885
ERd0.3_n160,1,zephyr15_broken,mmfork-cuthill-fast,0,160,1,1,19.7375,32,3158,183.94076216802932,160,3885
ERd0.3_n160,1,zephyr15_broken,mmfork-cuthill-fast,1,160,1,1,20.8625,34,3338,183.36841255100444,160,3885
ERd0.3_n160,1,zephyr15_broken,mmfork-cuthill-fast,2,160,1,1,22.49375,38,3599,182.28877025400288,160,3885
ERd0.3_n160,1,zephyr15_broken,mmfork-portfolio,0,160,1,1,29.78125,54,4765,197.9287239909172,160,3885
ERd0.3_n160,1,zephyr15_broken,mmfork-portfolio,1,160,1,1,25.7,47,4112,201.88587762182578,160,3885
ERd0.3_n160,1,zephyr15_broken,mmfork-portfolio,2,160,1,1,26.4875,46,4238,202.13227499183267,160,3885
ERd0.3_n160,1,zephyr15_broken,reweave-mmfork-cuthill,0,160,1,1,20.50625,36,3281,181.19807396712713,160,3885
ERd0.3_n160,1,zephyr15_broken,reweave-mmfork-cuthill,1,160,1,1,20.6,37,3296,181.3545806480106,160,3885
ERd0.3_n160,1,zephyr15_broken,reweave-mmfork-cuthill,2,160,1,1,22.16875,33,3547,182.59134037885815,160,3885
REGk6_n40,1,pegasus16_broken,minorminer,0,40,1,1,2.275,3,91,0.47621588804759085,40,120
REGk6_n40,1,pegasus16_broken,minorminer,1,40,1,1,2.25,4,90,0.34017136599868536,40,120
REGk6_n40,1,pegasus16_broken,minorminer,2,40,1,1,2.525,4,101,0.4667635050136596,40,120
REGk6_n40,1,pegasus16_broken,minorminer-layout,0,40,1,1,2.35,4,94,1.0120305351447314,40,120
REGk6_n40,1,pegasus16_broken,minorminer-layout,1,40,1,1,1.95,3,78,0.9667669080663472,40,120
REGk6_n40,1,pegasus16_broken,minorminer-layout,2,40,1,1,2.025,3,81,0.7928043091669679,40,120
REGk6_n40,1,pegasus16_broken,reweave,0,40,1,1,2.275,3,91,0.530931597109884,40,120
REGk6_n40,1,pegasus16_broken,reweave,1,40,1,1,2.25,4,90,0.37451590807177126,40,120
REGk6_n40,1,pegasus16_broken,reweave,2,40,1,1,2.525,4,101,0.46607627905905247,40,120
REGk6_n40,1,pegasus16_broken,reweave-thorough,0,40,1,1,2.1,3,84,2.5287069119513035,40,120
REGk6_n40,1,pegasus16_broken,reweave-thorough,1,40,1,1,2.25,4,90,1.6966511718928814,40,120
REGk6_n40,1,pegasus16_broken,reweave-thorough,2,40,1,1,2.1,3,84,2.0834697699174285,40,120
REGk6_n40,1,pegasus16_broken,mmfork-cuthill,0,40,1,1,2.0,3,80,0.4610417888034135,40,120
REGk6_n40,1,pegasus16_broken,mmfork-cuthill,1,40,1,1,2.4,4,96,0.26349865598604083,40,120
REGk6_n40,1,pegasus16_broken,mmfork-cuthill,2,40,1,1,2.45,4,98,0.5414194660261273,40,120
REGk6_n40,1,pegasus16_broken,mmfork-cuthill-fast,0,40,1,1,2.0,3,80,0.41241683601401746,40,120
REGk6_n40,1,pegasus16_broken,mmfork-cuthill-fast,1,40,1,1,2.4,4,96,0.4236578110139817,40,120
REGk6_n40,1,pegasus16_broken,mmfork-cuthill-fast,2,40,1,1,2.45,4,98,0.4629218210466206,40,120
REGk6_n40,1,pegasus16_broken,mmfork-portfolio,0,40,1,1,1.95,3,78,4.163396015996113,40,120
REGk6_n40,1,pegasus16_broken,mmfork-portfolio,1,40,1,1,2.1,3,84,2.3322909760754555,40,120
REGk6_n40,1,pegasus16_broken,mmfork-portfolio,2,40,1,1,2.1,4,84,2.4723327110987157,40,120
REGk6_n40,1,pegasus16_broken,reweave-mmfork-cuthill,0,40,1,1,2.0,3,80,0.49177286494523287,40,120
REGk6_n40,1,pegasus16_broken,reweave-mmfork-cuthill,1,40,1,1,2.375,4,95,0.33963009901344776,40,120
REGk6_n40,1,pegasus16_broken,reweave-mmfork-cuthill,2,40,1,1,2.425,4,97,0.5145119039807469,40,120
REGk6_n40,1,zephyr15_broken,minorminer,0,40,1,1,1.875,3,75,0.3000918289180845,40,120
REGk6_n40,1,zephyr15_broken,minorminer,1,40,1,1,1.9,3,76,0.524135913932696,40,120
REGk6_n40,1,zephyr15_broken,minorminer,2,40,1,1,1.875,3,75,0.2936875349842012,40,120
REGk6_n40,1,zephyr15_broken,minorminer-layout,0,40,1,1,1.925,3,77,0.8253232480492443,40,120
REGk6_n40,1,zephyr15_broken,minorminer-layout,1,40,1,1,1.85,3,74,1.3388364370912313,40,120
