source,instance,target,algorithm,seed,n,success,valid,avg_chain_length,max_chain_length,total_qubits_used,wall_time,problem_nodes,problem_edges
ERd0.3_n120,4,pegasus16_broken,mmfork-cuthill-fast,2,120,1,1,16.708333333333332,26,2005,101.49721379508264,120,2083
ERd0.3_n120,4,pegasus16_broken,mmfork-portfolio,0,120,1,1,17.783333333333335,30,2134,186.14136379491538,120,2083
ERd0.3_n120,4,pegasus16_broken,mmfork-portfolio,1,120,1,1,17.9,30,2148,184.16660324204713,120,2083
ERd0.3_n120,4,pegasus16_broken,mmfork-portfolio,2,120,1,1,17.808333333333334,30,2137,186.79734367597848,120,2083
ERd0.3_n120,4,pegasus16_broken,reweave-mmfork-cuthill,0,120,1,1,14.916666666666666,25,1790,129.61890854500234,120,2083
ERd0.3_n120,4,pegasus16_broken,reweave-mmfork-cuthill,1,120,1,1,16.125,26,1935,157.6064919149503,120,2083
ERd0.3_n120,4,pegasus16_broken,reweave-mmfork-cuthill,2,120,1,1,16.6,25,1992,180.50270104710944,120,2083
ERd0.3_n120,4,zephyr15_broken,minorminer,0,120,1,1,13.6,21,1632,120.22005976899527,120,2083
ERd0.3_n120,4,zephyr15_broken,minorminer,1,120,1,1,12.116666666666667,18,1454,180.6454376350157,120,2083
ERd0.3_n120,4,zephyr15_broken,minorminer,2,120,1,1,13.8,22,1656,95.40726224100217,120,2083
ERd0.3_n120,4,zephyr15_broken,minorminer-layout,0,120,1,1,13.641666666666667,22,1637,139.9476814949885,120,2083
ERd0.3_n120,4,zephyr15_broken,minorminer-layout,1,120,1,1,13.241666666666667,20,1589,128.51901849592105,120,2083
ERd0.3_n120,4,zephyr15_broken,minorminer-layout,2,120,1,1,15.166666666666666,24,1820,96.49777331319638,120,2083
ERd0.3_n120,4,zephyr15_broken,reweave,0,120,1,1,12.883333333333333,20,1546,180.1418984029442,120,2083
ERd0.3_n120,4,zephyr15_broken,reweave,1,120,1,1,12.016666666666667,19,1442,141.27907436387613,120,2083
ERd0.3_n120,4,zephyr15_broken,reweave,2,120,1,1,12.591666666666667,22,1511,159.02218093606643,120,2083
ERd0.3_n120,4,zephyr15_broken,reweave-thorough,0,120,1,1,14.625,27,1755,180.57838788302615,120,2083
ERd0.3_n120,4,zephyr15_broken,reweave-thorough,1,120,1,1,15.016666666666667,24,1802,180.59870768198743,120,2083
ERd0.3_n120,4,zephyr15_broken,reweave-thorough,2,120,1,1,14.6,27,1752,180.451982104918,120,2083
ERd0.3_n120,4,zephyr15_broken,mmfork-cuthill,0,120,1,1,13.575,22,1629,117.54060519393533,120,2083
ERd0.3_n120,4,zephyr15_broken,mmfork-cuthill,1,120,1,1,12.55,19,1506,182.57771976897493,120,2083
ERd0.3_n120,4,zephyr15_broken,mmfork-cuthill,2,120,1,1,12.1,20,1452,181.77305141300894,120,2083
ERd0.3_n120,4,zephyr15_broken,mmfork-cuthill-fast,0,120,1,1,13.575,22,1629,94.08180469484068,120,2083
ERd0.3_n120,4,zephyr15_broken,mmfork-cuthill-fast,1,120,1,1,12.55,19,1506,140.79448500904255,120,2083
ERd0.3_n120,4,zephyr15_broken,mmfork-cuthill-fast,2,120,1,1,12.1,20,1452,180.18786358018406,120,2083
ERd0.3_n120,4,zephyr15_broken,mmfork-portfolio,0,120,1,1,15.841666666666667,25,1901,186.3622597111389,120,2083
ERd0.3_n120,4,zephyr15_broken,mmfork-portfolio,1,120,1,1,14.025,24,1683,183.0949668569956,120,2083
ERd0.3_n120,4,zephyr15_broken,mmfork-portfolio,2,120,1,1,15.375,26,1845,192.24961524200626,120,2083
ERd0.3_n120,4,zephyr15_broken,reweave-mmfork-cuthill,0,120,1,1,12.566666666666666,21,1508,155.52037404687144,120,2083
ERd0.3_n120,4,zephyr15_broken,reweave-mmfork-cuthill,1,120,1,1,12.9,24,1548,144.6405806420371,120,2083
ERd0.3_n120,4,zephyr15_broken,reweave-mmfork-cuthill,2,120,1,1,12.725,20,1527,137.61241124989465,120,2083
ERd0.3_n160,4,pegasus16_broken,minorminer,0,160,0,0,0.0,0,0,183.61258078506216,160,3773
ERd0.3_n160,4,pegasus16_broken,minorminer,1,160,0,0,0.0,0,0,183.91004733601585,160,3773
ERd0.3_n160,4,pegasus16_broken,minorminer,2,160,0,0,0.0,0,0,184.50432057096623,160,3773
ERd0.3_n160,4,pegasus16_broken,minorminer-layout,0,160,0,0,0.0,0,0,184.78579344018362,160,3773
ERd0.3_n160,4,pegasus16_broken,minorminer-layout,1,160,0,0,0.0,0,0,192.067733543925,160,3773
ERd0.3_n160,4,pegasus16_broken,minorminer-layout,2,160,0,0,0.0,0,0,191.50446040811948,160,3773
ERd0.3_n160,4,pegasus16_broken,reweave,0,160,0,0,0.0,0,0,180.77450975007378,160,3773
ERd0.3_n160,4,pegasus16_broken,reweave,1,160,0,0,0.0,0,0,181.03926305985078,160,3773
ERd0.3_n160,4,pegasus16_broken,reweave,2,160,0,0,0.0,0,0,181.45819715387188,160,3773
ERd0.3_n160,4,pegasus16_broken,reweave-thorough,0,160,0,0,0.0,0,0,180.6004058669787,160,3773
ERd0.3_n160,4,pegasus16_broken,reweave-thorough,1,160,0,0,0.0,0,0,180.32937153498642,160,3773
ERd0.3_n160,4,pegasus16_broken,reweave-thorough,2,160,0,0,0.0,0,0,180.50200970703736,160,3773
ERd0.3_n160,4,pegasus16_broken,mmfork-cuthill,0,160,0,0,0.0,0,0,189.07997294492088,160,3773
ERd0.3_n160,4,pegasus16_broken,mmfork-cuthill,1,160,0,0,0.0,0,0,188.62066559889354,160,3773
ERd0.3_n160,4,pegasus16_broken,mmfork-cuthill,2,160,0,0,0.0,0,0,191.79684503399767,160,3773
ERd0.3_n160,4,pegasus16_broken,mmfork-cuthill-fast,0,160,0,0,0.0,0,0,185.52505326084793,160,3773
ERd0.3_n160,4,pegasus16_broken,mmfork-cuthill-fast,1,160,0,0,0.0,0,0,181.2095531350933,160,3773
ERd0.3_n160,4,pegasus16_broken,mmfork-cuthill-fast,2,160,0,0,0.0,0,0,182.2526440450456,160,3773
ERd0.3_n160,4,pegasus16_broken,mmfork-portfolio,0,160,0,0,0.0,0,0,240.34066675417125,160,3773
ERd0.3_n160,4,pegasus16_broken,mmfork-portfolio,1,160,0,0,0.0,0,0,228.93169383099303,160,3773
ERd0.3_n160,4,pegasus16_broken,mmfork-portfolio,2,160,0,0,0.0,0,0,239.68646162282676,160,3773
ERd0.3_n160,4,pegasus16_broken,reweave-mmfork-cuthill,0,160,0,0,0.0,0,0,181.12617719895206,160,3773
ERd0.3_n160,4,pegasus16_broken,reweave-mmfork-cuthill,1,160,0,0,0.0,0,0,181.58042234415188,160,3773
ERd0.3_n160,4,pegasus16_broken,reweave-mmfork-cuthill,2,160,0,0,0.0,0,0,181.87167896493338,160,3773
ERd0.3_n160,4,zephyr15_broken,minorminer,0,160,1,1,19.95,32,3192,185.72722412808798,160,3773
ERd0.3_n160,4,zephyr15_broken,minorminer,1,160,1,1,21.975,36,3516,184.9274983489886,160,3773
ERd0.3_n160,4,zephyr15_broken,minorminer,2,160,1,1,21.025,34,3364,183.61213491181843,160,3773
ERd0.3_n160,4,zephyr15_broken,minorminer-layout,0,160,1,1,21.3125,37,3410,182.32228570384905,160,3773
ERd0.3_n160,4,zephyr15_broken,minorminer-layout,1,160,1,1,20.4875,34,3278,183.0346739150118,160,3773
ERd0.3_n160,4,zephyr15_broken,minorminer-layout,2,160,1,1,22.4375,38,3590,182.3399120909162,160,3773
ERd0.3_n160,4,zephyr15_broken,reweave,0,160,1,1,21.15,36,3384,183.0073824119754,160,3773
ERd0.3_n160,4,zephyr15_broken,reweave,1,160,1,1,22.63125,41,3621,182.56312297005206,160,3773
ERd0.3_n160,4,zephyr15_broken,reweave,2,160,1,1,19.55,32,3128,181.26696873898618,160,3773
ERd0.3_n160,4,zephyr15_broken,reweave-thorough,0,160,1,1,25.975,53,4156,181.89090385404415,160,3773
ERd0.3_n160,4,zephyr15_broken,reweave-thorough,1,160,1,1,25.8875,54,4142,185.56636211811565,160,3773
ERd0.3_n160,4,zephyr15_broken,reweave-thorough,2,160,1,1,25.875,45,4140,183.0885098511353,160,3773
ERd0.3_n160,4,zephyr15_broken,mmfork-cuthill,0,160,1,1,20.35,33,3256,186.79700975609012,160,3773
ERd0.3_n160,4,zephyr15_broken,mmfork-cuthill,1,160,1,1,19.96875,32,3195,185.65601099398918,160,3773
ERd0.3_n160,4,zephyr15_broken,mmfork-cuthill,2,160,1,1,20.86875,36,3339,180.5244515510276,160,3773
ERd0.3_n160,4,zephyr15_broken,mmfork-cuthill-fast,0,160,1,1,19.79375,32,3167,181.41070666490123,160,3773
ERd0.3_n160,4,zephyr15_broken,mmfork-cuthill-fast,1,160,1,1,20.4375,33,3270,182.30498809018172,160,3773
ERd0.3_n160,4,zephyr15_broken,mmfork-cuthill-fast,2,160,1,1,22.15,38,3544,181.36236227606423,160,3773
ERd0.3_n160,4,zephyr15_broken,mmfork-portfolio,0,160,1,1,27.2875,48,4366,207.57702221511863,160,3773
ERd0.3_n160,4,zephyr15_broken,mmfork-portfolio,1,160,1,1,28.6875,55,4590,188.43846557312645,160,3773
ERd0.3_n160,4,zephyr15_broken,mmfork-portfolio,2,160,1,1,26.8375,46,4294,195.76996227097698,160,3773
ERd0.3_n160,4,zephyr15_broken,reweave-mmfork-cuthill,0,160,1,1,20.49375,36,3279,181.4849090569187,160,3773
ERd0.3_n160,4,zephyr15_broken,reweave-mmfork-cuthill,1,160,1,1,21.00625,38,3361,182.05690670688637,160,3773
ERd0.3_n160,4,zephyr15_broken,reweave-mmfork-cuthill,2,160,1,1,22.4375,36,3590,181.52290746406652,160,3773
REGk6_n40,4,pegasus16_broken,minorminer,0,40,1,1,2.375,4,95,0.3706851629540324,40,120
REGk6_n40,4,pegasus16_broken,minorminer,1,40,1,1,2.3,4,92,0.30337720084935427,40,120
REGk6_n40,4,pegasus16_broken,minorminer,2,40,1,1,2.375,4,95,0.2126518019940704,40,120
REGk6_n40,4,pegasus16_broken,minorminer-layout,0,40,1,1,2.475,4,99,0.7421010329853743,40,120
REGk6_n40,4,pegasus16_broken,minorminer-layout,1,40,1,1,2.3,3,92,0.8390357079915702,40,120
REGk6_n40,4,pegasus16_broken,minorminer-layout,2,40,1,1,2.45,4,98,0.7797398730181158,40,120
REGk6_n40,4,pegasus16_broken,reweave,0,40,1,1,2.35,4,94,0.47653077100403607,40,120
REGk6_n40,4,pegasus16_broken,reweave,1,40,1,1,2.275,4,91,0.3761100110132247,40,120
REGk6_n40,4,pegasus16_broken,reweave,2,40,1,1,2.375,4,95,0.27530576405115426,40,120
REGk6_n40,4,pegasus16_broken,reweave-thorough,0,40,1,1,2.225,4,89,1.8429831978864968,40,120
REGk6_n40,4,pegasus16_broken,reweave-thorough,1,40,1,1,2.25,4,90,1.5021923850290477,40,120
REGk6_n40,4,pegasus16_broken,reweave-thorough,2,40,1,1,2.025,3,81,1.4705085509922355,40,120
REGk6_n40,4,pegasus16_broken,mmfork-cuthill,0,40,1,1,2.125,3,85,0.34509299602359533,40,120
REGk6_n40,4,pegasus16_broken,mmfork-cuthill,1,40,1,1,2.45,4,98,1.1040933020412922,40,120
REGk6_n40,4,pegasus16_broken,mmfork-cuthill,2,40,1,1,2.025,3,81,0.48546550585888326,40,120
REGk6_n40,4,pegasus16_broken,mmfork-cuthill-fast,0,40,1,1,2.125,3,85,0.3354601329192519,40,120
REGk6_n40,4,pegasus16_broken,mmfork-cuthill-fast,1,40,1,1,2.45,4,98,0.5993853318504989,40,120
REGk6_n40,4,pegasus16_broken,mmfork-cuthill-fast,2,40,1,1,2.025,3,81,0.4248873370233923,40,120
REGk6_n40,4,pegasus16_broken,mmfork-portfolio,0,40,1,1,2.075,3,83,2.4683905250858516,40,120
REGk6_n40,4,pegasus16_broken,mmfork-portfolio,1,40,1,1,2.175,3,87,2.1355041309725493,40,120
REGk6_n40,4,pegasus16_broken,mmfork-portfolio,2,40,1,1,2.025,3,81,2.468579745152965,40,120
REGk6_n40,4,pegasus16_broken,reweave-mmfork-cuthill,0,40,1,1,2.125,3,85,0.31902211904525757,40,120
REGk6_n40,4,pegasus16_broken,reweave-mmfork-cuthill,1,40,1,1,2.375,4,95,0.5695920300204307,40,120
REGk6_n40,4,pegasus16_broken,reweave-mmfork-cuthill,2,40,1,1,2.025,3,81,0.42518980614840984,40,120
REGk6_n40,4,zephyr15_broken,minorminer,0,40,1,1,1.825,3,73,0.42714512813836336,40,120
REGk6_n40,4,zephyr15_broken,minorminer,1,40,1,1,1.925,3,77,0.45680889883078635,40,120
REGk6_n40,4,zephyr15_broken,minorminer,2,40,1,1,1.875,3,75,0.2972200158983469,40,120
REGk6_n40,4,zephyr15_broken,minorminer-layout,0,40,1,1,1.95,3,78,0.9926284349057823,40,120
REGk6_n40,4,zephyr15_broken,minorminer-layout,1,40,1,1,2.025,4,81,0.8488381679635495,40,120
REGk6_n40,4,zephyr15_broken,minorminer-layout,2,40,1,1,2.0,3,80,0.8421995239332318,40,120
REGk6_n40,4,zephyr15_broken,reweave,0,40,1,1,1.825,3,73,0.49428615998476744,40,120
REGk6_n40,4,zephyr15_broken,reweave,1,40,1,1,1.925,3,77,0.44228428811766207,40,120
REGk6_n40,4,zephyr15_broken,reweave,2,40,1,1,1.875,3,75,0.38399183889850974,40,120
REGk6_n40,4,zephyr15_broken,reweave-thorough,0,40,1,1,1.825,3,73,2.6827422119677067,40,120
REGk6_n40,4,zephyr15_broken,reweave-thorough,1,40,1,1,1.875,3,75,1.8527587079443038,40,120
REGk6_n40,4,zephyr15_broken,reweave-thorough,2,40,1,1,1.675,3,67,2.019297515042126,40,120
REGk6_n40,4,zephyr15_broken,mmfork-cuthill,0,40,1,1,1.875,3,75,0.3202170138247311,40,120
REGk6_n40,4,zephyr15_broken,mmfork-cuthill,1,40,1,1,1.825,3,73,0.4298107880167663,40,120
REGk6_n40,4,zephyr15_broken,mmfork-cuthill,2,40,1,1,1.725,3,69,0.46257991692982614,40,120
REGk6_n40,4,zephyr15_broken,mmfork-cuthill-fast,0,40,1,1,1.875,3,75,0.4317967789247632,40,120
REGk6_n40,4,zephyr15_broken,mmfork-cuthill-fast,1,40,1,1,1.825,3,73,0.45289632584899664,40,120
REGk6_n40,4,zephyr15_broken,mmfork-cuthill-fast,2,40,1,1,1.725,3,69,0.7323888819664717,40,120
REGk6_n40,4,zephyr15_broken,mmfork-portfolio,0,40,1,1,1.825,3,73,2.17762987408787,40,120
REGk6_n40,4,zephyr15_broken,mmfork-portfolio,1,40,1,1,1.775,3,71,2.3261698118876666,40,120
REGk6_n40,4,zephyr15_broken,mmfork-portfolio,2,40,1,1,1.725,3,69,1.9557843171060085,40,120
REGk6_n40,4,zephyr15_broken,reweave-mmfork-cuthill,0,40,1,1,1.875,3,75,0.41788462502881885,40,120
REGk6_n40,4,zephyr15_broken,reweave-mmfork-cuthill,1,40,1,1,1.825,3,73,0.4793397500179708,40,120
REGk6_n40,4,zephyr15_broken,reweave-mmfork-cuthill,2,40,1,1,1.725,3,69,0.5485121549572796,40,120
REGk6_n80,4,pegasus16_broken,minorminer,0,80,1,1,3.0625,6,245,1.7595851190853864,80,240
REGk6_n80,4,pegasus16_broken,minorminer,1,80,1,1,3.3875,7,271,1.2906132778152823,80,240
REGk6_n80,4,pegasus16_broken,minorminer,2,80,1,1,2.9875,6,239,1.4318134158384055,80,240
REGk6_n80,4,pegasus16_broken,minorminer-layout,0,80,1,1,3.0375,5,243,1.892091769957915,80,240
REGk6_n80,4,pegasus16_broken,minorminer-layout,1,80,1,1,3.225,6,258,2.1047860339749604,80,240
REGk6_n80,4,pegasus16_broken,minorminer-layout,2,80,1,1,3.0625,6,245,2.1636175899766386,80,240
REGk6_n80,4,pegasus16_broken,reweave,0,80,1,1,3.05,6,244,1.723238583886996,80,240
REGk6_n80,4,pegasus16_broken,reweave,1,80,1,1,3.325,7,266,1.606194760883227,80,240
REGk6_n80,4,pegasus16_broken,reweave,2,80,1,1,2.9625,6,237,1.6598787568509579,80,240
REGk6_n80,4,pegasus16_broken,reweave-thorough,0,80,1,1,3.025,5,242,5.896384166087955,80,240
REGk6_n80,4,pegasus16_broken,reweave-thorough,1,80,1,1,3.075,6,246,8.573723257984966,80,240
REGk6_n80,4,pegasus16_broken,reweave-thorough,2,80,1,1,2.9625,6,237,7.587369398912415,80,240
REGk6_n80,4,pegasus16_broken,mmfork-cuthill,0,80,1,1,3.15,5,252,2.8479340029880404,80,240
REGk6_n80,4,pegasus16_broken,mmfork-cuthill,1,80,1,1,3.775,8,302,1.2408066559582949,80,240
REGk6_n80,4,pegasus16_broken,mmfork-cuthill,2,80,1,1,3.1375,6,251,1.320445909164846,80,240
REGk6_n80,4,pegasus16_broken,mmfork-cuthill-fast,0,80,1,1,3.15,5,252,2.7075652019120753,80,240
REGk6_n80,4,pegasus16_broken,mmfork-cuthill-fast,1,80,1,1,3.775,8,302,1.1533955140039325,80,240
REGk6_n80,4,pegasus16_broken,mmfork-cuthill-fast,2,80,1,1,3.1375,6,251,2.3776998068206012,80,240
REGk6_n80,4,pegasus16_broken,mmfork-portfolio,0,80,1,1,3.0625,6,245,14.117349359905347,80,240
REGk6_n80,4,pegasus16_broken,mmfork-portfolio,1,80,1,1,3.1875,6,255,8.026731178164482,80,240
REGk6_n80,4,pegasus16_broken,mmfork-portfolio,2,80,1,1,2.925,5,234,7.990700440946966,80,240
REGk6_n80,4,pegasus16_broken,reweave-mmfork-cuthill,0,80,1,1,3.15,5,252,4.0436714589595795,80,240
REGk6_n80,4,pegasus16_broken,reweave-mmfork-cuthill,1,80,1,1,3.7375,8,299,1.1159918231423944,80,240
REGk6_n80,4,pegasus16_broken,reweave-mmfork-cuthill,2,80,1,1,3.1125,6,249,1.4110004880931228,80,240
REGk6_n80,4,zephyr15_broken,minorminer,0,80,1,1,2.675,5,214,1.6170054371468723,80,240
REGk6_n80,4,zephyr15_broken,minorminer,1,80,1,1,2.675,5,214,1.12698013917543,80,240
REGk6_n80,4,zephyr15_broken,minorminer,2,80,1,1,2.7125,5,217,0.9712391588836908,80,240
REGk6_n80,4,zephyr15_broken,minorminer-layout,0,80,1,1,2.825,5,226,1.9407241370063275,80,240
REGk6_n80,4,zephyr15_broken,minorminer-layout,1,80,1,1,2.6875,5,215,2.444187571061775,80,240
REGk6_n80,4,zephyr15_broken,minorminer-layout,2,80,1,1,2.7125,5,217,2.466034122975543,80,240
REGk6_n80,4,zephyr15_broken,reweave,0,80,1,1,2.6125,5,209,1.8206809649709612,80,240
REGk6_n80,4,zephyr15_broken,reweave,1,80,1,1,2.6375,5,211,1.7419813689775765,80,240
REGk6_n80,4,zephyr15_broken,reweave,2,80,1,1,2.6625,5,213,1.35880002588965,80,240
REGk6_n80,4,zephyr15_broken,reweave-thorough,0,80,1,1,2.275,4,182,7.426325688837096,80,240
REGk6_n80,4,zephyr15_broken,reweave-thorough,1,80,1,1,2.625,5,210,7.6339350319467485,80,240
REGk6_n80,4,zephyr15_broken,reweave-thorough,2,80,1,1,2.6625,5,213,5.460842741187662,80,240
REGk6_n80,4,zephyr15_broken,mmfork-cuthill,0,80,1,1,2.95,6,236,0.9880422027781606,80,240
REGk6_n80,4,zephyr15_broken,mmfork-cuthill,1,80,1,1,2.7625,5,221,1.226209674961865,80,240
REGk6_n80,4,zephyr15_broken,mmfork-cuthill,2,80,1,1,2.65,5,212,1.1411670129746199,80,240
REGk6_n80,4,zephyr15_broken,mmfork-cuthill-fast,0,80,1,1,2.95,6,236,0.7879576699342579,80,240
REGk6_n80,4,zephyr15_broken,mmfork-cuthill-fast,1,80,1,1,2.7625,5,221,0.9529443020001054,80,240
REGk6_n80,4,zephyr15_broken,mmfork-cuthill-fast,2,80,1,1,2.65,5,212,1.5437655290588737,80,240
REGk6_n80,4,zephyr15_broken,mmfork-portfolio,0,80,1,1,2.5625,4,205,8.48743066098541,80,240
REGk6_n80,4,zephyr15_broken,mmfork-portfolio,1,80,1,1,2.55,5,204,8.83184590912424,80,240
REGk6_n80,4,zephyr15_broken,mmfork-portfolio,2,80,1,1,2.6125,5,209,7.631221232935786,80,240
REGk6_n80,4,zephyr15_broken,reweave-mmfork-cuthill,0,80,1,1,2.8375,6,227,1.2227104289922863,80,240
REGk6_n80,4,zephyr15_broken,reweave-mmfork-cuthill,1,80,1,1,2.7125,5,217,1.233011286938563,80,240
REGk6_n80,4,zephyr15_broken,reweave-mmfork-cuthill,2,80,1,1,2.5875,5,207,1.880502297077328,80,240
REGk6_n160,4,pegasus16_broken,minorminer,0,160,1,1,6.09375,14,975,5.551752548897639,160,480
REGk6_n160,4,pegasus16_broken,minorminer,1,160,1,1,5.75,13,920,6.2136761110741645,160,480
REGk6_n160,4,pegasus16_broken,minorminer,2,160,1,1,5.23125,11,837,8.333885862026364,160,480
REGk6_n160,4,pegasus16_broken,minorminer-layout,0,160,1,1,6.125,14,980,7.498258271953091,160,480
REGk6_n160,4,pegasus16_broken,minorminer-layout,1,160,1,1,5.85,12,936,6.26905724988319,160,480
REGk6_n160,4,pegasus16_broken,minorminer-layout,2,160,1,1,5.21875,11,835,11.00357542396523,160,480
REGk6_n160,4,pegasus16_broken,reweave,0,160,1,1,5.85625,14,937,6.368133425945416,160,480
REGk6_n160,4,pegasus16_broken,reweave,1,160,1,1,5.53125,13,885,7.1950268698856235,160,480
REGk6_n160,4,pegasus16_broken,reweave,2,160,1,1,5.03125,11,805,10.412840217817575,160,480
REGk6_n160,4,pegasus16_broken,reweave-thorough,0,160,1,1,4.88125,11,781,32.83279309398495,160,480
REGk6_n160,4,pegasus16_broken,reweave-thorough,1,160,1,1,5.49375,12,879,28.11470913607627,160,480
REGk6_n160,4,pegasus16_broken,reweave-thorough,2,160,1,1,5.00625,11,801,36.855022384086624,160,480
REGk6_n160,4,pegasus16_broken,mmfork-cuthill,0,160,1,1,5.675,13,908,5.202616349095479,160,480
REGk6_n160,4,pegasus16_broken,mmfork-cuthill,1,160,1,1,5.75625,13,921,8.126140450127423,160,480
REGk6_n160,4,pegasus16_broken,mmfork-cuthill,2,160,1,1,5.8125,13,930,13.488728560972959,160,480
REGk6_n160,4,pegasus16_broken,mmfork-cuthill-fast,0,160,1,1,5.675,13,908,5.534609856083989,160,480
REGk6_n160,4,pegasus16_broken,mmfork-cuthill-fast,1,160,1,1,5.75625,13,921,8.03332054009661,160,480
REGk6_n160,4,pegasus16_broken,mmfork-cuthill-fast,2,160,1,1,5.8125,13,930,15.09214699990116,160,480
REGk6_n160,4,pegasus16_broken,mmfork-portfolio,0,160,1,1,5.40625,12,865,29.9937832551077,160,480
REGk6_n160,4,pegasus16_broken,mmfork-portfolio,1,160,1,1,5.38125,11,861,41.99802822410129,160,480
REGk6_n160,4,pegasus16_broken,mmfork-portfolio,2,160,1,1,5.23125,11,837,47.07603657594882,160,480
REGk6_n160,4,pegasus16_broken,reweave-mmfork-cuthill,0,160,1,1,5.4125,11,866,9.445251931902021,160,480
REGk6_n160,4,pegasus16_broken,reweave-mmfork-cuthill,1,160,1,1,5.60625,13,897,9.629484948003665,160,480
REGk6_n160,4,pegasus16_broken,reweave-mmfork-cuthill,2,160,1,1,5.63125,13,901,14.433021435979754,160,480
REGk6_n160,4,zephyr15_broken,minorminer,0,160,1,1,4.8125,10,770,5.19413873180747,160,480
REGk6_n160,4,zephyr15_broken,minorminer,1,160,1,1,4.65625,10,745,5.426275605801493,160,480
REGk6_n160,4,zephyr15_broken,minorminer,2,160,1,1,4.54375,10,727,5.125727233942598,160,480
REGk6_n160,4,zephyr15_broken,minorminer-layout,0,160,1,1,4.08125,8,653,14.634634610032663,160,480
REGk6_n160,4,zephyr15_broken,minorminer-layout,1,160,1,1,4.575,9,732,7.92785936803557,160,480
REGk6_n160,4,zephyr15_broken,minorminer-layout,2,160,1,1,4.35,9,696,12.996897435979918,160,480
REGk6_n160,4,zephyr15_broken,reweave,0,160,1,1,4.65,9,744,5.947673358023167,160,480
REGk6_n160,4,zephyr15_broken,reweave,1,160,1,1,4.51875,10,723,5.905783076072112,160,480
REGk6_n160,4,zephyr15_broken,reweave,2,160,1,1,4.3875,10,702,5.610236663138494,160,480
REGk6_n160,4,zephyr15_broken,reweave-thorough,0,160,1,1,3.9625,8,634,34.93834718083963,160,480
REGk6_n160,4,zephyr15_broken,reweave-thorough,1,160,1,1,4.26875,9,683,25.423440661048517,160,480
REGk6_n160,4,zephyr15_broken,reweave-thorough,2,160,1,1,4.15,9,664,30.347698925994337,160,480
REGk6_n160,4,zephyr15_broken,mmfork-cuthill,0,160,1,1,4.9125,11,786,5.700818591052666,160,480
REGk6_n160,4,zephyr15_broken,mmfork-cuthill,1,160,1,1,4.38125,10,701,7.854707187972963,160,480
REGk6_n160,4,zephyr15_broken,mmfork-cuthill,2,160,1,1,4.36875,9,699,6.752079522004351,160,480
REGk6_n160,4,zephyr15_broken,mmfork-cuthill-fast,0,160,1,1,4.9125,11,786,5.545917639043182,160,480
REGk6_n160,4,zephyr15_broken,mmfork-cuthill-fast,1,160,1,1,4.38125,10,701,8.300569581100717,160,480
REGk6_n160,4,zephyr15_broken,mmfork-cuthill-fast,2,160,1,1,4.36875,9,699,8.41102239000611,160,480
REGk6_n160,4,zephyr15_broken,mmfork-portfolio,0,160,1,1,4.3,9,688,46.468236851040274,160,480
REGk6_n160,4,zephyr15_broken,mmfork-portfolio,1,160,1,1,4.2125,9,674,49.09716474195011,160,480
REGk6_n160,4,zephyr15_broken,mmfork-portfolio,2,160,1,1,4.1625,8,666,38.93070970312692,160,480
REGk6_n160,4,zephyr15_broken,reweave-mmfork-cuthill,0,160,1,1,4.7125,11,754,8.673412343952805,160,480
REGk6_n160,4,zephyr15_broken,reweave-mmfork-cuthill,1,160,1,1,4.2625,10,682,10.810313767986372,160,480
REGk6_n160,4,zephyr15_broken,reweave-mmfork-cuthill,2,160,1,1,4.1875,9,670,8.804655801970512,160,480
REGk6_n320,4,pegasus16_broken,minorminer,0,320,1,1,10.896875,25,3487,15.629885109839961,320,960
REGk6_n320,4,pegasus16_broken,minorminer,1,320,1,1,10.040625,25,3213,19.517503885086626,320,960
REGk6_n320,4,pegasus16_broken,minorminer,2,320,1,1,10.59375,25,3390,15.434463798999786,320,960
REGk6_n320,4,pegasus16_broken,minorminer-layout,0,320,1,1,9.459375,25,3027,32.5989428490866,320,960
REGk6_n320,4,pegasus16_broken,minorminer-layout,1,320,1,1,10.528125,27,3369,25.820585613837466,320,960
REGk6_n320,4,pegasus16_broken,minorminer-layout,2,320,1,1,10.6625,27,3412,25.327152570942417,320,960
REGk6_n320,4,pegasus16_broken,reweave,0,320,1,1,10.325,25,3304,20.64771271008067,320,960
REGk6_n320,4,pegasus16_broken,reweave,1,320,1,1,9.54375,25,3054,22.504845527000725,320,960
REGk6_n320,4,pegasus16_broken,reweave,2,320,1,1,10.021875,23,3207,18.139752604998648,320,960
REGk6_n320,4,pegasus16_broken,reweave-thorough,0,320,1,1,9.978125,26,3193,90.54529875097796,320,960
REGk6_n320,4,pegasus16_broken,reweave-thorough,1,320,1,1,9.54375,25,3054,92.71632727608085,320,960
REGk6_n320,4,pegasus16_broken,reweave-thorough,2,320,1,1,10.01875,23,3206,84.62744694203138,320,960
REGk6_n320,4,pegasus16_broken,mmfork-cuthill,0,320,1,1,10.45,30,3344,16.819966363953426,320,960
REGk6_n320,4,pegasus16_broken,mmfork-cuthill,1,320,1,1,10.3125,27,3300,40.27882550191134,320,960
REGk6_n320,4,pegasus16_broken,mmfork-cuthill,2,320,1,1,11.465625,33,3669,15.29250785219483,320,960
REGk6_n320,4,pegasus16_broken,mmfork-cuthill-fast,0,320,1,1,10.45,30,3344,20.05924946279265,320,960
