pid,gkey,n,method,eseed,acl,maxchain,chain_rel,mean_e,best_e,chainbreak,gs,p_gs,resid
5,ER_n24_d0.5_g2,24,reweave,1,2.5833333333333335,3,1.0,-54.092,-64.0,0.214,-64.0,0.002,0.1548
5,ER_n24_d0.5_g2,24,reweave,1,2.5833333333333335,3,1.5,-56.22,-64.0,0.1063,-64.0,0.186,0.1216
5,ER_n24_d0.5_g2,24,reweave-thorough,0,2.7083333333333335,4,0.75,-47.184,-60.0,0.3049,-64.0,0.0,0.2628
5,ER_n24_d0.5_g2,24,reweave-thorough,0,2.7083333333333335,4,1.0,-46.712,-60.0,0.2722,-64.0,0.0,0.2701
5,ER_n24_d0.5_g2,24,reweave-thorough,0,2.7083333333333335,4,1.5,-51.388,-60.0,0.1802,-64.0,0.0,0.1971
5,ER_n24_d0.5_g2,24,reweave-thorough,1,2.5833333333333335,3,0.75,-51.988,-60.0,0.2478,-64.0,0.0,0.1877
5,ER_n24_d0.5_g2,24,reweave-thorough,1,2.5833333333333335,3,1.0,-54.092,-64.0,0.214,-64.0,0.002,0.1548
5,ER_n24_d0.5_g2,24,reweave-thorough,1,2.5833333333333335,3,1.5,-56.22,-64.0,0.1063,-64.0,0.186,0.1216
5,ER_n24_d0.5_g2,24,mmfork-cuthill,0,2.625,4,0.75,-49.636,-64.0,0.2569,-64.0,0.01,0.2244
5,ER_n24_d0.5_g2,24,mmfork-cuthill,0,2.625,4,1.0,-58.052,-64.0,0.1743,-64.0,0.012,0.0929
5,ER_n24_d0.5_g2,24,mmfork-cuthill,0,2.625,4,1.5,-60.128,-64.0,0.152,-64.0,0.294,0.0605
5,ER_n24_d0.5_g2,24,mmfork-cuthill,1,2.6666666666666665,3,0.75,-50.376,-62.0,0.2677,-64.0,0.0,0.2129
5,ER_n24_d0.5_g2,24,mmfork-cuthill,1,2.6666666666666665,3,1.0,-52.872,-64.0,0.1966,-64.0,0.058,0.1739
5,ER_n24_d0.5_g2,24,mmfork-cuthill,1,2.6666666666666665,3,1.5,-57.76,-64.0,0.0552,-64.0,0.216,0.0975
5,ER_n24_d0.5_g2,24,mmfork-portfolio,0,2.625,4,0.75,-49.636,-64.0,0.2569,-64.0,0.01,0.2244
5,ER_n24_d0.5_g2,24,mmfork-portfolio,0,2.625,4,1.0,-58.052,-64.0,0.1743,-64.0,0.012,0.0929
5,ER_n24_d0.5_g2,24,mmfork-portfolio,0,2.625,4,1.5,-60.128,-64.0,0.152,-64.0,0.294,0.0605
5,ER_n24_d0.5_g2,24,mmfork-portfolio,1,2.5833333333333335,3,0.75,-51.988,-60.0,0.2478,-64.0,0.0,0.1877
5,ER_n24_d0.5_g2,24,mmfork-portfolio,1,2.5833333333333335,3,1.0,-54.092,-64.0,0.214,-64.0,0.002,0.1548
5,ER_n24_d0.5_g2,24,mmfork-portfolio,1,2.5833333333333335,3,1.5,-56.22,-64.0,0.1063,-64.0,0.186,0.1216
6,ER_n24_d0.5_g3,24,minorminer,0,2.7916666666666665,4,0.75,-36.66,-55.0,0.3447,-57.0,0.0,0.3568
6,ER_n24_d0.5_g3,24,minorminer,0,2.7916666666666665,4,1.0,-41.976,-55.0,0.2477,-57.0,0.0,0.2636
6,ER_n24_d0.5_g3,24,minorminer,0,2.7916666666666665,4,1.5,-45.444,-57.0,0.1249,-57.0,0.086,0.2027
6,ER_n24_d0.5_g3,24,minorminer,1,2.7083333333333335,4,0.75,-39.56,-53.0,0.4129,-57.0,0.0,0.306
6,ER_n24_d0.5_g3,24,minorminer,1,2.7083333333333335,4,1.0,-47.404,-53.0,0.2322,-57.0,0.0,0.1684
6,ER_n24_d0.5_g3,24,minorminer,1,2.7083333333333335,4,1.5,-51.612,-57.0,0.1258,-57.0,0.096,0.0945
6,ER_n24_d0.5_g3,24,minorminer-layout,0,2.7083333333333335,4,0.75,-44.244,-53.0,0.3173,-57.0,0.0,0.2238
6,ER_n24_d0.5_g3,24,minorminer-layout,0,2.7083333333333335,4,1.0,-46.972,-53.0,0.2667,-57.0,0.0,0.1759
6,ER_n24_d0.5_g3,24,minorminer-layout,0,2.7083333333333335,4,1.5,-48.368,-57.0,0.1249,-57.0,0.004,0.1514
6,ER_n24_d0.5_g3,24,minorminer-layout,1,2.5416666666666665,4,0.75,-39.4,-51.0,0.3642,-57.0,0.0,0.3088
6,ER_n24_d0.5_g3,24,minorminer-layout,1,2.5416666666666665,4,1.0,-41.92,-55.0,0.299,-57.0,0.0,0.2646
6,ER_n24_d0.5_g3,24,minorminer-layout,1,2.5416666666666665,4,1.5,-48.8,-57.0,0.1723,-57.0,0.096,0.1439
6,ER_n24_d0.5_g3,24,reweave,0,2.7916666666666665,4,0.75,-36.66,-55.0,0.3448,-57.0,0.0,0.3568
6,ER_n24_d0.5_g3,24,reweave,0,2.7916666666666665,4,1.0,-41.976,-55.0,0.2477,-57.0,0.0,0.2636
6,ER_n24_d0.5_g3,24,reweave,0,2.7916666666666665,4,1.5,-45.444,-57.0,0.1249,-57.0,0.086,0.2027
6,ER_n24_d0.5_g3,24,reweave,1,2.7083333333333335,4,0.75,-39.56,-53.0,0.4129,-57.0,0.0,0.306
6,ER_n24_d0.5_g3,24,reweave,1,2.7083333333333335,4,1.0,-47.404,-53.0,0.2322,-57.0,0.0,0.1684
6,ER_n24_d0.5_g3,24,reweave,1,2.7083333333333335,4,1.5,-51.612,-57.0,0.1258,-57.0,0.096,0.0945
6,ER_n24_d0.5_g3,24,reweave-thorough,0,2.5833333333333335,3,0.75,-34.392,-49.0,0.3237,-57.0,0.0,0.3966
6,ER_n24_d0.5_g3,24,reweave-thorough,0,2.5833333333333335,3,1.0,-39.344,-49.0,0.2421,-57.0,0.0,0.3098
6,ER_n24_d0.5_g3,24,reweave-thorough,0,2.5833333333333335,3,1.5,-47.48,-55.0,0.1293,-57.0,0.0,0.167
6,ER_n24_d0.5_g3,24,reweave-thorough,1,2.6666666666666665,4,0.75,-40.148,-49.0,0.3606,-57.0,0.0,0.2956
6,ER_n24_d0.5_g3,24,reweave-thorough,1,2.6666666666666665,4,1.0,-41.608,-51.0,0.2888,-57.0,0.0,0.27
6,ER_n24_d0.5_g3,24,reweave-thorough,1,2.6666666666666665,4,1.5,-47.276,-57.0,0.1708,-57.0,0.032,0.1706
6,ER_n24_d0.5_g3,24,mmfork-cuthill,0,2.7916666666666665,4,0.75,-44.892,-55.0,0.3355,-57.0,0.0,0.2124
6,ER_n24_d0.5_g3,24,mmfork-cuthill,0,2.7916666666666665,4,1.0,-46.42,-57.0,0.2617,-57.0,0.024,0.1856
6,ER_n24_d0.5_g3,24,mmfork-cuthill,0,2.7916666666666665,4,1.5,-50.528,-57.0,0.1237,-57.0,0.12,0.1135
6,ER_n24_d0.5_g3,24,mmfork-cuthill,1,2.5833333333333335,4,0.75,-45.548,-53.0,0.3008,-57.0,0.0,0.2009
6,ER_n24_d0.5_g3,24,mmfork-cuthill,1,2.5833333333333335,4,1.0,-47.644,-57.0,0.2413,-57.0,0.004,0.1641
6,ER_n24_d0.5_g3,24,mmfork-cuthill,1,2.5833333333333335,4,1.5,-50.864,-57.0,0.1468,-57.0,0.098,0.1076
6,ER_n24_d0.5_g3,24,mmfork-portfolio,0,2.5,4,0.75,-41.332,-51.0,0.3273,-57.0,0.0,0.2749
6,ER_n24_d0.5_g3,24,mmfork-portfolio,0,2.5,4,1.0,-42.952,-55.0,0.2593,-57.0,0.0,0.2465
6,ER_n24_d0.5_g3,24,mmfork-portfolio,0,2.5,4,1.5,-47.3,-55.0,0.1609,-57.0,0.0,0.1702
6,ER_n24_d0.5_g3,24,mmfork-portfolio,1,2.5833333333333335,4,0.75,-45.548,-53.0,0.3008,-57.0,0.0,0.2009
6,ER_n24_d0.5_g3,24,mmfork-portfolio,1,2.5833333333333335,4,1.0,-47.644,-57.0,0.2413,-57.0,0.004,0.1641
6,ER_n24_d0.5_g3,24,mmfork-portfolio,1,2.5833333333333335,4,1.5,-50.864,-57.0,0.1468,-57.0,0.098,0.1076
7,ER_n24_d0.5_g3,24,minorminer,0,2.7916666666666665,4,0.75,-56.816,-63.0,0.3644,-67.0,0.0,0.152
7,ER_n24_d0.5_g3,24,minorminer,0,2.7916666666666665,4,1.0,-60.884,-63.0,0.3098,-67.0,0.0,0.0913
7,ER_n24_d0.5_g3,24,minorminer,0,2.7916666666666665,4,1.5,-62.268,-67.0,0.1631,-67.0,0.022,0.0706
7,ER_n24_d0.5_g3,24,minorminer,1,2.7083333333333335,4,0.75,-46.936,-65.0,0.3186,-67.0,0.0,0.2995
7,ER_n24_d0.5_g3,24,minorminer,1,2.7083333333333335,4,1.0,-52.964,-67.0,0.2206,-67.0,0.03,0.2095
7,ER_n24_d0.5_g3,24,minorminer,1,2.7083333333333335,4,1.5,-59.568,-67.0,0.1283,-67.0,0.41,0.1109
7,ER_n24_d0.5_g3,24,minorminer-layout,0,2.7083333333333335,4,0.75,-53.844,-63.0,0.2872,-67.0,0.0,0.1964
7,ER_n24_d0.5_g3,24,minorminer-layout,0,2.7083333333333335,4,1.0,-58.38,-63.0,0.2379,-67.0,0.0,0.1287
7,ER_n24_d0.5_g3,24,minorminer-layout,0,2.7083333333333335,4,1.5,-62.916,-63.0,0.1252,-67.0,0.0,0.061
7,ER_n24_d0.5_g3,24,minorminer-layout,1,2.5416666666666665,4,0.75,-56.952,-65.0,0.2495,-67.0,0.0,0.15
7,ER_n24_d0.5_g3,24,minorminer-layout,1,2.5416666666666665,4,1.0,-58.272,-65.0,0.2358,-67.0,0.0,0.1303
7,ER_n24_d0.5_g3,24,minorminer-layout,1,2.5416666666666665,4,1.5,-62.0,-65.0,0.1133,-67.0,0.0,0.0746
7,ER_n24_d0.5_g3,24,reweave,0,2.7916666666666665,4,0.75,-56.816,-63.0,0.3644,-67.0,0.0,0.152
7,ER_n24_d0.5_g3,24,reweave,0,2.7916666666666665,4,1.0,-60.884,-63.0,0.3098,-67.0,0.0,0.0913
7,ER_n24_d0.5_g3,24,reweave,0,2.7916666666666665,4,1.5,-62.268,-67.0,0.1631,-67.0,0.022,0.0706
7,ER_n24_d0.5_g3,24,reweave,1,2.7083333333333335,4,0.75,-46.936,-65.0,0.3186,-67.0,0.0,0.2995
7,ER_n24_d0.5_g3,24,reweave,1,2.7083333333333335,4,1.0,-52.964,-67.0,0.2206,-67.0,0.03,0.2095
7,ER_n24_d0.5_g3,24,reweave,1,2.7083333333333335,4,1.5,-59.568,-67.0,0.1283,-67.0,0.41,0.1109
7,ER_n24_d0.5_g3,24,reweave-thorough,0,2.5833333333333335,3,0.75,-56.0,-67.0,0.2537,-67.0,0.106,0.1642
7,ER_n24_d0.5_g3,24,reweave-thorough,0,2.5833333333333335,3,1.0,-59.744,-67.0,0.1913,-67.0,0.402,0.1083
7,ER_n24_d0.5_g3,24,reweave-thorough,0,2.5833333333333335,3,1.5,-64.496,-67.0,0.1056,-67.0,0.504,0.0374
7,ER_n24_d0.5_g3,24,reweave-thorough,1,2.6666666666666665,4,0.75,-55.232,-63.0,0.1894,-67.0,0.0,0.1756
7,ER_n24_d0.5_g3,24,reweave-thorough,1,2.6666666666666665,4,1.0,-62.488,-63.0,0.1285,-67.0,0.0,0.0673
7,ER_n24_d0.5_g3,24,reweave-thorough,1,2.6666666666666665,4,1.5,-62.848,-63.0,0.1257,-67.0,0.0,0.062
7,ER_n24_d0.5_g3,24,mmfork-cuthill,0,2.7916666666666665,4,0.75,-55.04,-63.0,0.2699,-67.0,0.0,0.1785
7,ER_n24_d0.5_g3,24,mmfork-cuthill,0,2.7916666666666665,4,1.0,-62.124,-65.0,0.1762,-67.0,0.0,0.0728
7,ER_n24_d0.5_g3,24,mmfork-cuthill,0,2.7916666666666665,4,1.5,-61.112,-65.0,0.1616,-67.0,0.0,0.0879
7,ER_n24_d0.5_g3,24,mmfork-cuthill,1,2.5833333333333335,4,0.75,-65.192,-67.0,0.2583,-67.0,0.826,0.027
7,ER_n24_d0.5_g3,24,mmfork-cuthill,1,2.5833333333333335,4,1.0,-66.092,-67.0,0.1829,-67.0,0.92,0.0136
7,ER_n24_d0.5_g3,24,mmfork-cuthill,1,2.5833333333333335,4,1.5,-66.22,-67.0,0.1175,-67.0,0.886,0.0116
7,ER_n24_d0.5_g3,24,mmfork-portfolio,0,2.5,4,0.75,-49.984,-53.0,0.2948,-67.0,0.0,0.254
7,ER_n24_d0.5_g3,24,mmfork-portfolio,0,2.5,4,1.0,-50.636,-61.0,0.269,-67.0,0.0,0.2442
7,ER_n24_d0.5_g3,24,mmfork-portfolio,0,2.5,4,1.5,-54.072,-65.0,0.2098,-67.0,0.0,0.193
7,ER_n24_d0.5_g3,24,mmfork-portfolio,1,2.5833333333333335,4,0.75,-65.192,-67.0,0.2583,-67.0,0.826,0.027
7,ER_n24_d0.5_g3,24,mmfork-portfolio,1,2.5833333333333335,4,1.0,-66.092,-67.0,0.1829,-67.0,0.92,0.0136
7,ER_n24_d0.5_g3,24,mmfork-portfolio,1,2.5833333333333335,4,1.5,-66.22,-67.0,0.1175,-67.0,0.886,0.0116
8,ER_n32_d0.5_g0,32,minorminer,0,3.53125,5,0.75,-62.512,-85.0,0.4921,-99.0,0.0,0.3686
8,ER_n32_d0.5_g0,32,minorminer,0,3.53125,5,1.0,-71.632,-93.0,0.3938,-99.0,0.0,0.2764
8,ER_n32_d0.5_g0,32,minorminer,0,3.53125,5,1.5,-78.852,-95.0,0.2476,-99.0,0.0,0.2035
8,ER_n32_d0.5_g0,32,minorminer,1,3.6875,5,0.75,-70.216,-89.0,0.4976,-99.0,0.0,0.2907
8,ER_n32_d0.5_g0,32,minorminer,1,3.6875,5,1.0,-70.632,-85.0,0.4184,-99.0,0.0,0.2865
8,ER_n32_d0.5_g0,32,minorminer,1,3.6875,5,1.5,-72.236,-91.0,0.2827,-99.0,0.0,0.2703
8,ER_n32_d0.5_g0,32,minorminer-layout,0,3.90625,6,0.75,-89.852,-99.0,0.4117,-99.0,0.736,0.0924
8,ER_n32_d0.5_g0,32,minorminer-layout,0,3.90625,6,1.0,-91.472,-99.0,0.3438,-99.0,0.77,0.076
8,ER_n32_d0.5_g0,32,minorminer-layout,0,3.90625,6,1.5,-93.604,-99.0,0.2306,-99.0,0.72,0.0545
8,ER_n32_d0.5_g0,32,minorminer-layout,1,3.6875,5,0.75,-59.552,-87.0,0.4504,-99.0,0.0,0.3985
8,ER_n32_d0.5_g0,32,minorminer-layout,1,3.6875,5,1.0,-70.424,-87.0,0.3504,-99.0,0.0,0.2886
8,ER_n32_d0.5_g0,32,minorminer-layout,1,3.6875,5,1.5,-79.396,-99.0,0.2297,-99.0,0.024,0.198
8,ER_n32_d0.5_g0,32,reweave,0,3.46875,5,0.75,-60.324,-85.0,0.4968,-99.0,0.0,0.3907
8,ER_n32_d0.5_g0,32,reweave,0,3.46875,5,1.0,-71.488,-85.0,0.3919,-99.0,0.0,0.2779
8,ER_n32_d0.5_g0,32,reweave,0,3.46875,5,1.5,-78.684,-95.0,0.2487,-99.0,0.0,0.2052
8,ER_n32_d0.5_g0,32,reweave,1,3.53125,5,0.75,-72.184,-89.0,0.4809,-99.0,0.0,0.2709
8,ER_n32_d0.5_g0,32,reweave,1,3.53125,5,1.0,-72.624,-93.0,0.3888,-99.0,0.0,0.2664
8,ER_n32_d0.5_g0,32,reweave,1,3.53125,5,1.5,-76.228,-99.0,0.2684,-99.0,0.006,0.23
8,ER_n32_d0.5_g0,32,reweave-thorough,0,3.46875,5,0.75,-60.324,-85.0,0.4968,-99.0,0.0,0.3907
8,ER_n32_d0.5_g0,32,reweave-thorough,0,3.46875,5,1.0,-71.488,-85.0,0.3919,-99.0,0.0,0.2779
8,ER_n32_d0.5_g0,32,reweave-thorough,0,3.46875,5,1.5,-78.684,-95.0,0.2487,-99.0,0.0,0.2052
8,ER_n32_d0.5_g0,32,reweave-thorough,1,3.40625,5,0.75,-62.976,-83.0,0.4456,-99.0,0.0,0.3639
8,ER_n32_d0.5_g0,32,reweave-thorough,1,3.40625,5,1.0,-66.128,-89.0,0.3642,-99.0,0.0,0.332
8,ER_n32_d0.5_g0,32,reweave-thorough,1,3.40625,5,1.5,-75.284,-93.0,0.2225,-99.0,0.0,0.2396
8,ER_n32_d0.5_g0,32,mmfork-cuthill,0,3.6875,5,0.75,-63.212,-81.0,0.5098,-99.0,0.0,0.3615
8,ER_n32_d0.5_g0,32,mmfork-cuthill,0,3.6875,5,1.0,-69.688,-87.0,0.4186,-99.0,0.0,0.2961
8,ER_n32_d0.5_g0,32,mmfork-cuthill,0,3.6875,5,1.5,-79.16,-93.0,0.2461,-99.0,0.0,0.2004
8,ER_n32_d0.5_g0,32,mmfork-cuthill,1,3.625,5,0.75,-58.056,-75.0,0.5248,-99.0,0.0,0.4136
8,ER_n32_d0.5_g0,32,mmfork-cuthill,1,3.625,5,1.0,-60.82,-75.0,0.442,-99.0,0.0,0.3857
8,ER_n32_d0.5_g0,32,mmfork-cuthill,1,3.625,5,1.5,-72.304,-99.0,0.2802,-99.0,0.002,0.2697
8,ER_n32_d0.5_g0,32,mmfork-portfolio,0,3.53125,5,0.75,-62.512,-85.0,0.4921,-99.0,0.0,0.3686
8,ER_n32_d0.5_g0,32,mmfork-portfolio,0,3.53125,5,1.0,-71.632,-93.0,0.3938,-99.0,0.0,0.2764
8,ER_n32_d0.5_g0,32,mmfork-portfolio,0,3.53125,5,1.5,-78.852,-95.0,0.2476,-99.0,0.0,0.2035
8,ER_n32_d0.5_g0,32,mmfork-portfolio,1,3.5625,5,0.75,-58.216,-85.0,0.4754,-99.0,0.0,0.412
8,ER_n32_d0.5_g0,32,mmfork-portfolio,1,3.5625,5,1.0,-63.184,-85.0,0.3774,-99.0,0.0,0.3618
8,ER_n32_d0.5_g0,32,mmfork-portfolio,1,3.5625,5,1.5,-74.052,-99.0,0.2125,-99.0,0.004,0.252
9,ER_n32_d0.5_g0,32,minorminer,0,3.53125,5,0.75,-69.52,-95.0,0.4421,-97.0,0.0,0.2833
9,ER_n32_d0.5_g0,32,minorminer,0,3.53125,5,1.0,-72.28,-97.0,0.3582,-97.0,0.002,0.2548
9,ER_n32_d0.5_g0,32,minorminer,0,3.53125,5,1.5,-79.868,-95.0,0.2194,-97.0,0.0,0.1766
9,ER_n32_d0.5_g0,32,minorminer,1,3.6875,5,0.75,-63.616,-95.0,0.515,-97.0,0.0,0.3442
9,ER_n32_d0.5_g0,32,minorminer,1,3.6875,5,1.0,-73.204,-95.0,0.3735,-97.0,0.0,0.2453
9,ER_n32_d0.5_g0,32,minorminer,1,3.6875,5,1.5,-84.544,-97.0,0.1742,-97.0,0.002,0.1284
9,ER_n32_d0.5_g0,32,minorminer-layout,0,3.90625,6,0.75,-78.748,-97.0,0.3965,-97.0,0.002,0.1882
9,ER_n32_d0.5_g0,32,minorminer-layout,0,3.90625,6,1.0,-83.896,-93.0,0.2702,-97.0,0.0,0.1351
9,ER_n32_d0.5_g0,32,minorminer-layout,0,3.90625,6,1.5,-87.372,-93.0,0.1733,-97.0,0.0,0.0993
9,ER_n32_d0.5_g0,32,minorminer-layout,1,3.6875,5,0.75,-62.308,-91.0,0.5851,-97.0,0.0,0.3576
9,ER_n32_d0.5_g0,32,minorminer-layout,1,3.6875,5,1.0,-65.988,-93.0,0.4759,-97.0,0.0,0.3197
9,ER_n32_d0.5_g0,32,minorminer-layout,1,3.6875,5,1.5,-79.444,-97.0,0.2391,-97.0,0.104,0.181
9,ER_n32_d0.5_g0,32,reweave,0,3.46875,5,0.75,-61.4,-93.0,0.4952,-97.0,0.0,0.367
9,ER_n32_d0.5_g0,32,reweave,0,3.46875,5,1.0,-71.508,-95.0,0.3599,-97.0,0.0,0.2628
9,ER_n32_d0.5_g0,32,reweave,0,3.46875,5,1.5,-80.024,-95.0,0.2221,-97.0,0.0,0.175
9,ER_n32_d0.5_g0,32,reweave,1,3.53125,5,0.75,-65.432,-95.0,0.4484,-97.0,0.0,0.3254
9,ER_n32_d0.5_g0,32,reweave,1,3.53125,5,1.0,-75.504,-95.0,0.3407,-97.0,0.0,0.2216
9,ER_n32_d0.5_g0,32,reweave,1,3.53125,5,1.5,-86.344,-97.0,0.1844,-97.0,0.002,0.1099
9,ER_n32_d0.5_g0,32,reweave-thorough,0,3.46875,5,0.75,-61.4,-93.0,0.4952,-97.0,0.0,0.367
9,ER_n32_d0.5_g0,32,reweave-thorough,0,3.46875,5,1.0,-71.508,-95.0,0.3599,-97.0,0.0,0.2628
9,ER_n32_d0.5_g0,32,reweave-thorough,0,3.46875,5,1.5,-80.024,-95.0,0.2221,-97.0,0.0,0.175
9,ER_n32_d0.5_g0,32,reweave-thorough,1,3.40625,5,0.75,-46.652,-91.0,0.5356,-97.0,0.0,0.5191
9,ER_n32_d0.5_g0,32,reweave-thorough,1,3.40625,5,1.0,-54.284,-97.0,0.4395,-97.0,0.004,0.4404
9,ER_n32_d0.5_g0,32,reweave-thorough,1,3.40625,5,1.5,-70.916,-97.0,0.2506,-97.0,0.104,0.2689
9,ER_n32_d0.5_g0,32,mmfork-cuthill,0,3.6875,5,0.75,-67.72,-89.0,0.5168,-97.0,0.0,0.3019
9,ER_n32_d0.5_g0,32,mmfork-cuthill,0,3.6875,5,1.0,-76.596,-89.0,0.3962,-97.0,0.0,0.2104
9,ER_n32_d0.5_g0,32,mmfork-cuthill,0,3.6875,5,1.5,-81.796,-95.0,0.24,-97.0,0.0,0.1567
9,ER_n32_d0.5_g0,32,mmfork-cuthill,1,3.625,5,0.75,-75.38,-95.0,0.4054,-97.0,0.0,0.2229
9,ER_n32_d0.5_g0,32,mmfork-cuthill,1,3.625,5,1.0,-81.82,-97.0,0.3107,-97.0,0.004,0.1565
9,ER_n32_d0.5_g0,32,mmfork-cuthill,1,3.625,5,1.5,-88.46,-95.0,0.2106,-97.0,0.0,0.088
9,ER_n32_d0.5_g0,32,mmfork-portfolio,0,3.53125,5,0.75,-69.52,-95.0,0.4421,-97.0,0.0,0.2833
9,ER_n32_d0.5_g0,32,mmfork-portfolio,0,3.53125,5,1.0,-72.28,-97.0,0.3582,-97.0,0.002,0.2548
9,ER_n32_d0.5_g0,32,mmfork-portfolio,0,3.53125,5,1.5,-79.868,-95.0,0.2194,-97.0,0.0,0.1766
9,ER_n32_d0.5_g0,32,mmfork-portfolio,1,3.5625,5,0.75,-44.628,-79.0,0.5101,-97.0,0.0,0.5399
9,ER_n32_d0.5_g0,32,mmfork-portfolio,1,3.5625,5,1.0,-48.02,-87.0,0.4547,-97.0,0.0,0.5049
9,ER_n32_d0.5_g0,32,mmfork-portfolio,1,3.5625,5,1.5,-74.412,-95.0,0.2895,-97.0,0.0,0.2329
10,ER_n32_d0.5_g1,32,minorminer,0,3.4375,4,0.75,-89.144,-99.0,0.3577,-99.0,0.032,0.0996
10,ER_n32_d0.5_g1,32,minorminer,0,3.4375,4,1.0,-94.128,-99.0,0.2609,-99.0,0.546,0.0492
10,ER_n32_d0.5_g1,32,minorminer,0,3.4375,4,1.5,-95.632,-99.0,0.165,-99.0,0.552,0.034
10,ER_n32_d0.5_g1,32,minorminer,1,3.46875,5,0.75,-76.368,-89.0,0.3538,-99.0,0.0,0.2286
10,ER_n32_d0.5_g1,32,minorminer,1,3.46875,5,1.0,-78.884,-91.0,0.2996,-99.0,0.0,0.2032
10,ER_n32_d0.5_g1,32,minorminer,1,3.46875,5,1.5,-83.424,-97.0,0.2176,-99.0,0.0,0.1573
10,ER_n32_d0.5_g1,32,minorminer-layout,0,3.625,5,0.75,-83.276,-93.0,0.4014,-99.0,0.0,0.1588
10,ER_n32_d0.5_g1,32,minorminer-layout,0,3.625,5,1.0,-90.856,-93.0,0.287,-99.0,0.0,0.0823
10,ER_n32_d0.5_g1,32,minorminer-layout,0,3.625,5,1.5,-91.02,-93.0,0.2179,-99.0,0.0,0.0806
10,ER_n32_d0.5_g1,32,minorminer-layout,1,3.5625,5,0.75,-84.72,-95.0,0.42,-99.0,0.0,0.1442
10,ER_n32_d0.5_g1,32,minorminer-layout,1,3.5625,5,1.0,-82.392,-95.0,0.2958,-99.0,0.0,0.1678
10,ER_n32_d0.5_g1,32,minorminer-layout,1,3.5625,5,1.5,-87.776,-95.0,0.2142,-99.0,0.0,0.1134
10,ER_n32_d0.5_g1,32,reweave,0,3.40625,4,0.75,-88.476,-99.0,0.3595,-99.0,0.016,0.1063
10,ER_n32_d0.5_g1,32,reweave,0,3.40625,4,1.0,-93.9,-99.0,0.2619,-99.0,0.548,0.0515
10,ER_n32_d0.5_g1,32,reweave,0,3.40625,4,1.5,-96.192,-99.0,0.1588,-99.0,0.562,0.0284
10,ER_n32_d0.5_g1,32,reweave,1,3.4375,5,0.75,-75.552,-89.0,0.3523,-99.0,0.0,0.2368
10,ER_n32_d0.5_g1,32,reweave,1,3.4375,5,1.0,-78.248,-91.0,0.3078,-99.0,0.0,0.2096
10,ER_n32_d0.5_g1,32,reweave,1,3.4375,5,1.5,-83.348,-97.0,0.2176,-99.0,0.0,0.1581
10,ER_n32_d0.5_g1,32,reweave-thorough,0,3.40625,4,0.75,-88.476,-99.0,0.3595,-99.0,0.016,0.1063
10,ER_n32_d0.5_g1,32,reweave-thorough,0,3.40625,4,1.0,-93.9,-99.0,0.2619,-99.0,0.548,0.0515
10,ER_n32_d0.5_g1,32,reweave-thorough,0,3.40625,4,1.5,-96.192,-99.0,0.1588,-99.0,0.562,0.0284
10,ER_n32_d0.5_g1,32,reweave-thorough,1,3.4375,5,0.75,-75.552,-89.0,0.3523,-99.0,0.0,0.2368
10,ER_n32_d0.5_g1,32,reweave-thorough,1,3.4375,5,1.0,-78.248,-91.0,0.3078,-99.0,0.0,0.2096
10,ER_n32_d0.5_g1,32,reweave-thorough,1,3.4375,5,1.5,-83.348,-97.0,0.2176,-99.0,0.0,0.1581
10,ER_n32_d0.5_g1,32,mmfork-cuthill,0,3.5,5,0.75,-72.996,-91.0,0.3584,-99.0,0.0,0.2627
10,ER_n32_d0.5_g1,32,mmfork-cuthill,0,3.5,5,1.0,-84.668,-99.0,0.2548,-99.0,0.012,0.1448
10,ER_n32_d0.5_g1,32,mmfork-cuthill,0,3.5,5,1.5,-91.476,-99.0,0.2116,-99.0,0.382,0.076
10,ER_n32_d0.5_g1,32,mmfork-cuthill,1,3.46875,5,0.75,-57.776,-99.0,0.4777,-99.0,0.026,0.4164
10,ER_n32_d0.5_g1,32,mmfork-cuthill,1,3.46875,5,1.0,-71.924,-99.0,0.3417,-99.0,0.102,0.2735
10,ER_n32_d0.5_g1,32,mmfork-cuthill,1,3.46875,5,1.5,-90.76,-99.0,0.1894,-99.0,0.26,0.0832
10,ER_n32_d0.5_g1,32,mmfork-portfolio,0,3.4375,4,0.75,-89.144,-99.0,0.3577,-99.0,0.032,0.0996
10,ER_n32_d0.5_g1,32,mmfork-portfolio,0,3.4375,4,1.0,-94.128,-99.0,0.2609,-99.0,0.546,0.0492
10,ER_n32_d0.5_g1,32,mmfork-portfolio,0,3.4375,4,1.5,-95.632,-99.0,0.165,-99.0,0.552,0.034
10,ER_n32_d0.5_g1,32,mmfork-portfolio,1,3.40625,5,0.75,-65.98,-93.0,0.4293,-99.0,0.0,0.3335
10,ER_n32_d0.5_g1,32,mmfork-portfolio,1,3.40625,5,1.0,-74.028,-99.0,0.3239,-99.0,0.004,0.2522
10,ER_n32_d0.5_g1,32,mmfork-portfolio,1,3.40625,5,1.5,-87.492,-99.0,0.1247,-99.0,0.142,0.1162
11,ER_n32_d0.5_g1,32,minorminer,0,3.4375,4,0.75,-56.38,-85.0,0.4675,-97.0,0.0,0.4188
11,ER_n32_d0.5_g1,32,minorminer,0,3.4375,4,1.0,-58.528,-85.0,0.4107,-97.0,0.0,0.3966
