source,target,algorithm,seed,success,valid,avg_chain_length,max_chain_length,total_qubits_used,wall_time,problem_nodes,problem_edges
ER_n20_d0.3,pegasus_6,minorminer,0,1,1,1.65,3,33,0.06493870900158072,20,66
ER_n20_d0.3,pegasus_6,minorminer,1,1,1,1.9,3,38,0.06557204199998523,20,66
ER_n20_d0.3,pegasus_6,minorminer,2,1,1,1.85,3,37,0.06205920800130116,20,66
ER_n20_d0.3,pegasus_6,minorminer,3,1,1,1.75,3,35,0.06194095800128707,20,66
ER_n20_d0.3,pegasus_6,minorminer,4,1,1,1.8,3,36,0.07546487500076182,20,66
ER_n20_d0.3,pegasus_6,minorminer-layout,0,1,1,1.75,3,35,0.42976304100011475,20,66
ER_n20_d0.3,pegasus_6,minorminer-layout,1,1,1,1.75,3,35,0.39367400000082853,20,66
ER_n20_d0.3,pegasus_6,minorminer-layout,2,1,1,1.85,3,37,0.4040297080009623,20,66
ER_n20_d0.3,pegasus_6,minorminer-layout,3,1,1,1.75,3,35,0.34045549999973446,20,66
ER_n20_d0.3,pegasus_6,minorminer-layout,4,1,1,1.7,2,34,0.376213583000208,20,66
ER_n20_d0.3,pegasus_6,pathfinder,0,1,1,1.65,3,33,0.17827091599974665,20,66
ER_n20_d0.3,pegasus_6,pathfinder,1,1,1,1.9,3,38,0.2300550830004795,20,66
ER_n20_d0.3,pegasus_6,pathfinder,2,1,1,1.85,3,37,0.21916445799979556,20,66
ER_n20_d0.3,pegasus_6,pathfinder,3,1,1,1.75,3,35,0.21498529199925542,20,66
ER_n20_d0.3,pegasus_6,pathfinder,4,1,1,1.8,3,36,0.2418235420009296,20,66
ER_n20_d0.3,pegasus_6,pathfinder-thorough,0,1,1,1.65,3,33,0.8730448330006766,20,66
ER_n20_d0.3,pegasus_6,pathfinder-thorough,1,1,1,1.65,3,33,0.9003601670010539,20,66
ER_n20_d0.3,pegasus_6,pathfinder-thorough,2,1,1,1.7,3,34,0.9048988340000506,20,66
ER_n20_d0.3,pegasus_6,pathfinder-thorough,3,1,1,1.65,2,33,0.8702796659999876,20,66
ER_n20_d0.3,pegasus_6,pathfinder-thorough,4,1,1,1.6,2,32,0.8911431659998925,20,66
ER_n20_d0.3,pegasus_6_broken5,minorminer,0,1,1,1.7,2,34,0.046087667000392685,20,66
ER_n20_d0.3,pegasus_6_broken5,minorminer,1,1,1,1.9,3,38,0.04879395799980557,20,66
ER_n20_d0.3,pegasus_6_broken5,minorminer,2,1,1,2.05,3,41,0.05960620800033212,20,66
ER_n20_d0.3,pegasus_6_broken5,minorminer,3,1,1,1.75,3,35,0.05176745899916568,20,66
ER_n20_d0.3,pegasus_6_broken5,minorminer,4,1,1,1.85,3,37,0.04076629200062598,20,66
ER_n20_d0.3,pegasus_6_broken5,minorminer-layout,0,1,1,2.1,3,42,0.055843583000751096,20,66
ER_n20_d0.3,pegasus_6_broken5,minorminer-layout,1,1,1,2.05,3,41,0.3840278749994468,20,66
ER_n20_d0.3,pegasus_6_broken5,minorminer-layout,2,1,1,1.8,2,36,0.41016016700086766,20,66
ER_n20_d0.3,pegasus_6_broken5,minorminer-layout,3,1,1,1.7,3,34,0.06738695799867855,20,66
ER_n20_d0.3,pegasus_6_broken5,minorminer-layout,4,1,1,1.85,3,37,0.09134316699964984,20,66
ER_n20_d0.3,pegasus_6_broken5,pathfinder,0,1,1,1.7,2,34,0.2023663750005653,20,66
ER_n20_d0.3,pegasus_6_broken5,pathfinder,1,1,1,1.9,3,38,0.2514292079995357,20,66
ER_n20_d0.3,pegasus_6_broken5,pathfinder,2,1,1,2.05,3,41,0.24206945799960522,20,66
ER_n20_d0.3,pegasus_6_broken5,pathfinder,3,1,1,1.75,3,35,0.23642416700022295,20,66
ER_n20_d0.3,pegasus_6_broken5,pathfinder,4,1,1,1.8,2,36,0.5221549589987262,20,66
ER_n20_d0.3,pegasus_6_broken5,pathfinder-thorough,0,1,1,1.65,3,33,0.9055399159988156,20,66
ER_n20_d0.3,pegasus_6_broken5,pathfinder-thorough,1,1,1,1.7,3,34,0.9243235409994668,20,66
ER_n20_d0.3,pegasus_6_broken5,pathfinder-thorough,2,1,1,1.7,3,34,1.0356551660006517,20,66
ER_n20_d0.3,pegasus_6_broken5,pathfinder-thorough,3,1,1,1.75,3,35,0.9899357089998375,20,66
ER_n20_d0.3,pegasus_6_broken5,pathfinder-thorough,4,1,1,1.7,3,34,1.0949848339987511,20,66
ER_n20_d0.3,zephyr_4,minorminer,0,1,1,1.5,2,30,0.09907354200004193,20,66
ER_n20_d0.3,zephyr_4,minorminer,1,1,1,1.55,2,31,0.08280458400076895,20,66
ER_n20_d0.3,zephyr_4,minorminer,2,1,1,1.55,3,31,0.024085541001113597,20,66
ER_n20_d0.3,zephyr_4,minorminer,3,1,1,1.5,2,30,0.04123699999945529,20,66
ER_n20_d0.3,zephyr_4,minorminer,4,1,1,1.55,2,31,0.048073958001623396,20,66
ER_n20_d0.3,zephyr_4,minorminer-layout,0,1,1,1.6,3,32,0.05207554099979461,20,66
ER_n20_d0.3,zephyr_4,minorminer-layout,1,1,1,1.55,2,31,0.03928754200023832,20,66
ER_n20_d0.3,zephyr_4,minorminer-layout,2,1,1,1.6,2,32,0.046485249999022926,20,66
ER_n20_d0.3,zephyr_4,minorminer-layout,3,1,1,1.5,2,30,0.04036404200087418,20,66
ER_n20_d0.3,zephyr_4,minorminer-layout,4,1,1,1.5,2,30,0.04899741599911067,20,66
ER_n20_d0.3,zephyr_4,pathfinder,0,1,1,1.5,2,30,0.19758999999976368,20,66
ER_n20_d0.3,zephyr_4,pathfinder,1,1,1,1.55,2,31,0.20829500000036205,20,66
ER_n20_d0.3,zephyr_4,pathfinder,2,1,1,1.55,3,31,0.1904649589996552,20,66
ER_n20_d0.3,zephyr_4,pathfinder,3,1,1,1.5,2,30,0.1794853340015834,20,66
ER_n20_d0.3,zephyr_4,pathfinder,4,1,1,1.55,2,31,0.20180291699944064,20,66
ER_n20_d0.3,zephyr_4,pathfinder-thorough,0,1,1,1.5,2,30,0.6616894579983637,20,66
ER_n20_d0.3,zephyr_4,pathfinder-thorough,1,1,1,1.45,2,29,0.6933471250013099,20,66
ER_n20_d0.3,zephyr_4,pathfinder-thorough,2,1,1,1.4,2,28,0.6435105420005129,20,66
ER_n20_d0.3,zephyr_4,pathfinder-thorough,3,1,1,1.45,2,29,0.6334076249986538,20,66
ER_n20_d0.3,zephyr_4,pathfinder-thorough,4,1,1,1.45,2,29,0.6659767919991282,20,66
ER_n20_d0.5,pegasus_6,minorminer,0,1,1,2.25,3,45,0.0981993750010588,20,103
ER_n20_d0.5,pegasus_6,minorminer,1,1,1,2.5,4,50,0.050836958000218146,20,103
ER_n20_d0.5,pegasus_6,minorminer,2,1,1,2.2,3,44,0.14841833300124563,20,103
ER_n20_d0.5,pegasus_6,minorminer,3,1,1,2.3,3,46,0.1171223330002249,20,103
ER_n20_d0.5,pegasus_6,minorminer,4,1,1,2.15,3,43,0.08888266699977976,20,103
ER_n20_d0.5,pegasus_6,minorminer-layout,0,1,1,2.35,3,47,0.09061054199992213,20,103
ER_n20_d0.5,pegasus_6,minorminer-layout,1,1,1,2.3,3,46,0.1054177920013899,20,103
ER_n20_d0.5,pegasus_6,minorminer-layout,2,1,1,2.45,3,49,0.10734266600047704,20,103
ER_n20_d0.5,pegasus_6,minorminer-layout,3,1,1,2.3,3,46,0.45013004099928366,20,103
ER_n20_d0.5,pegasus_6,minorminer-layout,4,1,1,2.3,3,46,0.11173262500051351,20,103
ER_n20_d0.5,pegasus_6,pathfinder,0,1,1,2.25,3,45,0.42981137500100886,20,103
ER_n20_d0.5,pegasus_6,pathfinder,1,1,1,2.35,3,47,0.7585915419986122,20,103
ER_n20_d0.5,pegasus_6,pathfinder,2,1,1,2.2,3,44,0.5082683749988064,20,103
ER_n20_d0.5,pegasus_6,pathfinder,3,1,1,2.3,3,46,0.5074283329995524,20,103
ER_n20_d0.5,pegasus_6,pathfinder,4,1,1,2.15,3,43,0.4300447500008886,20,103
ER_n20_d0.5,pegasus_6,pathfinder-thorough,0,1,1,2.2,3,44,1.942188166998676,20,103
ER_n20_d0.5,pegasus_6,pathfinder-thorough,1,1,1,2.25,3,45,2.367394332999538,20,103
ER_n20_d0.5,pegasus_6,pathfinder-thorough,2,1,1,2.2,3,44,2.1313273750001827,20,103
ER_n20_d0.5,pegasus_6,pathfinder-thorough,3,1,1,2.15,3,43,2.2849894169994514,20,103
ER_n20_d0.5,pegasus_6,pathfinder-thorough,4,1,1,2.15,3,43,2.034929124998598,20,103
ER_n20_d0.5,pegasus_6_broken5,minorminer,0,1,1,2.3,3,46,0.17070308399888745,20,103
ER_n20_d0.5,pegasus_6_broken5,minorminer,1,1,1,2.15,3,43,0.09932954199939559,20,103
ER_n20_d0.5,pegasus_6_broken5,minorminer,2,1,1,2.25,3,45,0.19827108400022553,20,103
ER_n20_d0.5,pegasus_6_broken5,minorminer,3,1,1,2.25,3,45,0.42595458299911115,20,103
ER_n20_d0.5,pegasus_6_broken5,minorminer,4,1,1,2.35,3,47,0.13057779199880315,20,103
ER_n20_d0.5,pegasus_6_broken5,minorminer-layout,0,1,1,2.35,3,47,0.23919862500042655,20,103
ER_n20_d0.5,pegasus_6_broken5,minorminer-layout,1,1,1,2.5,3,50,0.21859937499903026,20,103
ER_n20_d0.5,pegasus_6_broken5,minorminer-layout,2,1,1,2.3,3,46,0.11792516700006672,20,103
ER_n20_d0.5,pegasus_6_broken5,minorminer-layout,3,1,1,2.2,3,44,0.1509369159994094,20,103
ER_n20_d0.5,pegasus_6_broken5,minorminer-layout,4,1,1,2.4,3,48,0.13127562500085332,20,103
ER_n20_d0.5,pegasus_6_broken5,pathfinder,0,1,1,2.3,3,46,0.5351033749993803,20,103
ER_n20_d0.5,pegasus_6_broken5,pathfinder,1,1,1,2.15,3,43,0.45495275000030233,20,103
ER_n20_d0.5,pegasus_6_broken5,pathfinder,2,1,1,2.25,3,45,0.5277144589999807,20,103
ER_n20_d0.5,pegasus_6_broken5,pathfinder,3,1,1,2.25,3,45,0.7046505420003086,20,103
ER_n20_d0.5,pegasus_6_broken5,pathfinder,4,1,1,2.3,3,46,0.856908833999114,20,103
ER_n20_d0.5,pegasus_6_broken5,pathfinder-thorough,0,1,1,2.3,3,46,1.8737884580004902,20,103
ER_n20_d0.5,pegasus_6_broken5,pathfinder-thorough,1,1,1,2.15,3,43,1.9589854999994714,20,103
ER_n20_d0.5,pegasus_6_broken5,pathfinder-thorough,2,1,1,2.25,3,45,2.063924083000529,20,103
ER_n20_d0.5,pegasus_6_broken5,pathfinder-thorough,3,1,1,2.25,3,45,2.0007504580007662,20,103
ER_n20_d0.5,pegasus_6_broken5,pathfinder-thorough,4,1,1,2.2,3,44,2.5339970830009406,20,103
ER_n20_d0.5,zephyr_4,minorminer,0,1,1,1.95,3,39,0.14932929099995818,20,103
ER_n20_d0.5,zephyr_4,minorminer,1,1,1,1.95,3,39,0.06366983400039317,20,103
ER_n20_d0.5,zephyr_4,minorminer,2,1,1,2.0,3,40,0.11882529099966632,20,103
ER_n20_d0.5,zephyr_4,minorminer,3,1,1,2.0,3,40,0.09758508400045685,20,103
ER_n20_d0.5,zephyr_4,minorminer,4,1,1,1.9,3,38,0.10731516600026225,20,103
ER_n20_d0.5,zephyr_4,minorminer-layout,0,1,1,1.9,3,38,0.0972117920009623,20,103
ER_n20_d0.5,zephyr_4,minorminer-layout,1,1,1,1.85,3,37,0.09796729099980439,20,103
ER_n20_d0.5,zephyr_4,minorminer-layout,2,1,1,2.05,3,41,0.083869334001065,20,103
ER_n20_d0.5,zephyr_4,minorminer-layout,3,1,1,1.95,3,39,0.0863549999994575,20,103
ER_n20_d0.5,zephyr_4,minorminer-layout,4,1,1,1.95,3,39,0.10439212500023132,20,103
ER_n20_d0.5,zephyr_4,pathfinder,0,1,1,1.95,3,39,0.5569911250004225,20,103
ER_n20_d0.5,zephyr_4,pathfinder,1,1,1,1.95,3,39,0.4435471659999166,20,103
ER_n20_d0.5,zephyr_4,pathfinder,2,1,1,2.0,3,40,0.5114311659999657,20,103
ER_n20_d0.5,zephyr_4,pathfinder,3,1,1,2.0,3,40,0.4903237500002433,20,103
ER_n20_d0.5,zephyr_4,pathfinder,4,1,1,1.9,3,38,0.3997878749996744,20,103
ER_n20_d0.5,zephyr_4,pathfinder-thorough,0,1,1,1.85,3,37,2.0400684169999295,20,103
ER_n20_d0.5,zephyr_4,pathfinder-thorough,1,1,1,1.8,3,36,1.7050694169993221,20,103
ER_n20_d0.5,zephyr_4,pathfinder-thorough,2,1,1,1.85,3,37,1.7467619170001853,20,103
ER_n20_d0.5,zephyr_4,pathfinder-thorough,3,1,1,1.8,3,36,1.8390008750011475,20,103
ER_n20_d0.5,zephyr_4,pathfinder-thorough,4,1,1,1.85,3,37,1.7674453749987151,20,103
ER_n20_d0.7,pegasus_6,minorminer,0,1,1,2.5,3,50,0.213724250001178,20,142
ER_n20_d0.7,pegasus_6,minorminer,1,1,1,2.65,3,53,0.08944995800084143,20,142
ER_n20_d0.7,pegasus_6,minorminer,2,1,1,2.6,3,52,0.12609633300053247,20,142
ER_n20_d0.7,pegasus_6,minorminer,3,1,1,2.5,3,50,0.2520827919997828,20,142
ER_n20_d0.7,pegasus_6,minorminer,4,1,1,2.7,4,54,0.10911945800035028,20,142
ER_n20_d0.7,pegasus_6,minorminer-layout,0,1,1,2.5,3,50,0.20537995899940142,20,142
ER_n20_d0.7,pegasus_6,minorminer-layout,1,1,1,2.45,3,49,0.27825887499966484,20,142
ER_n20_d0.7,pegasus_6,minorminer-layout,2,1,1,2.5,3,50,0.1800546670001495,20,142
ER_n20_d0.7,pegasus_6,minorminer-layout,3,1,1,2.6,4,52,0.11462974999994913,20,142
ER_n20_d0.7,pegasus_6,minorminer-layout,4,1,1,2.7,4,54,0.12445158399896172,20,142
ER_n20_d0.7,pegasus_6,pathfinder,0,1,1,2.5,3,50,0.8513870839997253,20,142
ER_n20_d0.7,pegasus_6,pathfinder,1,1,1,2.65,3,53,0.7095216670004447,20,142
ER_n20_d0.7,pegasus_6,pathfinder,2,1,1,2.5,3,50,1.2455885830004263,20,142
ER_n20_d0.7,pegasus_6,pathfinder,3,1,1,2.5,3,50,0.8472586669995508,20,142
ER_n20_d0.7,pegasus_6,pathfinder,4,1,1,2.7,4,54,0.626903874999698,20,142
ER_n20_d0.7,pegasus_6,pathfinder-thorough,0,1,1,2.45,3,49,2.5760613749989716,20,142
ER_n20_d0.7,pegasus_6,pathfinder-thorough,1,1,1,2.65,3,53,2.5715430000000197,20,142
ER_n20_d0.7,pegasus_6,pathfinder-thorough,2,1,1,2.5,3,50,3.739211041998715,20,142
ER_n20_d0.7,pegasus_6,pathfinder-thorough,3,1,1,2.45,3,49,2.788241709000431,20,142
ER_n20_d0.7,pegasus_6,pathfinder-thorough,4,1,1,2.5,3,50,2.58886316600001,20,142
ER_n20_d0.7,pegasus_6_broken5,minorminer,0,1,1,2.75,4,55,0.16616358400096942,20,142
ER_n20_d0.7,pegasus_6_broken5,minorminer,1,1,1,2.8,4,56,0.16574862499874143,20,142
ER_n20_d0.7,pegasus_6_broken5,minorminer,2,1,1,2.85,4,57,0.130740374999732,20,142
ER_n20_d0.7,pegasus_6_broken5,minorminer,3,1,1,2.45,3,49,0.1305659169993305,20,142
ER_n20_d0.7,pegasus_6_broken5,minorminer,4,1,1,2.8,3,56,0.18883041600020078,20,142
ER_n20_d0.7,pegasus_6_broken5,minorminer-layout,0,1,1,2.55,3,51,0.2661049580001418,20,142
ER_n20_d0.7,pegasus_6_broken5,minorminer-layout,1,1,1,2.85,4,57,0.14136083300036262,20,142
ER_n20_d0.7,pegasus_6_broken5,minorminer-layout,2,1,1,2.9,4,58,0.29061300000103074,20,142
ER_n20_d0.7,pegasus_6_broken5,minorminer-layout,3,1,1,2.5,4,50,0.19108929200046987,20,142
ER_n20_d0.7,pegasus_6_broken5,minorminer-layout,4,1,1,2.65,3,53,0.15291362500101968,20,142
ER_n20_d0.7,pegasus_6_broken5,pathfinder,0,1,1,2.75,4,55,0.5721965829998226,20,142
ER_n20_d0.7,pegasus_6_broken5,pathfinder,1,1,1,2.8,4,56,0.5750234579991229,20,142
ER_n20_d0.7,pegasus_6_broken5,pathfinder,2,1,1,2.85,4,57,0.5331354160007322,20,142
ER_n20_d0.7,pegasus_6_broken5,pathfinder,3,1,1,2.45,3,49,0.5798966250004014,20,142
ER_n20_d0.7,pegasus_6_broken5,pathfinder,4,1,1,2.75,3,55,1.1740068749986676,20,142
ER_n20_d0.7,pegasus_6_broken5,pathfinder-thorough,0,1,1,2.55,3,51,2.9942720829985774,20,142
ER_n20_d0.7,pegasus_6_broken5,pathfinder-thorough,1,1,1,2.5,3,50,4.198857583000063,20,142
ER_n20_d0.7,pegasus_6_broken5,pathfinder-thorough,2,1,1,2.6,3,52,2.557955332998972,20,142
ER_n20_d0.7,pegasus_6_broken5,pathfinder-thorough,3,1,1,2.45,3,49,2.659547166998891,20,142
ER_n20_d0.7,pegasus_6_broken5,pathfinder-thorough,4,1,1,2.7,4,54,3.906999666000047,20,142
ER_n20_d0.7,zephyr_4,minorminer,0,1,1,2.2,3,44,0.1183180000007269,20,142
ER_n20_d0.7,zephyr_4,minorminer,1,1,1,2.15,3,43,0.08149029199921642,20,142
ER_n20_d0.7,zephyr_4,minorminer,2,1,1,2.25,3,45,0.17363716699946963,20,142
ER_n20_d0.7,zephyr_4,minorminer,3,1,1,2.15,3,43,0.14211354100007156,20,142
ER_n20_d0.7,zephyr_4,minorminer,4,1,1,2.05,3,41,0.15291062500000407,20,142
ER_n20_d0.7,zephyr_4,minorminer-layout,0,1,1,2.25,3,45,0.2212163749991305,20,142
ER_n20_d0.7,zephyr_4,minorminer-layout,1,1,1,2.2,3,44,0.1806779580001603,20,142
ER_n20_d0.7,zephyr_4,minorminer-layout,2,1,1,2.65,3,53,0.1424445000011474,20,142
ER_n20_d0.7,zephyr_4,minorminer-layout,3,1,1,2.25,3,45,0.1390058749984746,20,142
ER_n20_d0.7,zephyr_4,minorminer-layout,4,1,1,2.4,3,48,0.17073337500005437,20,142
ER_n20_d0.7,zephyr_4,pathfinder,0,1,1,2.2,3,44,0.6626938749996043,20,142
ER_n20_d0.7,zephyr_4,pathfinder,1,1,1,2.15,3,43,0.5712443749998783,20,142
ER_n20_d0.7,zephyr_4,pathfinder,2,1,1,2.25,3,45,0.6703116249991581,20,142
ER_n20_d0.7,zephyr_4,pathfinder,3,1,1,2.15,3,43,0.5890246250000928,20,142
ER_n20_d0.7,zephyr_4,pathfinder,4,1,1,2.05,3,41,0.6201244589992712,20,142
ER_n20_d0.7,zephyr_4,pathfinder-thorough,0,1,1,2.1,3,42,2.83884662499986,20,142
ER_n20_d0.7,zephyr_4,pathfinder-thorough,1,1,1,2.15,3,43,3.129251917000147,20,142
ER_n20_d0.7,zephyr_4,pathfinder-thorough,2,1,1,2.1,3,42,3.4349738340006297,20,142
ER_n20_d0.7,zephyr_4,pathfinder-thorough,3,1,1,2.15,3,43,3.173459042000104,20,142
ER_n20_d0.7,zephyr_4,pathfinder-thorough,4,1,1,2.05,3,41,3.2374224169998342,20,142
ER_n30_d0.3,pegasus_6,minorminer,0,1,1,2.7666666666666666,4,83,0.5441603330000362,30,147
ER_n30_d0.3,pegasus_6,minorminer,1,1,1,2.8333333333333335,4,85,0.3015458329991816,30,147
ER_n30_d0.3,pegasus_6,minorminer,2,1,1,2.533333333333333,3,76,0.21087366699975973,30,147
ER_n30_d0.3,pegasus_6,minorminer,3,1,1,2.6,4,78,0.4430205409989867,30,147
ER_n30_d0.3,pegasus_6,minorminer,4,1,1,2.7666666666666666,4,83,0.16513512499841454,30,147
ER_n30_d0.3,pegasus_6,minorminer-layout,0,1,1,2.566666666666667,4,77,0.2834358330001123,30,147
ER_n30_d0.3,pegasus_6,minorminer-layout,1,1,1,2.6333333333333333,4,79,0.2701904170007765,30,147
ER_n30_d0.3,pegasus_6,minorminer-layout,2,1,1,3.0,4,90,0.24526929199964798,30,147
ER_n30_d0.3,pegasus_6,minorminer-layout,3,1,1,2.7,4,81,0.3658012500000041,30,147
ER_n30_d0.3,pegasus_6,minorminer-layout,4,1,1,2.8333333333333335,4,85,0.4622795830000541,30,147
ER_n30_d0.3,pegasus_6,pathfinder,0,1,1,2.7333333333333334,4,82,1.5339277500006574,30,147
ER_n30_d0.3,pegasus_6,pathfinder,1,1,1,2.8,4,84,1.426238749998447,30,147
ER_n30_d0.3,pegasus_6,pathfinder,2,1,1,2.533333333333333,3,76,0.888545375000831,30,147
ER_n30_d0.3,pegasus_6,pathfinder,3,1,1,2.6,4,78,1.0276363329994638,30,147
ER_n30_d0.3,pegasus_6,pathfinder,4,1,1,2.7666666666666666,4,83,0.6863197920010862,30,147
ER_n30_d0.3,pegasus_6,pathfinder-thorough,0,1,1,2.6,4,78,20.094975084000907,30,147
ER_n30_d0.3,pegasus_6,pathfinder-thorough,1,1,1,2.6,4,78,20.07469729100012,30,147
ER_n30_d0.3,pegasus_6,pathfinder-thorough,2,1,1,2.533333333333333,3,76,20.065575500000705,30,147
ER_n30_d0.3,pegasus_6,pathfinder-thorough,3,1,1,2.6,4,78,20.055518083001516,30,147
ER_n30_d0.3,pegasus_6,pathfinder-thorough,4,1,1,2.6,4,78,20.107830832999753,30,147
ER_n30_d0.3,pegasus_6_broken5,minorminer,0,1,1,2.566666666666667,4,77,1.451349917000698,30,147
ER_n30_d0.3,pegasus_6_broken5,minorminer,1,1,1,2.8333333333333335,4,85,0.25069525000071735,30,147
ER_n30_d0.3,pegasus_6_broken5,minorminer,2,1,1,2.9,4,87,0.08600983300129883,30,147
ER_n30_d0.3,pegasus_6_broken5,minorminer,3,1,1,2.8666666666666667,4,86,2.783425708001232,30,147
ER_n30_d0.3,pegasus_6_broken5,minorminer,4,1,1,2.8,4,84,2.497509999999238,30,147
ER_n30_d0.3,pegasus_6_broken5,minorminer-layout,0,1,1,2.7,4,81,1.8019392090009205,30,147
ER_n30_d0.3,pegasus_6_broken5,minorminer-layout,1,1,1,2.9,4,87,1.5133130829999573,30,147
ER_n30_d0.3,pegasus_6_broken5,minorminer-layout,2,1,1,2.6,4,78,4.426260917000036,30,147
ER_n30_d0.3,pegasus_6_broken5,minorminer-layout,3,1,1,2.9,4,87,1.8987027919993125,30,147
ER_n30_d0.3,pegasus_6_broken5,minorminer-layout,4,1,1,2.8333333333333335,4,85,2.445661125000697,30,147
ER_n30_d0.3,pegasus_6_broken5,pathfinder,0,1,1,2.533333333333333,4,76,12.34703116700075,30,147
ER_n30_d0.3,pegasus_6_broken5,pathfinder,1,1,1,2.8333333333333335,4,85,6.666842832999464,30,147
ER_n30_d0.3,pegasus_6_broken5,pathfinder,2,1,1,2.9,4,87,5.201751040998715,30,147
ER_n30_d0.3,pegasus_6_broken5,pathfinder,3,1,1,2.8666666666666667,4,86,7.107462457999645,30,147
ER_n30_d0.3,pegasus_6_broken5,pathfinder,4,1,1,2.8,4,84,6.425994042001548,30,147
ER_n30_d0.3,pegasus_6_broken5,pathfinder-thorough,0,1,1,2.6666666666666665,4,80,20.02063870799975,30,147
ER_n30_d0.3,pegasus_6_broken5,pathfinder-thorough,1,1,1,2.8,4,84,20.187430374999167,30,147
ER_n30_d0.3,pegasus_6_broken5,pathfinder-thorough,2,1,1,2.566666666666667,4,77,20.181434542000716,30,147
ER_n30_d0.3,pegasus_6_broken5,pathfinder-thorough,3,1,1,2.6666666666666665,4,80,20.198818458999085,30,147
ER_n30_d0.3,pegasus_6_broken5,pathfinder-thorough,4,1,1,2.6666666666666665,4,80,20.0307852499991,30,147
ER_n30_d0.3,zephyr_4,minorminer,0,1,1,2.1666666666666665,3,65,1.8201383750001696,30,147
ER_n30_d0.3,zephyr_4,minorminer,1,1,1,2.3,3,69,2.0126118329990277,30,147
ER_n30_d0.3,zephyr_4,minorminer,2,1,1,2.2333333333333334,3,67,1.270640958999138,30,147
ER_n30_d0.3,zephyr_4,minorminer,3,1,1,2.2333333333333334,3,67,1.3905479589993774,30,147
ER_n30_d0.3,zephyr_4,minorminer,4,1,1,2.2666666666666666,3,68,1.3684314160000213,30,147
ER_n30_d0.3,zephyr_4,minorminer-layout,0,1,1,2.2,3,66,1.8682936250006605,30,147
ER_n30_d0.3,zephyr_4,minorminer-layout,1,1,1,2.2333333333333334,4,67,1.366804499999489,30,147
ER_n30_d0.3,zephyr_4,minorminer-layout,2,1,1,2.3,3,69,1.7001610000006622,30,147
ER_n30_d0.3,zephyr_4,minorminer-layout,3,1,1,2.433333333333333,4,73,1.5644257090007159,30,147
ER_n30_d0.3,zephyr_4,minorminer-layout,4,1,1,2.2333333333333334,3,67,2.450729207999757,30,147
ER_n30_d0.3,zephyr_4,pathfinder,0,1,1,2.1333333333333333,3,64,11.068744999998671,30,147
ER_n30_d0.3,zephyr_4,pathfinder,1,1,1,2.3,3,69,6.767476541999713,30,147
ER_n30_d0.3,zephyr_4,pathfinder,2,1,1,2.2333333333333334,3,67,5.805356457998641,30,147
ER_n30_d0.3,zephyr_4,pathfinder,3,1,1,2.2333333333333334,3,67,5.828302249999979,30,147
ER_n30_d0.3,zephyr_4,pathfinder,4,1,1,2.2666666666666666,3,68,5.140503415999774,30,147
ER_n30_d0.3,zephyr_4,pathfinder-thorough,0,1,1,2.1333333333333333,3,64,19.762417457999618,30,147
ER_n30_d0.3,zephyr_4,pathfinder-thorough,1,1,1,2.3,3,69,19.7815301669998,30,147
ER_n30_d0.3,zephyr_4,pathfinder-thorough,2,1,1,2.1333333333333333,3,64,19.392856165999547,30,147
ER_n30_d0.3,zephyr_4,pathfinder-thorough,3,1,1,2.066666666666667,3,62,19.437740666000536,30,147
ER_n30_d0.3,zephyr_4,pathfinder-thorough,4,1,1,2.2666666666666666,3,68,18.66789499999868,30,147
ER_n30_d0.5,pegasus_6,minorminer,0,1,1,3.5,5,105,3.4217952500002866,30,226
ER_n30_d0.5,pegasus_6,minorminer,1,1,1,3.3333333333333335,4,100,3.1353767500004324,30,226
ER_n30_d0.5,pegasus_6,minorminer,2,1,1,3.2333333333333334,5,97,7.662813875000211,30,226
ER_n30_d0.5,pegasus_6,minorminer,3,1,1,3.4,5,102,4.666148958000122,30,226
ER_n30_d0.5,pegasus_6,minorminer,4,1,1,3.033333333333333,4,91,3.3222850840011233,30,226
ER_n30_d0.5,pegasus_6,minorminer-layout,0,1,1,3.4,5,102,3.226141375000225,30,226
ER_n30_d0.5,pegasus_6,minorminer-layout,1,1,1,3.566666666666667,5,107,3.453276750000441,30,226
ER_n30_d0.5,pegasus_6,minorminer-layout,2,1,1,3.4,4,102,3.9322089580000466,30,226
ER_n30_d0.5,pegasus_6,minorminer-layout,3,1,1,3.2666666666666666,5,98,3.2454560000005586,30,226
ER_n30_d0.5,pegasus_6,minorminer-layout,4,1,1,3.5,5,105,2.6375117089992273,30,226
ER_n30_d0.5,pegasus_6,pathfinder,0,1,1,3.433333333333333,5,103,11.223461375000625,30,226
ER_n30_d0.5,pegasus_6,pathfinder,1,1,1,3.3333333333333335,4,100,7.1707243750006455,30,226
ER_n30_d0.5,pegasus_6,pathfinder,2,1,1,3.1333333333333333,5,94,11.627248374999908,30,226
ER_n30_d0.5,pegasus_6,pathfinder,3,1,1,3.3333333333333335,5,100,9.618226458998834,30,226
ER_n30_d0.5,pegasus_6,pathfinder,4,1,1,3.033333333333333,4,91,5.559666875000403,30,226
ER_n30_d0.5,pegasus_6,pathfinder-thorough,0,1,1,3.2333333333333334,4,97,20.004368375000922,30,226
ER_n30_d0.5,pegasus_6,pathfinder-thorough,1,1,1,3.3333333333333335,4,100,18.534399833999487,30,226
