source,target,algorithm,seed,success,valid,avg_chain_length,max_chain_length,total_qubits_used,wall_time,problem_nodes,problem_edges
BA_n30_m3,pegasus_6,pathfinder-thorough,0,1,1,1.5333333333333334,3,46,1.2690839579991007,30,81
BA_n30_m3,pegasus_6,pathfinder-thorough,1,1,1,1.6,3,48,1.03666825000073,30,81
BA_n30_m3,pegasus_6,pathfinder-thorough,2,1,1,1.4666666666666666,3,44,1.0416120840000076,30,81
BA_n30_m3,pegasus_6,pathfinder-thorough,3,1,1,1.4333333333333333,3,43,0.9516975420010567,30,81
BA_n30_m3,pegasus_6,pathfinder-thorough,4,1,1,1.4666666666666666,3,44,1.0213481669998146,30,81
BA_n30_m5,pegasus_6,minorminer,0,1,1,2.2333333333333334,4,67,0.21105200000056357,30,125
BA_n30_m5,pegasus_6,minorminer,1,1,1,2.1,4,63,0.12534554100056994,30,125
BA_n30_m5,pegasus_6,minorminer,2,1,1,2.1333333333333333,4,64,0.18321316599940474,30,125
BA_n30_m5,pegasus_6,minorminer,3,1,1,2.3333333333333335,4,70,0.11568837499908113,30,125
BA_n30_m5,pegasus_6,minorminer,4,1,1,2.3,4,69,0.20105070899990096,30,125
BA_n30_m5,pegasus_6,minorminer-layout,0,1,1,2.2666666666666666,4,68,0.2177929999998014,30,125
BA_n30_m5,pegasus_6,minorminer-layout,1,1,1,2.033333333333333,4,61,0.310558499999388,30,125
BA_n30_m5,pegasus_6,minorminer-layout,2,1,1,2.3,4,69,0.1818261659991549,30,125
BA_n30_m5,pegasus_6,minorminer-layout,3,1,1,2.4,4,72,0.1166752089993679,30,125
BA_n30_m5,pegasus_6,minorminer-layout,4,1,1,2.2666666666666666,4,68,0.1565807090009912,30,125
BA_n30_m5,pegasus_6,pathfinder,0,1,1,2.2333333333333334,4,67,0.6098042909998185,30,125
BA_n30_m5,pegasus_6,pathfinder,1,1,1,2.066666666666667,4,62,0.9072383750008157,30,125
BA_n30_m5,pegasus_6,pathfinder,2,1,1,2.1333333333333333,4,64,0.631242374998692,30,125
BA_n30_m5,pegasus_6,pathfinder,3,1,1,2.3,4,69,1.0731880000003002,30,125
BA_n30_m5,pegasus_6,pathfinder,4,1,1,2.2666666666666666,4,68,1.1032361249999667,30,125
BA_n30_m5,pegasus_6,pathfinder-thorough,0,1,1,2.0,4,60,3.2205467089988815,30,125
BA_n30_m5,pegasus_6,pathfinder-thorough,1,1,1,2.066666666666667,4,62,4.075655291999283,30,125
BA_n30_m5,pegasus_6,pathfinder-thorough,2,1,1,2.1333333333333333,4,64,2.8901285419997294,30,125
BA_n30_m5,pegasus_6,pathfinder-thorough,3,1,1,2.066666666666667,4,62,2.795421291999446,30,125
BA_n30_m5,pegasus_6,pathfinder-thorough,4,1,1,2.2,4,66,3.467553250000492,30,125
REG_n40_k4,pegasus_6,minorminer,0,1,1,1.75,4,70,0.02170174999992014,40,80
REG_n40_k4,pegasus_6,minorminer,1,1,1,1.425,2,57,0.056849167000109446,40,80
REG_n40_k4,pegasus_6,minorminer,2,1,1,1.475,2,59,0.030487790998449782,40,80
REG_n40_k4,pegasus_6,minorminer,3,1,1,1.425,2,57,0.06097420800142572,40,80
REG_n40_k4,pegasus_6,minorminer,4,1,1,1.5,3,60,0.03168795800047519,40,80
REG_n40_k4,pegasus_6,minorminer-layout,0,1,1,1.45,2,58,0.05157979199975671,40,80
REG_n40_k4,pegasus_6,minorminer-layout,1,1,1,1.425,2,57,0.0647954159994697,40,80
REG_n40_k4,pegasus_6,minorminer-layout,2,1,1,1.6,3,64,0.05419616600011068,40,80
REG_n40_k4,pegasus_6,minorminer-layout,3,1,1,1.45,2,58,0.06923458299934282,40,80
REG_n40_k4,pegasus_6,minorminer-layout,4,1,1,1.475,2,59,0.06773441699988325,40,80
REG_n40_k4,pegasus_6,pathfinder,0,1,1,1.725,4,69,0.3243578340006934,40,80
REG_n40_k4,pegasus_6,pathfinder,1,1,1,1.425,2,57,0.16246583399879455,40,80
REG_n40_k4,pegasus_6,pathfinder,2,1,1,1.475,2,59,0.15068404100020416,40,80
REG_n40_k4,pegasus_6,pathfinder,3,1,1,1.425,2,57,0.1705843330000789,40,80
REG_n40_k4,pegasus_6,pathfinder,4,1,1,1.5,3,60,0.1414840829984314,40,80
REG_n40_k4,pegasus_6,pathfinder-thorough,0,1,1,1.3,2,52,0.7498360419995151,40,80
REG_n40_k4,pegasus_6,pathfinder-thorough,1,1,1,1.425,2,57,0.6344275840001501,40,80
REG_n40_k4,pegasus_6,pathfinder-thorough,2,1,1,1.325,2,53,0.6737417919994186,40,80
REG_n40_k4,pegasus_6,pathfinder-thorough,3,1,1,1.35,2,54,0.7810062919998018,40,80
REG_n40_k4,pegasus_6,pathfinder-thorough,4,1,1,1.375,3,55,0.5737495829998807,40,80
REG_n40_k6,pegasus_6,minorminer,0,1,1,1.925,3,77,0.10763437500099826,40,120
REG_n40_k6,pegasus_6,minorminer,1,1,1,2.3,4,92,0.08015837499988265,40,120
REG_n40_k6,pegasus_6,minorminer,2,1,1,2.025,3,81,0.14320566700007475,40,120
REG_n40_k6,pegasus_6,minorminer,3,1,1,2.1,3,84,0.09178466699995624,40,120
REG_n40_k6,pegasus_6,minorminer,4,1,1,2.175,4,87,0.06099154100047599,40,120
REG_n40_k6,pegasus_6,minorminer-layout,0,1,1,2.575,4,103,0.10061649999988731,40,120
REG_n40_k6,pegasus_6,minorminer-layout,1,1,1,2.075,3,83,0.22346558299977914,40,120
REG_n40_k6,pegasus_6,minorminer-layout,2,1,1,2.1,3,84,0.12957724999978382,40,120
REG_n40_k6,pegasus_6,minorminer-layout,3,1,1,1.925,3,77,0.179319167000358,40,120
REG_n40_k6,pegasus_6,minorminer-layout,4,1,1,2.0,3,80,0.15525012500074808,40,120
REG_n40_k6,pegasus_6,pathfinder,0,1,1,1.925,3,77,0.44099062499844877,40,120
REG_n40_k6,pegasus_6,pathfinder,1,1,1,2.275,4,91,0.8030771249996178,40,120
REG_n40_k6,pegasus_6,pathfinder,2,1,1,2.0,3,80,0.9022008749998349,40,120
REG_n40_k6,pegasus_6,pathfinder,3,1,1,2.1,3,84,0.4741521249998186,40,120
REG_n40_k6,pegasus_6,pathfinder,4,1,1,2.15,4,86,0.7228326250005921,40,120
REG_n40_k6,pegasus_6,pathfinder-thorough,0,1,1,1.925,3,77,2.338730834000671,40,120
REG_n40_k6,pegasus_6,pathfinder-thorough,1,1,1,1.9,3,76,2.3021630000002915,40,120
REG_n40_k6,pegasus_6,pathfinder-thorough,2,1,1,2.0,3,80,2.668581957999777,40,120
REG_n40_k6,pegasus_6,pathfinder-thorough,3,1,1,1.95,3,78,2.2944968749998225,40,120
REG_n40_k6,pegasus_6,pathfinder-thorough,4,1,1,1.95,3,78,2.488593874999424,40,120
BA_n40_m3,pegasus_6,minorminer,0,1,1,1.875,4,75,0.07865087500067602,40,111
BA_n40_m3,pegasus_6,minorminer,1,1,1,1.85,3,74,0.08216087500113645,40,111
BA_n40_m3,pegasus_6,minorminer,2,1,1,1.7,3,68,0.23197808300028555,40,111
BA_n40_m3,pegasus_6,minorminer,3,1,1,1.775,3,71,0.11289508399931947,40,111
BA_n40_m3,pegasus_6,minorminer,4,1,1,1.825,4,73,0.07927304100121546,40,111
BA_n40_m3,pegasus_6,minorminer-layout,0,1,1,1.75,4,70,0.10263691600084712,40,111
BA_n40_m3,pegasus_6,minorminer-layout,1,1,1,1.625,3,65,0.24385633299971232,40,111
BA_n40_m3,pegasus_6,minorminer-layout,2,1,1,1.725,3,69,0.1473172500009241,40,111
BA_n40_m3,pegasus_6,minorminer-layout,3,1,1,1.875,3,75,0.10927000000083353,40,111
BA_n40_m3,pegasus_6,minorminer-layout,4,1,1,1.675,3,67,0.1464071669997793,40,111
BA_n40_m3,pegasus_6,pathfinder,0,1,1,1.85,4,74,0.6526112500014278,40,111
BA_n40_m3,pegasus_6,pathfinder,1,1,1,1.85,3,74,0.35138924999955634,40,111
BA_n40_m3,pegasus_6,pathfinder,2,1,1,1.7,3,68,0.4450797919998877,40,111
BA_n40_m3,pegasus_6,pathfinder,3,1,1,1.775,3,71,0.3800087090003217,40,111
BA_n40_m3,pegasus_6,pathfinder,4,1,1,1.8,4,72,0.6526494579993596,40,111
BA_n40_m3,pegasus_6,pathfinder-thorough,0,1,1,1.825,4,73,2.5629658329999074,40,111
BA_n40_m3,pegasus_6,pathfinder-thorough,1,1,1,1.7,4,68,1.6362787500002014,40,111
BA_n40_m3,pegasus_6,pathfinder-thorough,2,1,1,1.7,3,68,2.08930245800002,40,111
BA_n40_m3,pegasus_6,pathfinder-thorough,3,1,1,1.55,3,62,1.8960200830006215,40,111
BA_n40_m3,pegasus_6,pathfinder-thorough,4,1,1,1.75,3,70,2.016402166000262,40,111
BA_n40_m5,pegasus_6,minorminer,0,1,1,2.675,5,107,0.2649983750015963,40,175
BA_n40_m5,pegasus_6,minorminer,1,1,1,2.5,5,100,0.3915507500005333,40,175
BA_n40_m5,pegasus_6,minorminer,2,1,1,2.45,4,98,0.34463566599879414,40,175
BA_n40_m5,pegasus_6,minorminer,3,1,1,2.675,5,107,0.15481837500010442,40,175
BA_n40_m5,pegasus_6,minorminer,4,1,1,2.475,5,99,0.5099563330004457,40,175
BA_n40_m5,pegasus_6,minorminer-layout,0,1,1,2.85,6,114,0.1959456250006042,40,175
BA_n40_m5,pegasus_6,minorminer-layout,1,1,1,2.575,4,103,0.40113054199900944,40,175
BA_n40_m5,pegasus_6,minorminer-layout,2,1,1,2.55,4,102,0.4572414159993059,40,175
BA_n40_m5,pegasus_6,minorminer-layout,3,1,1,2.7,5,108,0.30779599999914353,40,175
BA_n40_m5,pegasus_6,minorminer-layout,4,1,1,2.475,5,99,0.2810401249989809,40,175
BA_n40_m5,pegasus_6,pathfinder,0,1,1,2.625,5,105,1.9110821670001314,40,175
BA_n40_m5,pegasus_6,pathfinder,1,1,1,2.45,5,98,1.4654527500006225,40,175
BA_n40_m5,pegasus_6,pathfinder,2,1,1,2.425,4,97,1.416100207999989,40,175
BA_n40_m5,pegasus_6,pathfinder,3,1,1,2.575,5,103,1.2724595830004546,40,175
BA_n40_m5,pegasus_6,pathfinder,4,1,1,2.45,5,98,1.5460439580001548,40,175
BA_n40_m5,pegasus_6,pathfinder-thorough,0,1,1,2.45,5,98,5.244036833000791,40,175
BA_n40_m5,pegasus_6,pathfinder-thorough,1,1,1,2.45,5,98,5.594269499999427,40,175
BA_n40_m5,pegasus_6,pathfinder-thorough,2,1,1,2.425,4,97,4.591770125000039,40,175
BA_n40_m5,pegasus_6,pathfinder-thorough,3,1,1,2.5,5,100,4.919670999999653,40,175
BA_n40_m5,pegasus_6,pathfinder-thorough,4,1,1,2.4,5,96,5.250414165999246,40,175
