cell,instance,algorithm,seed,success,valid,avg_chain_length,total_qubits_used,wall_time
ER_n40_d0.5,1,minorminer,0,1,1,5.05,202,1.3979269999836106
ER_n40_d0.5,1,minorminer,1,1,1,4.625,185,3.064641666976968
ER_n40_d0.5,1,minorminer,2,1,1,4.7,188,1.9738560000259895
ER_n40_d0.5,1,reweave,0,1,1,4.8,192,1.9239284580107778
ER_n40_d0.5,1,reweave,1,1,1,4.525,181,3.2496995000110473
ER_n40_d0.5,1,reweave,2,1,1,4.55,182,2.5235643750056624
ER_n40_d0.5,1,reweave-ablate-paths,0,1,1,4.825,193,1.7199119589931797
ER_n40_d0.5,1,reweave-ablate-paths,1,1,1,4.525,181,3.0441267080022953
ER_n40_d0.5,1,reweave-ablate-paths,2,1,1,4.55,182,2.250961832993198
ER_n40_d0.5,1,reweave-ablate-nocong,0,1,1,4.8,192,2.4662744590023067
ER_n40_d0.5,1,reweave-ablate-nocong,1,1,1,4.525,181,3.4238086249970365
ER_n40_d0.5,1,reweave-ablate-nocong,2,1,1,4.55,182,3.218485999997938
ER_n40_d0.5,1,reweave-ablate-both,0,1,1,4.9,196,1.9618817500013392
ER_n40_d0.5,1,reweave-ablate-both,1,1,1,4.525,181,3.3813714169955347
ER_n40_d0.5,1,reweave-ablate-both,2,1,1,4.575,183,2.875565959024243
ER_n40_d0.5,2,minorminer,0,1,1,4.575,183,1.4670132909959648
ER_n40_d0.5,2,minorminer,1,1,1,4.85,194,0.9307060000137426
ER_n40_d0.5,2,minorminer,2,1,1,4.725,189,0.9687949159997515
ER_n40_d0.5,2,reweave,0,1,1,4.45,178,2.0404950420197565
ER_n40_d0.5,2,reweave,1,1,1,4.7,188,1.2703208750172053
ER_n40_d0.5,2,reweave,2,1,1,4.6,184,1.4892321660008747
ER_n40_d0.5,2,reweave-ablate-paths,0,1,1,4.45,178,1.8659241659916006
ER_n40_d0.5,2,reweave-ablate-paths,1,1,1,4.7,188,1.3702729580109008
ER_n40_d0.5,2,reweave-ablate-paths,2,1,1,4.55,182,1.6214891250128858
ER_n40_d0.5,2,reweave-ablate-nocong,0,1,1,4.475,179,2.153725874988595
ER_n40_d0.5,2,reweave-ablate-nocong,1,1,1,4.7,188,1.8955826250021346
ER_n40_d0.5,2,reweave-ablate-nocong,2,1,1,4.6,184,1.9231297080114018
ER_n40_d0.5,2,reweave-ablate-both,0,1,1,4.475,179,2.2193329579895362
ER_n40_d0.5,2,reweave-ablate-both,1,1,1,4.7,188,1.680568666983163
ER_n40_d0.5,2,reweave-ablate-both,2,1,1,4.575,183,2.1253048749931622
ER_n40_d0.5,3,minorminer,0,1,1,4.375,175,2.9419545000127982
ER_n40_d0.5,3,minorminer,1,1,1,4.35,174,1.6348532089905348
ER_n40_d0.5,3,minorminer,2,1,1,4.4,176,1.9330700830032583
ER_n40_d0.5,3,reweave,0,1,1,4.325,173,3.090611292020185
ER_n40_d0.5,3,reweave,1,1,1,4.275,171,1.6830890419951174
ER_n40_d0.5,3,reweave,2,1,1,4.375,175,2.093352124997182
ER_n40_d0.5,3,reweave-ablate-paths,0,1,1,4.325,173,3.018497750017559
ER_n40_d0.5,3,reweave-ablate-paths,1,1,1,4.275,171,1.5253672920225654
ER_n40_d0.5,3,reweave-ablate-paths,2,1,1,4.375,175,2.025296417006757
ER_n40_d0.5,3,reweave-ablate-nocong,0,1,1,4.325,173,3.4653115409892052
ER_n40_d0.5,3,reweave-ablate-nocong,1,1,1,4.275,171,1.915147583000362
ER_n40_d0.5,3,reweave-ablate-nocong,2,1,1,4.375,175,2.4171234160021413
ER_n40_d0.5,3,reweave-ablate-both,0,1,1,4.325,173,3.393153582990635
ER_n40_d0.5,3,reweave-ablate-both,1,1,1,4.275,171,1.8742949579900596
ER_n40_d0.5,3,reweave-ablate-both,2,1,1,4.375,175,2.525170499982778
ER_n40_d0.5,4,minorminer,0,1,1,4.75,190,1.7986260000034235
ER_n40_d0.5,4,minorminer,1,1,1,4.825,193,0.8294235419889446
ER_n40_d0.5,4,minorminer,2,1,1,4.375,175,1.5600360840035137
ER_n40_d0.5,4,reweave,0,1,1,4.675,187,2.021554584003752
ER_n40_d0.5,4,reweave,1,1,1,4.65,186,1.1548262920114212
ER_n40_d0.5,4,reweave,2,1,1,4.325,173,1.8907275839883368
ER_n40_d0.5,4,reweave-ablate-paths,0,1,1,4.675,187,2.0382565410109237
ER_n40_d0.5,4,reweave-ablate-paths,1,1,1,4.65,186,1.416806875000475
ER_n40_d0.5,4,reweave-ablate-paths,2,1,1,4.325,173,1.9603862910007592
ER_n40_d0.5,4,reweave-ablate-nocong,0,1,1,4.7,188,2.431965833005961
ER_n40_d0.5,4,reweave-ablate-nocong,1,1,1,4.625,185,2.6730343340022955
ER_n40_d0.5,4,reweave-ablate-nocong,2,1,1,4.325,173,2.4834765830019023
ER_n40_d0.5,4,reweave-ablate-both,0,1,1,4.7,188,2.419463458994869
ER_n40_d0.5,4,reweave-ablate-both,1,1,1,4.675,187,1.6909431249951012
ER_n40_d0.5,4,reweave-ablate-both,2,1,1,4.325,173,2.398479416995542
ER_n40_d0.7,0,minorminer,0,1,1,5.25,210,0.7608026250090916
ER_n40_d0.7,0,minorminer,1,1,1,5.15,206,1.4813244580000173
ER_n40_d0.7,0,minorminer,2,1,1,5.1,204,3.622603416995844
ER_n40_d0.7,0,reweave,0,1,1,4.9,196,1.7895526249776594
ER_n40_d0.7,0,reweave,1,1,1,5.05,202,2.738119582994841
ER_n40_d0.7,0,reweave,2,1,1,4.95,198,4.389140707993647
ER_n40_d0.7,0,reweave-ablate-paths,0,1,1,4.9,196,1.4585560830018949
ER_n40_d0.7,0,reweave-ablate-paths,1,1,1,5.05,202,2.5958717909816187
ER_n40_d0.7,0,reweave-ablate-paths,2,1,1,4.925,197,4.219883167010266
ER_n40_d0.7,0,reweave-ablate-nocong,0,1,1,4.925,197,2.8233644170104526
ER_n40_d0.7,0,reweave-ablate-nocong,1,1,1,5.075,203,2.9345840839960147
ER_n40_d0.7,0,reweave-ablate-nocong,2,1,1,4.925,197,5.277337790990714
ER_n40_d0.7,0,reweave-ablate-both,0,1,1,4.925,197,2.07253249999485
ER_n40_d0.7,0,reweave-ablate-both,1,1,1,5.075,203,2.7027504580037203
ER_n40_d0.7,0,reweave-ablate-both,2,1,1,4.925,197,4.715464207984041
ER_n40_d0.7,1,minorminer,0,1,1,5.15,206,1.3653949160070624
ER_n40_d0.7,1,minorminer,1,1,1,5.45,218,0.9195410830143373
ER_n40_d0.7,1,minorminer,2,1,1,5.35,214,1.2349561250011902
ER_n40_d0.7,1,reweave,0,1,1,5.0,200,2.7871507499949075
ER_n40_d0.7,1,reweave,1,1,1,5.225,209,2.2157678749936167
ER_n40_d0.7,1,reweave,2,1,1,5.15,206,2.756691957998555
ER_n40_d0.7,1,reweave-ablate-paths,0,1,1,5.0,200,2.351475790987024
ER_n40_d0.7,1,reweave-ablate-paths,1,1,1,5.225,209,2.34220345801441
ER_n40_d0.7,1,reweave-ablate-paths,2,1,1,5.15,206,2.6620893749932293
ER_n40_d0.7,1,reweave-ablate-nocong,0,1,1,5.025,201,3.790423958998872
ER_n40_d0.7,1,reweave-ablate-nocong,1,1,1,5.15,206,4.637208917003591
ER_n40_d0.7,1,reweave-ablate-nocong,2,1,1,5.175,207,3.538716832990758
ER_n40_d0.7,1,reweave-ablate-both,0,1,1,5.025,201,3.595892957993783
ER_n40_d0.7,1,reweave-ablate-both,1,1,1,5.225,209,3.251147167000454
ER_n40_d0.7,1,reweave-ablate-both,2,1,1,5.175,207,3.154519916017307
ER_n40_d0.7,2,minorminer,0,1,1,4.95,198,3.347646000009263
ER_n40_d0.7,2,minorminer,1,1,1,5.0,200,2.1759464999777265
ER_n40_d0.7,2,minorminer,2,1,1,4.975,199,1.2354530410084408
ER_n40_d0.7,2,reweave,0,1,1,4.8,192,4.731406541977776
ER_n40_d0.7,2,reweave,1,1,1,4.875,195,3.73382683302043
ER_n40_d0.7,2,reweave,2,1,1,4.775,191,2.6782200419984292
ER_n40_d0.7,2,reweave-ablate-paths,0,1,1,4.825,193,4.756078832986532
ER_n40_d0.7,2,reweave-ablate-paths,1,1,1,4.875,195,3.731730792002054
ER_n40_d0.7,2,reweave-ablate-paths,2,1,1,4.775,191,2.940409542003181
ER_n40_d0.7,2,reweave-ablate-nocong,0,1,1,4.75,190,6.257006709027337
ER_n40_d0.7,2,reweave-ablate-nocong,1,1,1,4.875,195,4.418737333005993
ER_n40_d0.7,2,reweave-ablate-nocong,2,1,1,4.775,191,3.2568047090026084
ER_n40_d0.7,2,reweave-ablate-both,0,1,1,4.825,193,4.968466833990533
ER_n40_d0.7,2,reweave-ablate-both,1,1,1,4.875,195,3.5991017920023296
ER_n40_d0.7,2,reweave-ablate-both,2,1,1,4.775,191,2.7919844999851193
ER_n40_d0.7,3,minorminer,0,1,1,4.7,188,2.181444499990903
ER_n40_d0.7,3,minorminer,1,1,1,4.925,197,2.2621697499998845
ER_n40_d0.7,3,minorminer,2,1,1,5.275,211,1.823877375019947
ER_n40_d0.7,3,reweave,0,1,1,4.525,181,3.542836125008762
ER_n40_d0.7,3,reweave,1,1,1,4.775,191,3.456539625010919
ER_n40_d0.7,3,reweave,2,1,1,5.1,204,3.1952139170025475
ER_n40_d0.7,3,reweave-ablate-paths,0,1,1,4.525,181,3.437030542001594
ER_n40_d0.7,3,reweave-ablate-paths,1,1,1,4.775,191,3.8010054170154035
ER_n40_d0.7,3,reweave-ablate-paths,2,1,1,5.1,204,3.2113906250160653
ER_n40_d0.7,3,reweave-ablate-nocong,0,1,1,4.525,181,4.5852480420144275
ER_n40_d0.7,3,reweave-ablate-nocong,1,1,1,4.725,189,5.180691125016892
ER_n40_d0.7,3,reweave-ablate-nocong,2,1,1,5.1,204,4.6094211250019725
ER_n40_d0.7,3,reweave-ablate-both,0,1,1,4.525,181,4.269750042003579
ER_n40_d0.7,3,reweave-ablate-both,1,1,1,4.775,191,4.322011084004771
ER_n40_d0.7,3,reweave-ablate-both,2,1,1,5.1,204,4.0878971249912865
ER_n40_d0.7,4,minorminer,0,1,1,5.2,208,2.3794777500152122
ER_n40_d0.7,4,minorminer,1,1,1,4.875,195,3.431894791981904
ER_n40_d0.7,4,minorminer,2,1,1,5.5,220,1.8530378750001546
ER_n40_d0.7,4,reweave,0,1,1,4.925,197,2.9555868340248708
ER_n40_d0.7,4,reweave,1,1,1,4.75,190,3.8634856249846052
ER_n40_d0.7,4,reweave,2,1,1,5.175,207,3.3174483330221847
ER_n40_d0.7,4,reweave-ablate-paths,0,1,1,4.925,197,2.721004332997836
ER_n40_d0.7,4,reweave-ablate-paths,1,1,1,4.75,190,3.959212124987971
ER_n40_d0.7,4,reweave-ablate-paths,2,1,1,5.175,207,2.729764042014722
ER_n40_d0.7,4,reweave-ablate-nocong,0,1,1,4.925,197,3.8237267909862567
ER_n40_d0.7,4,reweave-ablate-nocong,1,1,1,4.775,191,4.505254541989416
ER_n40_d0.7,4,reweave-ablate-nocong,2,1,1,5.2,208,3.2022379580012057
ER_n40_d0.7,4,reweave-ablate-both,0,1,1,4.925,197,3.114581250003539
ER_n40_d0.7,4,reweave-ablate-both,1,1,1,4.775,191,3.6003973339975346
ER_n40_d0.7,4,reweave-ablate-both,2,1,1,5.2,208,2.849347542010946
