cell,instance,target,algorithm,seed,success,valid,avg_chain_length,max_chain_length,total_qubits_used,wall_time,problem_nodes,problem_edges
ER_n20_d0.7,2,pegasus_6,reweave-thorough,0,1,1,2.5,3,50,1.5759173079859465,20,129
ER_n20_d0.7,2,pegasus_6,reweave-thorough,1,1,1,2.4,3,48,1.706326378043741,20,129
ER_n20_d0.7,2,pegasus_6,reweave-thorough,2,1,1,2.45,3,49,2.295500359032303,20,129
ER_n20_d0.7,2,pegasus_6,reweave-stacked,0,1,1,2.5,3,50,0.5765885550063103,20,129
ER_n20_d0.7,2,pegasus_6,reweave-stacked,1,1,1,2.4,3,48,0.4912116869818419,20,129
ER_n20_d0.7,2,pegasus_6,reweave-stacked,2,1,1,2.7,4,54,0.4333234161604196,20,129
ER_n20_d0.7,2,pegasus_6,mmfork-cuthill,0,1,1,2.5,3,50,0.5331384639721364,20,129
ER_n20_d0.7,2,pegasus_6,mmfork-cuthill,1,1,1,2.45,3,49,0.2650231230072677,20,129
ER_n20_d0.7,2,pegasus_6,mmfork-cuthill,2,1,1,2.55,3,51,0.26582950982265174,20,129
ER_n20_d0.7,2,pegasus_6,mmfork-portfolio,0,1,1,2.4,3,48,2.8593162070028484,20,129
ER_n20_d0.7,2,pegasus_6,mmfork-portfolio,1,1,1,2.4,3,48,2.8142305929213762,20,129
ER_n20_d0.7,2,pegasus_6,mmfork-portfolio,2,1,1,2.55,3,51,3.4759938248898834,20,129
ER_n20_d0.7,2,pegasus_6,reweave-mmfork-cuthill,0,1,1,2.5,3,50,0.2570189160760492,20,129
ER_n20_d0.7,2,pegasus_6,reweave-mmfork-cuthill,1,1,1,2.45,3,49,0.31302670505829155,20,129
ER_n20_d0.7,2,pegasus_6,reweave-mmfork-cuthill,2,1,1,2.55,3,51,0.2854660989250988,20,129
ER_n20_d0.7,2,pegasus_6_broken5,minorminer,0,1,1,2.8,4,56,0.27090078918263316,20,129
ER_n20_d0.7,2,pegasus_6_broken5,minorminer,1,1,1,2.5,3,50,0.5146263800561428,20,129
ER_n20_d0.7,2,pegasus_6_broken5,minorminer,2,1,1,2.5,4,50,0.11574940080754459,20,129
ER_n20_d0.7,2,pegasus_6_broken5,minorminer-layout,0,1,1,2.6,3,52,0.8382027209736407,20,129
ER_n20_d0.7,2,pegasus_6_broken5,minorminer-layout,1,1,1,2.8,4,56,0.672953715082258,20,129
ER_n20_d0.7,2,pegasus_6_broken5,minorminer-layout,2,1,1,2.8,4,56,0.9688807509373873,20,129
ER_n20_d0.7,2,pegasus_6_broken5,reweave-base,0,1,1,2.75,4,55,1.2074321128893644,20,129
ER_n20_d0.7,2,pegasus_6_broken5,reweave-base,1,1,1,2.5,3,50,0.9921045040246099,20,129
ER_n20_d0.7,2,pegasus_6_broken5,reweave-base,2,1,1,2.5,4,50,0.6395064839161932,20,129
ER_n20_d0.7,2,pegasus_6_broken5,reweave,0,1,1,2.75,4,55,0.4204911799170077,20,129
ER_n20_d0.7,2,pegasus_6_broken5,reweave,1,1,1,2.5,3,50,0.4846293048467487,20,129
ER_n20_d0.7,2,pegasus_6_broken5,reweave,2,1,1,2.5,4,50,0.18417928693816066,20,129
ER_n20_d0.7,2,pegasus_6_broken5,reweave-thorough,0,1,1,2.5,3,50,1.004177815048024,20,129
ER_n20_d0.7,2,pegasus_6_broken5,reweave-thorough,1,1,1,2.5,3,50,2.701876347884536,20,129
ER_n20_d0.7,2,pegasus_6_broken5,reweave-thorough,2,1,1,2.5,4,50,1.38415606203489,20,129
ER_n20_d0.7,2,pegasus_6_broken5,reweave-stacked,0,1,1,2.75,3,55,0.6750413058325648,20,129
ER_n20_d0.7,2,pegasus_6_broken5,reweave-stacked,1,1,1,2.75,4,55,0.3111119819805026,20,129
ER_n20_d0.7,2,pegasus_6_broken5,reweave-stacked,2,1,1,2.65,3,53,0.5735251458827406,20,129
ER_n20_d0.7,2,pegasus_6_broken5,mmfork-cuthill,0,1,1,2.7,3,54,0.2142819429282099,20,129
ER_n20_d0.7,2,pegasus_6_broken5,mmfork-cuthill,1,1,1,2.55,3,51,0.19780696090310812,20,129
ER_n20_d0.7,2,pegasus_6_broken5,mmfork-cuthill,2,1,1,2.85,4,57,0.2478644240181893,20,129
ER_n20_d0.7,2,pegasus_6_broken5,mmfork-portfolio,0,1,1,2.6,3,52,1.8079937680158764,20,129
ER_n20_d0.7,2,pegasus_6_broken5,mmfork-portfolio,1,1,1,2.5,3,50,2.0086491368710995,20,129
ER_n20_d0.7,2,pegasus_6_broken5,mmfork-portfolio,2,1,1,2.35,3,47,2.1973854671232402,20,129
ER_n20_d0.7,2,pegasus_6_broken5,reweave-mmfork-cuthill,0,1,1,2.7,3,54,0.6500373899471015,20,129
ER_n20_d0.7,2,pegasus_6_broken5,reweave-mmfork-cuthill,1,1,1,2.55,3,51,0.2379131461493671,20,129
ER_n20_d0.7,2,pegasus_6_broken5,reweave-mmfork-cuthill,2,1,1,2.85,4,57,0.20330285793170333,20,129
ER_n20_d0.7,2,zephyr_4,minorminer,0,1,1,2.0,3,40,0.24065579380840063,20,129
ER_n20_d0.7,2,zephyr_4,minorminer,1,1,1,2.1,3,42,0.1215389168355614,20,129
ER_n20_d0.7,2,zephyr_4,minorminer,2,1,1,2.1,3,42,0.18734143511392176,20,129
ER_n20_d0.7,2,zephyr_4,minorminer-layout,0,1,1,2.45,3,49,1.048844198929146,20,129
ER_n20_d0.7,2,zephyr_4,minorminer-layout,1,1,1,2.15,3,43,0.5682640180457383,20,129
ER_n20_d0.7,2,zephyr_4,minorminer-layout,2,1,1,2.3,3,46,0.39327605278231204,20,129
ER_n20_d0.7,2,zephyr_4,reweave-base,0,1,1,2.0,3,40,0.6987208379432559,20,129
ER_n20_d0.7,2,zephyr_4,reweave-base,1,1,1,2.1,3,42,0.8670382620766759,20,129
ER_n20_d0.7,2,zephyr_4,reweave-base,2,1,1,2.1,3,42,1.2925932700745761,20,129
ER_n20_d0.7,2,zephyr_4,reweave,0,1,1,2.0,3,40,0.5089582439977676,20,129
ER_n20_d0.7,2,zephyr_4,reweave,1,1,1,2.1,3,42,0.6585243851877749,20,129
ER_n20_d0.7,2,zephyr_4,reweave,2,1,1,2.1,3,42,0.30194296105764806,20,129
ER_n20_d0.7,2,zephyr_4,reweave-thorough,0,1,1,2.0,3,40,1.8271940390113741,20,129
ER_n20_d0.7,2,zephyr_4,reweave-thorough,1,1,1,2.1,3,42,2.538405206054449,20,129
ER_n20_d0.7,2,zephyr_4,reweave-thorough,2,1,1,2.1,3,42,2.10552942706272,20,129
ER_n20_d0.7,2,zephyr_4,reweave-stacked,0,1,1,2.2,3,44,0.29735721996985376,20,129
ER_n20_d0.7,2,zephyr_4,reweave-stacked,1,1,1,2.15,3,43,0.2979098369833082,20,129
ER_n20_d0.7,2,zephyr_4,reweave-stacked,2,1,1,2.1,3,42,0.8894158189650625,20,129
ER_n20_d0.7,2,zephyr_4,mmfork-cuthill,0,1,1,2.15,3,43,0.5520315750036389,20,129
ER_n20_d0.7,2,zephyr_4,mmfork-cuthill,1,1,1,2.1,3,42,0.44341035513207316,20,129
ER_n20_d0.7,2,zephyr_4,mmfork-cuthill,2,1,1,2.45,3,49,0.20647079590708017,20,129
ER_n20_d0.7,2,zephyr_4,mmfork-portfolio,0,1,1,2.0,3,40,3.1276798381004483,20,129
ER_n20_d0.7,2,zephyr_4,mmfork-portfolio,1,1,1,2.0,3,40,1.5990040430333465,20,129
ER_n20_d0.7,2,zephyr_4,mmfork-portfolio,2,1,1,2.1,3,42,1.8747019011061639,20,129
ER_n20_d0.7,2,zephyr_4,reweave-mmfork-cuthill,0,1,1,2.15,3,43,0.2975231490563601,20,129
ER_n20_d0.7,2,zephyr_4,reweave-mmfork-cuthill,1,1,1,2.1,3,42,0.29739673994481564,20,129
ER_n20_d0.7,2,zephyr_4,reweave-mmfork-cuthill,2,1,1,2.45,3,49,0.48167294706217945,20,129
ER_n20_d0.7,3,pegasus_6,minorminer,0,1,1,2.55,3,51,0.4274219120852649,20,141
ER_n20_d0.7,3,pegasus_6,minorminer,1,1,1,2.6,4,52,0.20828635804355145,20,141
ER_n20_d0.7,3,pegasus_6,minorminer,2,1,1,2.9,4,58,0.1346631229389459,20,141
ER_n20_d0.7,3,pegasus_6,minorminer-layout,0,1,1,2.6,3,52,1.9716149009764194,20,141
ER_n20_d0.7,3,pegasus_6,minorminer-layout,1,1,1,2.6,4,52,1.157094402005896,20,141
ER_n20_d0.7,3,pegasus_6,minorminer-layout,2,1,1,2.6,3,52,0.41937090503051877,20,141
ER_n20_d0.7,3,pegasus_6,reweave-base,0,1,1,2.55,3,51,2.0855917499866337,20,141
ER_n20_d0.7,3,pegasus_6,reweave-base,1,1,1,2.6,4,52,0.7246916510630399,20,141
ER_n20_d0.7,3,pegasus_6,reweave-base,2,1,1,2.9,4,58,1.217503771185875,20,141
ER_n20_d0.7,3,pegasus_6,reweave,0,1,1,2.55,3,51,0.42829780699685216,20,141
ER_n20_d0.7,3,pegasus_6,reweave,1,1,1,2.6,4,52,0.5914067220874131,20,141
ER_n20_d0.7,3,pegasus_6,reweave,2,1,1,2.85,4,57,0.2222774599213153,20,141
ER_n20_d0.7,3,pegasus_6,reweave-thorough,0,1,1,2.45,3,49,2.5256171689834446,20,141
ER_n20_d0.7,3,pegasus_6,reweave-thorough,1,1,1,2.45,3,49,1.7597625679336488,20,141
ER_n20_d0.7,3,pegasus_6,reweave-thorough,2,1,1,2.5,3,50,2.000625560991466,20,141
ER_n20_d0.7,3,pegasus_6,reweave-stacked,0,1,1,2.6,3,52,0.4235101779922843,20,141
ER_n20_d0.7,3,pegasus_6,reweave-stacked,1,1,1,2.6,4,52,0.3799507769290358,20,141
ER_n20_d0.7,3,pegasus_6,reweave-stacked,2,1,1,2.6,3,52,0.6952459230087698,20,141
ER_n20_d0.7,3,pegasus_6,mmfork-cuthill,0,1,1,2.55,3,51,0.3636806649155915,20,141
ER_n20_d0.7,3,pegasus_6,mmfork-cuthill,1,1,1,2.55,3,51,0.15191607200540602,20,141
ER_n20_d0.7,3,pegasus_6,mmfork-cuthill,2,1,1,2.45,3,49,0.26506255310960114,20,141
ER_n20_d0.7,3,pegasus_6,mmfork-portfolio,0,1,1,2.55,3,51,4.562596061034128,20,141
ER_n20_d0.7,3,pegasus_6,mmfork-portfolio,1,1,1,2.55,3,51,1.4602764770388603,20,141
ER_n20_d0.7,3,pegasus_6,mmfork-portfolio,2,1,1,2.45,3,49,2.7439225357957184,20,141
ER_n20_d0.7,3,pegasus_6,reweave-mmfork-cuthill,0,1,1,2.55,3,51,0.4602836149279028,20,141
ER_n20_d0.7,3,pegasus_6,reweave-mmfork-cuthill,1,1,1,2.55,3,51,0.21333093685097992,20,141
ER_n20_d0.7,3,pegasus_6,reweave-mmfork-cuthill,2,1,1,2.45,3,49,0.46127462084405124,20,141
ER_n20_d0.7,3,pegasus_6_broken5,minorminer,0,1,1,2.6,4,52,0.21171189495362341,20,141
ER_n20_d0.7,3,pegasus_6_broken5,minorminer,1,1,1,2.75,4,55,0.6383676480036229,20,141
ER_n20_d0.7,3,pegasus_6_broken5,minorminer,2,1,1,2.8,4,56,0.6226727031171322,20,141
ER_n20_d0.7,3,pegasus_6_broken5,minorminer-layout,0,1,1,2.5,3,50,2.0035108290612698,20,141
ER_n20_d0.7,3,pegasus_6_broken5,minorminer-layout,1,1,1,2.75,4,55,1.7759557298850268,20,141
ER_n20_d0.7,3,pegasus_6_broken5,minorminer-layout,2,1,1,2.6,3,52,1.0413492100778967,20,141
ER_n20_d0.7,3,pegasus_6_broken5,reweave-base,0,1,1,2.6,4,52,1.1424996119458228,20,141
ER_n20_d0.7,3,pegasus_6_broken5,reweave-base,1,1,1,2.75,4,55,3.2472190831322223,20,141
ER_n20_d0.7,3,pegasus_6_broken5,reweave-base,2,1,1,2.8,4,56,1.9555709168780595,20,141
ER_n20_d0.7,3,pegasus_6_broken5,reweave,0,1,1,2.6,4,52,1.0497596159111708,20,141
ER_n20_d0.7,3,pegasus_6_broken5,reweave,1,1,1,2.7,4,54,0.3024894881527871,20,141
ER_n20_d0.7,3,pegasus_6_broken5,reweave,2,1,1,2.75,3,55,0.30062942602671683,20,141
ER_n20_d0.7,3,pegasus_6_broken5,reweave-thorough,0,1,1,2.55,3,51,1.5074819319415838,20,141
ER_n20_d0.7,3,pegasus_6_broken5,reweave-thorough,1,1,1,2.7,4,54,1.8439343099016696,20,141
ER_n20_d0.7,3,pegasus_6_broken5,reweave-thorough,2,1,1,2.65,3,53,1.179936917964369,20,141
ER_n20_d0.7,3,pegasus_6_broken5,reweave-stacked,0,1,1,2.6,3,52,0.5560887579340488,20,141
ER_n20_d0.7,3,pegasus_6_broken5,reweave-stacked,1,1,1,2.7,4,54,0.300619255984202,20,141
ER_n20_d0.7,3,pegasus_6_broken5,reweave-stacked,2,1,1,2.8,3,56,0.431893722852692,20,141
ER_n20_d0.7,3,pegasus_6_broken5,mmfork-cuthill,0,1,1,2.7,3,54,0.826059082057327,20,141
ER_n20_d0.7,3,pegasus_6_broken5,mmfork-cuthill,1,1,1,2.65,4,53,0.8142776398453861,20,141
ER_n20_d0.7,3,pegasus_6_broken5,mmfork-cuthill,2,1,1,2.55,3,51,0.5924710179679096,20,141
ER_n20_d0.7,3,pegasus_6_broken5,mmfork-portfolio,0,1,1,2.6,4,52,3.285564934834838,20,141
ER_n20_d0.7,3,pegasus_6_broken5,mmfork-portfolio,1,1,1,2.5,3,50,2.408237603958696,20,141
ER_n20_d0.7,3,pegasus_6_broken5,mmfork-portfolio,2,1,1,2.55,3,51,2.676626664120704,20,141
ER_n20_d0.7,3,pegasus_6_broken5,reweave-mmfork-cuthill,0,1,1,2.7,3,54,0.696991166099906,20,141
ER_n20_d0.7,3,pegasus_6_broken5,reweave-mmfork-cuthill,1,1,1,2.6,4,52,0.30856983293779194,20,141
ER_n20_d0.7,3,pegasus_6_broken5,reweave-mmfork-cuthill,2,1,1,2.55,3,51,0.31744417594745755,20,141
ER_n20_d0.7,3,zephyr_4,minorminer,0,1,1,2.1,3,42,0.15657541109248996,20,141
ER_n20_d0.7,3,zephyr_4,minorminer,1,1,1,2.2,3,44,0.3926567551679909,20,141
ER_n20_d0.7,3,zephyr_4,minorminer,2,1,1,2.1,3,42,1.1501416210085154,20,141
ER_n20_d0.7,3,zephyr_4,minorminer-layout,0,1,1,2.1,3,42,0.7173546419944614,20,141
ER_n20_d0.7,3,zephyr_4,minorminer-layout,1,1,1,2.6,3,52,0.7943356928881258,20,141
ER_n20_d0.7,3,zephyr_4,minorminer-layout,2,1,1,2.35,3,47,1.0929488779511303,20,141
ER_n20_d0.7,3,zephyr_4,reweave-base,0,1,1,2.1,3,42,1.2226885808631778,20,141
ER_n20_d0.7,3,zephyr_4,reweave-base,1,1,1,2.2,3,44,1.7340769050642848,20,141
ER_n20_d0.7,3,zephyr_4,reweave-base,2,1,1,2.1,3,42,1.874991771997884,20,141
ER_n20_d0.7,3,zephyr_4,reweave,0,1,1,2.1,3,42,1.0506276730448008,20,141
ER_n20_d0.7,3,zephyr_4,reweave,1,1,1,2.2,3,44,0.3034729340579361,20,141
ER_n20_d0.7,3,zephyr_4,reweave,2,1,1,2.1,3,42,0.45611014193855226,20,141
ER_n20_d0.7,3,zephyr_4,reweave-thorough,0,1,1,2.1,3,42,1.032427468104288,20,141
ER_n20_d0.7,3,zephyr_4,reweave-thorough,1,1,1,2.1,3,42,1.4553292479831725,20,141
ER_n20_d0.7,3,zephyr_4,reweave-thorough,2,1,1,2.1,3,42,1.4656796460039914,20,141
ER_n20_d0.7,3,zephyr_4,reweave-stacked,0,1,1,2.25,3,45,0.3707341360859573,20,141
ER_n20_d0.7,3,zephyr_4,reweave-stacked,1,1,1,2.1,3,42,1.0416048190090805,20,141
ER_n20_d0.7,3,zephyr_4,reweave-stacked,2,1,1,2.1,3,42,0.9659708919934928,20,141
ER_n20_d0.7,3,zephyr_4,mmfork-cuthill,0,1,1,2.3,3,46,0.6154590540099889,20,141
ER_n20_d0.7,3,zephyr_4,mmfork-cuthill,1,1,1,2.2,3,44,0.700170133030042,20,141
ER_n20_d0.7,3,zephyr_4,mmfork-cuthill,2,1,1,2.2,3,44,0.1726557060610503,20,141
ER_n20_d0.7,3,zephyr_4,mmfork-portfolio,0,1,1,2.1,3,42,1.098361945943907,20,141
ER_n20_d0.7,3,zephyr_4,mmfork-portfolio,1,1,1,2.15,3,43,1.4981037711258978,20,141
ER_n20_d0.7,3,zephyr_4,mmfork-portfolio,2,1,1,2.1,3,42,2.567736266180873,20,141
ER_n20_d0.7,3,zephyr_4,reweave-mmfork-cuthill,0,1,1,2.3,3,46,0.7132193380966783,20,141
ER_n20_d0.7,3,zephyr_4,reweave-mmfork-cuthill,1,1,1,2.2,3,44,0.4255814990028739,20,141
ER_n20_d0.7,3,zephyr_4,reweave-mmfork-cuthill,2,1,1,2.2,3,44,1.0235044551081955,20,141
ER_n20_d0.7,4,pegasus_6,minorminer,0,1,1,2.5,3,50,0.7229205979965627,20,130
ER_n20_d0.7,4,pegasus_6,minorminer,1,1,1,2.3,3,46,0.3643775121308863,20,130
ER_n20_d0.7,4,pegasus_6,minorminer,2,1,1,2.3,3,46,0.7857086781878024,20,130
ER_n20_d0.7,4,pegasus_6,minorminer-layout,0,1,1,2.4,3,48,1.238932044012472,20,130
ER_n20_d0.7,4,pegasus_6,minorminer-layout,1,1,1,2.5,3,50,1.6586972470395267,20,130
ER_n20_d0.7,4,pegasus_6,minorminer-layout,2,1,1,2.55,3,51,0.9929283810779452,20,130
ER_n20_d0.7,4,pegasus_6,reweave-base,0,1,1,2.5,3,50,1.3985737620387226,20,130
ER_n20_d0.7,4,pegasus_6,reweave-base,1,1,1,2.3,3,46,1.4846643761266023,20,130
ER_n20_d0.7,4,pegasus_6,reweave-base,2,1,1,2.3,3,46,1.7895300150848925,20,130
ER_n20_d0.7,4,pegasus_6,reweave,0,1,1,2.5,3,50,0.5214821619447321,20,130
ER_n20_d0.7,4,pegasus_6,reweave,1,1,1,2.3,3,46,0.35656016506254673,20,130
ER_n20_d0.7,4,pegasus_6,reweave,2,1,1,2.3,3,46,0.4514999308157712,20,130
ER_n20_d0.7,4,pegasus_6,reweave-thorough,0,1,1,2.4,3,48,1.3572908041533083,20,130
ER_n20_d0.7,4,pegasus_6,reweave-thorough,1,1,1,2.3,3,46,0.988641900010407,20,130
ER_n20_d0.7,4,pegasus_6,reweave-thorough,2,1,1,2.3,3,46,1.8632285299245268,20,130
ER_n20_d0.7,4,pegasus_6,reweave-stacked,0,1,1,2.5,3,50,0.8750794299412519,20,130
ER_n20_d0.7,4,pegasus_6,reweave-stacked,1,1,1,2.5,3,50,0.5664042569696903,20,130
ER_n20_d0.7,4,pegasus_6,reweave-stacked,2,1,1,2.55,3,51,1.0900710991118103,20,130
ER_n20_d0.7,4,pegasus_6,mmfork-cuthill,0,1,1,2.45,3,49,0.2631515609100461,20,130
ER_n20_d0.7,4,pegasus_6,mmfork-cuthill,1,1,1,2.6,3,52,0.5196819989942014,20,130
ER_n20_d0.7,4,pegasus_6,mmfork-cuthill,2,1,1,2.45,3,49,0.2790239059831947,20,130
ER_n20_d0.7,4,pegasus_6,mmfork-portfolio,0,1,1,2.35,3,47,2.3874196719843894,20,130
ER_n20_d0.7,4,pegasus_6,mmfork-portfolio,1,1,1,2.3,3,46,2.018419948173687,20,130
ER_n20_d0.7,4,pegasus_6,mmfork-portfolio,2,1,1,2.3,3,46,3.1354256269987673,20,130
ER_n20_d0.7,4,pegasus_6,reweave-mmfork-cuthill,0,1,1,2.45,3,49,0.4796625559683889,20,130
ER_n20_d0.7,4,pegasus_6,reweave-mmfork-cuthill,1,1,1,2.6,3,52,0.20666263508610427,20,130
ER_n20_d0.7,4,pegasus_6,reweave-mmfork-cuthill,2,1,1,2.45,3,49,0.276361885946244,20,130
ER_n20_d0.7,4,pegasus_6_broken5,minorminer,0,1,1,2.55,3,51,0.5033244180958718,20,130
ER_n20_d0.7,4,pegasus_6_broken5,minorminer,1,1,1,2.75,4,55,0.49661020492203534,20,130
ER_n20_d0.7,4,pegasus_6_broken5,minorminer,2,1,1,2.5,3,50,0.771640497026965,20,130
ER_n20_d0.7,4,pegasus_6_broken5,minorminer-layout,0,1,1,2.55,3,51,1.0474710159469396,20,130
ER_n20_d0.7,4,pegasus_6_broken5,minorminer-layout,1,1,1,2.5,4,50,0.7405823550652713,20,130
ER_n20_d0.7,4,pegasus_6_broken5,minorminer-layout,2,1,1,2.55,3,51,0.9740675089415163,20,130
ER_n20_d0.7,4,pegasus_6_broken5,reweave-base,0,1,1,2.55,3,51,1.9869138689246029,20,130
ER_n20_d0.7,4,pegasus_6_broken5,reweave-base,1,1,1,2.75,4,55,1.2785719400271773,20,130
ER_n20_d0.7,4,pegasus_6_broken5,reweave-base,2,1,1,2.5,3,50,1.8952364588622004,20,130
ER_n20_d0.7,4,pegasus_6_broken5,reweave,0,1,1,2.55,3,51,0.22639364306814969,20,130
ER_n20_d0.7,4,pegasus_6_broken5,reweave,1,1,1,2.75,4,55,0.28399899415671825,20,130
ER_n20_d0.7,4,pegasus_6_broken5,reweave,2,1,1,2.5,3,50,0.35809831810183823,20,130
ER_n20_d0.7,4,pegasus_6_broken5,reweave-thorough,0,1,1,2.5,3,50,1.2543962600175291,20,130
ER_n20_d0.7,4,pegasus_6_broken5,reweave-thorough,1,1,1,2.55,3,51,1.111545979976654,20,130
ER_n20_d0.7,4,pegasus_6_broken5,reweave-thorough,2,1,1,2.5,3,50,1.5473452280275524,20,130
ER_n20_d0.7,4,pegasus_6_broken5,reweave-stacked,0,1,1,2.5,3,50,0.3686373548116535,20,130
ER_n20_d0.7,4,pegasus_6_broken5,reweave-stacked,1,1,1,2.6,4,52,0.3356773310806602,20,130
ER_n20_d0.7,4,pegasus_6_broken5,reweave-stacked,2,1,1,2.45,3,49,0.6782863738480955,20,130
ER_n20_d0.7,4,pegasus_6_broken5,mmfork-cuthill,0,1,1,2.7,4,54,0.2366441700141877,20,130
ER_n20_d0.7,4,pegasus_6_broken5,mmfork-cuthill,1,1,1,2.6,3,52,0.2634025199804455,20,130
ER_n20_d0.7,4,pegasus_6_broken5,mmfork-cuthill,2,1,1,2.7,4,54,0.5473076750058681,20,130
ER_n20_d0.7,4,pegasus_6_broken5,mmfork-portfolio,0,1,1,2.45,3,49,2.152378495084122,20,130
ER_n20_d0.7,4,pegasus_6_broken5,mmfork-portfolio,1,1,1,2.55,3,51,2.6521092071197927,20,130
ER_n20_d0.7,4,pegasus_6_broken5,mmfork-portfolio,2,1,1,2.45,3,49,1.9853520658798516,20,130
ER_n20_d0.7,4,pegasus_6_broken5,reweave-mmfork-cuthill,0,1,1,2.7,4,54,0.30641823215410113,20,130
ER_n20_d0.7,4,pegasus_6_broken5,reweave-mmfork-cuthill,1,1,1,2.6,3,52,0.5725056710653007,20,130
ER_n20_d0.7,4,pegasus_6_broken5,reweave-mmfork-cuthill,2,1,1,2.7,4,54,0.2085015580523759,20,130
ER_n20_d0.7,4,zephyr_4,minorminer,0,1,1,2.3,3,46,0.4884345890022814,20,130
ER_n20_d0.7,4,zephyr_4,minorminer,1,1,1,2.05,3,41,0.13864851603284478,20,130
ER_n20_d0.7,4,zephyr_4,minorminer,2,1,1,2.05,3,41,0.562122754054144,20,130
ER_n20_d0.7,4,zephyr_4,minorminer-layout,0,1,1,2.1,3,42,0.7056844010949135,20,130
ER_n20_d0.7,4,zephyr_4,minorminer-layout,1,1,1,2.15,3,43,0.5983022451400757,20,130
ER_n20_d0.7,4,zephyr_4,minorminer-layout,2,1,1,1.95,3,39,0.874819721095264,20,130
ER_n20_d0.7,4,zephyr_4,reweave-base,0,1,1,2.3,3,46,0.8016262531746179,20,130
ER_n20_d0.7,4,zephyr_4,reweave-base,1,1,1,2.05,3,41,1.2994403529446572,20,130
ER_n20_d0.7,4,zephyr_4,reweave-base,2,1,1,2.05,3,41,0.8689497939776629,20,130
ER_n20_d0.7,4,zephyr_4,reweave,0,1,1,2.3,3,46,0.37348272488452494,20,130
ER_n20_d0.7,4,zephyr_4,reweave,1,1,1,2.05,3,41,0.5538856480270624,20,130
ER_n20_d0.7,4,zephyr_4,reweave,2,1,1,2.05,3,41,0.4023254350759089,20,130
ER_n20_d0.7,4,zephyr_4,reweave-thorough,0,1,1,2.0,3,40,1.9531348689924926,20,130
ER_n20_d0.7,4,zephyr_4,reweave-thorough,1,1,1,2.05,3,41,1.342478945152834,20,130
ER_n20_d0.7,4,zephyr_4,reweave-thorough,2,1,1,2.0,3,40,0.8755046080332249,20,130
ER_n20_d0.7,4,zephyr_4,reweave-stacked,0,1,1,1.95,3,39,0.34538025106303394,20,130
ER_n20_d0.7,4,zephyr_4,reweave-stacked,1,1,1,2.0,3,40,0.4548056179191917,20,130
ER_n20_d0.7,4,zephyr_4,reweave-stacked,2,1,1,2.1,3,42,0.869247853057459,20,130
ER_n20_d0.7,4,zephyr_4,mmfork-cuthill,0,1,1,1.95,3,39,0.34909584606066346,20,130
ER_n20_d0.7,4,zephyr_4,mmfork-cuthill,1,1,1,2.2,3,44,0.21930105285719037,20,130
ER_n20_d0.7,4,zephyr_4,mmfork-cuthill,2,1,1,2.0,3,40,0.23529256600886583,20,130
ER_n20_d0.7,4,zephyr_4,mmfork-portfolio,0,1,1,1.9,3,38,2.4240523809567094,20,130
ER_n20_d0.7,4,zephyr_4,mmfork-portfolio,1,1,1,2.0,3,40,1.1911117718555033,20,130
ER_n20_d0.7,4,zephyr_4,mmfork-portfolio,2,1,1,2.0,3,40,2.0243682749569416,20,130
ER_n20_d0.7,4,zephyr_4,reweave-mmfork-cuthill,0,1,1,1.95,3,39,0.46904179989360273,20,130
ER_n20_d0.7,4,zephyr_4,reweave-mmfork-cuthill,1,1,1,2.2,3,44,0.45618279301561415,20,130
ER_n20_d0.7,4,zephyr_4,reweave-mmfork-cuthill,2,1,1,2.0,3,40,0.45460938895121217,20,130
ER_n20_d0.7,5,pegasus_6,minorminer,0,1,1,2.5,3,50,0.4769631859380752,20,134
ER_n20_d0.7,5,pegasus_6,minorminer,1,1,1,2.55,3,51,0.324527767021209,20,134
ER_n20_d0.7,5,pegasus_6,minorminer,2,1,1,2.7,3,54,0.2880955790169537,20,134
ER_n20_d0.7,5,pegasus_6,minorminer-layout,0,1,1,2.55,3,51,1.008078038925305,20,134
ER_n20_d0.7,5,pegasus_6,minorminer-layout,1,1,1,2.45,3,49,0.6578882888425142,20,134
ER_n20_d0.7,5,pegasus_6,minorminer-layout,2,1,1,2.45,3,49,1.1284840509761125,20,134
ER_n20_d0.7,5,pegasus_6,reweave-base,0,1,1,2.5,3,50,1.0884888460859656,20,134
ER_n20_d0.7,5,pegasus_6,reweave-base,1,1,1,2.55,3,51,0.9637480331584811,20,134
ER_n20_d0.7,5,pegasus_6,reweave-base,2,1,1,2.65,3,53,4.010988815920427,20,134
ER_n20_d0.7,5,pegasus_6,reweave,0,1,1,2.5,3,50,1.050475463969633,20,134
ER_n20_d0.7,5,pegasus_6,reweave,1,1,1,2.55,3,51,0.37416828190907836,20,134
ER_n20_d0.7,5,pegasus_6,reweave,2,1,1,2.65,3,53,0.4684066120535135,20,134
ER_n20_d0.7,5,pegasus_6,reweave-thorough,0,1,1,2.5,3,50,1.3848244799301028,20,134
ER_n20_d0.7,5,pegasus_6,reweave-thorough,1,1,1,2.45,3,49,3.6310372380539775,20,134
ER_n20_d0.7,5,pegasus_6,reweave-thorough,2,1,1,2.55,3,51,1.2286510770209134,20,134
ER_n20_d0.7,5,pegasus_6,reweave-stacked,0,1,1,2.6,3,52,0.32752219517715275,20,134
