cell,instance,target,algorithm,seed,success,valid,avg_chain_length,max_chain_length,total_qubits_used,wall_time,problem_nodes,problem_edges
ER_n30_d0.5,14,pegasus_6_broken5,reweave-mmfork-cuthill,2,1,1,3.566666666666667,5,107,1.0465373110491782,30,223
ER_n30_d0.5,14,zephyr_4,minorminer,0,1,1,2.8666666666666667,4,86,0.3873896850273013,30,223
ER_n30_d0.5,14,zephyr_4,minorminer,1,1,1,2.8,4,84,0.7284004299435765,30,223
ER_n30_d0.5,14,zephyr_4,minorminer,2,1,1,2.7,4,81,0.6731515678111464,30,223
ER_n30_d0.5,14,zephyr_4,minorminer-layout,0,1,1,2.8333333333333335,4,85,0.9118829451035708,30,223
ER_n30_d0.5,14,zephyr_4,minorminer-layout,1,1,1,2.7,4,81,0.753328617895022,30,223
ER_n30_d0.5,14,zephyr_4,minorminer-layout,2,1,1,2.7,4,81,0.7464670960325748,30,223
ER_n30_d0.5,14,zephyr_4,reweave-base,0,1,1,2.8666666666666667,4,86,1.6270270720124245,30,223
ER_n30_d0.5,14,zephyr_4,reweave-base,1,1,1,2.7333333333333334,4,82,3.216867469018325,30,223
ER_n30_d0.5,14,zephyr_4,reweave-base,2,1,1,2.7,4,81,1.7373028481379151,30,223
ER_n30_d0.5,14,zephyr_4,reweave,0,1,1,2.8666666666666667,4,86,0.9292987941298634,30,223
ER_n30_d0.5,14,zephyr_4,reweave,1,1,1,2.7333333333333334,4,82,1.7629434529226273,30,223
ER_n30_d0.5,14,zephyr_4,reweave,2,1,1,2.6666666666666665,4,80,0.8966239390429109,30,223
ER_n30_d0.5,14,zephyr_4,reweave-thorough,0,1,1,2.6333333333333333,4,79,2.768869462888688,30,223
ER_n30_d0.5,14,zephyr_4,reweave-thorough,1,1,1,2.6333333333333333,4,79,3.508592897094786,30,223
ER_n30_d0.5,14,zephyr_4,reweave-thorough,2,1,1,2.6666666666666665,4,80,2.9343382518272847,30,223
ER_n30_d0.5,14,zephyr_4,reweave-stacked,0,1,1,2.7,4,81,1.0207402480300516,30,223
ER_n30_d0.5,14,zephyr_4,reweave-stacked,1,1,1,2.7333333333333334,4,82,0.7378762119915336,30,223
ER_n30_d0.5,14,zephyr_4,reweave-stacked,2,1,1,2.7666666666666666,4,83,0.5626786428038031,30,223
ER_n30_d0.5,14,zephyr_4,mmfork-cuthill,0,1,1,2.7666666666666666,4,83,0.6894952929578722,30,223
ER_n30_d0.5,14,zephyr_4,mmfork-cuthill,1,1,1,2.7333333333333334,4,82,0.8930306450929493,30,223
ER_n30_d0.5,14,zephyr_4,mmfork-cuthill,2,1,1,2.7666666666666666,4,83,0.5597565670032054,30,223
ER_n30_d0.5,14,zephyr_4,mmfork-portfolio,0,1,1,2.7,4,81,2.615299165947363,30,223
ER_n30_d0.5,14,zephyr_4,mmfork-portfolio,1,1,1,2.6666666666666665,3,80,3.6144753640983254,30,223
ER_n30_d0.5,14,zephyr_4,mmfork-portfolio,2,1,1,2.6,4,78,3.8843773540575057,30,223
ER_n30_d0.5,14,zephyr_4,reweave-mmfork-cuthill,0,1,1,2.7666666666666666,4,83,0.5642307091038674,30,223
ER_n30_d0.5,14,zephyr_4,reweave-mmfork-cuthill,1,1,1,2.7,4,81,0.6227509980089962,30,223
ER_n30_d0.5,14,zephyr_4,reweave-mmfork-cuthill,2,1,1,2.7666666666666666,4,83,0.5645768668036908,30,223
ER_n30_d0.7,0,pegasus_6,minorminer,0,1,1,4.0,6,120,0.47764890477992594,30,319
ER_n30_d0.7,0,pegasus_6,minorminer,1,1,1,3.6666666666666665,5,110,1.4899204389657825,30,319
ER_n30_d0.7,0,pegasus_6,minorminer,2,1,1,3.9,5,117,1.6429750979878008,30,319
ER_n30_d0.7,0,pegasus_6,minorminer-layout,0,1,1,3.6333333333333333,5,109,2.617337246192619,30,319
ER_n30_d0.7,0,pegasus_6,minorminer-layout,1,1,1,3.966666666666667,6,119,1.912258710945025,30,319
ER_n30_d0.7,0,pegasus_6,minorminer-layout,2,1,1,3.8333333333333335,5,115,1.6864453700836748,30,319
ER_n30_d0.7,0,pegasus_6,reweave-base,0,1,1,4.0,6,120,2.0573943532072008,30,319
ER_n30_d0.7,0,pegasus_6,reweave-base,1,1,1,3.6666666666666665,5,110,4.775859334971756,30,319
ER_n30_d0.7,0,pegasus_6,reweave-base,2,1,1,3.8,5,114,4.577501481864601,30,319
ER_n30_d0.7,0,pegasus_6,reweave,0,1,1,3.9,6,117,0.9016049089841545,30,319
ER_n30_d0.7,0,pegasus_6,reweave,1,1,1,3.6333333333333333,5,109,1.2827970501966774,30,319
ER_n30_d0.7,0,pegasus_6,reweave,2,1,1,3.8,5,114,2.354312838986516,30,319
ER_n30_d0.7,0,pegasus_6,reweave-thorough,0,1,1,3.7,4,111,6.275896201143041,30,319
ER_n30_d0.7,0,pegasus_6,reweave-thorough,1,1,1,3.6333333333333333,5,109,6.014595586108044,30,319
ER_n30_d0.7,0,pegasus_6,reweave-thorough,2,1,1,3.533333333333333,4,106,6.39587201597169,30,319
ER_n30_d0.7,0,pegasus_6,reweave-stacked,0,1,1,3.8,5,114,3.00673726410605,30,319
ER_n30_d0.7,0,pegasus_6,reweave-stacked,1,1,1,3.7333333333333334,5,112,3.1515273209661245,30,319
ER_n30_d0.7,0,pegasus_6,reweave-stacked,2,1,1,3.8333333333333335,5,115,3.10002569318749,30,319
ER_n30_d0.7,0,pegasus_6,mmfork-cuthill,0,1,1,4.066666666666666,6,122,0.674875982105732,30,319
ER_n30_d0.7,0,pegasus_6,mmfork-cuthill,1,1,1,3.6,5,108,1.567350400146097,30,319
ER_n30_d0.7,0,pegasus_6,mmfork-cuthill,2,1,1,3.8333333333333335,5,115,1.5850129160098732,30,319
ER_n30_d0.7,0,pegasus_6,mmfork-portfolio,0,1,1,3.7666666666666666,5,113,4.635945539921522,30,319
ER_n30_d0.7,0,pegasus_6,mmfork-portfolio,1,1,1,3.6,5,108,5.7149284079205245,30,319
ER_n30_d0.7,0,pegasus_6,mmfork-portfolio,2,1,1,3.566666666666667,5,107,9.638043853919953,30,319
ER_n30_d0.7,0,pegasus_6,reweave-mmfork-cuthill,0,1,1,3.966666666666667,5,119,0.9049390160944313,30,319
ER_n30_d0.7,0,pegasus_6,reweave-mmfork-cuthill,1,1,1,3.6,5,108,1.5239077280275524,30,319
ER_n30_d0.7,0,pegasus_6,reweave-mmfork-cuthill,2,1,1,3.8333333333333335,5,115,2.2521962290629745,30,319
ER_n30_d0.7,0,pegasus_6_broken5,minorminer,0,1,1,4.166666666666667,6,125,0.9654880969319493,30,319
ER_n30_d0.7,0,pegasus_6_broken5,minorminer,1,1,1,4.133333333333334,5,124,0.8911465730052441,30,319
ER_n30_d0.7,0,pegasus_6_broken5,minorminer,2,1,1,3.933333333333333,6,118,0.6888071449939162,30,319
ER_n30_d0.7,0,pegasus_6_broken5,minorminer-layout,0,1,1,4.233333333333333,6,127,0.7880206569097936,30,319
ER_n30_d0.7,0,pegasus_6_broken5,minorminer-layout,1,1,1,4.033333333333333,5,121,3.2810569668654352,30,319
ER_n30_d0.7,0,pegasus_6_broken5,minorminer-layout,2,1,1,3.8333333333333335,5,115,2.2239179769530892,30,319
ER_n30_d0.7,0,pegasus_6_broken5,reweave-base,0,1,1,4.1,5,123,7.3170114159584045,30,319
ER_n30_d0.7,0,pegasus_6_broken5,reweave-base,1,1,1,4.133333333333334,5,124,2.9679050559643656,30,319
ER_n30_d0.7,0,pegasus_6_broken5,reweave-base,2,1,1,3.9,6,117,3.652971474919468,30,319
ER_n30_d0.7,0,pegasus_6_broken5,reweave,0,1,1,4.033333333333333,5,121,1.211215074872598,30,319
ER_n30_d0.7,0,pegasus_6_broken5,reweave,1,1,1,4.1,5,123,1.6415787730365992,30,319
ER_n30_d0.7,0,pegasus_6_broken5,reweave,2,1,1,3.9,6,117,1.7261273059993982,30,319
ER_n30_d0.7,0,pegasus_6_broken5,reweave-thorough,0,1,1,3.566666666666667,5,107,4.960620974889025,30,319
ER_n30_d0.7,0,pegasus_6_broken5,reweave-thorough,1,1,1,3.8,5,114,8.04852202697657,30,319
ER_n30_d0.7,0,pegasus_6_broken5,reweave-thorough,2,1,1,3.6666666666666665,5,110,4.957550136139616,30,319
ER_n30_d0.7,0,pegasus_6_broken5,reweave-stacked,0,1,1,3.8666666666666667,6,116,1.6496386409271508,30,319
ER_n30_d0.7,0,pegasus_6_broken5,reweave-stacked,1,1,1,3.8333333333333335,5,115,1.6034341130871326,30,319
ER_n30_d0.7,0,pegasus_6_broken5,reweave-stacked,2,1,1,4.133333333333334,6,124,1.1738527580164373,30,319
ER_n30_d0.7,0,pegasus_6_broken5,mmfork-cuthill,0,1,1,4.133333333333334,6,124,0.8905146941542625,30,319
ER_n30_d0.7,0,pegasus_6_broken5,mmfork-cuthill,1,1,1,3.8666666666666667,5,116,3.1752854511141777,30,319
ER_n30_d0.7,0,pegasus_6_broken5,mmfork-cuthill,2,1,1,3.7333333333333334,5,112,1.5345586249604821,30,319
ER_n30_d0.7,0,pegasus_6_broken5,mmfork-portfolio,0,1,1,3.7666666666666666,5,113,9.30366863287054,30,319
ER_n30_d0.7,0,pegasus_6_broken5,mmfork-portfolio,1,1,1,3.8666666666666667,5,116,7.666976236971095,30,319
ER_n30_d0.7,0,pegasus_6_broken5,mmfork-portfolio,2,1,1,3.7,5,111,11.335066805128008,30,319
ER_n30_d0.7,0,pegasus_6_broken5,reweave-mmfork-cuthill,0,1,1,4.066666666666666,6,122,1.1294013999868184,30,319
ER_n30_d0.7,0,pegasus_6_broken5,reweave-mmfork-cuthill,1,1,1,3.8,5,114,4.232983588939533,30,319
ER_n30_d0.7,0,pegasus_6_broken5,reweave-mmfork-cuthill,2,1,1,3.7,5,111,1.225719285896048,30,319
ER_n30_d0.7,0,zephyr_4,minorminer,0,1,1,3.2,5,96,0.4829449919052422,30,319
ER_n30_d0.7,0,zephyr_4,minorminer,1,1,1,2.966666666666667,4,89,0.928349229041487,30,319
ER_n30_d0.7,0,zephyr_4,minorminer,2,1,1,3.1,4,93,1.529912083875388,30,319
ER_n30_d0.7,0,zephyr_4,minorminer-layout,0,1,1,3.033333333333333,4,91,2.030362603953108,30,319
ER_n30_d0.7,0,zephyr_4,minorminer-layout,1,1,1,3.0,4,90,1.4751955980900675,30,319
ER_n30_d0.7,0,zephyr_4,minorminer-layout,2,1,1,3.0,4,90,1.3001916699577123,30,319
ER_n30_d0.7,0,zephyr_4,reweave-base,0,1,1,3.1666666666666665,5,95,4.293458760948852,30,319
ER_n30_d0.7,0,zephyr_4,reweave-base,1,1,1,2.933333333333333,4,88,6.074710130924359,30,319
ER_n30_d0.7,0,zephyr_4,reweave-base,2,1,1,3.066666666666667,4,92,5.377353991148993,30,319
ER_n30_d0.7,0,zephyr_4,reweave,0,1,1,3.1333333333333333,4,94,0.7526998850516975,30,319
ER_n30_d0.7,0,zephyr_4,reweave,1,1,1,2.933333333333333,4,88,0.8353406430687755,30,319
ER_n30_d0.7,0,zephyr_4,reweave,2,1,1,3.033333333333333,4,91,1.709911623969674,30,319
ER_n30_d0.7,0,zephyr_4,reweave-thorough,0,1,1,2.966666666666667,4,89,4.933193688979372,30,319
ER_n30_d0.7,0,zephyr_4,reweave-thorough,1,1,1,2.933333333333333,4,88,3.144787427969277,30,319
ER_n30_d0.7,0,zephyr_4,reweave-thorough,2,1,1,2.8333333333333335,4,85,6.586068937089294,30,319
ER_n30_d0.7,0,zephyr_4,reweave-stacked,0,1,1,3.033333333333333,4,91,1.4915267231408507,30,319
ER_n30_d0.7,0,zephyr_4,reweave-stacked,1,1,1,2.933333333333333,4,88,1.8287454550154507,30,319
ER_n30_d0.7,0,zephyr_4,reweave-stacked,2,1,1,3.0,4,90,1.2022139439359307,30,319
ER_n30_d0.7,0,zephyr_4,mmfork-cuthill,0,1,1,3.0,4,90,0.7582503410521895,30,319
ER_n30_d0.7,0,zephyr_4,mmfork-cuthill,1,1,1,3.0,4,90,1.2575546749867499,30,319
ER_n30_d0.7,0,zephyr_4,mmfork-cuthill,2,1,1,3.0,4,90,0.6426395960152149,30,319
ER_n30_d0.7,0,zephyr_4,mmfork-portfolio,0,1,1,3.0,4,90,6.053356338990852,30,319
ER_n30_d0.7,0,zephyr_4,mmfork-portfolio,1,1,1,2.9,4,87,5.734676928957924,30,319
ER_n30_d0.7,0,zephyr_4,mmfork-portfolio,2,1,1,2.933333333333333,4,88,6.347741125850007,30,319
ER_n30_d0.7,0,zephyr_4,reweave-mmfork-cuthill,0,1,1,3.0,4,90,1.365828847978264,30,319
ER_n30_d0.7,0,zephyr_4,reweave-mmfork-cuthill,1,1,1,3.0,4,90,1.819857768015936,30,319
ER_n30_d0.7,0,zephyr_4,reweave-mmfork-cuthill,2,1,1,3.0,4,90,1.4259347710758448,30,319
ER_n30_d0.7,1,pegasus_6,minorminer,0,1,1,3.7333333333333334,5,112,1.6763262399472296,30,320
ER_n30_d0.7,1,pegasus_6,minorminer,1,1,1,3.7666666666666666,5,113,1.170214812969789,30,320
ER_n30_d0.7,1,pegasus_6,minorminer,2,1,1,4.0,5,120,0.4983714178670198,30,320
ER_n30_d0.7,1,pegasus_6,minorminer-layout,0,1,1,3.966666666666667,5,119,1.958989687031135,30,320
ER_n30_d0.7,1,pegasus_6,minorminer-layout,1,1,1,3.8,5,114,2.0319244167767465,30,320
ER_n30_d0.7,1,pegasus_6,minorminer-layout,2,1,1,3.933333333333333,5,118,2.3754011031705886,30,320
ER_n30_d0.7,1,pegasus_6,reweave-base,0,1,1,3.7,5,111,4.789280530065298,30,320
ER_n30_d0.7,1,pegasus_6,reweave-base,1,1,1,3.7,5,111,5.7071553219575435,30,320
ER_n30_d0.7,1,pegasus_6,reweave-base,2,1,1,4.0,5,120,2.1406700001098216,30,320
ER_n30_d0.7,1,pegasus_6,reweave,0,1,1,3.6666666666666665,5,110,2.015610594069585,30,320
ER_n30_d0.7,1,pegasus_6,reweave,1,1,1,3.6333333333333333,5,109,1.1783928601071239,30,320
ER_n30_d0.7,1,pegasus_6,reweave,2,1,1,3.933333333333333,5,118,0.6916728529613465,30,320
ER_n30_d0.7,1,pegasus_6,reweave-thorough,0,1,1,3.6666666666666665,5,110,5.729096101829782,30,320
ER_n30_d0.7,1,pegasus_6,reweave-thorough,1,1,1,3.6333333333333333,5,109,6.644102026941255,30,320
ER_n30_d0.7,1,pegasus_6,reweave-thorough,2,1,1,3.7333333333333334,5,112,5.475804124958813,30,320
ER_n30_d0.7,1,pegasus_6,reweave-stacked,0,1,1,4.033333333333333,5,121,1.4017587210983038,30,320
ER_n30_d0.7,1,pegasus_6,reweave-stacked,1,1,1,3.9,5,117,1.3627369811292738,30,320
ER_n30_d0.7,1,pegasus_6,reweave-stacked,2,1,1,3.8,5,114,1.8860850969795138,30,320
ER_n30_d0.7,1,pegasus_6,mmfork-cuthill,0,1,1,3.8666666666666667,5,116,2.8483496168628335,30,320
ER_n30_d0.7,1,pegasus_6,mmfork-cuthill,1,1,1,3.966666666666667,6,119,0.6225165580399334,30,320
ER_n30_d0.7,1,pegasus_6,mmfork-cuthill,2,1,1,3.6333333333333333,5,109,1.2039653251413256,30,320
ER_n30_d0.7,1,pegasus_6,mmfork-portfolio,0,1,1,3.7,5,111,10.574356657918543,30,320
ER_n30_d0.7,1,pegasus_6,mmfork-portfolio,1,1,1,3.7666666666666666,5,113,5.047144918935373,30,320
ER_n30_d0.7,1,pegasus_6,mmfork-portfolio,2,1,1,3.6,5,108,7.155343724181876,30,320
ER_n30_d0.7,1,pegasus_6,reweave-mmfork-cuthill,0,1,1,3.7333333333333334,5,112,2.0233070328831673,30,320
ER_n30_d0.7,1,pegasus_6,reweave-mmfork-cuthill,1,1,1,3.8666666666666667,6,116,1.1557270830962807,30,320
ER_n30_d0.7,1,pegasus_6,reweave-mmfork-cuthill,2,1,1,3.6,5,108,2.468834289116785,30,320
ER_n30_d0.7,1,pegasus_6_broken5,minorminer,0,1,1,3.7666666666666666,5,113,1.3471708961296827,30,320
ER_n30_d0.7,1,pegasus_6_broken5,minorminer,1,1,1,3.6333333333333333,5,109,2.0600099419243634,30,320
ER_n30_d0.7,1,pegasus_6_broken5,minorminer,2,1,1,3.8333333333333335,5,115,0.9658406348899007,30,320
ER_n30_d0.7,1,pegasus_6_broken5,minorminer-layout,0,1,1,3.8,5,114,2.7312821689993143,30,320
ER_n30_d0.7,1,pegasus_6_broken5,minorminer-layout,1,1,1,3.8666666666666667,6,116,2.18029145617038,30,320
ER_n30_d0.7,1,pegasus_6_broken5,minorminer-layout,2,1,1,3.8,5,114,1.301816611085087,30,320
ER_n30_d0.7,1,pegasus_6_broken5,reweave-base,0,1,1,3.7333333333333334,5,112,4.880915202898905,30,320
ER_n30_d0.7,1,pegasus_6_broken5,reweave-base,1,1,1,3.6333333333333333,5,109,2.9078422128222883,30,320
ER_n30_d0.7,1,pegasus_6_broken5,reweave-base,2,1,1,3.8333333333333335,5,115,2.9845910670701414,30,320
ER_n30_d0.7,1,pegasus_6_broken5,reweave,0,1,1,3.7333333333333334,5,112,1.1457165549509227,30,320
ER_n30_d0.7,1,pegasus_6_broken5,reweave,1,1,1,3.6333333333333333,5,109,3.020251200068742,30,320
ER_n30_d0.7,1,pegasus_6_broken5,reweave,2,1,1,3.8,5,114,2.2055848732125014,30,320
ER_n30_d0.7,1,pegasus_6_broken5,reweave-thorough,0,1,1,3.6,5,108,5.4100349068176,30,320
ER_n30_d0.7,1,pegasus_6_broken5,reweave-thorough,1,1,1,3.6,5,108,6.92076304089278,30,320
ER_n30_d0.7,1,pegasus_6_broken5,reweave-thorough,2,1,1,3.7333333333333334,5,112,7.3148120699916035,30,320
ER_n30_d0.7,1,pegasus_6_broken5,reweave-stacked,0,1,1,3.9,5,117,1.2012046470772475,30,320
ER_n30_d0.7,1,pegasus_6_broken5,reweave-stacked,1,1,1,3.6666666666666665,5,110,2.0767882629297674,30,320
ER_n30_d0.7,1,pegasus_6_broken5,reweave-stacked,2,1,1,3.7333333333333334,5,112,4.06587456795387,30,320
ER_n30_d0.7,1,pegasus_6_broken5,mmfork-cuthill,0,1,1,4.1,6,123,1.4113769808318466,30,320
ER_n30_d0.7,1,pegasus_6_broken5,mmfork-cuthill,1,1,1,3.9,5,117,1.450019262963906,30,320
ER_n30_d0.7,1,pegasus_6_broken5,mmfork-cuthill,2,1,1,4.2,5,126,1.5694111410994083,30,320
ER_n30_d0.7,1,pegasus_6_broken5,mmfork-portfolio,0,1,1,3.7666666666666666,5,113,5.370748479152098,30,320
ER_n30_d0.7,1,pegasus_6_broken5,mmfork-portfolio,1,1,1,3.6333333333333333,5,109,9.42327377712354,30,320
ER_n30_d0.7,1,pegasus_6_broken5,mmfork-portfolio,2,1,1,3.8,5,114,8.498075651936233,30,320
ER_n30_d0.7,1,pegasus_6_broken5,reweave-mmfork-cuthill,0,1,1,3.966666666666667,5,119,1.2701007931027561,30,320
ER_n30_d0.7,1,pegasus_6_broken5,reweave-mmfork-cuthill,1,1,1,3.7666666666666666,5,113,2.3756891330704093,30,320
ER_n30_d0.7,1,pegasus_6_broken5,reweave-mmfork-cuthill,2,1,1,4.133333333333334,5,124,1.5547900320962071,30,320
ER_n30_d0.7,1,zephyr_4,minorminer,0,1,1,2.933333333333333,4,88,1.7540479821618646,30,320
ER_n30_d0.7,1,zephyr_4,minorminer,1,1,1,3.033333333333333,4,91,0.8458780888468027,30,320
ER_n30_d0.7,1,zephyr_4,minorminer,2,1,1,3.1,4,93,0.9233216498978436,30,320
ER_n30_d0.7,1,zephyr_4,minorminer-layout,0,1,1,3.033333333333333,4,91,1.379539323039353,30,320
ER_n30_d0.7,1,zephyr_4,minorminer-layout,1,1,1,3.1333333333333333,4,94,1.210094170179218,30,320
ER_n30_d0.7,1,zephyr_4,minorminer-layout,2,1,1,3.1,4,93,1.4593896439764649,30,320
ER_n30_d0.7,1,zephyr_4,reweave-base,0,1,1,2.933333333333333,4,88,2.7901116779539734,30,320
ER_n30_d0.7,1,zephyr_4,reweave-base,1,1,1,3.0,4,90,6.887798957992345,30,320
ER_n30_d0.7,1,zephyr_4,reweave-base,2,1,1,3.1,4,93,2.1404593910556287,30,320
ER_n30_d0.7,1,zephyr_4,reweave,0,1,1,2.933333333333333,4,88,2.456618540920317,30,320
ER_n30_d0.7,1,zephyr_4,reweave,1,1,1,3.0,4,90,1.5553072500042617,30,320
ER_n30_d0.7,1,zephyr_4,reweave,2,1,1,3.066666666666667,4,92,0.953707286156714,30,320
ER_n30_d0.7,1,zephyr_4,reweave-thorough,0,1,1,2.933333333333333,4,88,4.712685028091073,30,320
ER_n30_d0.7,1,zephyr_4,reweave-thorough,1,1,1,2.933333333333333,4,88,7.451933498959988,30,320
ER_n30_d0.7,1,zephyr_4,reweave-thorough,2,1,1,2.8666666666666667,4,86,7.117948363069445,30,320
ER_n30_d0.7,1,zephyr_4,reweave-stacked,0,1,1,3.0,4,90,1.2248281498905271,30,320
ER_n30_d0.7,1,zephyr_4,reweave-stacked,1,1,1,3.033333333333333,4,91,1.6671890190336853,30,320
ER_n30_d0.7,1,zephyr_4,reweave-stacked,2,1,1,3.0,4,90,1.7315397239290178,30,320
ER_n30_d0.7,1,zephyr_4,mmfork-cuthill,0,1,1,2.966666666666667,4,89,0.7722057129722089,30,320
ER_n30_d0.7,1,zephyr_4,mmfork-cuthill,1,1,1,3.0,4,90,1.127350779948756,30,320
ER_n30_d0.7,1,zephyr_4,mmfork-cuthill,2,1,1,2.966666666666667,4,89,0.8366446970030665,30,320
ER_n30_d0.7,1,zephyr_4,mmfork-portfolio,0,1,1,2.933333333333333,4,88,5.424915048060939,30,320
ER_n30_d0.7,1,zephyr_4,mmfork-portfolio,1,1,1,2.966666666666667,4,89,5.627765652956441,30,320
ER_n30_d0.7,1,zephyr_4,mmfork-portfolio,2,1,1,2.933333333333333,4,88,6.152762833982706,30,320
ER_n30_d0.7,1,zephyr_4,reweave-mmfork-cuthill,0,1,1,2.966666666666667,4,89,0.8282037710305303,30,320
ER_n30_d0.7,1,zephyr_4,reweave-mmfork-cuthill,1,1,1,3.0,4,90,1.4303258038125932,30,320
ER_n30_d0.7,1,zephyr_4,reweave-mmfork-cuthill,2,1,1,2.966666666666667,4,89,1.0061192098073661,30,320
ER_n30_d0.7,2,pegasus_6,minorminer,0,1,1,3.8,5,114,0.4865856079850346,30,293
ER_n30_d0.7,2,pegasus_6,minorminer,1,1,1,3.6,5,108,1.1612202520482242,30,293
ER_n30_d0.7,2,pegasus_6,minorminer,2,1,1,3.6333333333333333,5,109,1.3477383251301944,30,293
ER_n30_d0.7,2,pegasus_6,minorminer-layout,0,1,1,4.066666666666666,6,122,0.8714844339992851,30,293
ER_n30_d0.7,2,pegasus_6,minorminer-layout,1,1,1,4.0,6,120,1.676303562009707,30,293
ER_n30_d0.7,2,pegasus_6,minorminer-layout,2,1,1,3.8666666666666667,6,116,1.2594504370354116,30,293
ER_n30_d0.7,2,pegasus_6,reweave-base,0,1,1,3.8,5,114,3.7136374190449715,30,293
ER_n30_d0.7,2,pegasus_6,reweave-base,1,1,1,3.6,5,108,3.223591564921662,30,293
ER_n30_d0.7,2,pegasus_6,reweave-base,2,1,1,3.533333333333333,5,106,6.863669631071389,30,293
ER_n30_d0.7,2,pegasus_6,reweave,0,1,1,3.7666666666666666,5,113,0.5853505709674209,30,293
ER_n30_d0.7,2,pegasus_6,reweave,1,1,1,3.533333333333333,4,106,2.5881406900007278,30,293
ER_n30_d0.7,2,pegasus_6,reweave,2,1,1,3.533333333333333,5,106,1.581568581983447,30,293
ER_n30_d0.7,2,pegasus_6,reweave-thorough,0,1,1,3.533333333333333,5,106,4.72648334200494,30,293
ER_n30_d0.7,2,pegasus_6,reweave-thorough,1,1,1,3.533333333333333,4,106,10.314882124075666,30,293
ER_n30_d0.7,2,pegasus_6,reweave-thorough,2,1,1,3.533333333333333,5,106,4.812206990085542,30,293
ER_n30_d0.7,2,pegasus_6,reweave-stacked,0,1,1,3.7,5,111,1.8916221971157938,30,293
ER_n30_d0.7,2,pegasus_6,reweave-stacked,1,1,1,3.7333333333333334,5,112,2.4595995899289846,30,293
ER_n30_d0.7,2,pegasus_6,reweave-stacked,2,1,1,3.6333333333333333,5,109,3.873579751001671,30,293
ER_n30_d0.7,2,pegasus_6,mmfork-cuthill,0,1,1,3.8,5,114,1.509254549862817,30,293
ER_n30_d0.7,2,pegasus_6,mmfork-cuthill,1,1,1,3.5,4,105,2.256305245915428,30,293
ER_n30_d0.7,2,pegasus_6,mmfork-cuthill,2,1,1,3.6333333333333333,5,109,4.179104103939608,30,293
ER_n30_d0.7,2,pegasus_6,mmfork-portfolio,0,1,1,3.7,5,111,5.017270386917517,30,293
ER_n30_d0.7,2,pegasus_6,mmfork-portfolio,1,1,1,3.5,4,105,7.0733520979993045,30,293
ER_n30_d0.7,2,pegasus_6,mmfork-portfolio,2,1,1,3.6333333333333333,5,109,9.404331060126424,30,293
ER_n30_d0.7,2,pegasus_6,reweave-mmfork-cuthill,0,1,1,3.7333333333333334,5,112,2.1680048189591616,30,293
ER_n30_d0.7,2,pegasus_6,reweave-mmfork-cuthill,1,1,1,3.433333333333333,4,103,2.990755653940141,30,293
ER_n30_d0.7,2,pegasus_6,reweave-mmfork-cuthill,2,1,1,3.6333333333333333,5,109,2.379174780799076,30,293
ER_n30_d0.7,2,pegasus_6_broken5,minorminer,0,1,1,3.8333333333333335,5,115,2.258554107043892,30,293
ER_n30_d0.7,2,pegasus_6_broken5,minorminer,1,1,1,3.6,5,108,1.846860010875389,30,293
ER_n30_d0.7,2,pegasus_6_broken5,minorminer,2,1,1,4.333333333333333,6,130,0.5257947971113026,30,293
ER_n30_d0.7,2,pegasus_6_broken5,minorminer-layout,0,1,1,3.7,5,111,2.2739847030024976,30,293
ER_n30_d0.7,2,pegasus_6_broken5,minorminer-layout,1,1,1,3.433333333333333,5,103,1.9010571578983217,30,293
ER_n30_d0.7,2,pegasus_6_broken5,minorminer-layout,2,1,1,3.8,5,114,1.6336721670813859,30,293
ER_n30_d0.7,2,pegasus_6_broken5,reweave-base,0,1,1,3.8333333333333335,5,115,2.6085472570266575,30,293
ER_n30_d0.7,2,pegasus_6_broken5,reweave-base,1,1,1,3.566666666666667,5,107,5.136261417064816,30,293
ER_n30_d0.7,2,pegasus_6_broken5,reweave-base,2,1,1,4.233333333333333,6,127,3.6949257869273424,30,293
ER_n30_d0.7,2,pegasus_6_broken5,reweave,0,1,1,3.8333333333333335,5,115,1.0443655820563436,30,293
ER_n30_d0.7,2,pegasus_6_broken5,reweave,1,1,1,3.566666666666667,5,107,1.6209874199703336,30,293
ER_n30_d0.7,2,pegasus_6_broken5,reweave,2,1,1,4.166666666666667,6,125,0.6408766128588468,30,293
ER_n30_d0.7,2,pegasus_6_broken5,reweave-thorough,0,1,1,3.466666666666667,5,104,8.642418335890397,30,293
ER_n30_d0.7,2,pegasus_6_broken5,reweave-thorough,1,1,1,3.566666666666667,5,107,4.7510899330955,30,293
ER_n30_d0.7,2,pegasus_6_broken5,reweave-thorough,2,1,1,3.6666666666666665,5,110,10.421406918903813,30,293
ER_n30_d0.7,2,pegasus_6_broken5,reweave-stacked,0,1,1,3.9,6,117,0.8067861809395254,30,293
ER_n30_d0.7,2,pegasus_6_broken5,reweave-stacked,1,1,1,3.9,5,117,1.7726793359033763,30,293
ER_n30_d0.7,2,pegasus_6_broken5,reweave-stacked,2,1,1,3.8666666666666667,6,116,1.7095262459479272,30,293
ER_n30_d0.7,2,pegasus_6_broken5,mmfork-cuthill,0,1,1,3.7,5,111,1.594285829924047,30,293
ER_n30_d0.7,2,pegasus_6_broken5,mmfork-cuthill,1,1,1,3.8666666666666667,5,116,1.4034407150465995,30,293
