cell,algorithm,n_success,acl_mean,acl_std,time_mean
ER_n20_d0.5_P6,minorminer,3,2.316666666666667,0.13123346456686347,0.1008
ER_n20_d0.5_P6,pathfinder,3,2.2666666666666666,0.06236095644623233,0.6106
ER_n20_d0.5_P6,pathfinder-stacked,3,2.216666666666667,0.08498365855987965,0.5543
ER_n30_d0.7_P6,minorminer,3,3.911111111111111,0.24695678634325413,0.8099
ER_n30_d0.7_P6,pathfinder,3,3.888888888888889,0.24545246704860582,2.6851
ER_n30_d0.7_P6,pathfinder-stacked,3,3.7555555555555555,0.031426968052735337,2.1971
