cell,algorithm,seed,success,valid,acl,qubits,time
ER_n20_d0.5_P6,minorminer,0,1,1,2.25,45,0.09038354199947207
ER_n20_d0.5_P6,reweave,0,1,1,2.25,45,0.38596154200058663
ER_n20_d0.5_P6,reweave-fastdijkstra,0,1,1,2.25,45,0.14107595899986336
ER_n20_d0.5_P6,minorminer,1,1,1,2.5,50,0.047548999998980435
ER_n20_d0.5_P6,reweave,1,1,1,2.35,47,0.6976834169981885
ER_n20_d0.5_P6,reweave-fastdijkstra,1,1,1,2.35,47,0.15761600000041653
ER_n20_d0.5_P6,minorminer,2,1,1,2.2,44,0.12464441600241116
ER_n20_d0.5_P6,reweave,2,1,1,2.2,44,0.4402252079999016
ER_n20_d0.5_P6,reweave-fastdijkstra,2,1,1,2.2,44,0.17908983300003456
ER_n30_d0.5_P6,minorminer,0,1,1,3.5,105,0.3728471670001454
ER_n30_d0.5_P6,reweave,0,1,1,3.433333333333333,103,1.7874880829986068
ER_n30_d0.5_P6,reweave-fastdijkstra,0,1,1,3.433333333333333,103,0.6199111249989073
ER_n30_d0.5_P6,minorminer,1,1,1,3.3333333333333335,100,0.34601466599997366
ER_n30_d0.5_P6,reweave,1,1,1,3.3333333333333335,100,1.0273430420020304
ER_n30_d0.5_P6,reweave-fastdijkstra,1,1,1,3.3333333333333335,100,0.4702394589985488
ER_n30_d0.5_P6,minorminer,2,1,1,3.2333333333333334,97,0.838644541996473
ER_n30_d0.5_P6,reweave,2,1,1,3.1333333333333333,94,2.216092916998605
ER_n30_d0.5_P6,reweave-fastdijkstra,2,1,1,3.1333333333333333,94,1.0996803749985702
ER_n30_d0.7_P6,minorminer,0,1,1,3.6333333333333333,109,1.2634889159999148
ER_n30_d0.7_P6,reweave,0,1,1,3.6,108,3.2395395829989866
ER_n30_d0.7_P6,reweave-fastdijkstra,0,1,1,3.6,108,1.6831437089967949
ER_n30_d0.7_P6,minorminer,1,1,1,4.233333333333333,127,0.5882847089997085
ER_n30_d0.7_P6,reweave,1,1,1,4.2,126,2.5641127499984577
ER_n30_d0.7_P6,reweave-fastdijkstra,1,1,1,4.2,126,0.9147142909969261
ER_n30_d0.7_P6,minorminer,2,1,1,3.8666666666666667,116,0.45821191699724295
ER_n30_d0.7_P6,reweave,2,1,1,3.8666666666666667,116,1.4282887090012082
ER_n30_d0.7_P6,reweave-fastdijkstra,2,1,1,3.8666666666666667,116,0.6368725829997857
ER_n40_d0.5_P6,minorminer,0,1,1,4.575,183,0.49325054099972476
ER_n40_d0.5_P6,reweave,0,1,1,4.5,180,2.9085695830035547
ER_n40_d0.5_P6,reweave-fastdijkstra,0,1,1,4.5,180,0.9270852499976172
ER_n40_d0.5_P6,minorminer,1,1,1,4.4,176,1.1063910419979948
ER_n40_d0.5_P6,reweave,1,1,1,4.25,170,3.5230498330020055
ER_n40_d0.5_P6,reweave-fastdijkstra,1,1,1,4.25,170,1.5435785420013417
ER_n40_d0.5_P6,minorminer,2,1,1,4.575,183,1.3217590830026893
ER_n40_d0.5_P6,reweave,2,1,1,4.5,180,3.7836993750024703
ER_n40_d0.5_P6,reweave-fastdijkstra,2,1,1,4.5,180,1.7879106250002224
ER_n40_d0.7_P6,minorminer,0,1,1,5.25,210,0.4584700410014193
ER_n40_d0.7_P6,reweave,0,1,1,5.1,204,5.62797566700101
ER_n40_d0.7_P6,reweave-fastdijkstra,0,1,1,5.1,204,1.3739942079992034
ER_n40_d0.7_P6,minorminer,1,1,1,5.15,206,0.9080628749979951
ER_n40_d0.7_P6,reweave,1,1,1,5.1,204,4.302289917002781
ER_n40_d0.7_P6,reweave-fastdijkstra,1,1,1,5.1,204,1.5225055830014753
ER_n40_d0.7_P6,minorminer,2,1,1,5.1,204,1.9134946669983037
ER_n40_d0.7_P6,reweave,2,1,1,5.025,201,5.341972874997737
ER_n40_d0.7_P6,reweave-fastdijkstra,2,1,1,5.025,201,2.5278795000012906
ER_n30_d0.5_P6brk,minorminer,0,1,1,3.433333333333333,103,0.4947396250026941
ER_n30_d0.5_P6brk,reweave,0,1,1,3.3666666666666667,101,1.7551016659999732
ER_n30_d0.5_P6brk,reweave-fastdijkstra,0,1,1,3.3666666666666667,101,0.7318117499999062
ER_n30_d0.5_P6brk,minorminer,1,1,1,3.6,108,0.20012070899974788
ER_n30_d0.5_P6brk,reweave,1,1,1,3.566666666666667,107,1.4648069169998053
ER_n30_d0.5_P6brk,reweave-fastdijkstra,1,1,1,3.566666666666667,107,0.45296041699839407
ER_n30_d0.5_P6brk,minorminer,2,1,1,3.4,102,0.3038712920024409
ER_n30_d0.5_P6brk,reweave,2,1,1,3.3666666666666667,101,1.564153792001889
ER_n30_d0.5_P6brk,reweave-fastdijkstra,2,1,1,3.3666666666666667,101,0.5302429160001338
ER_n30_d0.5_Z4,minorminer,0,1,1,2.6666666666666665,80,0.4075137920008274
ER_n30_d0.5_Z4,reweave,0,1,1,2.6333333333333333,79,1.7809373329982918
ER_n30_d0.5_Z4,reweave-fastdijkstra,0,1,1,2.6333333333333333,79,0.6239400840022427
ER_n30_d0.5_Z4,minorminer,1,1,1,2.8666666666666667,86,0.22405029199944693
ER_n30_d0.5_Z4,reweave,1,1,1,2.8,84,2.315173709001101
ER_n30_d0.5_Z4,reweave-fastdijkstra,1,1,1,2.8,84,0.5475681669995538
ER_n30_d0.5_Z4,minorminer,2,1,1,2.7,81,0.17691583399937372
ER_n30_d0.5_Z4,reweave,2,1,1,2.6333333333333333,79,1.5616039169981377
ER_n30_d0.5_Z4,reweave-fastdijkstra,2,1,1,2.6333333333333333,79,0.4025542500021402
