topo,n,p,inst_seed,arm,family,algo_seed,switch_val,status,success,acl,acl_spur,max_chain,qubits,wall,n_edges,err
Z12,100,0.10101010101010101,101,ramp2h,ramp,0,5.0,SUCCESS,1,4.61,4.48,8,461,2.6496,498,
Z12,100,0.10101010101010101,101,ramp2h,ramp,14,5.0,SUCCESS,1,4.81,4.64,9,481,2.6406,498,
Z12,100,0.10101010101010101,102,ramp2,ramp,5,4.0,SUCCESS,1,4.78,4.69,9,478,2.6609,508,
Z12,100,0.10101010101010101,102,ramp2h,ramp,5,4.0,SUCCESS,1,4.78,4.69,9,478,2.6667,508,
Z12,100,0.10101010101010101,101,ramp2,ramp,14,5.0,SUCCESS,1,4.81,4.64,9,481,2.6999,498,
Z12,100,0.10101010101010101,101,ramp2h,ramp,12,5.0,SUCCESS,1,4.41,4.22,9,441,2.7126,498,
Z12,100,0.10101010101010101,101,ramp2,ramp,0,5.0,SUCCESS,1,4.61,4.48,8,461,2.7614,498,
Z12,100,0.10101010101010101,101,ramp2,ramp,12,5.0,SUCCESS,1,4.41,4.22,9,441,2.7644,498,
Z12,100,0.10101010101010101,102,ramp2,ramp,1,4.0,SUCCESS,1,4.86,4.71,9,486,2.7694,508,
Z12,100,0.10101010101010101,102,ramp2h,ramp,1,4.0,SUCCESS,1,4.86,4.71,9,486,2.7745,508,
Z12,100,0.10101010101010101,101,ramp2h,ramp,6,5.0,SUCCESS,1,4.5,4.4,9,450,2.8296,498,
Z12,100,0.10101010101010101,101,ramp2,ramp,6,5.0,SUCCESS,1,4.5,4.4,9,450,2.8562,498,
Z12,100,0.10101010101010101,101,ramp2,ramp,2,5.0,SUCCESS,1,4.56,4.44,9,456,2.9454,498,
Z12,100,0.10101010101010101,101,ramp2h,ramp,2,5.0,SUCCESS,1,4.56,4.44,9,456,2.9437,498,
Z12,100,0.10101010101010101,101,ramp2,ramp,3,5.0,SUCCESS,1,5.1,4.88,9,510,2.9568,498,
Z12,100,0.10101010101010101,101,ramp2h,ramp,9,5.0,SUCCESS,1,4.57,4.5,8,457,2.9998,498,
Z12,100,0.10101010101010101,101,ramp2h,ramp,3,5.0,SUCCESS,1,5.1,4.88,9,510,3.0185,498,
Z12,100,0.10101010101010101,102,ramp2h,ramp,4,4.0,SUCCESS,1,4.81,4.63,9,481,2.9994,508,
Z12,100,0.10101010101010101,101,ramp2,ramp,9,5.0,SUCCESS,1,4.57,4.5,8,457,3.05,498,
Z12,100,0.10101010101010101,102,ramp2,ramp,4,4.0,SUCCESS,1,4.81,4.63,9,481,3.0411,508,
Z12,100,0.10101010101010101,102,ramp2h,ramp,0,4.0,SUCCESS,1,4.52,4.42,8,452,3.2492,508,
Z12,100,0.10101010101010101,102,ramp2,ramp,7,4.0,SUCCESS,1,4.4,4.29,9,440,3.3004,508,
Z12,100,0.10101010101010101,102,ramp2,ramp,2,4.0,SUCCESS,1,4.32,4.25,8,432,3.3239,508,
Z12,100,0.10101010101010101,101,ramp2,ramp,13,5.0,SUCCESS,1,4.86,4.73,9,486,3.352,498,
Z12,100,0.10101010101010101,101,ramp2h,ramp,13,5.0,SUCCESS,1,4.86,4.73,9,486,3.3615,498,
Z12,100,0.10101010101010101,101,ramp2,ramp,8,5.0,SUCCESS,1,4.73,4.61,9,473,3.4106,498,
Z12,100,0.10101010101010101,102,ramp2h,ramp,2,4.0,SUCCESS,1,4.32,4.25,8,432,3.4143,508,
Z12,100,0.10101010101010101,101,ramp2,ramp,11,5.0,SUCCESS,1,4.55,4.41,8,455,3.4329,498,
Z12,100,0.10101010101010101,101,ramp2h,ramp,11,5.0,SUCCESS,1,4.55,4.41,8,455,3.4392,498,
Z12,100,0.10101010101010101,102,ramp2h,ramp,7,4.0,SUCCESS,1,4.4,4.29,9,440,3.4201,508,
Z12,100,0.10101010101010101,101,ramp2h,ramp,8,5.0,SUCCESS,1,4.73,4.61,9,473,3.4643,498,
