topo,n,p,inst_seed,base_seed,mode,status,success,acl,acl_spur,max_chain,qubits,wall,winner,n_edges,err,arm_meta
P16,100,0.2,101,0,race8-seq,SUCCESS,1,8.38,8.38,10,838,12.5176,template[0]@template,989,,"{""final_survivor"":7,""elapsed_s"":12.517,""arms"":{""0"":[""template"",""floor"",8.38],""1"":[""mm"",""dropped:r1"",16.33],""2"":[""mm"",""survivor"",12.66],""3"":[""mm"",""dropped:r1"",13.24],""4"":[""mm"",""dropped:r1"",15.34],""5"":[""cuthill"",""survivor"",12.9],""6"":[""clmm"",""survivor"",9.64],""7"":[""clmm-core"",""final"",9.12]}}"
P16,100,0.2,101,0,bestof8-seq,SUCCESS,1,11.55,10.56,23,1155,12.9984,mm[run2],989,,"{""per_run_s"":1.5,""accs"":[11.83,13.72,11.55,12.52,14.65,13.45,12.14,null]}"
P16,100,0.2,101,0,bestof8-par,SUCCESS,1,9.74,9.39,16,974,12.3996,mm[run6],989,,"{""per_run_s"":12.0,""accs"":[10.34,10.05,9.97,10.1,10.38,10.13,9.74,10.14],""used_s"":[12.2,12.2,12.0,12.4,12.0,12.1,12.2,10.0]}"
P16,100,0.2,101,0,race8-par,SUCCESS,1,8.38,8.38,10,838,12.2267,template[0]@template,989,,"{""final_survivor"":7,""elapsed_s"":12.226,""arms"":{""0"":[""template"",""floor"",8.38],""1"":[""mm"",""dropped:r1"",16.33],""2"":[""mm"",""dropped:r2"",12.61],""3"":[""mm"",""dropped:r1"",13.21],""4"":[""mm"",""dropped:r1"",15.34],""5"":[""cuthill"",""dropped:r2"",12.9],""6"":[""clmm"",""dropped:r3"",9.6],""7"":[""clmm-core"",""final"",9.11]}}"
