topo,n,p,inst_seed,arm,algo_seed,budget,status,success,acl,acl_spur,max_chain,qubits,wall,n_edges,err
P16,180,0.3,102,audit1,2,60.0,SUCCESS,1,24.0278,22.4167,54,4325,60.135,4825,
P16,180,0.3,102,stock,2,60.0,SUCCESS,1,23.9389,22.0056,44,4309,60.5698,4825,
P16,180,0.3,102,audit2,2,60.0,SUCCESS,1,24.2889,22.3667,47,4372,60.2232,4825,
P16,180,0.3,103,audit2,0,5.0,TIMEOUT,0,,,,,7.9886,4819,
P16,180,0.3,102,dirty,2,60.0,SUCCESS,1,24.4722,22.7722,45,4405,60.2013,4825,
P16,180,0.3,103,dirty,0,5.0,TIMEOUT,0,,,,,8.0814,4819,
P16,180,0.3,101,stock,4,180.0,SUCCESS,1,22.7944,21.3056,35,4103,109.3292,4806,
P16,180,0.3,101,dirty,4,180.0,SUCCESS,1,22.7944,21.3056,35,4103,108.6941,4806,
P16,180,0.3,103,stock,1,5.0,TIMEOUT,0,,,,,7.1514,4819,
P16,180,0.3,103,stock,0,15.0,TIMEOUT,0,,,,,18.6776,4819,
P16,180,0.3,103,audit1,0,15.0,TIMEOUT,0,,,,,19.0421,4819,
P16,180,0.3,102,stock,0,180.0,SUCCESS,1,22.3944,20.8556,38,4031,106.7177,4825,
P16,180,0.3,103,audit2,0,15.0,TIMEOUT,0,,,,,19.0455,4819,
P16,180,0.3,103,audit1,1,5.0,TIMEOUT,0,,,,,7.1083,4819,
P16,180,0.3,102,dirty,0,180.0,SUCCESS,1,22.3944,20.8556,38,4031,106.9321,4825,
P16,180,0.3,101,audit2,3,180.0,SUCCESS,1,23.9833,22.05,40,4317,144.0432,4806,
P16,180,0.3,103,dirty,0,15.0,TIMEOUT,0,,,,,18.926,4819,
P16,180,0.3,103,audit2,1,5.0,TIMEOUT,0,,,,,7.1712,4819,
P16,180,0.3,103,dirty,1,5.0,TIMEOUT,0,,,,,7.0702,4819,
P16,180,0.3,101,stock,3,180.0,SUCCESS,1,22.9389,21.3389,37,4129,153.862,4806,
P16,180,0.3,101,dirty,3,180.0,SUCCESS,1,22.9389,21.3389,37,4129,150.9418,4806,
P16,180,0.3,102,stock,2,180.0,SUCCESS,1,23.1222,21.5278,39,4162,82.6806,4825,
P16,180,0.3,102,audit2,3,60.0,TIMEOUT,0,,,,,64.0234,4825,
P16,180,0.3,102,stock,3,60.0,TIMEOUT,0,,,,,65.2804,4825,
P16,180,0.3,102,audit1,3,60.0,TIMEOUT,0,,,,,65.2183,4825,
P16,180,0.3,102,dirty,3,60.0,TIMEOUT,0,,,,,64.9372,4825,
P16,180,0.3,101,audit1,3,180.0,SUCCESS,1,22.8611,21.4444,43,4115,158.1696,4806,
P16,180,0.3,102,dirty,2,180.0,SUCCESS,1,23.1222,21.5278,39,4162,81.1109,4825,
P16,180,0.3,102,audit2,2,180.0,SUCCESS,1,23.7278,22.0056,41,4271,84.1384,4825,
P16,180,0.3,103,audit1,1,15.0,SUCCESS,1,23.9056,22.3556,57,4303,15.5329,4819,
P16,180,0.3,103,stock,1,15.0,SUCCESS,1,23.5556,21.8111,47,4240,15.7061,4819,
P16,180,0.3,103,audit2,1,15.0,SUCCESS,1,24.1111,22.2667,51,4340,15.3527,4819,
P16,180,0.3,103,dirty,1,15.0,SUCCESS,1,23.5556,21.8111,47,4240,15.2735,4819,
P16,180,0.3,103,stock,2,5.0,TIMEOUT,0,,,,,7.8093,4819,
P16,180,0.3,103,audit1,2,5.0,TIMEOUT,0,,,,,8.0342,4819,
P16,180,0.3,103,audit2,2,5.0,TIMEOUT,0,,,,,7.9254,4819,
P16,180,0.3,103,dirty,2,5.0,TIMEOUT,0,,,,,7.8365,4819,
P16,180,0.3,102,stock,4,60.0,SUCCESS,1,24.7222,22.7833,48,4450,60.0945,4825,
P16,180,0.3,102,audit1,4,60.0,SUCCESS,1,24.0389,22.55,50,4327,60.8874,4825,
P16,180,0.3,102,dirty,4,60.0,SUCCESS,1,24.7222,22.7833,48,4450,60.1484,4825,
P16,180,0.3,102,audit2,4,60.0,SUCCESS,1,24.8889,23.0556,49,4480,60.5614,4825,
P16,180,0.3,103,audit1,2,15.0,TIMEOUT,0,,,,,18.5187,4819,
P16,180,0.3,103,stock,2,15.0,TIMEOUT,0,,,,,18.7725,4819,
P16,180,0.3,103,audit2,2,15.0,TIMEOUT,0,,,,,18.7775,4819,
P16,180,0.3,103,dirty,2,15.0,TIMEOUT,0,,,,,18.3422,4819,
P16,180,0.3,103,stock,3,5.0,TIMEOUT,0,,,,,7.7698,4819,
P16,180,0.3,103,audit1,3,5.0,TIMEOUT,0,,,,,7.7696,4819,
P16,180,0.3,103,audit2,3,5.0,TIMEOUT,0,,,,,7.8495,4819,
P16,180,0.3,103,dirty,3,5.0,TIMEOUT,0,,,,,7.6619,4819,
P16,180,0.3,102,audit1,4,180.0,SUCCESS,1,23.9944,22.6389,50,4319,71.4918,4825,
P16,180,0.3,103,audit2,1,60.0,SUCCESS,1,23.7056,21.8056,42,4267,39.3259,4819,
P16,180,0.3,103,stock,0,60.0,SUCCESS,1,25.4611,23.4944,47,4583,60.5025,4819,
P16,180,0.3,103,audit1,0,60.0,SUCCESS,1,25.7833,23.8722,50,4641,60.215,4819,
P16,180,0.3,103,audit2,0,60.0,SUCCESS,1,25.9722,23.8389,50,4675,60.231,4819,
P16,180,0.3,103,dirty,0,60.0,SUCCESS,1,25.9444,24.0056,50,4670,60.5018,4819,
P16,180,0.3,103,audit2,1,180.0,SUCCESS,1,23.7056,21.8056,42,4267,39.8594,4819,
P16,180,0.3,103,stock,3,15.0,TIMEOUT,0,,,,,18.4522,4819,
P16,180,0.3,103,audit1,3,15.0,TIMEOUT,0,,,,,18.4637,4819,
P16,180,0.3,103,audit2,3,15.0,TIMEOUT,0,,,,,18.0956,4819,
P16,180,0.3,103,dirty,3,15.0,TIMEOUT,0,,,,,18.3757,4819,
P16,180,0.3,103,stock,4,5.0,TIMEOUT,0,,,,,7.8241,4819,
P16,180,0.3,103,audit1,4,5.0,TIMEOUT,0,,,,,7.8903,4819,
P16,180,0.3,103,audit2,0,180.0,SUCCESS,1,25.4,23.6611,47,4572,69.2865,4819,
P16,180,0.3,103,audit2,4,5.0,TIMEOUT,0,,,,,7.8609,4819,
P16,180,0.3,103,dirty,4,5.0,TIMEOUT,0,,,,,7.8589,4819,
P16,180,0.3,103,stock,1,60.0,SUCCESS,1,21.85,20.3833,38,3933,60.0601,4819,
P16,180,0.3,103,audit1,1,60.0,SUCCESS,1,22.4111,20.95,45,4034,60.4366,4819,
P16,180,0.3,103,dirty,1,60.0,SUCCESS,1,21.85,20.3833,38,3933,60.8398,4819,
P16,180,0.3,103,stock,0,180.0,SUCCESS,1,23.8,22.0056,40,4284,79.5244,4819,
P16,180,0.3,102,audit1,2,180.0,SUCCESS,1,22.6556,21.2444,43,4078,140.1042,4825,
P16,180,0.3,103,dirty,0,180.0,SUCCESS,1,23.8,22.0056,40,4284,79.4423,4819,
P16,180,0.3,102,audit2,4,180.0,SUCCESS,1,22.3944,21.0111,39,4031,99.6883,4825,
P16,180,0.3,103,stock,4,15.0,TIMEOUT,0,,,,,18.4475,4819,
P16,180,0.3,103,audit1,4,15.0,TIMEOUT,0,,,,,18.6685,4819,
P16,180,0.3,103,audit2,4,15.0,TIMEOUT,0,,,,,18.735,4819,
P16,180,0.3,104,stock,0,5.0,TIMEOUT,0,,,,,7.4986,4789,
P16,180,0.3,103,dirty,4,15.0,TIMEOUT,0,,,,,18.7628,4819,
P16,180,0.3,104,audit1,0,5.0,TIMEOUT,0,,,,,7.6596,4789,
P16,180,0.3,104,audit2,0,5.0,TIMEOUT,0,,,,,7.4689,4789,
P16,180,0.3,103,stock,2,60.0,TIMEOUT,0,,,,,62.7591,4819,
P16,180,0.3,103,audit2,2,60.0,TIMEOUT,0,,,,,62.7656,4819,
P16,180,0.3,103,audit1,2,60.0,TIMEOUT,0,,,,,63.4532,4819,
P16,180,0.3,104,dirty,0,5.0,TIMEOUT,0,,,,,7.5618,4789,
P16,180,0.3,102,stock,4,180.0,SUCCESS,1,22.7167,21.3556,35,4089,113.1304,4825,
P16,180,0.3,103,dirty,2,60.0,TIMEOUT,0,,,,,63.6209,4819,
P16,180,0.3,103,stock,1,180.0,SUCCESS,1,21.7333,20.3,38,3912,78.7905,4819,
P16,180,0.3,102,dirty,4,180.0,SUCCESS,1,22.7167,21.3556,35,4089,114.3992,4825,
P16,180,0.3,103,dirty,1,180.0,SUCCESS,1,21.7333,20.3,38,3912,78.7244,4819,
P16,180,0.3,103,audit1,0,180.0,SUCCESS,1,23.6722,22.1333,45,4261,103.5355,4819,
P16,180,0.3,104,stock,0,15.0,TIMEOUT,0,,,,,19.1672,4789,
P16,180,0.3,104,stock,1,5.0,TIMEOUT,0,,,,,7.4639,4789,
P16,180,0.3,104,audit2,0,15.0,TIMEOUT,0,,,,,19.185,4789,
P16,180,0.3,104,audit1,0,15.0,TIMEOUT,0,,,,,19.2774,4789,
P16,180,0.3,104,audit1,1,5.0,TIMEOUT,0,,,,,7.5505,4789,
P16,180,0.3,104,dirty,0,15.0,TIMEOUT,0,,,,,19.5437,4789,
P16,180,0.3,104,audit2,1,5.0,TIMEOUT,0,,,,,7.5667,4789,
P16,180,0.3,103,stock,3,60.0,TIMEOUT,0,,,,,63.7894,4819,
P16,180,0.3,104,dirty,1,5.0,TIMEOUT,0,,,,,7.6146,4789,
P16,180,0.3,103,audit1,3,60.0,TIMEOUT,0,,,,,63.551,4819,
P16,180,0.3,103,audit2,3,60.0,TIMEOUT,0,,,,,62.4237,4819,
P16,180,0.3,103,dirty,3,60.0,TIMEOUT,0,,,,,62.504,4819,
P16,180,0.3,104,audit1,1,15.0,TIMEOUT,0,,,,,17.2374,4789,
P16,180,0.3,104,audit2,1,15.0,TIMEOUT,0,,,,,17.2155,4789,
P16,180,0.3,104,stock,1,15.0,TIMEOUT,0,,,,,19.7906,4789,
P16,180,0.3,104,dirty,1,15.0,TIMEOUT,0,,,,,19.9259,4789,
P16,180,0.3,104,stock,2,5.0,TIMEOUT,0,,,,,7.8639,4789,
P16,180,0.3,103,stock,4,60.0,TIMEOUT,0,,,,,63.3183,4819,
P16,180,0.3,104,audit1,2,5.0,TIMEOUT,0,,,,,7.6832,4789,
P16,180,0.3,103,audit1,4,60.0,TIMEOUT,0,,,,,63.0474,4819,
P16,180,0.3,102,audit1,3,180.0,SUCCESS,1,24.5222,22.6222,48,4414,168.9159,4825,
P16,180,0.3,103,audit2,4,60.0,TIMEOUT,0,,,,,63.9357,4819,
P16,180,0.3,104,audit2,2,5.0,TIMEOUT,0,,,,,7.7368,4789,
P16,180,0.3,102,stock,3,180.0,SUCCESS,1,23.5056,21.7056,38,4231,172.4845,4825,
P16,180,0.3,103,dirty,4,60.0,TIMEOUT,0,,,,,64.1614,4819,
P16,180,0.3,102,dirty,3,180.0,SUCCESS,1,23.5056,21.7056,38,4231,173.0235,4825,
P16,180,0.3,103,audit1,1,180.0,SUCCESS,1,21.6389,20.5278,41,3895,119.1198,4819,
P16,180,0.3,104,dirty,2,5.0,TIMEOUT,0,,,,,7.8785,4789,
P16,180,0.3,102,audit2,3,180.0,SUCCESS,1,23.4,21.6,40,4212,180.3493,4825,
P16,180,0.3,104,stock,2,15.0,TIMEOUT,0,,,,,18.6324,4789,
P16,180,0.3,104,audit1,2,15.0,TIMEOUT,0,,,,,18.3094,4789,
P16,180,0.3,104,dirty,2,15.0,TIMEOUT,0,,,,,18.3456,4789,
P16,180,0.3,104,audit2,2,15.0,TIMEOUT,0,,,,,18.7715,4789,
P16,180,0.3,104,dirty,0,60.0,TIMEOUT,0,,,,,62.4753,4789,
P16,180,0.3,104,stock,0,60.0,TIMEOUT,0,,,,,64.3625,4789,
P16,180,0.3,104,audit2,0,60.0,TIMEOUT,0,,,,,63.8198,4789,
P16,180,0.3,104,audit1,0,60.0,TIMEOUT,0,,,,,64.4129,4789,
P16,180,0.3,103,audit1,4,180.0,SUCCESS,1,25.8333,23.9722,50,4650,77.5452,4819,
P16,180,0.3,104,audit1,3,5.0,TIMEOUT,0,,,,,7.5074,4789,
P16,180,0.3,104,stock,3,5.0,TIMEOUT,0,,,,,7.7035,4789,
P16,180,0.3,104,audit2,3,5.0,TIMEOUT,0,,,,,7.5507,4789,
P16,180,0.3,104,dirty,3,5.0,TIMEOUT,0,,,,,7.6834,4789,
P16,180,0.3,104,stock,1,60.0,TIMEOUT,0,,,,,64.146,4789,
P16,180,0.3,104,audit1,1,60.0,TIMEOUT,0,,,,,63.2117,4789,
P16,180,0.3,104,audit1,3,15.0,TIMEOUT,0,,,,,19.6666,4789,
P16,180,0.3,104,stock,3,15.0,TIMEOUT,0,,,,,20.1765,4789,
P16,180,0.3,104,audit2,3,15.0,TIMEOUT,0,,,,,19.7087,4789,
P16,180,0.3,104,dirty,3,15.0,TIMEOUT,0,,,,,19.8244,4789,
P16,180,0.3,104,dirty,1,60.0,TIMEOUT,0,,,,,63.1223,4789,
P16,180,0.3,104,audit2,1,60.0,TIMEOUT,0,,,,,64.6637,4789,
P16,180,0.3,104,stock,4,5.0,TIMEOUT,0,,,,,7.5344,4789,
P16,180,0.3,104,audit1,4,5.0,TIMEOUT,0,,,,,7.397,4789,
P16,180,0.3,104,audit2,4,5.0,TIMEOUT,0,,,,,7.377,4789,
P16,180,0.3,104,dirty,4,5.0,TIMEOUT,0,,,,,7.3238,4789,
P16,180,0.3,104,audit1,2,60.0,SUCCESS,1,24.8833,23.1111,48,4479,49.8924,4789,
P16,180,0.3,103,stock,4,180.0,SUCCESS,1,23.2389,21.4167,38,4183,113.3702,4819,
P16,180,0.3,104,audit1,2,180.0,SUCCESS,1,24.8833,23.1111,48,4479,49.7896,4789,
P16,180,0.3,103,dirty,4,180.0,SUCCESS,1,23.2389,21.4167,38,4183,114.552,4819,
P16,180,0.3,104,stock,2,60.0,SUCCESS,1,24.1111,22.1,40,4340,60.0722,4789,
P16,180,0.3,104,stock,4,15.0,TIMEOUT,0,,,,,18.7136,4789,
P16,180,0.3,103,audit2,4,180.0,SUCCESS,1,23.7222,21.7,39,4270,118.8055,4819,
P16,180,0.3,104,audit2,2,60.0,SUCCESS,1,24.4556,22.25,41,4402,60.5248,4789,
P16,180,0.3,104,dirty,2,60.0,SUCCESS,1,24.1111,22.1,40,4340,60.1863,4789,
P16,180,0.3,104,audit2,4,15.0,TIMEOUT,0,,,,,18.4899,4789,
P16,180,0.3,104,dirty,4,15.0,TIMEOUT,0,,,,,18.5258,4789,
P16,180,0.3,104,audit1,4,15.0,TIMEOUT,0,,,,,18.956,4789,
P16,180,0.3,105,stock,0,5.0,TIMEOUT,0,,,,,7.6803,4823,
P16,180,0.3,105,audit1,0,5.0,TIMEOUT,0,,,,,7.6093,4823,
P16,180,0.3,104,audit2,2,180.0,SUCCESS,1,24.4556,22.25,41,4402,66.0125,4789,
P16,180,0.3,105,audit2,0,5.0,TIMEOUT,0,,,,,7.6529,4823,
P16,180,0.3,105,dirty,0,5.0,TIMEOUT,0,,,,,7.6581,4823,
P16,180,0.3,104,stock,2,180.0,SUCCESS,1,23.2611,21.6278,38,4187,73.641,4789,
P16,180,0.3,103,stock,2,180.0,TIMEOUT,0,,,,,182.5574,4819,
P16,180,0.3,103,audit1,2,180.0,TIMEOUT,0,,,,,183.1651,4819,
P16,180,0.3,103,audit2,2,180.0,TIMEOUT,0,,,,,183.1435,4819,
P16,180,0.3,103,dirty,2,180.0,TIMEOUT,0,,,,,182.8385,4819,
P16,180,0.3,105,stock,0,15.0,TIMEOUT,0,,,,,17.4421,4823,
P16,180,0.3,104,stock,3,60.0,TIMEOUT,0,,,,,62.5125,4789,
P16,180,0.3,104,dirty,2,180.0,SUCCESS,1,23.2611,21.6278,38,4187,73.7336,4789,
P16,180,0.3,104,audit2,3,60.0,TIMEOUT,0,,,,,63.0402,4789,
P16,180,0.3,104,audit1,3,60.0,TIMEOUT,0,,,,,63.9894,4789,
P16,180,0.3,105,audit1,0,15.0,TIMEOUT,0,,,,,17.3424,4823,
P16,180,0.3,105,audit2,0,15.0,TIMEOUT,0,,,,,17.249,4823,
P16,180,0.3,104,dirty,3,60.0,TIMEOUT,0,,,,,64.0828,4789,
P16,180,0.3,105,dirty,0,15.0,TIMEOUT,0,,,,,17.2961,4823,
P16,180,0.3,105,stock,1,5.0,TIMEOUT,0,,,,,7.6465,4823,
P16,180,0.3,105,audit1,1,5.0,TIMEOUT,0,,,,,7.5043,4823,
P16,180,0.3,105,audit2,1,5.0,TIMEOUT,0,,,,,7.5912,4823,
P16,180,0.3,105,dirty,1,5.0,TIMEOUT,0,,,,,7.4964,4823,
P16,180,0.3,104,stock,4,60.0,SUCCESS,1,23.9389,22.2722,42,4309,52.2699,4789,
P16,180,0.3,103,stock,3,180.0,TIMEOUT,0,,,,,185.2961,4819,
P16,180,0.3,103,audit2,3,180.0,TIMEOUT,0,,,,,183.0651,4819,
P16,180,0.3,105,stock,1,15.0,TIMEOUT,0,,,,,18.0347,4823,
P16,180,0.3,105,audit2,1,15.0,TIMEOUT,0,,,,,17.6195,4823,
P16,180,0.3,105,audit1,1,15.0,TIMEOUT,0,,,,,18.0179,4823,
P16,180,0.3,103,audit1,3,180.0,TIMEOUT,0,,,,,185.1977,4819,
P16,180,0.3,103,dirty,3,180.0,TIMEOUT,0,,,,,183.1867,4819,
P16,180,0.3,105,dirty,1,15.0,TIMEOUT,0,,,,,17.883,4823,
P16,180,0.3,104,dirty,4,60.0,SUCCESS,1,23.9389,22.2722,42,4309,53.2194,4789,
P16,180,0.3,104,audit1,4,60.0,SUCCESS,1,23.3611,21.7389,47,4205,60.1338,4789,
P16,180,0.3,104,stock,4,180.0,SUCCESS,1,23.9389,22.2722,42,4309,53.1304,4789,
P16,180,0.3,105,stock,2,5.0,TIMEOUT,0,,,,,7.3301,4823,
P16,180,0.3,105,audit2,2,5.0,TIMEOUT,0,,,,,7.2836,4823,
P16,180,0.3,105,audit1,2,5.0,TIMEOUT,0,,,,,7.348,4823,
P16,180,0.3,105,dirty,2,5.0,TIMEOUT,0,,,,,7.3142,4823,
P16,180,0.3,104,audit2,4,60.0,SUCCESS,1,24.0778,22.1556,42,4334,60.3856,4789,
P16,180,0.3,104,dirty,4,180.0,SUCCESS,1,23.9389,22.2722,42,4309,53.8773,4789,
P16,180,0.3,104,audit2,0,180.0,SUCCESS,1,23.6778,22.0,43,4262,162.6139,4789,
P16,180,0.3,105,stock,2,15.0,SUCCESS,1,23.0333,21.3278,47,4146,15.6066,4823,
P16,180,0.3,105,audit1,2,15.0,SUCCESS,1,22.85,21.2611,60,4113,15.4436,4823,
P16,180,0.3,105,audit2,2,15.0,SUCCESS,1,23.3556,21.7278,45,4204,15.2678,4823,
P16,180,0.3,104,audit2,4,180.0,SUCCESS,1,24.0778,22.1556,42,4334,67.0421,4789,
P16,180,0.3,105,dirty,2,15.0,SUCCESS,1,23.0333,21.3278,47,4146,15.6541,4823,
P16,180,0.3,105,stock,3,5.0,TIMEOUT,0,,,,,7.7081,4823,
P16,180,0.3,104,audit1,1,180.0,SUCCESS,1,24.45,22.5889,48,4401,152.3424,4789,
P16,180,0.3,104,stock,0,180.0,SUCCESS,1,23.1222,21.4722,41,4162,174.9974,4789,
P16,180,0.3,104,audit1,0,180.0,SUCCESS,1,23.5111,22.05,55,4232,174.3893,4789,
P16,180,0.3,105,audit1,3,5.0,TIMEOUT,0,,,,,7.8642,4823,
P16,180,0.3,105,audit2,3,5.0,TIMEOUT,0,,,,,7.8845,4823,
P16,180,0.3,104,audit1,4,180.0,SUCCESS,1,22.9889,21.4611,47,4138,75.8134,4789,
P16,180,0.3,105,stock,0,60.0,TIMEOUT,0,,,,,64.4023,4823,
P16,180,0.3,105,dirty,3,5.0,TIMEOUT,0,,,,,7.6754,4823,
P16,180,0.3,105,audit1,0,60.0,TIMEOUT,0,,,,,64.9729,4823,
P16,180,0.3,104,dirty,0,180.0,SUCCESS,1,23.1222,21.4722,41,4162,176.9653,4789,
P16,180,0.3,105,audit2,0,60.0,TIMEOUT,0,,,,,64.3706,4823,
P16,180,0.3,105,dirty,0,60.0,TIMEOUT,0,,,,,65.3029,4823,
P16,180,0.3,105,audit1,1,60.0,SUCCESS,1,23.3667,22.0722,53,4206,53.6339,4823,
P16,180,0.3,105,stock,3,15.0,TIMEOUT,0,,,,,17.2743,4823,
P16,180,0.3,105,audit1,3,15.0,TIMEOUT,0,,,,,17.3231,4823,
P16,180,0.3,105,audit2,3,15.0,TIMEOUT,0,,,,,17.3212,4823,
P16,180,0.3,105,dirty,3,15.0,TIMEOUT,0,,,,,17.3049,4823,
P16,180,0.3,105,stock,1,60.0,SUCCESS,1,22.7056,21.1,38,4087,60.303,4823,
P16,180,0.3,105,stock,4,5.0,TIMEOUT,0,,,,,8.0419,4823,
P16,180,0.3,105,stock,2,60.0,SUCCESS,1,22.2111,20.6111,39,3998,39.9007,4823,
P16,180,0.3,105,audit1,4,5.0,TIMEOUT,0,,,,,8.0486,4823,
P16,180,0.3,105,audit2,1,60.0,SUCCESS,1,23.3722,21.5444,42,4207,60.0916,4823,
P16,180,0.3,105,dirty,2,60.0,SUCCESS,1,22.2111,20.6111,39,3998,41.4532,4823,
P16,180,0.3,105,stock,2,180.0,SUCCESS,1,22.2111,20.6111,39,3998,41.2369,4823,
P16,180,0.3,105,dirty,1,60.0,SUCCESS,1,22.7778,21.0833,39,4100,60.841,4823,
P16,180,0.3,104,stock,1,180.0,SUCCESS,1,23.1333,21.35,37,4164,178.2296,4789,
P16,180,0.3,105,audit2,4,5.0,TIMEOUT,0,,,,,7.8408,4823,
P16,180,0.3,105,audit1,1,180.0,SUCCESS,1,23.3667,22.0722,53,4206,52.9305,4823,
P16,180,0.3,105,dirty,4,5.0,TIMEOUT,0,,,,,7.9342,4823,
P16,180,0.3,104,audit2,1,180.0,SUCCESS,1,23.3778,21.2444,41,4208,181.1254,4789,
P16,140,0.2,101,audit1,0,5.0,SUCCESS,1,23.0,20.9857,46,3220,5.5772,1947,
P16,140,0.2,101,stock,0,5.0,SUCCESS,1,21.1286,19.1714,40,2958,5.5938,1947,
P16,180,0.3,105,dirty,2,180.0,SUCCESS,1,22.2111,20.6111,39,3998,40.6254,4823,
P16,180,0.3,104,dirty,1,180.0,SUCCESS,1,23.1333,21.35,37,4164,177.8218,4789,
P16,140,0.2,101,audit2,0,5.0,SUCCESS,1,23.3786,21.0071,41,3273,5.5361,1947,
P16,180,0.3,105,stock,4,15.0,TIMEOUT,0,,,,,18.1784,4823,
P16,140,0.2,101,dirty,0,5.0,SUCCESS,1,21.1286,19.1714,40,2958,5.6217,1947,
P16,180,0.3,105,audit1,4,15.0,TIMEOUT,0,,,,,18.1271,4823,
P16,180,0.3,105,audit2,4,15.0,TIMEOUT,0,,,,,18.3533,4823,
P16,180,0.3,105,audit1,0,180.0,SUCCESS,1,25.3111,23.6,57,4556,89.0322,4823,
P16,180,0.3,105,dirty,4,15.0,TIMEOUT,0,,,,,18.5949,4823,
P16,180,0.3,105,audit1,2,60.0,SUCCESS,1,21.6333,20.2833,42,3894,60.9406,4823,
P16,180,0.3,105,audit2,2,60.0,SUCCESS,1,22.5944,20.8778,38,4067,61.1487,4823,
P16,180,0.3,105,stock,1,180.0,SUCCESS,1,22.1556,20.7611,38,3988,76.8083,4823,
P16,140,0.2,101,stock,0,15.0,SUCCESS,1,18.05,16.5143,32,2527,15.2954,1947,
P16,140,0.2,101,audit1,0,15.0,SUCCESS,1,20.2786,18.6357,40,2839,15.8668,1947,
P16,140,0.2,101,stock,1,5.0,SUCCESS,1,16.4786,15.4,29,2307,5.3967,1947,
P16,140,0.2,101,audit2,0,15.0,SUCCESS,1,18.9214,17.2714,35,2649,15.9192,1947,
P16,140,0.2,101,dirty,0,15.0,SUCCESS,1,18.05,16.5143,32,2527,15.3888,1947,
P16,140,0.2,101,audit1,1,5.0,SUCCESS,1,16.4643,15.4429,34,2305,5.5174,1947,
P16,140,0.2,101,audit2,1,5.0,SUCCESS,1,17.1286,15.8214,35,2398,5.5299,1947,
P16,180,0.3,105,dirty,1,180.0,SUCCESS,1,22.1556,20.7611,38,3988,80.1938,4823,
P16,140,0.2,101,dirty,1,5.0,SUCCESS,1,16.4786,15.4,29,2307,5.4968,1947,
P16,180,0.3,105,audit2,0,180.0,SUCCESS,1,23.8389,22.1278,46,4291,107.2348,4823,
P16,180,0.3,105,audit2,1,180.0,SUCCESS,1,22.8278,21.0722,39,4109,85.9922,4823,
P16,180,0.3,105,audit2,2,180.0,SUCCESS,1,22.3,20.7556,38,4014,72.5243,4823,
P16,180,0.3,105,audit1,2,180.0,SUCCESS,1,21.7167,20.3222,42,3909,79.1076,4823,
P16,140,0.2,101,stock,1,15.0,SUCCESS,1,15.5857,14.6357,26,2182,15.0339,1947,
P16,180,0.3,105,stock,3,60.0,TIMEOUT,0,,,,,63.9128,4823,
P16,140,0.2,101,audit1,1,15.0,SUCCESS,1,15.8857,15.0786,32,2224,15.0179,1947,
P16,140,0.2,101,audit2,1,15.0,SUCCESS,1,16.2143,15.0143,29,2270,15.0149,1947,
P16,180,0.3,105,stock,0,180.0,SUCCESS,1,22.7444,21.1333,40,4094,119.8858,4823,
P16,180,0.3,105,audit2,3,60.0,TIMEOUT,0,,,,,63.4251,4823,
P16,180,0.3,105,audit1,3,60.0,TIMEOUT,0,,,,,64.35,4823,
P16,140,0.2,101,dirty,1,15.0,SUCCESS,1,15.5857,14.6357,26,2182,15.3579,1947,
P16,180,0.3,105,dirty,3,60.0,TIMEOUT,0,,,,,64.6487,4823,
P16,180,0.3,105,dirty,0,180.0,SUCCESS,1,22.7444,21.1333,40,4094,119.9862,4823,
P16,140,0.2,101,stock,2,5.0,SUCCESS,1,23.8429,21.2214,43,3338,5.4885,1947,
P16,140,0.2,101,audit1,2,5.0,SUCCESS,1,24.4143,22.3286,50,3418,5.2075,1947,
P16,180,0.3,104,stock,3,180.0,SUCCESS,1,22.8389,21.2611,37,4111,180.2289,4789,
P16,140,0.2,101,dirty,2,5.0,SUCCESS,1,23.8429,21.2214,43,3338,5.0252,1947,
P16,140,0.2,101,audit2,2,5.0,SUCCESS,1,24.2071,21.7143,47,3389,5.1685,1947,
P16,180,0.3,105,stock,4,60.0,SUCCESS,1,23.5556,21.8,39,4240,60.1508,4823,
P16,180,0.3,105,audit1,4,60.0,SUCCESS,1,24.4611,22.5056,49,4403,60.1294,4823,
P16,140,0.2,101,stock,2,15.0,SUCCESS,1,19.1714,17.5214,32,2684,15.8057,1947,
P16,140,0.2,101,audit1,0,60.0,SUCCESS,1,17.1929,16.0643,34,2407,47.0733,1947,
P16,140,0.2,101,audit1,1,60.0,SUCCESS,1,15.9214,15.0714,31,2229,27.3779,1947,
P16,140,0.2,101,audit1,2,15.0,SUCCESS,1,19.6429,18.0429,46,2750,15.5719,1947,
P16,180,0.3,105,dirty,4,60.0,SUCCESS,1,23.5556,21.8,39,4240,60.8016,4823,
P16,180,0.3,105,audit2,4,60.0,SUCCESS,1,24.6833,22.6,44,4443,60.9397,4823,
P16,140,0.2,101,audit2,2,15.0,SUCCESS,1,20.3071,18.3357,38,2843,15.7025,1947,
P16,140,0.2,101,audit1,0,180.0,SUCCESS,1,17.1929,16.0643,34,2407,47.4237,1947,
P16,140,0.2,101,dirty,2,15.0,SUCCESS,1,19.1714,17.5214,32,2684,15.4721,1947,
P16,180,0.3,104,audit1,3,180.0,SUCCESS,1,23.7611,22.1056,54,4277,180.2646,4789,
P16,180,0.3,104,audit2,3,180.0,SUCCESS,1,23.1556,21.3111,42,4168,180.8325,4789,
P16,180,0.3,104,dirty,3,180.0,SUCCESS,1,22.8389,21.2611,37,4111,180.8005,4789,
