topo,n,p,inst_seed,arm,algo_seed,budget,status,success,acl,acl_spur,max_chain,qubits,wall,n_edges,err
P16,180,0.1,103,dirty,3,180.0,SUCCESS,1,16.3278,15.3611,29,2939,44.5857,1609,
P16,180,0.1,104,dirty,1,15.0,SUCCESS,1,17.1167,16.2889,31,3081,15.4528,1624,
P16,180,0.1,103,audit1,1,180.0,SUCCESS,1,15.9833,15.2389,35,2877,62.1193,1609,
P16,180,0.1,103,audit2,4,60.0,SUCCESS,1,16.7833,15.8278,34,3021,36.8553,1609,
P16,180,0.1,104,stock,3,5.0,SUCCESS,1,20.9722,19.45,42,3775,5.2987,1624,
P16,180,0.1,104,audit1,3,5.0,SUCCESS,1,21.2389,19.7556,47,3823,5.1681,1624,
P16,180,0.1,104,audit2,3,5.0,SUCCESS,1,21.8444,20.3667,42,3932,5.3027,1624,
P16,180,0.1,104,dirty,3,5.0,SUCCESS,1,20.9722,19.45,42,3775,5.3217,1624,
P16,180,0.1,103,audit2,4,180.0,SUCCESS,1,16.7833,15.8278,34,3021,37.9482,1609,
P16,180,0.1,104,stock,1,60.0,SUCCESS,1,17.1167,16.2889,31,3081,20.4578,1624,
P16,180,0.1,104,stock,2,15.0,SUCCESS,1,17.3278,16.2111,34,3119,15.3736,1624,
P16,180,0.1,104,audit1,2,15.0,SUCCESS,1,17.9222,16.9611,48,3226,15.436,1624,
P16,180,0.1,104,audit1,1,60.0,SUCCESS,1,17.6889,16.7556,40,3184,20.8595,1624,
P16,180,0.1,104,dirty,1,60.0,SUCCESS,1,17.1167,16.2889,31,3081,20.9985,1624,
P16,180,0.1,104,audit1,1,180.0,SUCCESS,1,17.6889,16.7556,40,3184,20.8788,1624,
P16,180,0.1,104,stock,1,180.0,SUCCESS,1,17.1167,16.2889,31,3081,21.2038,1624,
P16,180,0.1,104,dirty,1,180.0,SUCCESS,1,17.1167,16.2889,31,3081,20.8291,1624,
P16,180,0.1,104,audit2,2,15.0,SUCCESS,1,17.8833,16.9056,35,3219,15.1631,1624,
P16,180,0.1,104,dirty,2,15.0,SUCCESS,1,17.3278,16.2111,34,3119,15.2461,1624,
P16,180,0.1,104,audit2,1,60.0,SUCCESS,1,17.1722,16.1167,35,3091,23.6163,1624,
P16,180,0.1,104,audit2,1,180.0,SUCCESS,1,17.1722,16.1167,35,3091,23.3227,1624,
P16,180,0.1,104,audit2,0,60.0,SUCCESS,1,15.9278,15.0611,31,2867,36.6098,1624,
P16,180,0.1,104,stock,4,5.0,SUCCESS,1,19.7333,18.3667,38,3552,5.312,1624,
P16,180,0.1,104,audit1,4,5.0,SUCCESS,1,22.7611,20.9889,46,4097,5.3058,1624,
P16,180,0.1,104,audit2,4,5.0,SUCCESS,1,21.2111,19.7278,45,3818,5.093,1624,
P16,180,0.1,104,stock,3,15.0,SUCCESS,1,19.2889,17.9444,33,3472,12.3829,1624,
P16,180,0.1,104,dirty,4,5.0,SUCCESS,1,19.7333,18.3667,38,3552,5.319,1624,
P16,180,0.1,104,audit2,0,180.0,SUCCESS,1,15.9278,15.0611,31,2867,35.7045,1624,
P16,180,0.1,104,stock,3,60.0,SUCCESS,1,19.2889,17.9444,33,3472,12.3103,1624,
P16,180,0.1,104,dirty,3,15.0,SUCCESS,1,19.2889,17.9444,33,3472,12.6196,1624,
P16,180,0.1,104,audit1,0,60.0,SUCCESS,1,16.4333,15.5111,38,2958,40.3875,1624,
P16,180,0.1,104,audit1,0,180.0,SUCCESS,1,16.4333,15.5111,38,2958,40.1149,1624,
P16,180,0.1,104,audit1,4,15.0,SUCCESS,1,22.7611,20.9889,46,4097,7.8679,1624,
P16,180,0.1,104,audit1,3,15.0,SUCCESS,1,18.8278,17.7278,42,3389,15.0682,1624,
P16,180,0.1,104,audit2,3,15.0,SUCCESS,1,18.0333,16.7778,36,3246,15.4448,1624,
P16,180,0.1,104,stock,3,180.0,SUCCESS,1,19.2889,17.9444,33,3472,12.2648,1624,
P16,180,0.1,104,audit1,4,60.0,SUCCESS,1,22.7611,20.9889,46,4097,8.0489,1624,
P16,180,0.1,104,dirty,3,60.0,SUCCESS,1,19.2889,17.9444,33,3472,12.5622,1624,
P16,180,0.1,104,dirty,3,180.0,SUCCESS,1,19.2889,17.9444,33,3472,12.3681,1624,
P16,180,0.1,105,audit1,0,5.0,SUCCESS,1,20.1333,18.9056,46,3624,5.0254,1625,
P16,180,0.1,105,stock,0,5.0,SUCCESS,1,20.7944,19.3444,41,3743,5.057,1625,
P16,180,0.1,105,audit2,0,5.0,SUCCESS,1,20.3833,18.9278,41,3669,5.5133,1625,
P16,180,0.1,105,dirty,0,5.0,SUCCESS,1,20.7944,19.3444,41,3743,5.2774,1625,
P16,180,0.1,104,dirty,0,60.0,SUCCESS,1,15.7611,14.8889,30,2837,46.1573,1624,
P16,180,0.1,104,stock,0,180.0,SUCCESS,1,15.7611,14.8889,30,2837,46.1652,1624,
P16,180,0.1,104,audit1,4,180.0,SUCCESS,1,22.7611,20.9889,46,4097,7.8546,1624,
P16,180,0.1,104,stock,0,60.0,SUCCESS,1,15.7611,14.8889,30,2837,46.5868,1624,
P16,180,0.1,104,stock,4,15.0,SUCCESS,1,17.1167,15.9611,30,3081,15.074,1624,
P16,180,0.1,104,dirty,0,180.0,SUCCESS,1,15.7611,14.8889,30,2837,45.6392,1624,
P16,180,0.1,104,audit2,4,15.0,SUCCESS,1,18.1444,17.0833,36,3266,15.5063,1624,
P16,180,0.1,104,dirty,4,15.0,SUCCESS,1,17.1167,15.9611,30,3081,15.215,1624,
P16,180,0.1,105,stock,1,5.0,SUCCESS,1,18.7556,17.4556,36,3376,5.2923,1625,
P16,180,0.1,104,stock,2,60.0,SUCCESS,1,16.2889,15.4,29,2932,28.7811,1624,
P16,180,0.1,105,audit1,0,15.0,SUCCESS,1,20.1333,18.9056,46,3624,10.3695,1625,
P16,180,0.1,105,audit1,1,5.0,SUCCESS,1,19.2722,18.2333,44,3469,5.0234,1625,
P16,180,0.1,105,dirty,1,5.0,SUCCESS,1,18.7556,17.4556,36,3376,5.0706,1625,
P16,180,0.1,105,audit2,1,5.0,SUCCESS,1,19.1778,18.0,42,3452,5.4949,1625,
P16,180,0.1,104,audit2,2,60.0,SUCCESS,1,17.1667,16.0778,33,3090,28.1227,1624,
P16,180,0.1,104,audit2,2,180.0,SUCCESS,1,17.1667,16.0778,33,3090,27.7957,1624,
P16,180,0.1,105,audit1,0,60.0,SUCCESS,1,20.1333,18.9056,46,3624,10.3008,1625,
P16,180,0.1,104,stock,2,180.0,SUCCESS,1,16.2889,15.4,29,2932,29.4328,1624,
P16,180,0.1,104,dirty,2,60.0,SUCCESS,1,16.2889,15.4,29,2932,29.8368,1624,
P16,180,0.1,105,audit1,0,180.0,SUCCESS,1,20.1333,18.9056,46,3624,10.2857,1625,
P16,180,0.1,104,dirty,2,180.0,SUCCESS,1,16.2889,15.4,29,2932,29.3786,1624,
P16,180,0.1,105,audit2,0,15.0,SUCCESS,1,17.4611,16.3667,35,3143,15.0385,1625,
P16,180,0.1,105,stock,0,15.0,SUCCESS,1,18.5722,17.4278,32,3343,15.4023,1625,
P16,180,0.1,104,stock,4,60.0,SUCCESS,1,16.6611,15.5889,30,2999,21.7925,1624,
P16,180,0.1,105,dirty,0,15.0,SUCCESS,1,18.5722,17.4278,32,3343,15.138,1625,
P16,180,0.1,104,audit1,3,60.0,SUCCESS,1,17.2889,16.4444,39,3112,28.8802,1624,
P16,180,0.1,105,stock,2,5.0,SUCCESS,1,20.6444,19.0444,43,3716,5.2588,1625,
P16,180,0.1,105,audit1,2,5.0,SUCCESS,1,20.9611,19.6444,48,3773,5.1008,1625,
P16,180,0.1,105,stock,0,60.0,SUCCESS,1,18.5722,17.4278,32,3343,15.8971,1625,
P16,180,0.1,104,dirty,4,60.0,SUCCESS,1,16.6611,15.5889,30,2999,22.1765,1624,
P16,180,0.1,104,stock,4,180.0,SUCCESS,1,16.6611,15.5889,30,2999,22.2999,1624,
P16,180,0.1,105,audit2,2,5.0,SUCCESS,1,20.8278,19.1722,45,3749,5.3019,1625,
P16,180,0.1,105,dirty,2,5.0,SUCCESS,1,20.6444,19.0444,43,3716,5.3422,1625,
P16,180,0.1,105,dirty,0,60.0,SUCCESS,1,18.5722,17.4278,32,3343,16.0433,1625,
P16,180,0.1,105,stock,0,180.0,SUCCESS,1,18.5722,17.4278,32,3343,16.078,1625,
P16,180,0.1,104,dirty,4,180.0,SUCCESS,1,16.6611,15.5889,30,2999,21.6428,1624,
P16,180,0.1,105,dirty,0,180.0,SUCCESS,1,18.5722,17.4278,32,3343,15.8186,1625,
P16,180,0.1,104,audit1,3,180.0,SUCCESS,1,17.2889,16.4444,39,3112,28.8905,1624,
P16,180,0.1,105,stock,1,15.0,SUCCESS,1,16.8278,15.9556,31,3029,15.4255,1625,
P16,180,0.1,105,audit1,1,15.0,SUCCESS,1,17.1667,16.3333,37,3090,15.5822,1625,
P16,180,0.1,104,audit2,4,60.0,SUCCESS,1,18.1111,16.8611,35,3260,27.5821,1624,
P16,180,0.1,105,stock,3,5.0,SUCCESS,1,22.3611,20.5778,47,4025,5.047,1625,
P16,180,0.1,105,audit2,1,15.0,SUCCESS,1,16.8278,15.9111,31,3029,15.2931,1625,
P16,180,0.1,105,audit1,3,5.0,SUCCESS,1,21.9389,20.2611,53,3949,5.3722,1625,
P16,180,0.1,105,dirty,1,15.0,SUCCESS,1,16.8278,15.9556,31,3029,15.4093,1625,
P16,180,0.1,105,audit2,3,5.0,SUCCESS,1,22.2833,20.45,46,4011,5.29,1625,
P16,180,0.1,104,audit2,4,180.0,SUCCESS,1,18.1111,16.8611,35,3260,27.0523,1624,
P16,180,0.1,105,dirty,3,5.0,SUCCESS,1,22.1778,20.1722,46,3992,5.2492,1625,
P16,180,0.1,105,stock,2,15.0,SUCCESS,1,17.9833,16.6833,34,3237,15.4981,1625,
P16,180,0.1,105,audit2,2,15.0,SUCCESS,1,18.0944,16.7944,34,3257,15.0571,1625,
P16,180,0.1,105,audit1,2,15.0,SUCCESS,1,18.8778,17.7111,41,3398,15.5281,1625,
P16,180,0.1,105,audit1,4,5.0,SUCCESS,1,21.3056,19.8778,49,3835,5.0272,1625,
P16,180,0.1,105,stock,4,5.0,SUCCESS,1,20.5,19.1333,40,3690,5.2476,1625,
P16,180,0.1,105,dirty,2,15.0,SUCCESS,1,17.9833,16.6833,34,3237,15.2284,1625,
P16,180,0.1,105,stock,2,60.0,SUCCESS,1,17.9833,16.6833,34,3237,15.6645,1625,
P16,180,0.1,105,stock,1,60.0,SUCCESS,1,16.2722,15.3444,28,2929,22.0437,1625,
P16,180,0.1,105,stock,1,180.0,SUCCESS,1,16.2722,15.3444,28,2929,21.8386,1625,
P16,180,0.1,105,dirty,1,60.0,SUCCESS,1,16.2722,15.3444,28,2929,22.1535,1625,
P16,180,0.1,105,dirty,2,60.0,SUCCESS,1,17.9833,16.6833,34,3237,15.4175,1625,
P16,180,0.1,105,stock,2,180.0,SUCCESS,1,17.9833,16.6833,34,3237,15.4477,1625,
P16,180,0.1,105,dirty,2,180.0,SUCCESS,1,17.9833,16.6833,34,3237,15.2795,1625,
P16,180,0.1,105,dirty,1,180.0,SUCCESS,1,16.2722,15.3444,28,2929,22.5043,1625,
P16,180,0.1,105,audit1,2,60.0,SUCCESS,1,18.8778,17.7111,41,3398,17.3695,1625,
P16,180,0.1,105,audit1,2,180.0,SUCCESS,1,18.8778,17.7111,41,3398,17.0551,1625,
P16,180,0.1,105,stock,3,15.0,SUCCESS,1,17.9167,16.5333,34,3225,15.075,1625,
P16,180,0.1,105,audit1,3,15.0,SUCCESS,1,18.6667,17.5278,42,3360,15.2491,1625,
P16,180,0.1,105,audit2,3,15.0,SUCCESS,1,18.4722,17.3944,36,3325,15.1316,1625,
P16,180,0.1,105,dirty,4,5.0,SUCCESS,1,20.5,19.1333,40,3690,5.245,1625,
P16,180,0.1,105,dirty,3,15.0,SUCCESS,1,17.9167,16.5333,34,3225,15.2883,1625,
P16,180,0.1,105,audit2,4,5.0,SUCCESS,1,21.2611,19.7056,42,3827,5.4488,1625,
P16,180,0.1,104,audit1,2,60.0,SUCCESS,1,15.5667,14.8167,34,2802,54.4329,1624,
P16,180,0.1,105,audit2,0,60.0,SUCCESS,1,16.5778,15.5944,32,2984,34.9543,1625,
P16,180,0.1,105,audit2,0,180.0,SUCCESS,1,16.5778,15.5944,32,2984,34.9763,1625,
P16,180,0.1,104,audit1,2,180.0,SUCCESS,1,15.5667,14.8167,34,2802,57.1302,1624,
P16,180,0.3,101,stock,0,5.0,TIMEOUT,0,,,,,7.9842,4806,
P16,180,0.3,101,audit1,0,5.0,TIMEOUT,0,,,,,7.9316,4806,
P16,180,0.3,101,audit2,0,5.0,TIMEOUT,0,,,,,7.9167,4806,
P16,180,0.1,105,audit2,1,60.0,SUCCESS,1,15.7944,14.9278,30,2843,32.6964,1625,
P16,180,0.3,101,dirty,0,5.0,TIMEOUT,0,,,,,7.9273,4806,
P16,180,0.1,105,audit2,1,180.0,SUCCESS,1,15.7944,14.9278,30,2843,32.9295,1625,
P16,180,0.1,105,stock,4,15.0,SUCCESS,1,18.7389,17.3111,33,3373,14.5013,1625,
P16,180,0.1,105,dirty,4,15.0,SUCCESS,1,18.7389,17.3111,33,3373,14.4225,1625,
P16,180,0.1,105,audit2,2,60.0,SUCCESS,1,17.0056,16.05,33,3061,28.2142,1625,
P16,180,0.1,105,audit1,4,15.0,SUCCESS,1,18.2611,17.1667,42,3287,15.3539,1625,
P16,180,0.1,105,stock,4,60.0,SUCCESS,1,18.7389,17.3111,33,3373,14.4785,1625,
P16,180,0.1,105,audit2,4,15.0,SUCCESS,1,18.7833,17.6222,37,3381,15.3094,1625,
P16,180,0.1,105,audit2,2,180.0,SUCCESS,1,17.0056,16.05,33,3061,28.1464,1625,
P16,180,0.1,105,dirty,4,60.0,SUCCESS,1,18.7389,17.3111,33,3373,14.6648,1625,
P16,180,0.1,105,stock,4,180.0,SUCCESS,1,18.7389,17.3111,33,3373,14.5474,1625,
P16,180,0.1,105,dirty,4,180.0,SUCCESS,1,18.7389,17.3111,33,3373,14.6477,1625,
P16,180,0.1,104,audit2,3,60.0,SUCCESS,1,15.3889,14.5778,28,2770,60.5592,1624,
P16,180,0.3,101,stock,1,5.0,TIMEOUT,0,,,,,7.6313,4806,
P16,180,0.3,101,audit1,1,5.0,TIMEOUT,0,,,,,7.5952,4806,
P16,180,0.1,105,stock,3,60.0,SUCCESS,1,17.3111,16.15,31,3116,30.9567,1625,
P16,180,0.3,101,audit2,1,5.0,TIMEOUT,0,,,,,7.6176,4806,
P16,180,0.3,101,dirty,1,5.0,TIMEOUT,0,,,,,7.5966,4806,
P16,180,0.3,101,audit1,0,15.0,TIMEOUT,0,,,,,18.6432,4806,
P16,180,0.3,101,stock,0,15.0,TIMEOUT,0,,,,,18.81,4806,
P16,180,0.3,101,audit2,0,15.0,TIMEOUT,0,,,,,18.5958,4806,
P16,180,0.3,101,dirty,0,15.0,TIMEOUT,0,,,,,18.7501,4806,
P16,180,0.1,105,audit2,3,60.0,SUCCESS,1,17.4222,16.2056,33,3136,31.2107,1625,
P16,180,0.1,105,audit2,3,180.0,SUCCESS,1,17.4222,16.2056,33,3136,30.6027,1625,
P16,180,0.1,105,stock,3,180.0,SUCCESS,1,17.3111,16.15,31,3116,31.1327,1625,
P16,180,0.1,105,dirty,3,60.0,SUCCESS,1,17.3111,16.15,31,3116,31.5247,1625,
P16,180,0.1,105,audit1,4,60.0,SUCCESS,1,17.2056,16.2944,38,3097,24.0414,1625,
P16,180,0.1,105,dirty,3,180.0,SUCCESS,1,17.3111,16.15,31,3116,31.1683,1625,
P16,180,0.1,105,audit1,3,60.0,SUCCESS,1,17.0889,16.3,39,3076,34.4457,1625,
P16,180,0.1,105,audit1,4,180.0,SUCCESS,1,17.2056,16.2944,38,3097,24.661,1625,
P16,180,0.1,105,audit1,3,180.0,SUCCESS,1,17.0889,16.3,39,3076,33.9865,1625,
P16,180,0.3,101,stock,2,5.0,TIMEOUT,0,,,,,7.7982,4806,
P16,180,0.3,101,audit1,2,5.0,TIMEOUT,0,,,,,7.8943,4806,
P16,180,0.3,101,stock,1,15.0,SUCCESS,1,23.0611,21.4889,48,4151,15.1168,4806,
P16,180,0.3,101,audit1,1,15.0,SUCCESS,1,22.5667,21.2444,62,4062,15.3395,4806,
P16,180,0.3,101,audit2,1,15.0,SUCCESS,1,22.8778,21.2278,49,4118,15.4177,4806,
P16,180,0.3,101,dirty,2,5.0,TIMEOUT,0,,,,,7.8746,4806,
P16,180,0.3,101,audit2,2,5.0,TIMEOUT,0,,,,,8.0404,4806,
P16,180,0.3,101,dirty,1,15.0,SUCCESS,1,22.9444,21.2333,46,4130,15.496,4806,
P16,180,0.3,101,stock,3,5.0,TIMEOUT,0,,,,,7.528,4806,
P16,180,0.1,105,audit2,4,60.0,SUCCESS,1,17.2389,16.0167,32,3103,36.1482,1625,
P16,180,0.3,101,audit1,3,5.0,TIMEOUT,0,,,,,7.5758,4806,
P16,180,0.3,101,audit2,3,5.0,TIMEOUT,0,,,,,7.6055,4806,
P16,180,0.3,101,dirty,3,5.0,TIMEOUT,0,,,,,7.5251,4806,
P16,180,0.1,105,audit1,1,60.0,SUCCESS,1,15.0444,14.3944,31,2708,60.6615,1625,
P16,180,0.1,105,audit2,4,180.0,SUCCESS,1,17.2389,16.0167,32,3103,37.3451,1625,
P16,180,0.3,101,stock,2,15.0,TIMEOUT,0,,,,,19.0318,4806,
P16,180,0.3,101,audit1,2,15.0,TIMEOUT,0,,,,,18.9605,4806,
P16,180,0.3,101,dirty,2,15.0,TIMEOUT,0,,,,,18.4939,4806,
P16,180,0.3,101,audit2,2,15.0,TIMEOUT,0,,,,,18.7464,4806,
P16,180,0.1,105,audit1,1,180.0,SUCCESS,1,15.0056,14.3778,31,2701,66.9678,1625,
P16,180,0.1,104,audit2,3,180.0,SUCCESS,1,14.7111,13.9278,27,2648,88.4737,1624,
P16,180,0.3,101,stock,4,5.0,TIMEOUT,0,,,,,7.8169,4806,
P16,180,0.3,101,stock,3,15.0,TIMEOUT,0,,,,,19.7911,4806,
P16,180,0.3,101,audit1,4,5.0,TIMEOUT,0,,,,,7.9387,4806,
P16,180,0.3,101,audit1,3,15.0,TIMEOUT,0,,,,,19.9488,4806,
P16,180,0.3,101,audit2,3,15.0,TIMEOUT,0,,,,,20.0326,4806,
P16,180,0.3,101,audit2,4,5.0,TIMEOUT,0,,,,,7.7878,4806,
P16,180,0.3,101,dirty,4,5.0,TIMEOUT,0,,,,,7.8543,4806,
P16,180,0.3,101,dirty,3,15.0,TIMEOUT,0,,,,,19.8792,4806,
P16,180,0.3,101,stock,0,60.0,SUCCESS,1,23.8722,21.8278,38,4297,60.034,4806,
P16,180,0.3,101,audit1,0,60.0,SUCCESS,1,24.7389,22.95,48,4453,60.6736,4806,
P16,180,0.3,101,audit2,0,60.0,SUCCESS,1,24.9222,22.9,43,4486,60.1044,4806,
P16,180,0.3,101,stock,4,15.0,TIMEOUT,0,,,,,19.093,4806,
P16,180,0.3,101,audit1,4,15.0,TIMEOUT,0,,,,,18.959,4806,
P16,180,0.3,101,audit2,4,15.0,TIMEOUT,0,,,,,19.1728,4806,
P16,180,0.3,101,dirty,4,15.0,TIMEOUT,0,,,,,19.1281,4806,
P16,180,0.3,101,dirty,0,60.0,SUCCESS,1,23.5056,21.5722,37,4231,60.4303,4806,
P16,180,0.3,101,dirty,1,60.0,SUCCESS,1,21.6444,20.3,35,3896,55.6488,4806,
P16,180,0.3,101,stock,1,60.0,SUCCESS,1,21.6444,20.3,35,3896,59.0204,4806,
P16,180,0.3,101,audit2,0,180.0,SUCCESS,1,24.9222,22.9,43,4486,62.5828,4806,
P16,180,0.3,101,audit1,1,60.0,SUCCESS,1,22.3611,20.8944,54,4025,58.76,4806,
P16,180,0.3,101,stock,1,180.0,SUCCESS,1,21.6444,20.3,35,3896,57.4077,4806,
P16,180,0.3,101,audit1,1,180.0,SUCCESS,1,22.3611,20.8944,54,4025,56.7824,4806,
P16,180,0.3,102,stock,0,5.0,TIMEOUT,0,,,,,7.8303,4825,
P16,180,0.3,102,audit1,0,5.0,TIMEOUT,0,,,,,7.8507,4825,
P16,180,0.3,102,audit2,0,5.0,TIMEOUT,0,,,,,7.9178,4825,
P16,180,0.3,101,dirty,1,180.0,SUCCESS,1,21.6444,20.3,35,3896,56.575,4806,
P16,180,0.3,101,audit2,1,60.0,SUCCESS,1,22.2,20.8333,38,3996,61.1868,4806,
P16,180,0.3,102,dirty,0,5.0,TIMEOUT,0,,,,,7.8264,4825,
P16,180,0.3,101,stock,2,60.0,TIMEOUT,0,,,,,62.1081,4806,
P16,180,0.3,101,audit1,2,60.0,TIMEOUT,0,,,,,62.351,4806,
P16,180,0.3,101,dirty,2,60.0,TIMEOUT,0,,,,,62.2077,4806,
P16,180,0.3,101,audit2,2,60.0,TIMEOUT,0,,,,,62.6234,4806,
P16,180,0.3,101,audit2,1,180.0,SUCCESS,1,22.2,20.8333,38,3996,66.9177,4806,
P16,180,0.3,102,stock,0,15.0,TIMEOUT,0,,,,,18.842,4825,
P16,180,0.3,102,audit1,0,15.0,TIMEOUT,0,,,,,18.7793,4825,
P16,180,0.3,102,stock,1,5.0,TIMEOUT,0,,,,,7.597,4825,
P16,180,0.3,102,audit2,0,15.0,TIMEOUT,0,,,,,19.0435,4825,
P16,180,0.3,102,audit1,1,5.0,TIMEOUT,0,,,,,7.7823,4825,
P16,180,0.3,102,dirty,0,15.0,TIMEOUT,0,,,,,19.0312,4825,
P16,180,0.3,102,audit2,1,5.0,TIMEOUT,0,,,,,7.7272,4825,
P16,180,0.3,102,dirty,1,5.0,TIMEOUT,0,,,,,7.7706,4825,
P16,180,0.3,101,stock,3,60.0,TIMEOUT,0,,,,,62.302,4806,
P16,180,0.3,101,audit1,3,60.0,TIMEOUT,0,,,,,64.2877,4806,
P16,180,0.3,101,stock,0,180.0,SUCCESS,1,23.1667,21.25,36,4170,90.5174,4806,
P16,180,0.3,101,audit2,3,60.0,TIMEOUT,0,,,,,64.8009,4806,
P16,180,0.3,101,dirty,3,60.0,TIMEOUT,0,,,,,64.7223,4806,
P16,180,0.3,101,audit1,2,180.0,SUCCESS,1,25.0222,23.1389,46,4504,76.4707,4806,
P16,180,0.3,102,stock,1,15.0,SUCCESS,1,23.2278,21.6111,42,4181,15.9242,4825,
P16,180,0.3,101,dirty,0,180.0,SUCCESS,1,23.1667,21.25,36,4170,94.0929,4806,
P16,180,0.3,101,audit1,0,180.0,SUCCESS,1,23.1056,21.4556,45,4159,96.5458,4806,
P16,180,0.3,102,audit1,1,15.0,SUCCESS,1,22.7611,21.3611,47,4097,16.0588,4825,
P16,180,0.3,102,audit2,1,15.0,SUCCESS,1,23.0944,21.4611,47,4157,15.6147,4825,
P16,180,0.3,102,stock,2,5.0,TIMEOUT,0,,,,,7.7896,4825,
P16,180,0.3,102,dirty,1,15.0,SUCCESS,1,23.2278,21.6111,42,4181,15.9138,4825,
P16,180,0.3,102,audit1,2,5.0,TIMEOUT,0,,,,,7.8493,4825,
P16,180,0.3,101,stock,4,60.0,SUCCESS,1,24.9944,22.9833,44,4499,60.3203,4806,
P16,180,0.3,102,audit2,2,5.0,TIMEOUT,0,,,,,7.82,4825,
P16,180,0.3,102,dirty,2,5.0,TIMEOUT,0,,,,,7.801,4825,
P16,180,0.3,101,audit1,4,60.0,SUCCESS,1,24.7222,22.8444,51,4450,60.1166,4806,
P16,180,0.3,101,dirty,4,60.0,SUCCESS,1,24.9944,22.9833,44,4499,60.2693,4806,
P16,180,0.3,101,audit2,4,60.0,SUCCESS,1,24.9944,22.8278,44,4499,60.4202,4806,
P16,180,0.3,101,audit2,2,180.0,SUCCESS,1,24.5611,22.5778,46,4421,96.4706,4806,
P16,180,0.3,102,stock,3,5.0,TIMEOUT,0,,,,,7.4465,4825,
P16,180,0.3,102,stock,2,15.0,TIMEOUT,0,,,,,18.9612,4825,
P16,180,0.3,101,stock,2,180.0,SUCCESS,1,23.1444,21.3778,37,4166,101.184,4806,
P16,180,0.3,102,audit1,2,15.0,TIMEOUT,0,,,,,19.1081,4825,
P16,180,0.3,102,audit2,2,15.0,TIMEOUT,0,,,,,18.9458,4825,
P16,180,0.3,102,dirty,2,15.0,TIMEOUT,0,,,,,18.9774,4825,
P16,180,0.3,102,audit1,3,5.0,TIMEOUT,0,,,,,7.3685,4825,
P16,180,0.3,102,audit2,3,5.0,TIMEOUT,0,,,,,7.4748,4825,
P16,180,0.3,102,dirty,3,5.0,TIMEOUT,0,,,,,7.4456,4825,
P16,180,0.3,101,dirty,2,180.0,SUCCESS,1,23.1444,21.3778,37,4166,103.769,4806,
P16,180,0.3,102,audit2,0,60.0,SUCCESS,1,24.2333,22.5611,45,4362,58.9595,4825,
P16,180,0.3,102,audit1,0,60.0,SUCCESS,1,23.2444,21.6889,45,4184,60.3011,4825,
P16,180,0.3,102,stock,0,60.0,SUCCESS,1,23.7167,21.8167,42,4269,60.8184,4825,
P16,180,0.3,102,dirty,0,60.0,SUCCESS,1,23.5444,21.85,40,4238,60.5012,4825,
P16,180,0.3,102,audit2,0,180.0,SUCCESS,1,24.2333,22.5611,45,4362,59.5334,4825,
P16,180,0.3,101,audit2,4,180.0,SUCCESS,1,24.6833,22.8333,44,4443,69.4718,4806,
P16,180,0.3,102,audit1,0,180.0,SUCCESS,1,23.2444,21.6889,45,4184,65.9994,4825,
P16,180,0.3,102,stock,3,15.0,TIMEOUT,0,,,,,18.4323,4825,
P16,180,0.3,102,audit1,3,15.0,TIMEOUT,0,,,,,18.7449,4825,
P16,180,0.3,102,stock,4,5.0,TIMEOUT,0,,,,,7.8522,4825,
P16,180,0.3,102,audit2,3,15.0,TIMEOUT,0,,,,,18.8522,4825,
P16,180,0.3,102,audit1,4,5.0,TIMEOUT,0,,,,,7.8637,4825,
P16,180,0.3,102,dirty,3,15.0,TIMEOUT,0,,,,,18.5335,4825,
P16,180,0.3,102,audit2,4,5.0,TIMEOUT,0,,,,,7.8375,4825,
P16,180,0.3,102,dirty,4,5.0,TIMEOUT,0,,,,,7.9894,4825,
P16,180,0.3,102,audit2,1,60.0,SUCCESS,1,22.9778,21.0778,37,4136,58.2308,4825,
P16,180,0.3,102,stock,1,60.0,SUCCESS,1,22.6444,20.9278,36,4076,59.3949,4825,
P16,180,0.3,102,stock,1,180.0,SUCCESS,1,22.6444,20.9278,36,4076,59.2646,4825,
P16,180,0.3,102,audit1,1,60.0,SUCCESS,1,22.2444,21.0389,43,4004,60.737,4825,
P16,180,0.3,102,dirty,1,60.0,SUCCESS,1,22.6444,20.9278,36,4076,61.0073,4825,
P16,180,0.3,102,audit1,1,180.0,SUCCESS,1,22.2444,21.0389,43,4004,60.282,4825,
P16,180,0.3,102,audit2,1,180.0,SUCCESS,1,22.9778,21.0778,37,4136,57.8702,4825,
P16,180,0.3,102,dirty,1,180.0,SUCCESS,1,22.6444,20.9278,36,4076,61.0826,4825,
P16,180,0.3,102,stock,4,15.0,TIMEOUT,0,,,,,18.6546,4825,
P16,180,0.3,102,audit1,4,15.0,TIMEOUT,0,,,,,18.2683,4825,
P16,180,0.3,102,audit2,4,15.0,TIMEOUT,0,,,,,18.6192,4825,
P16,180,0.3,102,dirty,4,15.0,TIMEOUT,0,,,,,18.6053,4825,
P16,180,0.3,103,stock,0,5.0,TIMEOUT,0,,,,,7.8912,4819,
P16,180,0.3,103,audit1,0,5.0,TIMEOUT,0,,,,,7.8949,4819,
P16,180,0.3,101,audit1,4,180.0,SUCCESS,1,22.7889,21.2889,41,4102,100.5176,4806,
