topo,n,p,inst_seed,arm,algo_seed,status,success,acl,acl_spur,acl_pre,max_chain,qubits,time,n_edges,err
P16,240,0.05,101,clmm,1,SUCCESS,1,16.7167,15.8875,,35,4012,18.969,1426,
P16,240,0.05,101,minorminer,2,SUCCESS,1,14.9792,14.3208,,35,3595,22.0968,1426,
P16,240,0.05,101,mmfork-cuthill,0,SUCCESS,1,15.775,15.0167,,35,3786,21.4093,1426,
P16,480,0.08,103,attraction,1,FAILURE,0,,,,,,71.6175,9166,status=FAILURE
P16,240,0.05,101,clmm,0,SUCCESS,1,16.7708,15.9167,,33,4025,20.9795,1426,
P16,480,0.08,103,attraction,4,FAILURE,0,,,,,,71.5567,9166,status=FAILURE
P16,480,0.08,103,attraction,3,FAILURE,0,,,,,,72.1625,9166,status=FAILURE
P16,240,0.05,101,clmm,3,SUCCESS,1,15.9,15.2375,,34,3816,22.3672,1426,
P16,240,0.05,102,mmfork-cuthill,3,SUCCESS,1,17.7583,16.5625,,36,4262,13.2259,1392,
P16,240,0.05,101,mmfork-cuthill,2,SUCCESS,1,15.3375,14.4667,,32,3681,23.6665,1426,
P16,240,0.05,101,minorminer,1,SUCCESS,1,14.8625,14.1333,,32,3567,26.3036,1426,
P16,240,0.05,101,minorminer,4,SUCCESS,1,14.9417,14.1417,,32,3586,25.5724,1426,
P16,240,0.05,103,template,-1,INFEASIBLE,0,,,,,,0.0,1424,n=240 > max clique 180
P16,240,0.05,103,clique,-1,FAILURE,0,,,,,,0.0232,1424,status=FAILURE
P16,240,0.05,102,minorminer,1,SUCCESS,1,14.825,14.1875,,31,3558,20.3887,1392,
P16,240,0.05,102,mmfork-cuthill,1,SUCCESS,1,15.525,14.7708,,34,3726,17.1033,1392,
P16,240,0.05,102,clmm,0,SUCCESS,1,16.8,16.1167,,37,4032,16.8788,1392,
P16,240,0.05,101,minorminer,3,SUCCESS,1,14.8792,14.2208,,31,3571,29.4459,1426,
P16,240,0.05,102,mmfork-cuthill,2,SUCCESS,1,15.7667,15.0625,,35,3784,19.1458,1392,
P16,240,0.05,102,clmm,1,SUCCESS,1,16.025,15.3375,,35,3846,18.5607,1392,
P16,240,0.05,102,minorminer,4,SUCCESS,1,14.7833,14.0958,,33,3548,21.8963,1392,
P16,240,0.05,102,clmm,4,SUCCESS,1,15.875,15.15,,35,3810,20.3752,1392,
P16,240,0.05,103,minorminer,3,SUCCESS,1,16.0208,15.1083,,34,3845,12.8208,1424,
P16,240,0.05,102,clmm,2,SUCCESS,1,15.6833,14.8917,,35,3764,21.1627,1392,
P16,240,0.05,102,mmfork-cuthill,4,SUCCESS,1,15.45,14.7,,35,3708,22.7518,1392,
P16,240,0.05,103,minorminer,4,SUCCESS,1,15.8958,15.0458,,33,3815,13.7239,1424,
P16,240,0.05,103,mmfork-cuthill,0,SUCCESS,1,17.1792,16.4208,,40,4123,13.8102,1424,
P16,240,0.05,103,minorminer,1,SUCCESS,1,16.1292,15.1917,,37,3871,15.1628,1424,
P16,240,0.05,102,mmfork-cuthill,0,SUCCESS,1,14.6958,14.0458,,31,3527,26.6641,1392,
P16,240,0.05,102,clmm,3,SUCCESS,1,15.7208,14.9542,,32,3773,23.1948,1392,
P16,240,0.05,101,attraction,4,SUCCESS,1,16.4333,15.6458,,33,3944,31.7359,1426,
P16,240,0.05,101,attraction,1,SUCCESS,1,16.4667,15.3625,,36,3952,33.5887,1426,
P16,240,0.05,101,attraction,2,SUCCESS,1,16.0125,15.0417,,37,3843,34.7542,1426,
P16,240,0.05,103,minorminer,2,SUCCESS,1,15.2667,14.5792,,32,3664,18.261,1424,
P16,240,0.05,101,attraction,0,SUCCESS,1,15.5625,14.7625,,33,3735,36.5069,1426,
P16,240,0.05,103,mmfork-cuthill,2,SUCCESS,1,15.4167,14.7,,34,3700,18.2083,1424,
P16,240,0.05,103,clmm,2,SUCCESS,1,16.7083,15.9292,,35,4010,16.2786,1424,
P16,240,0.05,103,mmfork-cuthill,3,SUCCESS,1,15.3542,14.5458,,33,3685,19.4854,1424,
P16,240,0.05,103,minorminer,0,SUCCESS,1,15.3458,14.5583,,33,3683,22.1244,1424,
P16,340,0.05,101,template,-1,INFEASIBLE,0,,,,,,0.0,2856,n=340 > max clique 180
P16,340,0.05,101,clique,-1,FAILURE,0,,,,,,0.0199,2856,status=FAILURE
P16,240,0.05,103,clmm,4,SUCCESS,1,16.6125,15.7583,,36,3987,18.2948,1424,
P16,240,0.05,101,attraction,3,SUCCESS,1,15.0083,14.3458,,33,3602,40.3765,1426,
P16,240,0.05,103,mmfork-cuthill,1,SUCCESS,1,15.2708,14.5333,,34,3665,23.1436,1424,
P16,240,0.05,103,clmm,0,SUCCESS,1,15.5333,14.8,,34,3728,23.0141,1424,
P16,240,0.05,103,mmfork-cuthill,4,SUCCESS,1,15.3083,14.5708,,33,3674,25.351,1424,
P16,240,0.05,103,clmm,1,SUCCESS,1,15.7292,15.0083,,32,3775,24.1095,1424,
P16,240,0.05,103,clmm,3,SUCCESS,1,15.325,14.6583,,35,3678,23.9888,1424,
P16,240,0.05,102,attraction,4,SUCCESS,1,16.1333,15.25,,35,3872,32.7335,1392,
P16,240,0.05,102,attraction,3,SUCCESS,1,15.2708,14.5208,,34,3665,38.3084,1392,
P16,240,0.05,102,attraction,1,SUCCESS,1,14.1667,13.5042,,31,3400,43.6932,1392,
P16,240,0.05,103,attraction,2,SUCCESS,1,16.7042,15.6875,,39,4009,32.0711,1424,
P16,240,0.05,103,attraction,0,SUCCESS,1,15.0958,14.35,,33,3623,33.6576,1424,
P16,240,0.05,102,attraction,0,SUCCESS,1,14.1333,13.3708,,32,3392,47.7412,1392,
P16,240,0.05,101,pssa,2,FAILURE,0,,,,,,63.3354,1426,status=FAILURE
P16,240,0.05,101,pssa,3,FAILURE,0,,,,,,63.4758,1426,status=FAILURE
P16,240,0.05,101,pssa,0,FAILURE,0,,,,,,63.8808,1426,status=FAILURE
P16,240,0.05,102,attraction,2,SUCCESS,1,14.1875,13.4417,,31,3405,47.0011,1392,
P16,240,0.05,101,pssa,1,FAILURE,0,,,,,,64.552,1426,status=FAILURE
P16,240,0.05,101,pssa,4,FAILURE,0,,,,,,63.9918,1426,status=FAILURE
P16,240,0.05,103,attraction,4,SUCCESS,1,15.9,14.95,,38,3816,33.3491,1424,
P16,240,0.05,103,attraction,3,SUCCESS,1,15.3458,14.3333,,36,3683,36.5567,1424,
P16,240,0.05,102,pssa,0,FAILURE,0,,,,,,63.6148,1392,status=FAILURE
P16,240,0.05,102,pssa,2,FAILURE,0,,,,,,63.9715,1392,status=FAILURE
P16,240,0.05,102,pssa,4,FAILURE,0,,,,,,62.9498,1392,status=FAILURE
P16,240,0.05,102,pssa,1,FAILURE,0,,,,,,65.2375,1392,status=FAILURE
P16,340,0.05,102,template,-1,INFEASIBLE,0,,,,,,0.0,2883,n=340 > max clique 180
P16,340,0.05,102,clique,-1,FAILURE,0,,,,,,0.0214,2883,status=FAILURE
P16,240,0.05,102,pssa,3,FAILURE,0,,,,,,64.5876,1392,status=FAILURE
P16,240,0.05,103,attraction,1,SUCCESS,1,14.2625,13.6333,,33,3423,50.1845,1424,
P16,240,0.05,103,pssa,1,FAILURE,0,,,,,,63.2051,1424,status=FAILURE
P16,240,0.05,103,pssa,4,FAILURE,0,,,,,,63.4149,1424,status=FAILURE
P16,240,0.05,103,pssa,2,FAILURE,0,,,,,,64.8186,1424,status=FAILURE
P16,240,0.05,103,pssa,3,FAILURE,0,,,,,,64.5815,1424,status=FAILURE
P16,240,0.05,103,pssa,0,FAILURE,0,,,,,,69.0932,1424,status=FAILURE
P16,340,0.05,101,minorminer,0,FAILURE,0,,,,,,61.5259,2856,status=FAILURE
P16,340,0.05,101,minorminer,2,FAILURE,0,,,,,,61.0594,2856,status=FAILURE
P16,340,0.05,101,minorminer,1,FAILURE,0,,,,,,61.9638,2856,status=FAILURE
P16,340,0.05,101,minorminer,4,FAILURE,0,,,,,,61.3776,2856,status=FAILURE
P16,340,0.05,101,minorminer,3,FAILURE,0,,,,,,62.0783,2856,status=FAILURE
P16,340,0.05,101,mmfork-cuthill,0,FAILURE,0,,,,,,62.3543,2856,status=FAILURE
P16,340,0.05,101,mmfork-cuthill,1,FAILURE,0,,,,,,62.383,2856,status=FAILURE
P16,340,0.05,101,mmfork-cuthill,3,FAILURE,0,,,,,,61.7183,2856,status=FAILURE
P16,340,0.05,101,mmfork-cuthill,2,FAILURE,0,,,,,,62.6369,2856,status=FAILURE
P16,340,0.05,101,clmm,0,FAILURE,0,,,,,,61.6307,2856,clmm: MM stage returned empty
P16,340,0.05,101,mmfork-cuthill,4,FAILURE,0,,,,,,62.2673,2856,status=FAILURE
P16,340,0.05,101,clmm,1,FAILURE,0,,,,,,62.7592,2856,clmm: MM stage returned empty
P16,340,0.05,101,clmm,2,FAILURE,0,,,,,,62.6389,2856,clmm: MM stage returned empty
P16,340,0.05,101,clmm,3,FAILURE,0,,,,,,62.4679,2856,clmm: MM stage returned empty
P16,340,0.05,101,clmm,4,FAILURE,0,,,,,,61.9206,2856,clmm: MM stage returned empty
P16,340,0.05,101,pssa,0,FAILURE,0,,,,,,66.9287,2856,status=FAILURE
P16,340,0.05,101,attraction,1,FAILURE,0,,,,,,61.1928,2856,status=FAILURE
P16,340,0.05,101,pssa,2,FAILURE,0,,,,,,67.2231,2856,status=FAILURE
P16,340,0.05,103,template,-1,INFEASIBLE,0,,,,,,0.0,2897,n=340 > max clique 180
P16,340,0.05,103,clique,-1,FAILURE,0,,,,,,0.0201,2897,status=FAILURE
P16,340,0.05,101,pssa,1,FAILURE,0,,,,,,67.7652,2856,status=FAILURE
P16,340,0.05,101,attraction,2,FAILURE,0,,,,,,63.0207,2856,status=FAILURE
P16,340,0.05,101,attraction,0,FAILURE,0,,,,,,63.477,2856,status=FAILURE
P16,340,0.05,101,pssa,3,FAILURE,0,,,,,,67.9322,2856,status=FAILURE
P16,340,0.05,101,pssa,4,FAILURE,0,,,,,,68.7689,2856,status=FAILURE
P16,340,0.05,101,attraction,3,FAILURE,0,,,,,,63.6804,2856,status=FAILURE
P16,340,0.05,101,attraction,4,FAILURE,0,,,,,,63.7282,2856,status=FAILURE
P16,340,0.05,102,minorminer,1,FAILURE,0,,,,,,61.4209,2883,status=FAILURE
P16,340,0.05,102,minorminer,2,FAILURE,0,,,,,,61.4033,2883,status=FAILURE
P16,340,0.05,102,minorminer,0,FAILURE,0,,,,,,62.6121,2883,status=FAILURE
P16,340,0.05,102,minorminer,4,FAILURE,0,,,,,,61.8084,2883,status=FAILURE
P16,340,0.05,102,mmfork-cuthill,0,FAILURE,0,,,,,,61.5304,2883,status=FAILURE
P16,340,0.05,102,mmfork-cuthill,1,FAILURE,0,,,,,,61.676,2883,status=FAILURE
P16,340,0.05,102,minorminer,3,FAILURE,0,,,,,,62.819,2883,status=FAILURE
P16,340,0.05,102,mmfork-cuthill,3,FAILURE,0,,,,,,62.1044,2883,status=FAILURE
P16,340,0.05,102,mmfork-cuthill,2,FAILURE,0,,,,,,62.2898,2883,status=FAILURE
P16,340,0.05,102,mmfork-cuthill,4,FAILURE,0,,,,,,62.2359,2883,status=FAILURE
P16,340,0.05,102,clmm,0,FAILURE,0,,,,,,62.4844,2883,clmm: MM stage returned empty
P16,340,0.05,102,clmm,1,FAILURE,0,,,,,,62.5244,2883,clmm: MM stage returned empty
P16,340,0.05,102,clmm,2,FAILURE,0,,,,,,61.8541,2883,clmm: MM stage returned empty
P16,340,0.05,102,clmm,3,FAILURE,0,,,,,,60.6321,2883,clmm: MM stage returned empty
P16,340,0.05,102,clmm,4,FAILURE,0,,,,,,62.3309,2883,clmm: MM stage returned empty
P16,340,0.05,102,pssa,0,FAILURE,0,,,,,,66.3945,2883,status=FAILURE
P16,340,0.05,102,pssa,2,FAILURE,0,,,,,,67.2924,2883,status=FAILURE
P16,340,0.05,102,pssa,1,FAILURE,0,,,,,,68.9175,2883,status=FAILURE
P16,460,0.05,101,template,-1,INFEASIBLE,0,,,,,,0.0,5280,n=460 > max clique 180
P16,460,0.05,101,clique,-1,FAILURE,0,,,,,,0.0243,5280,status=FAILURE
P16,340,0.05,102,attraction,0,FAILURE,0,,,,,,63.2671,2883,status=FAILURE
P16,340,0.05,102,pssa,3,FAILURE,0,,,,,,67.0182,2883,status=FAILURE
P16,340,0.05,102,attraction,1,FAILURE,0,,,,,,63.3993,2883,status=FAILURE
P16,340,0.05,102,attraction,2,FAILURE,0,,,,,,62.9365,2883,status=FAILURE
P16,340,0.05,103,minorminer,0,FAILURE,0,,,,,,62.2422,2897,status=FAILURE
P16,340,0.05,102,pssa,4,FAILURE,0,,,,,,66.1015,2883,status=FAILURE
P16,340,0.05,102,attraction,3,FAILURE,0,,,,,,63.6132,2883,status=FAILURE
P16,340,0.05,103,minorminer,1,FAILURE,0,,,,,,62.1689,2897,status=FAILURE
P16,340,0.05,102,attraction,4,FAILURE,0,,,,,,63.4894,2883,status=FAILURE
P16,340,0.05,103,minorminer,2,FAILURE,0,,,,,,61.7308,2897,status=FAILURE
P16,340,0.05,103,minorminer,3,FAILURE,0,,,,,,61.8338,2897,status=FAILURE
P16,340,0.05,103,mmfork-cuthill,0,FAILURE,0,,,,,,61.5264,2897,status=FAILURE
P16,340,0.05,103,minorminer,4,FAILURE,0,,,,,,61.9022,2897,status=FAILURE
P16,340,0.05,103,mmfork-cuthill,1,FAILURE,0,,,,,,61.8599,2897,status=FAILURE
P16,340,0.05,103,mmfork-cuthill,2,FAILURE,0,,,,,,62.3765,2897,status=FAILURE
P16,340,0.05,103,mmfork-cuthill,3,FAILURE,0,,,,,,62.4772,2897,status=FAILURE
P16,340,0.05,103,mmfork-cuthill,4,FAILURE,0,,,,,,61.44,2897,status=FAILURE
P16,340,0.05,103,clmm,1,FAILURE,0,,,,,,62.3675,2897,clmm: MM stage returned empty
P16,340,0.05,103,clmm,0,FAILURE,0,,,,,,62.9147,2897,clmm: MM stage returned empty
P16,340,0.05,103,clmm,2,FAILURE,0,,,,,,62.5392,2897,clmm: MM stage returned empty
P16,340,0.05,103,clmm,3,FAILURE,0,,,,,,60.7594,2897,clmm: MM stage returned empty
P16,340,0.05,103,clmm,4,FAILURE,0,,,,,,61.5835,2897,clmm: MM stage returned empty
P16,340,0.05,103,pssa,3,FAILURE,0,,,,,,64.1741,2897,status=FAILURE
P16,340,0.05,103,attraction,0,FAILURE,0,,,,,,60.9748,2897,status=FAILURE
P16,340,0.05,103,pssa,0,FAILURE,0,,,,,,66.078,2897,status=FAILURE
P16,460,0.05,102,template,-1,INFEASIBLE,0,,,,,,0.0,5201,n=460 > max clique 180
P16,460,0.05,102,clique,-1,FAILURE,0,,,,,,0.0201,5201,status=FAILURE
P16,340,0.05,103,pssa,1,FAILURE,0,,,,,,66.2442,2897,status=FAILURE
P16,340,0.05,103,pssa,2,FAILURE,0,,,,,,66.4653,2897,status=FAILURE
P16,340,0.05,103,attraction,1,FAILURE,0,,,,,,63.3796,2897,status=FAILURE
P16,340,0.05,103,pssa,4,FAILURE,0,,,,,,67.0213,2897,status=FAILURE
P16,340,0.05,103,attraction,2,FAILURE,0,,,,,,61.6125,2897,status=FAILURE
P16,340,0.05,103,attraction,3,FAILURE,0,,,,,,62.7494,2897,status=FAILURE
P16,340,0.05,103,attraction,4,FAILURE,0,,,,,,62.8807,2897,status=FAILURE
P16,460,0.05,101,minorminer,0,FAILURE,0,,,,,,64.1619,5280,status=FAILURE
P16,460,0.05,101,minorminer,2,FAILURE,0,,,,,,62.9032,5280,status=FAILURE
P16,460,0.05,101,minorminer,3,FAILURE,0,,,,,,63.2148,5280,status=FAILURE
P16,460,0.05,101,minorminer,4,FAILURE,0,,,,,,62.7123,5280,status=FAILURE
P16,460,0.05,101,minorminer,1,FAILURE,0,,,,,,63.7336,5280,status=FAILURE
P16,460,0.05,101,mmfork-cuthill,0,FAILURE,0,,,,,,63.8887,5280,status=FAILURE
P16,460,0.05,101,mmfork-cuthill,1,FAILURE,0,,,,,,64.4982,5280,status=FAILURE
P16,460,0.05,101,mmfork-cuthill,2,FAILURE,0,,,,,,64.6664,5280,status=FAILURE
P16,460,0.05,101,mmfork-cuthill,3,FAILURE,0,,,,,,64.0616,5280,status=FAILURE
P16,460,0.05,101,mmfork-cuthill,4,FAILURE,0,,,,,,62.8366,5280,status=FAILURE
P16,460,0.05,101,clmm,0,FAILURE,0,,,,,,64.2185,5280,clmm: MM stage returned empty
P16,460,0.05,101,clmm,1,FAILURE,0,,,,,,64.4582,5280,clmm: MM stage returned empty
P16,460,0.05,101,clmm,2,FAILURE,0,,,,,,63.9432,5280,clmm: MM stage returned empty
P16,460,0.05,101,clmm,3,FAILURE,0,,,,,,63.7319,5280,clmm: MM stage returned empty
P16,460,0.05,101,clmm,4,FAILURE,0,,,,,,64.3161,5280,clmm: MM stage returned empty
P16,460,0.05,101,pssa,0,FAILURE,0,,,,,,64.6657,5280,status=FAILURE
P16,460,0.05,101,pssa,4,FAILURE,0,,,,,,62.8794,5280,status=FAILURE
P16,460,0.05,101,pssa,3,FAILURE,0,,,,,,63.9858,5280,status=FAILURE
P16,460,0.05,103,template,-1,INFEASIBLE,0,,,,,,0.0,5234,n=460 > max clique 180
P16,460,0.05,103,clique,-1,FAILURE,0,,,,,,0.0233,5234,status=FAILURE
P16,460,0.05,101,pssa,1,FAILURE,0,,,,,,64.9998,5280,status=FAILURE
P16,460,0.05,101,pssa,2,FAILURE,0,,,,,,65.7787,5280,status=FAILURE
P16,460,0.05,102,minorminer,0,FAILURE,0,,,,,,62.8525,5201,status=FAILURE
P16,460,0.05,101,attraction,1,FAILURE,0,,,,,,64.717,5280,status=FAILURE
P16,460,0.05,102,minorminer,1,FAILURE,0,,,,,,63.4004,5201,status=FAILURE
P16,460,0.05,102,minorminer,3,FAILURE,0,,,,,,63.3931,5201,status=FAILURE
P16,460,0.05,101,attraction,3,FAILURE,0,,,,,,64.8965,5280,status=FAILURE
P16,460,0.05,101,attraction,0,FAILURE,0,,,,,,65.8759,5280,status=FAILURE
P16,460,0.05,101,attraction,4,FAILURE,0,,,,,,65.2437,5280,status=FAILURE
P16,460,0.05,102,minorminer,2,FAILURE,0,,,,,,64.5568,5201,status=FAILURE
P16,460,0.05,102,mmfork-cuthill,0,FAILURE,0,,,,,,62.527,5201,status=FAILURE
P16,460,0.05,101,attraction,2,FAILURE,0,,,,,,66.4776,5280,status=FAILURE
P16,460,0.05,102,mmfork-cuthill,1,FAILURE,0,,,,,,62.8502,5201,status=FAILURE
P16,460,0.05,102,minorminer,4,FAILURE,0,,,,,,65.9493,5201,status=FAILURE
P16,460,0.05,102,mmfork-cuthill,2,FAILURE,0,,,,,,62.9893,5201,status=FAILURE
P16,460,0.05,102,mmfork-cuthill,3,FAILURE,0,,,,,,63.3195,5201,status=FAILURE
P16,460,0.05,102,mmfork-cuthill,4,FAILURE,0,,,,,,64.602,5201,status=FAILURE
P16,460,0.05,102,clmm,0,FAILURE,0,,,,,,64.4252,5201,clmm: MM stage returned empty
P16,460,0.05,102,clmm,1,FAILURE,0,,,,,,64.7319,5201,clmm: MM stage returned empty
P16,460,0.05,102,clmm,2,FAILURE,0,,,,,,64.2768,5201,clmm: MM stage returned empty
P16,460,0.05,102,clmm,3,FAILURE,0,,,,,,63.0107,5201,clmm: MM stage returned empty
P16,460,0.05,102,clmm,4,FAILURE,0,,,,,,64.4569,5201,clmm: MM stage returned empty
P16,460,0.05,102,pssa,1,FAILURE,0,,,,,,65.9288,5201,status=FAILURE
P16,460,0.05,102,pssa,3,FAILURE,0,,,,,,64.9969,5201,status=FAILURE
P16,460,0.05,102,pssa,0,FAILURE,0,,,,,,66.7647,5201,status=FAILURE
P16,460,0.05,102,pssa,2,FAILURE,0,,,,,,66.0144,5201,status=FAILURE
P16,600,0.05,101,template,-1,INFEASIBLE,0,,,,,,0.0,9080,n=600 > max clique 180
P16,600,0.05,101,clique,-1,FAILURE,0,,,,,,0.0232,9080,status=FAILURE
P16,460,0.05,102,pssa,4,FAILURE,0,,,,,,66.1702,5201,status=FAILURE
P16,460,0.05,102,attraction,0,FAILURE,0,,,,,,66.4064,5201,status=FAILURE
P16,460,0.05,102,attraction,2,FAILURE,0,,,,,,64.7981,5201,status=FAILURE
P16,460,0.05,103,minorminer,2,FAILURE,0,,,,,,62.2194,5234,status=FAILURE
P16,460,0.05,103,minorminer,0,FAILURE,0,,,,,,62.4798,5234,status=FAILURE
P16,460,0.05,103,minorminer,1,FAILURE,0,,,,,,63.2257,5234,status=FAILURE
P16,460,0.05,102,attraction,1,FAILURE,0,,,,,,66.7969,5201,status=FAILURE
P16,460,0.05,103,minorminer,4,FAILURE,0,,,,,,61.4221,5234,status=FAILURE
P16,460,0.05,102,attraction,3,FAILURE,0,,,,,,65.4377,5201,status=FAILURE
P16,460,0.05,102,attraction,4,FAILURE,0,,,,,,65.6447,5201,status=FAILURE
P16,460,0.05,103,minorminer,3,FAILURE,0,,,,,,64.2787,5234,status=FAILURE
P16,460,0.05,103,mmfork-cuthill,0,FAILURE,0,,,,,,63.4662,5234,status=FAILURE
P16,460,0.05,103,mmfork-cuthill,1,FAILURE,0,,,,,,64.4857,5234,status=FAILURE
P16,460,0.05,103,mmfork-cuthill,2,FAILURE,0,,,,,,64.4462,5234,status=FAILURE
P16,460,0.05,103,mmfork-cuthill,4,FAILURE,0,,,,,,62.9051,5234,status=FAILURE
P16,460,0.05,103,mmfork-cuthill,3,FAILURE,0,,,,,,63.9357,5234,status=FAILURE
P16,460,0.05,103,clmm,0,FAILURE,0,,,,,,64.0293,5234,clmm: MM stage returned empty
P16,460,0.05,103,clmm,1,FAILURE,0,,,,,,63.5418,5234,clmm: MM stage returned empty
P16,460,0.05,103,clmm,2,FAILURE,0,,,,,,63.834,5234,clmm: MM stage returned empty
P16,460,0.05,103,clmm,3,FAILURE,0,,,,,,63.0985,5234,clmm: MM stage returned empty
P16,460,0.05,103,pssa,0,FAILURE,0,,,,,,62.5014,5234,status=FAILURE
P16,460,0.05,103,clmm,4,FAILURE,0,,,,,,64.0805,5234,clmm: MM stage returned empty
P16,460,0.05,103,pssa,1,FAILURE,0,,,,,,63.9319,5234,status=FAILURE
P16,460,0.05,103,pssa,2,FAILURE,0,,,,,,66.1926,5234,status=FAILURE
P16,600,0.05,102,template,-1,INFEASIBLE,0,,,,,,0.0,8855,n=600 > max clique 180
P16,600,0.05,102,clique,-1,FAILURE,0,,,,,,0.0202,8855,status=FAILURE
P16,460,0.05,103,pssa,3,FAILURE,0,,,,,,66.0803,5234,status=FAILURE
P16,460,0.05,103,attraction,3,FAILURE,0,,,,,,65.1837,5234,status=FAILURE
P16,460,0.05,103,attraction,2,FAILURE,0,,,,,,65.2191,5234,status=FAILURE
P16,460,0.05,103,pssa,4,FAILURE,0,,,,,,66.2424,5234,status=FAILURE
P16,460,0.05,103,attraction,0,FAILURE,0,,,,,,66.2434,5234,status=FAILURE
P16,460,0.05,103,attraction,4,FAILURE,0,,,,,,65.9677,5234,status=FAILURE
P16,460,0.05,103,attraction,1,FAILURE,0,,,,,,66.6534,5234,status=FAILURE
P16,600,0.05,101,minorminer,1,FAILURE,0,,,,,,65.9705,9080,status=FAILURE
P16,600,0.05,101,minorminer,4,FAILURE,0,,,,,,65.304,9080,status=FAILURE
P16,600,0.05,101,minorminer,3,FAILURE,0,,,,,,67.0867,9080,status=FAILURE
P16,600,0.05,101,minorminer,0,FAILURE,0,,,,,,69.0218,9080,status=FAILURE
P16,600,0.05,101,minorminer,2,FAILURE,0,,,,,,69.935,9080,status=FAILURE
P16,600,0.05,101,mmfork-cuthill,0,FAILURE,0,,,,,,69.1185,9080,status=FAILURE
P16,600,0.05,101,mmfork-cuthill,1,FAILURE,0,,,,,,68.2607,9080,status=FAILURE
P16,600,0.05,101,mmfork-cuthill,3,FAILURE,0,,,,,,67.5598,9080,status=FAILURE
P16,600,0.05,101,mmfork-cuthill,2,FAILURE,0,,,,,,69.6667,9080,status=FAILURE
P16,600,0.05,101,clmm,0,FAILURE,0,,,,,,66.2523,9080,clmm: MM stage returned empty
P16,600,0.05,101,mmfork-cuthill,4,FAILURE,0,,,,,,70.0329,9080,status=FAILURE
P16,600,0.05,101,pssa,0,FAILURE,0,,,,,,62.8624,9080,status=FAILURE
P16,600,0.05,101,clmm,2,FAILURE,0,,,,,,67.8692,9080,clmm: MM stage returned empty
P16,600,0.05,101,pssa,1,FAILURE,0,,,,,,64.2606,9080,status=FAILURE
P16,600,0.05,101,clmm,1,FAILURE,0,,,,,,70.1874,9080,clmm: MM stage returned empty
P16,600,0.05,101,pssa,2,FAILURE,0,,,,,,64.253,9080,status=FAILURE
P16,600,0.05,101,clmm,4,FAILURE,0,,,,,,68.5818,9080,clmm: MM stage returned empty
P16,600,0.05,101,clmm,3,FAILURE,0,,,,,,70.5573,9080,clmm: MM stage returned empty
P16,600,0.05,103,template,-1,INFEASIBLE,0,,,,,,0.0,8929,n=600 > max clique 180
P16,600,0.05,103,clique,-1,FAILURE,0,,,,,,0.0247,8929,status=FAILURE
P16,600,0.05,101,pssa,3,FAILURE,0,,,,,,65.246,9080,status=FAILURE
P16,600,0.05,101,pssa,4,FAILURE,0,,,,,,65.2768,9080,status=FAILURE
P16,600,0.05,102,minorminer,0,FAILURE,0,,,,,,67.8621,8855,status=FAILURE
P16,600,0.05,102,minorminer,2,FAILURE,0,,,,,,67.4626,8855,status=FAILURE
P16,600,0.05,101,attraction,0,FAILURE,0,,,,,,71.114,9080,status=FAILURE
P16,600,0.05,101,attraction,1,FAILURE,0,,,,,,71.1444,9080,status=FAILURE
P16,600,0.05,102,minorminer,1,FAILURE,0,,,,,,68.6226,8855,status=FAILURE
P16,600,0.05,101,attraction,4,FAILURE,0,,,,,,71.2006,9080,status=FAILURE
P16,600,0.05,102,minorminer,3,FAILURE,0,,,,,,68.7342,8855,status=FAILURE
P16,600,0.05,101,attraction,2,FAILURE,0,,,,,,71.8746,9080,status=FAILURE
P16,600,0.05,102,minorminer,4,FAILURE,0,,,,,,69.2745,8855,status=FAILURE
P16,600,0.05,101,attraction,3,FAILURE,0,,,,,,73.9622,9080,status=FAILURE
P16,600,0.05,102,mmfork-cuthill,0,FAILURE,0,,,,,,69.2862,8855,status=FAILURE
Z12,60,1.0,101,minorminer,0,SUCCESS,1,6.15,5.6667,,9,369,8.5075,1770,
P16,600,0.05,102,mmfork-cuthill,1,FAILURE,0,,,,,,68.2827,8855,status=FAILURE
P16,600,0.05,102,mmfork-cuthill,2,FAILURE,0,,,,,,69.3644,8855,status=FAILURE
Z12,60,1.0,101,minorminer,3,SUCCESS,1,6.3333,5.7833,,9,380,7.7233,1770,
Z12,60,1.0,101,minorminer,2,SUCCESS,1,7.1,6.4833,,10,426,9.3517,1770,
P16,600,0.05,102,mmfork-cuthill,3,FAILURE,0,,,,,,69.6339,8855,status=FAILURE
P16,600,0.05,102,mmfork-cuthill,4,FAILURE,0,,,,,,67.2542,8855,status=FAILURE
Z12,60,1.0,101,minorminer,1,SUCCESS,1,6.15,5.7,,9,369,13.6313,1770,
P16,600,0.05,102,clmm,0,FAILURE,0,,,,,,65.4867,8855,clmm: MM stage returned empty
Z12,60,1.0,101,minorminer,4,SUCCESS,1,6.4833,5.9667,,10,389,8.5942,1770,
P16,600,0.05,102,clmm,1,FAILURE,0,,,,,,66.1432,8855,clmm: MM stage returned empty
Z12,60,1.0,101,clmm,0,SUCCESS,1,5.8167,5.75,,6,349,5.0647,1770,
Z12,60,1.0,101,template,-1,SUCCESS,1,5.4333,5.4333,6.0,6,326,0.0196,1770,
Z12,60,1.0,101,clique,-1,SUCCESS,1,6.0,5.4333,,6,360,0.0243,1770,
