topo,n,p,inst_seed,arm,algo_seed,status,success,acl,acl_spur,acl_pre,max_chain,qubits,time,n_edges,err
P16,60,0.2,101,pssa,3,SUCCESS,1,6.05,5.95,,9,363,0.3534,349,
P16,60,0.2,101,pssa,4,SUCCESS,1,6.05,5.95,,9,363,0.3525,349,
P16,60,0.2,101,clmm,4,SUCCESS,1,4.8833,4.85,,7,293,0.6664,349,
P16,60,0.2,101,clmm,3,SUCCESS,1,4.8333,4.7333,,7,290,1.1385,349,
P16,300,0.3,102,pssa,1,FAILURE,0,,,,,,64.6058,13557,status=FAILURE
P16,60,0.2,102,minorminer,0,SUCCESS,1,4.3333,4.2167,,7,260,1.4847,339,
P16,60,0.2,102,minorminer,1,SUCCESS,1,4.15,4.05,,7,249,1.5534,339,
P16,60,0.2,102,minorminer,2,SUCCESS,1,4.1333,4.0667,,7,248,1.607,339,
P16,60,0.2,102,minorminer,3,SUCCESS,1,4.4667,4.4,,8,268,0.859,339,
P16,60,0.2,102,minorminer,4,SUCCESS,1,4.6,4.45,,8,276,0.955,339,
P16,300,0.3,102,mmfork-cuthill,4,FAILURE,0,,,,,,70.3922,13557,status=FAILURE
P16,60,0.2,102,mmfork-cuthill,0,SUCCESS,1,4.5333,4.45,,7,272,1.8574,339,
P16,60,0.2,102,mmfork-cuthill,2,SUCCESS,1,4.5833,4.4833,,8,275,1.4608,339,
P16,60,0.2,102,mmfork-cuthill,3,SUCCESS,1,4.7833,4.5667,,8,287,1.4853,339,
P16,60,0.2,102,mmfork-cuthill,1,SUCCESS,1,4.5667,4.4667,,8,274,2.2063,339,
P16,60,0.2,101,attraction,1,SUCCESS,1,4.5667,4.5333,,8,274,4.4938,349,
P16,60,0.2,102,clmm,1,SUCCESS,1,4.75,4.6667,,7,285,1.2033,339,
P16,60,0.2,102,template,-1,SUCCESS,1,5.6333,5.6333,6.8,7,338,0.0073,339,
P16,60,0.2,102,clique,-1,SUCCESS,1,6.8,5.6333,,7,408,0.021,339,
P16,60,0.2,102,mmfork-cuthill,4,SUCCESS,1,4.2667,4.2167,,7,256,1.4798,339,
P16,60,0.2,102,clmm,2,SUCCESS,1,4.3667,4.35,,7,262,0.984,339,
P16,60,0.2,101,attraction,0,SUCCESS,1,4.3333,4.2333,,7,260,5.1783,349,
P16,60,0.2,102,clmm,0,SUCCESS,1,4.5,4.4333,,7,270,1.5686,339,
P16,300,0.3,102,pssa,0,FAILURE,0,,,,,,68.6533,13557,status=FAILURE
P16,60,0.2,102,pssa,1,SUCCESS,1,5.7833,5.7833,,7,347,0.352,339,
P16,60,0.2,102,pssa,2,SUCCESS,1,5.7833,5.7833,,7,347,0.3895,339,
P16,60,0.2,101,attraction,4,SUCCESS,1,4.4,4.2833,,7,264,5.4195,349,
P16,60,0.2,102,pssa,0,SUCCESS,1,5.7833,5.7833,,7,347,0.4608,339,
P16,60,0.2,102,pssa,4,SUCCESS,1,5.7833,5.7833,,7,347,0.3464,339,
P16,60,0.2,102,pssa,3,SUCCESS,1,5.7833,5.7833,,7,347,0.3504,339,
P16,60,0.2,102,clmm,4,SUCCESS,1,4.4167,4.3667,,7,265,1.1023,339,
P16,60,0.2,101,attraction,3,SUCCESS,1,4.2667,4.2333,,7,256,5.6231,349,
P16,60,0.2,101,attraction,2,SUCCESS,1,4.1167,4.0833,,7,247,5.6453,349,
P16,60,0.2,102,clmm,3,SUCCESS,1,4.35,4.3,,7,261,1.5861,339,
P16,300,0.3,102,clmm,2,FAILURE,0,,,,,,71.183,13557,clmm: MM stage returned empty
P16,300,0.3,102,clmm,0,FAILURE,0,,,,,,71.9427,13557,clmm: MM stage returned empty
P16,60,0.2,103,minorminer,0,SUCCESS,1,4.7333,4.5833,,8,284,1.2507,346,
P16,60,0.2,103,mmfork-cuthill,0,SUCCESS,1,4.9167,4.6667,,8,295,1.2453,346,
P16,60,0.2,103,minorminer,3,SUCCESS,1,4.4333,4.3833,,7,266,1.3787,346,
P16,60,0.2,103,minorminer,4,SUCCESS,1,4.4833,4.3333,,7,269,1.5902,346,
P16,60,0.2,103,minorminer,1,SUCCESS,1,4.5333,4.45,,7,272,1.8027,346,
P16,60,0.2,103,minorminer,2,SUCCESS,1,4.45,4.3667,,7,267,1.7544,346,
P16,300,0.3,102,clmm,3,FAILURE,0,,,,,,72.156,13557,clmm: MM stage returned empty
P16,60,0.2,103,clmm,1,SUCCESS,1,5.15,5.0333,,7,309,0.6723,346,
P16,60,0.2,103,template,-1,SUCCESS,1,5.85,5.85,6.8,7,351,0.0073,346,
P16,60,0.2,103,clique,-1,SUCCESS,1,6.8,5.85,,7,408,0.0224,346,
P16,60,0.2,103,mmfork-cuthill,4,SUCCESS,1,5.1333,4.95,,9,308,1.065,346,
P16,60,0.2,103,mmfork-cuthill,2,SUCCESS,1,4.7667,4.5667,,8,286,1.5031,346,
P16,300,0.3,102,clmm,4,FAILURE,0,,,,,,72.5969,13557,clmm: MM stage returned empty
P16,60,0.2,103,clmm,0,SUCCESS,1,4.8,4.7833,,7,288,1.2418,346,
P16,60,0.2,103,clmm,2,SUCCESS,1,4.85,4.6833,,7,291,1.0173,346,
P16,60,0.2,103,pssa,0,SUCCESS,1,5.85,5.85,,7,351,0.3468,346,
P16,60,0.2,103,pssa,1,SUCCESS,1,5.85,5.85,,7,351,0.3524,346,
P16,60,0.2,103,pssa,2,SUCCESS,1,5.85,5.85,,7,351,0.3484,346,
P16,60,0.2,103,pssa,3,SUCCESS,1,5.85,5.85,,7,351,0.4466,346,
P16,60,0.2,103,pssa,4,SUCCESS,1,5.85,5.85,,7,351,0.4466,346,
P16,60,0.2,103,mmfork-cuthill,1,SUCCESS,1,4.2667,4.2,,7,256,2.9741,346,
P16,300,0.3,102,clmm,1,FAILURE,0,,,,,,74.3286,13557,clmm: MM stage returned empty
P16,60,0.2,103,mmfork-cuthill,3,SUCCESS,1,4.4,4.3333,,7,264,2.403,346,
P16,60,0.2,103,clmm,4,SUCCESS,1,4.6167,4.5333,,7,277,1.5447,346,
P16,60,0.2,103,clmm,3,SUCCESS,1,4.9833,4.85,,7,299,1.9617,346,
P16,300,0.3,102,pssa,3,FAILURE,0,,,,,,65.9308,13557,status=FAILURE
P16,60,0.2,102,attraction,2,SUCCESS,1,4.4833,4.3,,8,269,4.7433,339,
P16,60,0.2,102,attraction,0,SUCCESS,1,4.4333,4.3333,,7,266,5.0116,339,
P16,60,0.2,102,attraction,1,SUCCESS,1,4.4833,4.3833,,7,269,5.0368,339,
P16,60,0.2,102,attraction,3,SUCCESS,1,4.3667,4.2667,,7,262,5.3128,339,
P16,60,0.2,102,attraction,4,SUCCESS,1,4.1833,4.1333,,7,251,5.5739,339,
P16,300,0.3,102,pssa,4,FAILURE,0,,,,,,66.5852,13557,status=FAILURE
P16,60,0.2,103,attraction,2,SUCCESS,1,4.5667,4.4667,,8,274,4.4166,346,
P16,60,0.2,103,attraction,4,SUCCESS,1,4.4167,4.3167,,7,265,4.8273,346,
P16,60,0.2,103,attraction,0,SUCCESS,1,4.3167,4.2667,,7,259,5.4381,346,
P16,100,0.2,101,template,-1,SUCCESS,1,9.2,9.2,9.82,10,920,0.0257,989,
P16,100,0.2,101,clique,-1,SUCCESS,1,9.82,9.2,,10,982,0.0214,989,
P16,60,0.2,103,attraction,1,SUCCESS,1,4.4333,4.3333,,7,266,5.6275,346,
P16,60,0.2,103,attraction,3,SUCCESS,1,4.3,4.25,,7,258,5.7271,346,
P16,100,0.2,101,pssa,0,SUCCESS,1,9.35,9.35,,11,935,0.4969,989,
P16,100,0.2,101,pssa,1,SUCCESS,1,9.35,9.35,,11,935,0.5749,989,
P16,100,0.2,101,pssa,2,SUCCESS,1,9.35,9.35,,11,935,0.495,989,
P16,100,0.2,101,pssa,3,SUCCESS,1,9.35,9.35,,11,935,0.504,989,
P16,100,0.2,101,clmm,0,SUCCESS,1,8.87,8.74,,10,887,4.1649,989,
P16,100,0.2,101,pssa,4,SUCCESS,1,9.35,9.35,,11,935,0.5792,989,
P16,100,0.2,101,clmm,1,SUCCESS,1,8.61,8.58,,10,861,6.2982,989,
P16,100,0.2,101,clmm,3,SUCCESS,1,8.74,8.7,,10,874,5.2162,989,
P16,300,0.3,102,attraction,1,FAILURE,0,,,,,,73.1527,13557,status=FAILURE
P16,300,0.3,103,minorminer,0,FAILURE,0,,,,,,67.5626,13568,status=FAILURE
P16,300,0.3,102,attraction,0,FAILURE,0,,,,,,73.7912,13557,status=FAILURE
P16,100,0.2,101,clmm,2,SUCCESS,1,8.7,8.64,,10,870,9.096,989,
P16,100,0.2,101,clmm,4,SUCCESS,1,8.75,8.7,,10,875,7.8889,989,
P16,300,0.3,103,minorminer,1,FAILURE,0,,,,,,68.9703,13568,status=FAILURE
P16,300,0.3,102,attraction,3,FAILURE,0,,,,,,73.3063,13557,status=FAILURE
P16,300,0.3,102,attraction,2,FAILURE,0,,,,,,73.8884,13557,status=FAILURE
P16,300,0.3,102,attraction,4,FAILURE,0,,,,,,72.8974,13557,status=FAILURE
P16,100,0.2,101,minorminer,4,SUCCESS,1,10.14,9.72,,17,1014,13.6408,989,
P16,300,0.3,103,minorminer,3,FAILURE,0,,,,,,69.578,13568,status=FAILURE
P16,100,0.2,101,mmfork-cuthill,2,SUCCESS,1,9.66,9.18,,16,966,12.9709,989,
P16,300,0.3,103,minorminer,2,FAILURE,0,,,,,,70.5533,13568,status=FAILURE
P16,300,0.3,103,minorminer,4,FAILURE,0,,,,,,67.9963,13568,status=FAILURE
P16,100,0.2,101,minorminer,2,SUCCESS,1,10.19,9.72,,16,1019,15.0076,989,
P16,100,0.2,102,template,-1,SUCCESS,1,9.13,9.13,9.82,10,913,0.0254,958,
P16,100,0.2,101,minorminer,3,SUCCESS,1,10.13,9.67,,17,1013,14.9526,989,
P16,100,0.2,102,clique,-1,SUCCESS,1,9.82,9.13,,10,982,0.0219,958,
P16,100,0.2,101,mmfork-cuthill,4,SUCCESS,1,9.58,9.29,,15,958,13.9186,989,
P16,100,0.2,101,mmfork-cuthill,1,SUCCESS,1,9.77,9.43,,15,977,14.2613,989,
P16,100,0.2,102,pssa,1,SUCCESS,1,9.37,9.37,,11,937,0.4844,958,
P16,100,0.2,102,pssa,0,SUCCESS,1,9.37,9.37,,11,937,0.6065,958,
P16,100,0.2,102,pssa,2,SUCCESS,1,9.37,9.37,,11,937,0.5722,958,
P16,100,0.2,102,pssa,3,SUCCESS,1,9.37,9.37,,11,937,0.5828,958,
P16,100,0.2,102,pssa,4,SUCCESS,1,9.37,9.37,,11,937,0.4904,958,
P16,100,0.2,102,minorminer,3,SUCCESS,1,10.44,9.89,,18,1044,6.4391,958,
P16,300,0.3,103,mmfork-cuthill,0,FAILURE,0,,,,,,70.2016,13568,status=FAILURE
P16,100,0.2,102,clmm,3,SUCCESS,1,8.83,8.73,,10,883,3.9164,958,
P16,300,0.3,103,mmfork-cuthill,1,FAILURE,0,,,,,,69.1423,13568,status=FAILURE
P16,100,0.2,102,clmm,2,SUCCESS,1,8.84,8.75,,10,884,4.1073,958,
P16,100,0.2,101,minorminer,1,SUCCESS,1,9.55,9.08,,15,955,18.4639,989,
P16,100,0.2,101,mmfork-cuthill,0,SUCCESS,1,9.61,9.24,,16,961,18.8824,989,
P16,100,0.2,102,clmm,1,SUCCESS,1,8.76,8.68,,10,876,5.191,958,
P16,300,0.3,103,mmfork-cuthill,2,FAILURE,0,,,,,,69.8437,13568,status=FAILURE
P16,100,0.2,101,mmfork-cuthill,3,SUCCESS,1,9.79,9.38,,16,979,18.657,989,
P16,100,0.2,102,clmm,4,SUCCESS,1,8.73,8.66,,10,873,5.7871,958,
P16,100,0.2,102,clmm,0,SUCCESS,1,8.75,8.7,,10,875,6.548,958,
P16,100,0.2,101,minorminer,0,SUCCESS,1,9.58,9.2,,16,958,20.8726,989,
P16,100,0.2,102,minorminer,2,SUCCESS,1,9.54,9.06,,16,954,12.9397,958,
P16,100,0.2,102,minorminer,4,SUCCESS,1,9.96,9.51,,16,996,12.1632,958,
P16,100,0.2,103,clmm,1,SUCCESS,1,9.82,9.22,,10,982,3.136,971,
P16,300,0.3,103,mmfork-cuthill,4,FAILURE,0,,,,,,66.9963,13568,status=FAILURE
P16,100,0.2,103,template,-1,SUCCESS,1,9.22,9.22,9.82,10,922,0.0263,971,
P16,100,0.2,103,clique,-1,SUCCESS,1,9.82,9.22,,10,982,0.0183,971,
P16,100,0.2,103,pssa,0,SUCCESS,1,9.38,9.38,,11,938,0.4935,971,
P16,100,0.2,103,pssa,1,SUCCESS,1,9.38,9.38,,11,938,0.4934,971,
P16,100,0.2,103,pssa,2,SUCCESS,1,9.38,9.38,,11,938,0.4944,971,
P16,300,0.3,103,mmfork-cuthill,3,FAILURE,0,,,,,,70.1387,13568,status=FAILURE
P16,100,0.2,103,pssa,3,SUCCESS,1,9.38,9.38,,11,938,0.4972,971,
P16,100,0.2,103,pssa,4,SUCCESS,1,9.38,9.38,,11,938,0.5754,971,
P16,100,0.2,103,clmm,2,SUCCESS,1,9.8,9.28,,10,980,3.6613,971,
P16,100,0.2,102,minorminer,0,SUCCESS,1,9.34,8.9,,15,934,18.3327,958,
P16,100,0.2,103,clmm,3,SUCCESS,1,9.7,9.23,,10,970,4.2543,971,
P16,100,0.2,101,attraction,3,SUCCESS,1,11.13,10.39,,19,1113,22.055,989,
P16,100,0.2,103,clmm,0,SUCCESS,1,8.9,8.81,,10,890,7.9092,971,
P16,100,0.2,103,clmm,4,SUCCESS,1,8.88,8.81,,10,888,5.5246,971,
P16,100,0.2,102,mmfork-cuthill,2,SUCCESS,1,9.31,8.98,,16,931,16.5566,958,
P16,100,0.2,103,minorminer,4,SUCCESS,1,9.78,9.16,,15,978,12.3725,971,
P16,100,0.2,102,minorminer,1,SUCCESS,1,9.7,9.18,,15,970,20.4419,958,
P16,100,0.2,103,minorminer,3,SUCCESS,1,9.72,9.31,,16,972,12.464,971,
P16,100,0.2,103,mmfork-cuthill,4,SUCCESS,1,9.63,9.28,,15,963,11.1894,971,
P16,100,0.2,102,mmfork-cuthill,1,SUCCESS,1,9.43,9.1,,16,943,18.7687,958,
P16,100,0.2,102,mmfork-cuthill,4,SUCCESS,1,8.84,8.5,,15,884,17.7618,958,
P16,100,0.2,103,mmfork-cuthill,2,SUCCESS,1,9.66,9.18,,16,966,12.2056,971,
P16,300,0.3,103,clmm,3,FAILURE,0,,,,,,71.6395,13568,clmm: MM stage returned empty
P16,300,0.3,103,clmm,2,FAILURE,0,,,,,,72.8896,13568,clmm: MM stage returned empty
P16,300,0.3,103,clmm,1,FAILURE,0,,,,,,73.312,13568,clmm: MM stage returned empty
P16,100,0.2,103,mmfork-cuthill,0,SUCCESS,1,9.37,8.94,,15,937,13.145,971,
P16,300,0.3,103,pssa,0,FAILURE,0,,,,,,61.4649,13568,status=FAILURE
P16,140,0.2,101,template,-1,SUCCESS,1,12.5929,12.5929,13.8286,14,1763,0.0735,1947,
P16,300,0.3,103,clmm,0,FAILURE,0,,,,,,74.7378,13568,clmm: MM stage returned empty
P16,140,0.2,101,clique,-1,SUCCESS,1,13.8286,12.5929,,14,1936,0.0209,1947,
P16,100,0.2,102,mmfork-cuthill,0,SUCCESS,1,9.12,8.7,,15,912,21.1983,958,
P16,140,0.2,101,pssa,0,SUCCESS,1,12.7214,12.7214,,14,1781,0.5864,1947,
P16,300,0.3,103,pssa,1,FAILURE,0,,,,,,61.7896,13568,status=FAILURE
P16,140,0.2,101,pssa,1,SUCCESS,1,12.7214,12.7214,,14,1781,0.5828,1947,
P16,100,0.2,103,minorminer,0,SUCCESS,1,9.66,9.18,,16,966,16.5214,971,
P16,100,0.2,103,mmfork-cuthill,1,SUCCESS,1,9.01,8.65,,15,901,14.9248,971,
P16,140,0.2,101,pssa,2,SUCCESS,1,12.7214,12.7214,,14,1781,0.5859,1947,
P16,140,0.2,101,pssa,3,SUCCESS,1,12.7214,12.7214,,14,1781,0.5916,1947,
P16,140,0.2,101,pssa,4,SUCCESS,1,12.7214,12.7214,,14,1781,0.6894,1947,
P16,100,0.2,103,minorminer,2,SUCCESS,1,9.61,9.13,,16,961,16.3643,971,
P16,100,0.2,101,attraction,4,SUCCESS,1,10.34,9.83,,18,1034,26.3232,989,
P16,100,0.2,102,mmfork-cuthill,3,SUCCESS,1,9.13,8.86,,15,913,22.2987,958,
P16,100,0.2,103,minorminer,1,SUCCESS,1,9.55,9.12,,16,955,18.3414,971,
P16,100,0.2,102,attraction,4,SUCCESS,1,10.67,10.15,,18,1067,20.4216,958,
P16,300,0.3,103,clmm,4,FAILURE,0,,,,,,71.7685,13568,clmm: MM stage returned empty
P16,300,0.3,103,pssa,3,FAILURE,0,,,,,,61.6253,13568,status=FAILURE
P16,100,0.2,102,attraction,3,SUCCESS,1,10.12,9.48,,16,1012,25.1625,958,
P16,100,0.2,101,attraction,1,SUCCESS,1,9.56,9.21,,16,956,36.2922,989,
P16,140,0.2,101,clmm,0,SUCCESS,1,13.6643,13.0857,,14,1913,11.1686,1947,
P16,300,0.3,103,pssa,2,FAILURE,0,,,,,,68.5838,13568,status=FAILURE
P16,100,0.2,102,attraction,0,SUCCESS,1,9.81,9.47,,16,981,27.4995,958,
P16,140,0.2,101,clmm,1,SUCCESS,1,13.7,13.0071,,14,1918,11.7633,1947,
P16,100,0.2,101,attraction,2,SUCCESS,1,9.37,9.03,,15,937,38.1977,989,
P16,140,0.2,101,clmm,2,SUCCESS,1,13.7571,12.8857,,14,1926,12.2151,1947,
P16,140,0.2,102,template,-1,SUCCESS,1,12.4429,12.4429,13.8286,14,1742,0.0747,1920,
P16,140,0.2,101,clmm,3,SUCCESS,1,13.7929,12.9071,,14,1931,12.1962,1947,
P16,140,0.2,102,clique,-1,SUCCESS,1,13.8286,12.4429,,14,1936,0.0195,1920,
P16,140,0.2,102,pssa,1,SUCCESS,1,12.7143,12.7143,,14,1780,0.5561,1920,
P16,140,0.2,102,pssa,0,SUCCESS,1,12.7143,12.7143,,14,1780,0.6482,1920,
P16,140,0.2,102,pssa,2,SUCCESS,1,12.7143,12.7143,,14,1780,0.6746,1920,
P16,140,0.2,102,pssa,3,SUCCESS,1,12.7143,12.7143,,14,1780,0.6588,1920,
P16,140,0.2,102,pssa,4,SUCCESS,1,12.7143,12.7143,,14,1780,0.5671,1920,
P16,100,0.2,102,attraction,1,SUCCESS,1,9.42,8.86,,15,942,31.4653,958,
P16,100,0.2,102,attraction,2,SUCCESS,1,9.64,9.19,,16,964,32.1714,958,
P16,100,0.2,103,mmfork-cuthill,3,SUCCESS,1,9.2,8.81,,14,920,28.2432,971,
P16,300,0.3,103,pssa,4,FAILURE,0,,,,,,69.149,13568,status=FAILURE
P16,140,0.2,101,clmm,4,SUCCESS,1,12.7286,12.5643,,14,1782,16.5064,1947,
P16,100,0.2,103,attraction,3,SUCCESS,1,10.41,9.85,,17,1041,22.3066,971,
P16,100,0.2,101,attraction,0,SUCCESS,1,9.27,8.88,,15,927,44.7445,989,
P16,140,0.2,102,clmm,0,SUCCESS,1,13.7714,12.6357,,14,1928,10.3276,1920,
P16,140,0.2,102,clmm,2,SUCCESS,1,13.8286,12.4429,,14,1936,10.103,1920,
P16,100,0.2,103,attraction,4,SUCCESS,1,9.88,9.28,,17,988,25.9903,971,
P16,140,0.2,102,clmm,1,SUCCESS,1,13.7286,13.0071,,14,1922,10.7764,1920,
P16,140,0.2,102,clmm,3,SUCCESS,1,13.7786,12.6857,,14,1929,10.6765,1920,
P16,100,0.2,103,attraction,0,SUCCESS,1,10.22,9.56,,17,1022,27.9538,971,
P16,140,0.2,101,mmfork-cuthill,4,SUCCESS,1,15.8214,14.9571,,26,2215,23.2711,1947,
P16,140,0.2,102,clmm,4,SUCCESS,1,13.6929,13.0643,,14,1917,10.7693,1920,
P16,300,0.3,103,attraction,0,FAILURE,0,,,,,,74.5021,13568,status=FAILURE
P16,300,0.3,103,attraction,1,FAILURE,0,,,,,,73.7248,13568,status=FAILURE
P16,140,0.2,101,mmfork-cuthill,1,SUCCESS,1,14.7214,14.0214,,25,2061,26.6438,1947,
P16,300,0.3,103,attraction,2,FAILURE,0,,,,,,74.1478,13568,status=FAILURE
P16,140,0.2,103,template,-1,SUCCESS,1,12.5429,12.5429,13.8286,14,1756,0.0721,1920,
P16,140,0.2,103,clique,-1,SUCCESS,1,13.8286,12.5429,,14,1936,0.0199,1920,
P16,300,0.3,103,attraction,3,FAILURE,0,,,,,,74.8124,13568,status=FAILURE
P16,140,0.2,103,pssa,0,SUCCESS,1,12.7143,12.7143,,14,1780,0.66,1920,
P16,300,0.3,103,attraction,4,FAILURE,0,,,,,,74.0868,13568,status=FAILURE
P16,140,0.2,103,pssa,1,SUCCESS,1,12.7143,12.7143,,14,1780,0.5683,1920,
P16,140,0.2,103,pssa,3,SUCCESS,1,12.7143,12.7143,,14,1780,0.5639,1920,
P16,140,0.2,103,pssa,2,SUCCESS,1,12.7143,12.7143,,14,1780,0.567,1920,
P16,140,0.2,103,pssa,4,SUCCESS,1,12.7143,12.7143,,14,1780,0.5683,1920,
P16,100,0.2,103,attraction,1,SUCCESS,1,9.79,9.25,,16,979,32.7658,971,
P16,140,0.2,102,mmfork-cuthill,2,SUCCESS,1,14.2786,13.5857,,24,1999,22.1022,1920,
P16,140,0.2,102,mmfork-cuthill,0,SUCCESS,1,14.0,13.4643,,24,1960,27.7539,1920,
P16,140,0.2,103,clmm,1,SUCCESS,1,13.7929,12.6,,14,1931,10.4651,1920,
P16,140,0.2,103,clmm,0,SUCCESS,1,13.7357,13.0143,,14,1923,11.1281,1920,
P16,140,0.2,103,clmm,2,SUCCESS,1,13.7071,13.1571,,14,1919,10.9738,1920,
P16,100,0.2,103,attraction,2,SUCCESS,1,9.41,8.91,,15,941,39.58,971,
P16,140,0.2,103,clmm,3,SUCCESS,1,13.8143,12.6786,,14,1934,10.4612,1920,
P16,140,0.2,101,minorminer,1,SUCCESS,1,15.1643,14.2857,,24,2123,39.9764,1947,
P16,140,0.2,103,clmm,4,SUCCESS,1,13.7571,13.1571,,14,1926,11.7384,1920,
P16,140,0.2,101,mmfork-cuthill,0,SUCCESS,1,15.9143,15.0714,,28,2228,40.7645,1947,
P16,140,0.2,101,minorminer,2,SUCCESS,1,16.0571,15.0643,,25,2248,42.2599,1947,
P16,140,0.2,102,minorminer,2,SUCCESS,1,15.4071,14.6429,,24,2157,38.5802,1920,
P16,140,0.2,101,mmfork-cuthill,3,SUCCESS,1,14.75,13.8714,,23,2065,42.9953,1947,
P16,140,0.2,102,minorminer,0,SUCCESS,1,15.85,15.0071,,25,2219,42.646,1920,
P16,140,0.2,103,minorminer,0,SUCCESS,1,16.2071,15.2357,,28,2269,28.643,1920,
P16,140,0.2,102,minorminer,4,SUCCESS,1,15.35,14.6214,,26,2149,41.608,1920,
P16,140,0.2,103,minorminer,3,SUCCESS,1,15.2429,14.4143,,24,2134,29.4247,1920,
P16,200,0.2,101,template,-1,INFEASIBLE,0,,,,,,0.0,3980,n=200 > max clique 180
P16,200,0.2,101,clique,-1,FAILURE,0,,,,,,0.0205,3980,status=FAILURE
P16,140,0.2,102,minorminer,1,SUCCESS,1,15.0,14.2357,,24,2100,46.5248,1920,
P16,140,0.2,102,mmfork-cuthill,4,SUCCESS,1,14.6286,13.8929,,24,2048,40.7896,1920,
P16,140,0.2,103,minorminer,4,SUCCESS,1,16.0714,15.0,,26,2250,30.0112,1920,
P16,140,0.2,103,mmfork-cuthill,1,SUCCESS,1,15.1714,14.5143,,24,2124,30.5073,1920,
P16,140,0.2,103,minorminer,1,SUCCESS,1,15.9143,15.0143,,25,2228,35.5939,1920,
P16,140,0.2,101,minorminer,0,SUCCESS,1,15.0429,14.2143,,23,2106,56.422,1947,
P16,140,0.2,101,minorminer,4,SUCCESS,1,15.3786,14.45,,25,2153,54.3591,1947,
P16,140,0.2,102,mmfork-cuthill,1,SUCCESS,1,15.6786,14.7429,,26,2195,50.8013,1920,
P16,140,0.2,101,minorminer,3,SUCCESS,1,15.6,14.8214,,25,2184,60.0687,1947,
P16,140,0.2,102,attraction,1,SUCCESS,1,19.0214,17.3286,,32,2663,43.6717,1920,
P16,140,0.2,103,mmfork-cuthill,3,SUCCESS,1,14.2786,13.6,,23,1999,36.225,1920,
P16,140,0.2,103,mmfork-cuthill,2,SUCCESS,1,14.2929,13.7286,,22,2001,36.7541,1920,
P16,140,0.2,101,mmfork-cuthill,2,SUCCESS,1,15.2857,14.5286,,25,2140,60.2572,1947,
P16,140,0.2,102,minorminer,3,SUCCESS,1,14.4929,13.7,,23,2029,58.5998,1920,
P16,140,0.2,101,attraction,0,SUCCESS,1,17.1,15.7143,,29,2394,60.3327,1947,
P16,140,0.2,101,attraction,1,SUCCESS,1,17.3,16.1214,,29,2422,60.2245,1947,
P16,140,0.2,101,attraction,3,SUCCESS,1,16.6786,15.3143,,26,2335,60.0444,1947,
P16,140,0.2,101,attraction,2,SUCCESS,1,16.3786,15.3286,,27,2293,60.2885,1947,
P16,140,0.2,101,attraction,4,SUCCESS,1,16.6143,15.6929,,26,2326,60.4879,1947,
P16,140,0.2,103,mmfork-cuthill,4,SUCCESS,1,14.1357,13.6214,,22,1979,45.6714,1920,
P16,140,0.2,103,mmfork-cuthill,0,SUCCESS,1,14.7929,14.1,,23,2071,47.9362,1920,
P16,140,0.2,102,mmfork-cuthill,3,SUCCESS,1,15.15,14.3143,,25,2121,60.5738,1920,
P16,140,0.2,102,attraction,0,SUCCESS,1,15.95,15.0286,,26,2233,60.1335,1920,
P16,140,0.2,102,attraction,2,SUCCESS,1,16.55,15.3143,,28,2317,60.0805,1920,
P16,140,0.2,102,attraction,4,SUCCESS,1,16.8786,15.5214,,27,2363,60.0352,1920,
P16,200,0.2,102,template,-1,INFEASIBLE,0,,,,,,0.0,3917,n=200 > max clique 180
P16,200,0.2,102,clique,-1,FAILURE,0,,,,,,0.0203,3917,status=FAILURE
P16,140,0.2,102,attraction,3,SUCCESS,1,16.5286,15.2429,,27,2314,60.4565,1920,
P16,140,0.2,103,minorminer,2,SUCCESS,1,15.0786,14.2071,,24,2111,60.5653,1920,
P16,140,0.2,103,attraction,0,SUCCESS,1,16.8071,15.7786,,28,2353,59.3068,1920,
P16,140,0.2,103,attraction,3,SUCCESS,1,15.7714,14.9,,25,2208,60.1662,1920,
P16,140,0.2,103,attraction,1,SUCCESS,1,17.6,16.2857,,31,2464,60.5816,1920,
P16,140,0.2,103,attraction,2,SUCCESS,1,16.15,15.0,,26,2261,60.7342,1920,
P16,140,0.2,103,attraction,4,SUCCESS,1,16.0,14.7857,,27,2240,60.5034,1920,
P16,200,0.2,101,minorminer,0,FAILURE,0,,,,,,62.87,3980,status=FAILURE
P16,200,0.2,101,minorminer,1,FAILURE,0,,,,,,63.0356,3980,status=FAILURE
P16,200,0.2,101,minorminer,3,FAILURE,0,,,,,,62.6084,3980,status=FAILURE
P16,200,0.2,101,minorminer,4,FAILURE,0,,,,,,63.0576,3980,status=FAILURE
P16,200,0.2,101,mmfork-cuthill,0,FAILURE,0,,,,,,62.3055,3980,status=FAILURE
P16,200,0.2,101,minorminer,2,FAILURE,0,,,,,,64.4095,3980,status=FAILURE
P16,200,0.2,101,mmfork-cuthill,1,FAILURE,0,,,,,,63.1923,3980,status=FAILURE
P16,200,0.2,101,mmfork-cuthill,2,FAILURE,0,,,,,,62.9414,3980,status=FAILURE
P16,200,0.2,101,clmm,0,SUCCESS,1,22.135,21.135,,45,4427,60.1493,3980,
P16,200,0.2,101,mmfork-cuthill,3,FAILURE,0,,,,,,62.8623,3980,status=FAILURE
P16,200,0.2,101,mmfork-cuthill,4,FAILURE,0,,,,,,63.3197,3980,status=FAILURE
