topo,n,p,inst_seed,arm,family,algo_seed,switch_val,status,success,acl,acl_spur,max_chain,qubits,wall,n_edges,err
Z12,100,0.10101010101010101,104,p3-mm-beta-mf,arm,6,,SUCCESS,1,4.43,4.34,8,443,9.2028,495,
Z12,100,0.10101010101010101,105,p3-mm-beta-fb,arm,7,,SUCCESS,1,4.72,4.59,9,472,6.1228,522,
Z12,100,0.10101010101010101,104,p3-mm-beta-mf,arm,8,,SUCCESS,1,4.23,4.13,8,423,9.67,495,
Z12,140,0.07194244604316546,101,minorminer,arm,8,,SUCCESS,1,6.1786,5.9571,13,865,3.8061,691,
Z12,100,0.10101010101010101,105,p3-mm-beta-mf,arm,1,,SUCCESS,1,4.77,4.66,8,477,5.6654,522,
Z12,100,0.10101010101010101,104,p3-mm-beta-mf,arm,7,,SUCCESS,1,4.34,4.28,8,434,9.9383,495,
Z12,140,0.07194244604316546,101,minorminer,arm,3,,SUCCESS,1,6.75,6.5071,13,945,4.4911,691,
Z12,100,0.10101010101010101,105,p3-mm-beta-fb,arm,5,,SUCCESS,1,4.6,4.44,8,460,7.9453,522,
Z12,140,0.07194244604316546,101,minorminer,arm,7,,SUCCESS,1,6.0429,5.8286,12,846,4.9889,691,
Z12,140,0.07194244604316546,101,minorminer,arm,6,,SUCCESS,1,6.7,6.4071,14,938,5.3531,691,
Z12,100,0.10101010101010101,105,p3-mm-beta-mf,arm,2,,SUCCESS,1,4.46,4.36,8,446,7.2522,522,
Z12,100,0.10101010101010101,105,p3-mm-beta-mf,arm,0,,SUCCESS,1,4.61,4.5,9,461,7.5338,522,
Z12,140,0.07194244604316546,101,minorminer,arm,5,,SUCCESS,1,6.3571,6.1143,12,890,5.5966,691,
Z12,140,0.07194244604316546,101,minorminer,arm,0,,SUCCESS,1,5.9,5.7214,10,826,6.0606,691,
Z12,100,0.10101010101010101,105,p3-mm-beta-mf,arm,4,,SUCCESS,1,4.76,4.62,9,476,7.4547,522,
Z12,140,0.07194244604316546,101,minorminer,arm,1,,SUCCESS,1,6.0786,5.8571,12,851,6.2737,691,
Z12,100,0.10101010101010101,105,p3-mm-beta-mf,arm,3,,SUCCESS,1,4.61,4.5,9,461,8.4059,522,
Z12,140,0.07194244604316546,101,minorminer,arm,13,,SUCCESS,1,6.6,6.2643,14,924,5.6979,691,
Z12,100,0.10101010101010101,105,p3-mm-beta-mf,arm,13,,SUCCESS,1,4.77,4.61,9,477,7.6133,522,
Z12,100,0.10101010101010101,105,p3-mm-beta-mf,arm,11,,SUCCESS,1,4.62,4.45,8,462,7.9013,522,
Z12,100,0.10101010101010101,105,p3-mm-beta-mf,arm,7,,SUCCESS,1,4.72,4.59,9,472,8.6208,522,
Z12,140,0.07194244604316546,101,minorminer,arm,11,,SUCCESS,1,5.9286,5.6571,12,830,6.4824,691,
Z12,140,0.07194244604316546,101,minorminer,arm,12,,SUCCESS,1,6.1571,5.8857,13,862,6.5461,691,
Z12,140,0.07194244604316546,101,minorminer,arm,14,,SUCCESS,1,5.8571,5.65,12,820,6.5539,691,
Z12,140,0.07194244604316546,101,minorminer,arm,10,,SUCCESS,1,5.8,5.4786,12,812,7.3582,691,
Z12,140,0.07194244604316546,101,minorminer,arm,9,,SUCCESS,1,5.7071,5.5286,11,799,8.143,691,
Z12,100,0.10101010101010101,105,p3-mm-beta-mf,arm,14,,SUCCESS,1,4.63,4.54,9,463,8.7497,522,
Z12,100,0.10101010101010101,105,p3-mm-beta-mf,arm,12,,SUCCESS,1,4.77,4.61,9,477,9.0187,522,
Z12,100,0.10101010101010101,105,p3-mm-beta-mf,arm,6,,SUCCESS,1,4.84,4.71,9,484,9.7338,522,
Z12,100,0.10101010101010101,105,p3-mm-beta-mf,arm,10,,SUCCESS,1,4.91,4.74,9,491,9.4496,522,
Z12,140,0.07194244604316546,101,minorminer,arm,2,,SUCCESS,1,5.6214,5.4429,11,787,8.9405,691,
Z12,140,0.07194244604316546,101,p3-mm-beta-fb,arm,10,,SUCCESS,1,5.9786,5.6786,12,837,6.3322,691,
Z12,100,0.10101010101010101,105,p3-mm-beta-mf,arm,9,,SUCCESS,1,4.87,4.72,8,487,9.8687,522,
Z12,140,0.07194244604316546,101,p3-mm-beta-fb,arm,11,,SUCCESS,1,5.9643,5.6786,12,835,6.1686,691,
Z12,100,0.10101010101010101,105,p3-mm-beta-mf,arm,8,,SUCCESS,1,4.52,4.44,8,452,10.8434,522,
Z12,140,0.07194244604316546,101,minorminer,arm,4,,SUCCESS,1,5.7929,5.5571,11,811,10.0002,691,
