topo,n,p,inst_seed,arm,base_seed,K,per_run_s,status,success,n_success,acl,acl_spur,max_chain,qubits,time,err
P16,100,0.2,101,mm-bo1x60,4,1,60.0,SUCCESS,1,1,10.46,9.88,18,1046,7.9813,
P16,100,0.2,101,mm-bo1x60,2,1,60.0,SUCCESS,1,1,10.3,9.81,17,1030,9.2378,
P16,100,0.2,101,mm-bo1x60,1,1,60.0,SUCCESS,1,1,9.81,9.3,16,981,12.0373,
P16,100,0.2,102,mm-bo1x60,4,1,60.0,SUCCESS,1,1,9.59,9.24,15,959,14.3426,
P16,100,0.2,102,mm-bo1x60,3,1,60.0,SUCCESS,1,1,9.68,9.22,15,968,14.4385,
P16,100,0.2,101,mm-bo1x60,3,1,60.0,SUCCESS,1,1,9.65,9.32,16,965,15.0805,
P16,100,0.2,102,mm-bo1x60,1,1,60.0,SUCCESS,1,1,9.63,9.22,16,963,16.1133,
P16,100,0.2,103,mm-bo1x60,0,1,60.0,SUCCESS,1,1,9.66,9.18,16,966,16.4227,
P16,100,0.2,103,mm-bo1x60,1,1,60.0,SUCCESS,1,1,9.41,9.0,17,941,16.8034,
P16,100,0.2,102,mm-bo1x60,0,1,60.0,SUCCESS,1,1,9.34,8.9,15,934,18.8267,
P16,100,0.2,102,mm-bo1x60,2,1,60.0,SUCCESS,1,1,9.43,8.97,16,943,19.144,
P16,100,0.2,101,mm-bo1x60,0,1,60.0,SUCCESS,1,1,9.58,9.2,16,958,21.0882,
P16,100,0.2,103,mm-bo1x60,2,1,60.0,SUCCESS,1,1,9.5,9.23,16,950,18.9128,
P16,100,0.2,103,mm-bo1x60,4,1,60.0,SUCCESS,1,1,9.9,9.41,16,990,12.5423,
P16,100,0.2,103,mm-bo1x60,3,1,60.0,SUCCESS,1,1,10.45,9.95,17,1045,15.4395,
P16,100,0.2,101,mm-bo3x20,2,3,20.0,SUCCESS,1,3,9.9,9.34,17,990,32.3519,
P16,100,0.2,101,mm-bo3x20,4,3,20.0,SUCCESS,1,3,9.9,9.35,16,990,32.8714,
P16,100,0.2,104,mm-bo1x60,0,1,60.0,SUCCESS,1,1,9.83,9.38,15,983,9.0523,
P16,100,0.2,101,mm-bo3x20,1,3,20.0,SUCCESS,1,3,9.79,9.41,16,979,37.3042,
P16,100,0.2,101,mm-bo3x20,3,3,20.0,SUCCESS,1,3,9.26,8.92,15,926,40.4917,
P16,100,0.2,102,mm-bo3x20,2,3,20.0,SUCCESS,1,3,9.43,8.97,16,943,41.4834,
P16,100,0.2,102,mm-bo3x20,1,3,20.0,SUCCESS,1,3,9.1,8.67,15,910,42.673,
P16,100,0.2,102,mm-bo3x20,4,3,20.0,SUCCESS,1,3,9.23,8.91,15,923,48.2164,
P16,100,0.2,103,mm-bo3x20,1,3,20.0,SUCCESS,1,3,9.41,9.0,17,941,50.3479,
P16,100,0.2,103,mm-bo3x20,0,3,20.0,SUCCESS,1,3,9.55,9.12,16,955,50.9043,
P16,100,0.2,102,mm-bo3x20,0,3,20.0,SUCCESS,1,3,9.34,8.9,15,934,51.9923,
P16,100,0.2,104,mm-bo1x60,1,1,60.0,SUCCESS,1,1,9.44,9.11,15,944,19.1914,
P16,100,0.2,104,mm-bo1x60,2,1,60.0,SUCCESS,1,1,9.41,9.21,17,941,10.9899,
P16,100,0.2,102,mm-bo3x20,3,3,20.0,SUCCESS,1,3,9.3,8.92,15,930,53.2093,
P16,100,0.2,101,mm-bo6x10,2,6,10.0,SUCCESS,1,6,9.83,9.3,17,983,53.6403,
P16,100,0.2,101,mm-bo3x20,0,3,20.0,SUCCESS,1,3,9.55,9.08,15,955,54.0771,
P16,100,0.2,102,mm-bo6x10,0,6,10.0,SUCCESS,1,6,9.54,9.06,16,954,57.8146,
P16,100,0.2,102,mm-bo6x10,1,6,10.0,SUCCESS,1,6,9.29,8.83,16,929,58.3885,
P16,100,0.2,101,mm-bo6x10,4,6,10.0,SUCCESS,1,6,9.9,9.35,16,990,59.0991,
P16,100,0.2,103,mm-bo6x10,0,6,10.0,SUCCESS,1,6,9.68,9.22,16,968,60.0291,
P16,100,0.2,101,mm-bo6x10,3,6,10.0,SUCCESS,1,6,9.26,8.92,15,926,60.6785,
P16,100,0.2,102,mm-bo6x10,3,6,10.0,SUCCESS,1,6,9.41,8.97,16,941,61.0276,
P16,100,0.2,101,mm-bo6x10,1,6,10.0,SUCCESS,1,6,9.79,9.41,16,979,61.1341,
P16,100,0.2,103,mm-bo6x10,1,6,10.0,SUCCESS,1,6,9.68,9.25,14,968,61.1184,
P16,100,0.2,102,mm-bo6x10,4,6,10.0,SUCCESS,1,6,9.32,8.99,15,932,61.2067,
P16,100,0.2,102,mm-bo6x10,2,6,10.0,SUCCESS,1,6,9.42,8.98,16,942,61.3374,
P16,100,0.2,101,mm-bo6x10,0,6,10.0,SUCCESS,1,6,9.75,9.38,16,975,61.6205,
P16,100,0.2,102,mm-bo12x5,2,12,5.0,SUCCESS,1,12,9.98,9.43,17,998,61.7115,
P16,100,0.2,102,mm-bo12x5,0,12,5.0,SUCCESS,1,12,9.99,9.49,17,999,61.8077,
P16,100,0.2,103,mm-bo12x5,0,12,5.0,SUCCESS,1,12,10.26,9.68,17,1026,62.0611,
P16,100,0.2,101,mm-bo12x5,3,12,5.0,SUCCESS,1,12,10.14,9.62,17,1014,62.2014,
P16,100,0.2,102,mm-bo12x5,4,12,5.0,SUCCESS,1,12,10.15,9.72,16,1015,62.2501,
P16,100,0.2,102,mm-bo12x5,1,12,5.0,SUCCESS,1,12,10.13,9.7,18,1013,62.349,
P16,100,0.2,101,mm-bo12x5,0,12,5.0,SUCCESS,1,12,10.47,9.93,18,1047,62.4485,
P16,100,0.2,103,mm-bo12x5,1,12,5.0,SUCCESS,1,12,9.7,9.19,16,970,62.4833,
P16,100,0.2,101,mm-bo12x5,1,12,5.0,SUCCESS,1,12,10.16,9.67,17,1016,62.536,
P16,100,0.2,102,mm-bo12x5,3,12,5.0,SUCCESS,1,12,9.79,9.26,17,979,62.5103,
P16,100,0.2,101,mm-bo12x5,2,12,5.0,SUCCESS,1,12,10.05,9.72,17,1005,62.5869,
P16,100,0.2,103,mm-bo3x20,2,3,20.0,SUCCESS,1,3,9.5,9.23,16,950,53.467,
P16,100,0.2,101,mm-bo12x5,4,12,5.0,SUCCESS,1,12,10.33,9.9,18,1033,63.0027,
P16,100,0.2,104,mm-bo3x20,0,3,20.0,SUCCESS,1,3,9.51,9.02,16,951,36.6824,
P16,100,0.2,103,mm-bo3x20,3,3,20.0,SUCCESS,1,3,9.5,9.18,15,950,51.911,
P16,100,0.2,104,mm-bo1x60,3,1,60.0,SUCCESS,1,1,9.95,9.48,17,995,17.4258,
P16,100,0.2,103,mm-bo3x20,4,3,20.0,SUCCESS,1,3,9.53,9.18,15,953,50.8317,
P16,100,0.2,103,mm-bo6x10,2,6,10.0,SUCCESS,1,6,9.66,9.24,15,966,61.2711,
P16,100,0.2,105,mm-bo1x60,4,1,60.0,SUCCESS,1,1,10.35,9.89,17,1035,11.3179,
P16,100,0.2,104,mm-bo1x60,4,1,60.0,SUCCESS,1,1,9.14,8.77,15,914,20.9834,
P16,100,0.2,103,mm-bo6x10,3,6,10.0,SUCCESS,1,6,9.88,9.37,16,988,59.5136,
P16,100,0.2,105,mm-bo1x60,1,1,60.0,SUCCESS,1,1,9.73,9.33,16,973,14.9974,
P16,100,0.2,103,mm-bo12x5,2,12,5.0,SUCCESS,1,12,10.02,9.52,18,1002,62.2144,
P16,100,0.2,103,mm-bo12x5,3,12,5.0,SUCCESS,1,12,10.38,9.89,19,1038,61.9215,
P16,100,0.2,103,mm-bo6x10,4,6,10.0,SUCCESS,1,6,9.53,9.14,15,953,61.1394,
P16,100,0.2,105,mm-bo1x60,3,1,60.0,SUCCESS,1,1,9.29,8.91,15,929,19.8809,
P16,100,0.2,105,mm-bo1x60,0,1,60.0,SUCCESS,1,1,9.51,9.08,15,951,24.0659,
P16,100,0.2,105,mm-bo1x60,2,1,60.0,SUCCESS,1,1,9.55,9.12,15,955,21.4957,
P16,100,0.2,103,mm-bo12x5,4,12,5.0,SUCCESS,1,12,10.38,9.7,18,1038,61.947,
P16,100,0.2,104,mm-bo3x20,2,3,20.0,SUCCESS,1,3,9.24,8.78,14,924,41.6799,
P16,100,0.2,104,mm-bo3x20,1,3,20.0,SUCCESS,1,3,9.11,8.76,15,911,49.1133,
P16,100,0.2,104,mm-bo6x10,0,6,10.0,SUCCESS,1,6,9.61,9.2,16,961,56.4585,
P16,100,0.3,101,mm-bo1x60,3,1,60.0,SUCCESS,1,1,12.4,11.69,20,1240,12.4987,
P16,100,0.2,104,mm-bo3x20,3,3,20.0,SUCCESS,1,3,9.95,9.48,17,995,39.7855,
P16,100,0.2,104,mm-bo12x5,0,12,5.0,SUCCESS,1,12,9.7,9.23,16,970,61.2407,
P16,100,0.2,104,mm-bo6x10,1,6,10.0,SUCCESS,1,6,9.93,9.46,17,993,60.7437,
P16,100,0.2,105,mm-bo3x20,4,3,20.0,SUCCESS,1,3,9.64,9.22,16,964,39.7578,
P16,100,0.3,101,mm-bo1x60,1,1,60.0,SUCCESS,1,1,11.4,10.8,17,1140,35.5557,
P16,100,0.2,104,mm-bo12x5,1,12,5.0,SUCCESS,1,12,10.32,9.82,19,1032,62.5676,
P16,100,0.2,105,mm-bo3x20,3,3,20.0,SUCCESS,1,3,9.29,8.91,15,929,44.7327,
P16,100,0.2,105,mm-bo3x20,2,3,20.0,SUCCESS,1,3,9.55,9.12,15,955,46.6595,
P16,100,0.3,101,mm-bo1x60,4,1,60.0,SUCCESS,1,1,11.34,10.78,17,1134,25.7694,
P16,100,0.3,101,mm-bo1x60,2,1,60.0,SUCCESS,1,1,10.68,10.35,17,1068,34.8176,
P16,100,0.2,104,mm-bo6x10,2,6,10.0,SUCCESS,1,6,9.41,9.21,17,941,61.0657,
P16,100,0.2,105,mm-bo3x20,1,3,20.0,SUCCESS,1,3,9.73,9.33,16,973,48.5964,
P16,100,0.3,101,mm-bo1x60,0,1,60.0,SUCCESS,1,1,10.69,10.23,15,1069,47.4743,
P16,100,0.3,102,mm-bo1x60,0,1,60.0,SUCCESS,1,1,11.19,10.67,18,1119,25.6282,
P16,100,0.2,104,mm-bo3x20,4,3,20.0,SUCCESS,1,3,9.14,8.77,15,914,57.6516,
P16,100,0.3,102,mm-bo1x60,1,1,60.0,SUCCESS,1,1,11.57,10.84,18,1157,18.185,
P16,100,0.2,104,mm-bo6x10,4,6,10.0,SUCCESS,1,6,9.66,9.18,17,966,58.4269,
P16,100,0.2,104,mm-bo6x10,3,6,10.0,SUCCESS,1,6,10.01,9.49,17,1001,60.5295,
P16,100,0.2,104,mm-bo12x5,2,12,5.0,SUCCESS,1,12,9.73,9.15,18,973,62.6084,
P16,100,0.2,104,mm-bo12x5,3,12,5.0,SUCCESS,1,12,10.15,9.65,18,1015,61.8728,
P16,100,0.2,105,mm-bo3x20,0,3,20.0,SUCCESS,1,3,9.55,9.17,15,955,58.4824,
P16,100,0.2,105,mm-bo6x10,2,6,10.0,SUCCESS,1,6,9.83,9.38,16,983,58.2968,
P16,100,0.2,105,mm-bo6x10,3,6,10.0,SUCCESS,1,6,9.5,9.13,15,950,57.7687,
P16,100,0.2,104,mm-bo12x5,4,12,5.0,SUCCESS,1,12,10.06,9.43,19,1006,62.5118,
P16,100,0.2,105,mm-bo6x10,0,6,10.0,SUCCESS,1,6,9.53,9.07,15,953,60.6247,
P16,100,0.2,105,mm-bo6x10,1,6,10.0,SUCCESS,1,6,9.96,9.56,16,996,61.3078,
P16,100,0.2,105,mm-bo12x5,0,12,5.0,SUCCESS,1,12,10.11,9.63,17,1011,62.0508,
P16,100,0.2,105,mm-bo12x5,1,12,5.0,SUCCESS,1,12,10.24,9.74,17,1024,62.0147,
P16,100,0.3,101,mm-bo3x20,0,3,20.0,SUCCESS,1,3,11.11,10.53,17,1111,60.7818,
P16,100,0.2,105,mm-bo6x10,4,6,10.0,SUCCESS,1,6,9.76,9.24,16,976,61.1113,
P16,100,0.2,105,mm-bo12x5,2,12,5.0,SUCCESS,1,12,10.14,9.6,19,1014,62.2512,
P16,100,0.2,105,mm-bo12x5,3,12,5.0,SUCCESS,1,12,10.3,9.64,17,1030,61.748,
P16,100,0.2,105,mm-bo12x5,4,12,5.0,SUCCESS,1,12,10.16,9.67,17,1016,61.7563,
P16,100,0.3,101,mm-bo6x10,0,6,10.0,SUCCESS,1,6,11.13,10.62,17,1113,61.7947,
P16,100,0.3,101,mm-bo3x20,2,3,20.0,SUCCESS,1,3,10.98,10.49,18,1098,52.9023,
P16,100,0.3,102,mm-bo1x60,2,1,60.0,SUCCESS,1,1,11.57,10.96,18,1157,24.0668,
P16,100,0.3,101,mm-bo3x20,1,3,20.0,SUCCESS,1,3,11.35,10.79,18,1135,61.1136,
P16,100,0.3,101,mm-bo12x5,0,12,5.0,SUCCESS,1,12,11.64,10.97,18,1164,63.92,
P16,100,0.3,101,mm-bo3x20,3,3,20.0,SUCCESS,1,3,11.44,10.74,18,1144,52.6391,
P16,100,0.3,101,mm-bo6x10,1,6,10.0,SUCCESS,1,6,11.63,11.0,20,1163,62.2535,
P16,100,0.3,103,mm-bo1x60,2,1,60.0,SUCCESS,1,1,12.86,11.81,21,1286,11.0497,
P16,100,0.3,102,mm-bo1x60,3,1,60.0,SUCCESS,1,1,11.36,10.76,18,1136,26.0676,
P16,100,0.3,103,mm-bo1x60,1,1,60.0,SUCCESS,1,1,12.16,11.39,19,1216,15.3763,
P16,100,0.3,103,mm-bo1x60,3,1,60.0,SUCCESS,1,1,12.8,11.66,21,1280,12.2965,
P16,100,0.3,101,mm-bo12x5,1,12,5.0,SUCCESS,1,12,11.85,10.97,19,1185,64.2871,
P16,100,0.3,101,mm-bo6x10,2,6,10.0,SUCCESS,1,6,11.29,10.68,19,1129,62.2135,
P16,100,0.3,101,mm-bo12x5,2,12,5.0,SUCCESS,1,12,11.74,11.07,20,1174,63.1155,
P16,100,0.3,101,mm-bo3x20,4,3,20.0,SUCCESS,1,3,11.34,10.78,17,1134,59.1875,
P16,100,0.3,102,mm-bo1x60,4,1,60.0,SUCCESS,1,1,11.59,10.8,18,1159,31.3374,
P16,100,0.3,101,mm-bo6x10,3,6,10.0,SUCCESS,1,6,11.77,11.14,18,1177,61.9971,
P16,100,0.3,102,mm-bo3x20,0,3,20.0,SUCCESS,1,3,11.19,10.67,18,1119,57.1981,
P16,100,0.3,101,mm-bo6x10,4,6,10.0,SUCCESS,1,6,11.83,11.0,20,1183,61.7143,
P16,100,0.3,103,mm-bo1x60,4,1,60.0,SUCCESS,1,1,12.21,11.07,20,1221,20.1331,
P16,100,0.3,101,mm-bo12x5,3,12,5.0,SUCCESS,1,12,12.03,11.07,20,1203,64.4607,
P16,100,0.3,101,mm-bo12x5,4,12,5.0,SUCCESS,1,12,12.18,11.35,21,1218,64.0982,
P16,100,0.3,103,mm-bo1x60,0,1,60.0,SUCCESS,1,1,12.0,11.3,19,1200,36.2175,
P16,100,0.3,104,mm-bo1x60,2,1,60.0,SUCCESS,1,1,12.01,11.29,19,1201,12.3725,
P16,100,0.3,102,mm-bo6x10,0,6,10.0,SUCCESS,1,6,11.9,11.06,20,1190,61.711,
P16,100,0.3,102,mm-bo12x5,0,12,5.0,SUCCESS,1,12,12.06,11.33,21,1206,63.0212,
P16,100,0.3,102,mm-bo3x20,1,3,20.0,SUCCESS,1,3,11.24,10.51,17,1124,57.9329,
P16,100,0.3,104,mm-bo1x60,0,1,60.0,SUCCESS,1,1,11.05,10.5,16,1105,28.0448,
P16,100,0.3,104,mm-bo1x60,1,1,60.0,SUCCESS,1,1,11.71,10.92,18,1171,26.0244,
P16,100,0.3,102,mm-bo3x20,2,3,20.0,SUCCESS,1,3,11.35,10.72,19,1135,56.543,
P16,100,0.3,102,mm-bo6x10,1,6,10.0,SUCCESS,1,6,11.58,10.86,20,1158,62.1814,
P16,100,0.3,102,mm-bo12x5,1,12,5.0,SUCCESS,1,12,11.81,11.02,19,1181,63.6647,
P16,100,0.3,104,mm-bo1x60,3,1,60.0,SUCCESS,1,1,11.28,10.6,17,1128,24.2407,
P16,100,0.3,102,mm-bo3x20,3,3,20.0,SUCCESS,1,3,11.26,10.65,18,1126,58.9379,
P16,100,0.3,102,mm-bo6x10,2,6,10.0,SUCCESS,1,6,11.35,10.72,19,1135,61.2262,
P16,100,0.3,102,mm-bo12x5,2,12,5.0,SUCCESS,1,12,11.86,11.15,20,1186,62.907,
P16,100,0.3,102,mm-bo6x10,3,6,10.0,SUCCESS,1,6,11.63,10.9,19,1163,61.6888,
P16,100,0.3,102,mm-bo3x20,4,3,20.0,SUCCESS,1,3,11.35,10.86,18,1135,61.2053,
P16,100,0.3,103,mm-bo3x20,3,3,20.0,SUCCESS,1,3,11.53,10.83,18,1153,48.654,
P16,100,0.3,102,mm-bo6x10,4,6,10.0,SUCCESS,1,6,11.83,11.04,19,1183,61.1226,
P16,100,0.3,103,mm-bo3x20,0,3,20.0,SUCCESS,1,3,11.67,10.93,18,1167,61.4048,
P16,100,0.3,103,mm-bo3x20,2,3,20.0,SUCCESS,1,3,11.71,11.01,18,1171,51.8133,
P16,100,0.3,102,mm-bo12x5,3,12,5.0,SUCCESS,1,12,11.99,11.24,21,1199,65.1841,
P16,100,0.3,105,mm-bo1x60,0,1,60.0,SUCCESS,1,1,11.71,10.99,18,1171,24.6842,
P16,100,0.3,103,mm-bo3x20,1,3,20.0,SUCCESS,1,3,11.57,11.01,17,1157,55.8375,
P16,100,0.3,102,mm-bo12x5,4,12,5.0,SUCCESS,1,12,11.94,11.35,19,1194,63.9461,
P16,100,0.3,103,mm-bo6x10,0,6,10.0,SUCCESS,1,6,11.94,11.28,19,1194,62.7148,
P16,100,0.3,105,mm-bo1x60,1,1,60.0,SUCCESS,1,1,13.6,12.51,21,1360,19.2077,
P16,100,0.3,103,mm-bo12x5,0,12,5.0,SUCCESS,1,12,12.06,11.21,20,1206,63.5468,
P16,100,0.3,103,mm-bo6x10,1,6,10.0,SUCCESS,1,6,11.91,11.24,19,1191,61.1102,
P16,100,0.3,103,mm-bo12x5,1,12,5.0,SUCCESS,1,12,12.11,11.57,20,1211,63.2365,
P16,100,0.3,103,mm-bo6x10,2,6,10.0,SUCCESS,1,6,12.41,11.6,21,1241,61.8846,
P16,100,0.3,103,mm-bo6x10,3,6,10.0,SUCCESS,1,6,11.7,11.09,19,1170,61.6531,
P16,100,0.3,105,mm-bo1x60,2,1,60.0,SUCCESS,1,1,11.98,11.34,18,1198,19.5081,
P16,100,0.3,103,mm-bo12x5,2,12,5.0,SUCCESS,1,12,12.54,11.75,21,1254,62.9716,
P16,100,0.3,103,mm-bo12x5,3,12,5.0,SUCCESS,1,12,11.86,11.07,19,1186,62.9814,
P16,100,0.3,103,mm-bo3x20,4,3,20.0,SUCCESS,1,3,11.21,10.58,18,1121,61.4457,
P16,100,0.3,105,mm-bo1x60,4,1,60.0,SUCCESS,1,1,12.08,11.26,19,1208,15.0556,
P16,100,0.3,103,mm-bo6x10,4,6,10.0,SUCCESS,1,6,11.66,10.89,19,1166,62.3256,
P16,100,0.3,104,mm-bo3x20,2,3,20.0,SUCCESS,1,3,12.01,11.29,19,1201,50.6223,
P16,100,0.3,104,mm-bo3x20,0,3,20.0,SUCCESS,1,3,11.22,10.52,18,1122,61.5583,
P16,100,0.3,103,mm-bo12x5,4,12,5.0,SUCCESS,1,12,12.06,11.22,21,1206,63.3822,
P16,100,0.3,104,mm-bo6x10,0,6,10.0,SUCCESS,1,6,11.39,10.66,18,1139,61.9528,
P16,100,0.3,104,mm-bo3x20,1,3,20.0,SUCCESS,1,3,11.39,10.76,19,1139,60.9863,
P16,100,0.3,104,mm-bo12x5,0,12,5.0,SUCCESS,1,12,12.01,11.37,22,1201,63.4298,
P16,100,0.3,104,mm-bo6x10,1,6,10.0,SUCCESS,1,6,11.87,11.08,19,1187,61.7279,
P16,100,0.3,104,mm-bo12x5,1,12,5.0,SUCCESS,1,12,12.47,11.59,22,1247,64.1393,
P16,100,0.3,104,mm-bo6x10,2,6,10.0,SUCCESS,1,6,11.24,10.56,17,1124,61.6177,
P16,100,0.3,104,mm-bo3x20,3,3,20.0,SUCCESS,1,3,11.28,10.6,17,1128,61.1919,
P16,100,0.3,104,mm-bo12x5,2,12,5.0,SUCCESS,1,12,11.41,10.73,18,1141,63.7219,
P16,100,0.3,104,mm-bo1x60,4,1,60.0,SUCCESS,1,1,11.02,10.39,16,1102,59.5121,
P16,100,0.3,104,mm-bo6x10,3,6,10.0,SUCCESS,1,6,11.73,11.11,18,1173,61.8307,
P16,100,0.3,104,mm-bo3x20,4,3,20.0,SUCCESS,1,3,10.98,10.49,17,1098,59.1981,
P16,100,0.3,104,mm-bo12x5,3,12,5.0,SUCCESS,1,12,11.7,11.05,20,1170,63.9002,
P16,100,0.3,105,mm-bo3x20,0,3,20.0,SUCCESS,1,3,11.71,10.99,18,1171,55.221,
P16,100,0.3,104,mm-bo6x10,4,6,10.0,SUCCESS,1,6,11.71,10.92,20,1171,62.2997,
P16,100,0.3,105,mm-bo1x60,3,1,60.0,SUCCESS,1,1,11.17,10.52,17,1117,40.0957,
P16,100,0.3,104,mm-bo12x5,4,12,5.0,SUCCESS,1,12,11.96,11.3,21,1196,62.8959,
P16,140,0.2,101,mm-bo1x60,2,1,60.0,SUCCESS,1,1,15.5929,14.7286,27,2183,30.6847,
P16,100,0.3,105,mm-bo6x10,0,6,10.0,SUCCESS,1,6,11.48,10.96,18,1148,62.1211,
P16,140,0.2,101,mm-bo1x60,1,1,60.0,SUCCESS,1,1,14.9643,14.2929,25,2095,38.2944,
P16,100,0.3,105,mm-bo12x5,0,12,5.0,SUCCESS,1,12,11.63,11.03,18,1163,64.2499,
P16,100,0.3,105,mm-bo3x20,1,3,20.0,SUCCESS,1,3,12.08,11.35,19,1208,60.3791,
P16,100,0.3,105,mm-bo6x10,1,6,10.0,SUCCESS,1,6,12.28,11.57,20,1228,61.9923,
P16,100,0.3,105,mm-bo3x20,2,3,20.0,SUCCESS,1,3,11.72,10.98,19,1172,59.3617,
P16,140,0.2,101,mm-bo1x60,4,1,60.0,SUCCESS,1,1,15.5714,14.5571,26,2180,36.1661,
P16,100,0.3,105,mm-bo3x20,4,3,20.0,SUCCESS,1,3,11.68,10.99,18,1168,54.7303,
P16,100,0.3,105,mm-bo12x5,1,12,5.0,SUCCESS,1,12,12.08,11.43,20,1208,64.0405,
P16,100,0.3,105,mm-bo6x10,2,6,10.0,SUCCESS,1,6,12.1,11.35,20,1210,61.1394,
P16,140,0.2,101,mm-bo1x60,0,1,60.0,SUCCESS,1,1,15.0429,14.2143,23,2106,57.4422,
P16,100,0.3,105,mm-bo3x20,3,3,20.0,SUCCESS,1,3,11.27,10.68,18,1127,61.3939,
P16,100,0.3,105,mm-bo6x10,3,6,10.0,SUCCESS,1,6,12.2,11.48,21,1220,61.2942,
P16,100,0.3,105,mm-bo12x5,2,12,5.0,SUCCESS,1,12,12.02,11.21,21,1202,63.4784,
P16,140,0.2,102,mm-bo1x60,2,1,60.0,SUCCESS,1,1,15.8786,14.95,27,2223,26.9513,
P16,100,0.3,105,mm-bo12x5,3,12,5.0,SUCCESS,1,12,12.14,11.43,19,1214,64.1177,
P16,140,0.2,101,mm-bo3x20,0,3,20.0,SUCCESS,1,3,15.5714,14.6286,26,2180,61.1505,
P16,100,0.3,105,mm-bo6x10,4,6,10.0,SUCCESS,1,6,11.79,11.16,19,1179,62.5049,
P16,140,0.2,101,mm-bo6x10,0,6,10.0,SUCCESS,1,6,16.1286,15.0786,27,2258,62.3043,
P16,100,0.3,105,mm-bo12x5,4,12,5.0,SUCCESS,1,12,12.55,11.75,23,1255,64.2421,
P16,140,0.2,102,mm-bo1x60,0,1,60.0,SUCCESS,1,1,15.85,15.0071,25,2219,43.0558,
P16,140,0.2,101,mm-bo1x60,3,1,60.0,SUCCESS,1,1,15.1929,14.4286,24,2127,51.7495,
P16,140,0.2,101,mm-bo3x20,1,3,20.0,SUCCESS,1,3,15.5571,14.4643,25,2178,61.0745,
P16,140,0.2,101,mm-bo12x5,0,12,5.0,SUCCESS,1,12,16.4786,15.4,29,2307,63.8262,
P16,140,0.2,101,mm-bo6x10,1,6,10.0,SUCCESS,1,6,16.5643,15.35,30,2319,62.2557,
P16,140,0.2,101,mm-bo3x20,2,3,20.0,SUCCESS,1,3,16.0429,15.1214,27,2246,61.0122,
P16,140,0.2,101,mm-bo6x10,2,6,10.0,SUCCESS,1,6,17.3571,16.2429,31,2430,62.5923,
P16,140,0.2,101,mm-bo12x5,1,12,5.0,SUCCESS,1,12,17.3643,16.1714,35,2431,64.0357,
P16,140,0.2,101,mm-bo3x20,4,3,20.0,SUCCESS,1,3,15.8357,14.8143,27,2217,56.6966,
P16,140,0.2,101,mm-bo3x20,3,3,20.0,SUCCESS,1,3,16.5,15.5714,27,2310,61.4216,
P16,140,0.2,101,mm-bo6x10,3,6,10.0,SUCCESS,1,6,17.1571,15.9357,31,2402,61.5464,
P16,140,0.2,101,mm-bo12x5,2,12,5.0,SUCCESS,1,11,17.9857,16.6357,36,2518,65.3225,
P16,140,0.2,101,mm-bo12x5,3,12,5.0,SUCCESS,1,12,17.2714,16.0643,32,2418,63.1823,
P16,140,0.2,103,mm-bo1x60,0,1,60.0,SUCCESS,1,1,16.2071,15.2357,28,2269,28.3934,
P16,140,0.2,101,mm-bo6x10,4,6,10.0,SUCCESS,1,6,16.4429,15.2643,28,2302,62.2689,
P16,140,0.2,102,mm-bo3x20,0,3,20.0,SUCCESS,1,3,15.6,14.7357,25,2184,61.4815,
P16,140,0.2,101,mm-bo12x5,4,12,5.0,SUCCESS,1,12,16.9071,15.65,30,2367,63.8669,
P16,140,0.2,102,mm-bo1x60,1,1,60.0,SUCCESS,1,1,15.2786,14.3214,25,2139,58.2577,
P16,140,0.2,102,mm-bo6x10,0,6,10.0,SUCCESS,1,6,16.35,15.2929,28,2289,62.0615,
P16,140,0.2,102,mm-bo1x60,3,1,60.0,SUCCESS,1,1,14.7643,14.0286,24,2067,53.1689,
P16,140,0.2,103,mm-bo1x60,1,1,60.0,SUCCESS,1,1,14.6429,13.8571,24,2050,36.0853,
P16,140,0.2,103,mm-bo1x60,3,1,60.0,SUCCESS,1,1,15.6214,14.8071,28,2187,29.3544,
P16,140,0.2,102,mm-bo3x20,1,3,20.0,SUCCESS,1,3,15.7071,14.8357,27,2199,61.3652,
P16,140,0.2,102,mm-bo12x5,0,12,5.0,SUCCESS,1,12,17.2643,15.9286,34,2417,63.6772,
P16,140,0.2,102,mm-bo6x10,1,6,10.0,SUCCESS,1,6,16.75,15.5071,31,2345,61.9459,
P16,140,0.2,102,mm-bo3x20,2,3,20.0,SUCCESS,1,3,15.8,14.9143,27,2212,61.7252,
P16,140,0.2,102,mm-bo12x5,1,12,5.0,SUCCESS,1,12,17.1071,15.8857,31,2395,64.3656,
P16,140,0.2,102,mm-bo6x10,2,6,10.0,SUCCESS,1,6,16.5714,15.4857,30,2320,62.759,
P16,140,0.2,102,mm-bo3x20,3,3,20.0,SUCCESS,1,3,15.8643,14.9571,27,2221,61.0943,
P16,140,0.2,102,mm-bo12x5,2,12,5.0,SUCCESS,1,12,17.4286,16.1786,33,2440,65.0003,
P16,140,0.2,102,mm-bo6x10,3,6,10.0,SUCCESS,1,6,16.7571,15.6357,29,2346,61.6579,
P16,140,0.2,102,mm-bo1x60,4,1,60.0,SUCCESS,1,1,13.9643,13.4857,21,1955,60.207,
P16,140,0.2,102,mm-bo12x5,3,12,5.0,SUCCESS,1,12,17.8071,16.4786,33,2493,62.9916,
