topo,n,p,inst_seed,arm,base_seed,K,per_run_s,status,success,n_success,acl,acl_spur,max_chain,qubits,time,err
Z12,140,0.2,101,mm-bo12x5,1,12,5.0,SUCCESS,1,12,16.0357,14.5929,30,2245,64.2653,
Z12,140,0.2,103,mm-bo1x60,2,1,60.0,SUCCESS,1,1,14.9929,13.6643,25,2099,15.8528,
Z12,140,0.2,101,mm-bo6x10,2,6,10.0,SUCCESS,1,6,14.4071,13.1214,24,2017,61.9529,
Z12,140,0.2,102,mm-bo1x60,2,1,60.0,SUCCESS,1,1,11.9786,11.3643,19,1677,40.435,
Z12,140,0.2,101,mm-bo1x60,3,1,60.0,SUCCESS,1,1,11.9,11.2929,19,1666,60.6096,
Z12,140,0.2,101,mm-bo3x20,3,3,20.0,SUCCESS,1,3,13.0714,12.1357,21,1830,61.8947,
Z12,140,0.2,101,mm-bo12x5,2,12,5.0,SUCCESS,1,12,16.1857,14.7786,28,2266,63.4992,
Z12,140,0.2,102,mm-bo1x60,4,1,60.0,SUCCESS,1,1,12.7643,11.9071,22,1787,32.3802,
Z12,140,0.2,101,mm-bo6x10,3,6,10.0,SUCCESS,1,6,14.0214,12.95,25,1963,61.9442,
Z12,140,0.2,101,mm-bo12x5,3,12,5.0,SUCCESS,1,12,15.1571,13.5571,28,2122,63.8527,
Z12,140,0.2,101,mm-bo3x20,4,3,20.0,SUCCESS,1,3,13.4429,12.5071,23,1882,61.2156,
Z12,140,0.2,101,mm-bo6x10,4,6,10.0,SUCCESS,1,6,14.5,13.4143,26,2030,62.493,
Z12,140,0.2,102,mm-bo1x60,3,1,60.0,SUCCESS,1,1,11.1786,10.6143,17,1565,45.8341,
Z12,140,0.2,103,mm-bo1x60,3,1,60.0,SUCCESS,1,1,13.5643,12.5857,22,1899,22.3078,
Z12,140,0.2,102,mm-bo3x20,0,3,20.0,SUCCESS,1,3,13.1857,12.2714,22,1846,61.1065,
Z12,140,0.2,101,mm-bo12x5,4,12,5.0,SUCCESS,1,12,16.3214,14.75,28,2285,63.8206,
Z12,140,0.2,102,mm-bo6x10,0,6,10.0,SUCCESS,1,6,14.0,13.0357,25,1960,61.9304,
Z12,140,0.2,102,mm-bo3x20,1,3,20.0,SUCCESS,1,3,12.6143,11.6857,21,1766,60.834,
Z12,140,0.2,102,mm-bo12x5,0,12,5.0,SUCCESS,1,12,15.25,13.9214,27,2135,63.6351,
Z12,140,0.2,102,mm-bo6x10,1,6,10.0,SUCCESS,1,6,14.1286,12.8786,25,1978,61.499,
Z12,140,0.2,102,mm-bo12x5,1,12,5.0,SUCCESS,1,12,16.3571,14.6357,29,2290,63.5854,
Z12,140,0.2,102,mm-bo3x20,2,3,20.0,SUCCESS,1,3,12.8429,11.7929,22,1798,61.3843,
Z12,140,0.2,102,mm-bo6x10,2,6,10.0,SUCCESS,1,6,14.5429,13.5286,24,2036,61.5206,
Z12,140,0.2,102,mm-bo12x5,2,12,5.0,SUCCESS,1,12,16.3929,14.6643,31,2295,62.8123,
Z12,140,0.2,103,mm-bo1x60,4,1,60.0,SUCCESS,1,1,12.6,11.5714,21,1764,33.379,
Z12,140,0.2,102,mm-bo3x20,3,3,20.0,SUCCESS,1,3,12.5286,11.6357,21,1754,60.9228,
Z12,140,0.2,103,mm-bo1x60,1,1,60.0,SUCCESS,1,1,11.6857,11.0786,18,1636,47.384,
Z12,140,0.2,102,mm-bo6x10,3,6,10.0,SUCCESS,1,6,13.75,12.7071,25,1925,62.0419,
Z12,140,0.2,104,mm-bo1x60,0,1,60.0,SUCCESS,1,1,12.5714,11.6786,21,1760,35.2867,
Z12,140,0.2,102,mm-bo12x5,3,12,5.0,SUCCESS,1,12,15.9,14.3857,28,2226,63.0304,
Z12,140,0.2,102,mm-bo3x20,4,3,20.0,SUCCESS,1,3,13.1,12.0929,24,1834,60.9454,
Z12,140,0.2,103,mm-bo3x20,0,3,20.0,SUCCESS,1,3,12.8571,11.9786,22,1800,57.459,
Z12,140,0.2,102,mm-bo6x10,4,6,10.0,SUCCESS,1,6,14.6,13.3571,25,2044,61.2921,
Z12,140,0.2,102,mm-bo12x5,4,12,5.0,SUCCESS,1,12,15.7429,14.4571,28,2204,64.5964,
Z12,140,0.2,103,mm-bo6x10,0,6,10.0,SUCCESS,1,6,14.2929,13.1,24,2001,61.9169,
Z12,140,0.2,103,mm-bo12x5,0,12,5.0,SUCCESS,1,12,16.0286,14.5,28,2244,63.2251,
Z12,140,0.2,103,mm-bo3x20,1,3,20.0,SUCCESS,1,3,13.2071,12.1643,23,1849,61.2059,
Z12,140,0.2,103,mm-bo3x20,2,3,20.0,SUCCESS,1,3,13.3429,12.3929,21,1868,56.3069,
Z12,140,0.2,103,mm-bo6x10,1,6,10.0,SUCCESS,1,6,14.1429,12.9786,25,1980,61.1516,
Z12,140,0.2,104,mm-bo1x60,1,1,60.0,SUCCESS,1,1,12.6,11.7214,21,1764,45.2003,
Z12,140,0.2,103,mm-bo12x5,1,12,5.0,SUCCESS,1,12,16.4357,14.7571,30,2301,63.3476,
Z12,140,0.2,104,mm-bo1x60,3,1,60.0,SUCCESS,1,1,12.5714,11.6143,21,1760,39.203,
Z12,140,0.2,103,mm-bo6x10,2,6,10.0,SUCCESS,1,6,14.5929,13.3143,26,2043,62.2354,
Z12,140,0.2,103,mm-bo3x20,3,3,20.0,SUCCESS,1,3,13.2857,12.1714,23,1860,61.4002,
Z12,140,0.2,105,mm-bo1x60,1,1,60.0,SUCCESS,1,1,12.7857,11.95,21,1790,26.9685,
Z12,140,0.2,103,mm-bo12x5,2,12,5.0,SUCCESS,1,12,15.6,14.1214,29,2184,63.7546,
Z12,140,0.2,104,mm-bo1x60,2,1,60.0,SUCCESS,1,1,11.9357,11.35,18,1671,50.4371,
Z12,140,0.2,103,mm-bo6x10,3,6,10.0,SUCCESS,1,6,13.9571,12.9714,25,1954,63.0651,
Z12,140,0.2,103,mm-bo3x20,4,3,20.0,SUCCESS,1,3,13.0214,12.2143,22,1823,61.153,
Z12,140,0.2,103,mm-bo12x5,3,12,5.0,SUCCESS,1,12,16.0143,14.5929,29,2242,63.6953,
Z12,140,0.2,103,mm-bo6x10,4,6,10.0,SUCCESS,1,6,14.1429,13.0786,25,1980,62.1739,
Z12,140,0.2,104,mm-bo3x20,0,3,20.0,SUCCESS,1,3,13.2429,12.1929,23,1854,60.6878,
Z12,140,0.2,103,mm-bo12x5,4,12,5.0,SUCCESS,1,12,15.8786,14.5357,30,2223,64.2642,
Z12,140,0.2,105,mm-bo1x60,0,1,60.0,SUCCESS,1,1,11.8143,11.1929,19,1654,41.9018,
Z12,140,0.2,104,mm-bo6x10,0,6,10.0,SUCCESS,1,6,14.2714,12.9857,24,1998,61.8278,
Z12,140,0.2,104,mm-bo3x20,1,3,20.0,SUCCESS,1,3,12.9786,12.1786,22,1817,61.3957,
Z12,140,0.2,104,mm-bo12x5,0,12,5.0,SUCCESS,1,12,15.8286,14.2929,27,2216,63.7112,
Z12,140,0.2,104,mm-bo6x10,1,6,10.0,SUCCESS,1,6,14.4143,13.1643,26,2018,61.5709,
Z12,140,0.2,104,mm-bo3x20,2,3,20.0,SUCCESS,1,3,13.3071,12.3214,23,1863,60.9979,
Z12,140,0.2,104,mm-bo12x5,1,12,5.0,SUCCESS,1,12,15.8786,14.3929,30,2223,64.2194,
Z12,140,0.2,104,mm-bo6x10,2,6,10.0,SUCCESS,1,6,14.8429,13.5214,26,2078,62.0096,
Z12,140,0.2,105,mm-bo1x60,3,1,60.0,SUCCESS,1,1,12.1286,11.35,20,1698,35.6193,
Z12,140,0.2,104,mm-bo3x20,3,3,20.0,SUCCESS,1,3,13.0786,12.2214,22,1831,60.4668,
Z12,140,0.2,104,mm-bo12x5,2,12,5.0,SUCCESS,1,12,15.7143,14.2071,26,2200,63.8421,
Z12,140,0.2,104,mm-bo1x60,4,1,60.0,SUCCESS,1,1,11.55,10.95,17,1617,60.3664,
Z12,140,0.2,104,mm-bo6x10,3,6,10.0,SUCCESS,1,6,14.5429,13.2357,25,2036,62.4153,
Z12,140,0.2,104,mm-bo3x20,4,3,20.0,SUCCESS,1,3,13.0429,11.9786,21,1826,61.2187,
Z12,140,0.2,104,mm-bo12x5,3,12,5.0,SUCCESS,1,12,15.6929,14.45,28,2197,63.7552,
Z12,140,0.2,105,mm-bo1x60,4,1,60.0,SUCCESS,1,1,12.55,11.8214,21,1757,34.5526,
Z12,140,0.2,104,mm-bo6x10,4,6,10.0,SUCCESS,1,6,14.0929,12.9786,24,1973,62.1235,
Z12,140,0.2,104,mm-bo12x5,4,12,5.0,SUCCESS,1,12,16.2,14.7643,28,2268,63.0909,
Z12,140,0.2,105,mm-bo1x60,2,1,60.0,SUCCESS,1,1,12.0429,11.2143,19,1686,51.996,
Z12,140,0.2,105,mm-bo3x20,0,3,20.0,SUCCESS,1,3,12.7786,12.0643,22,1789,61.0312,
Z12,140,0.2,105,mm-bo6x10,0,6,10.0,SUCCESS,1,6,14.3643,13.0929,25,2011,62.0546,
Z12,140,0.2,105,mm-bo3x20,1,3,20.0,SUCCESS,1,3,12.7857,11.95,21,1790,60.3854,
Z12,140,0.2,105,mm-bo12x5,0,12,5.0,SUCCESS,1,12,15.6143,14.1786,26,2186,63.1357,
Z12,140,0.2,105,mm-bo6x10,1,6,10.0,SUCCESS,1,6,14.2357,12.9429,26,1993,62.0906,
Z12,140,0.2,105,mm-bo3x20,2,3,20.0,SUCCESS,1,3,13.4,12.4857,24,1876,57.8887,
Z12,140,0.2,105,mm-bo12x5,1,12,5.0,SUCCESS,1,12,15.6286,14.3571,27,2188,63.3997,
Z12,140,0.2,105,mm-bo6x10,2,6,10.0,SUCCESS,1,6,13.8286,12.5,25,1936,62.3814,
Z12,140,0.2,105,mm-bo3x20,3,3,20.0,SUCCESS,1,3,12.9714,11.9786,21,1816,61.1009,
Z12,140,0.2,105,mm-bo12x5,2,12,5.0,SUCCESS,1,12,15.2786,14.0214,28,2139,63.886,
Z12,140,0.2,105,mm-bo3x20,4,3,20.0,SUCCESS,1,3,13.25,12.1714,23,1855,58.866,
Z12,140,0.2,105,mm-bo6x10,3,6,10.0,SUCCESS,1,6,14.5929,13.3571,25,2043,62.6796,
Z12,140,0.2,105,mm-bo6x10,4,6,10.0,SUCCESS,1,6,14.0571,13.0429,23,1968,61.3412,
Z12,140,0.2,105,mm-bo12x5,3,12,5.0,SUCCESS,1,12,14.8571,13.6571,28,2080,64.2724,
Z12,140,0.2,105,mm-bo12x5,4,12,5.0,SUCCESS,1,12,15.55,14.2071,28,2177,63.3719,
Z12,140,1.0,101,mm-bo1x60,0,1,60.0,SUCCESS,1,1,16.8929,14.7071,27,2365,63.4647,
Z12,140,1.0,101,mm-bo1x60,1,1,60.0,SUCCESS,1,1,20.9643,17.2143,33,2935,62.2405,
Z12,140,1.0,101,mm-bo1x60,2,1,60.0,SUCCESS,1,1,19.4071,16.1929,33,2717,60.2628,
Z12,140,1.0,101,mm-bo3x20,0,3,20.0,SUCCESS,1,2,20.5071,16.9071,42,2871,70.7778,
Z12,140,1.0,101,mm-bo1x60,3,1,60.0,SUCCESS,1,1,19.1786,15.8214,32,2685,62.1982,
Z12,140,1.0,101,mm-bo3x20,1,3,20.0,SUCCESS,1,2,22.0357,17.8714,38,3085,68.3894,
Z12,140,1.0,101,mm-bo3x20,2,3,20.0,SUCCESS,1,2,22.3571,18.2357,41,3130,66.9943,
Z12,140,1.0,101,mm-bo1x60,4,1,60.0,SUCCESS,1,1,17.6643,15.0071,30,2473,61.164,
Z12,140,1.0,101,mm-bo3x20,3,3,20.0,SUCCESS,1,3,21.4714,17.8143,39,3006,64.8581,
Z12,140,1.0,102,mm-bo1x60,0,1,60.0,SUCCESS,1,1,16.8929,14.7071,27,2365,61.635,
Z12,140,1.0,101,mm-bo3x20,4,3,20.0,SUCCESS,1,2,20.7143,17.4071,35,2900,66.6106,
Z12,140,1.0,102,mm-bo1x60,1,1,60.0,SUCCESS,1,1,20.9643,17.2143,33,2935,61.7027,
Z12,140,1.0,101,mm-bo6x10,0,6,10.0,SUCCESS,1,3,22.7643,18.8714,58,3187,85.1316,
Z12,140,1.0,101,mm-bo6x10,3,6,10.0,SUCCESS,1,4,23.7857,19.5286,43,3330,77.8948,
Z12,140,1.0,102,mm-bo1x60,2,1,60.0,SUCCESS,1,1,19.4071,16.1929,33,2717,62.2349,
Z12,140,1.0,101,mm-bo6x10,2,6,10.0,SUCCESS,1,2,26.0071,20.85,59,3641,81.2732,
Z12,140,1.0,102,mm-bo3x20,0,3,20.0,SUCCESS,1,2,19.9214,16.7857,41,2789,71.5355,
Z12,140,1.0,102,mm-bo3x20,1,3,20.0,SUCCESS,1,2,22.0357,17.8714,38,3085,68.5577,
Z12,140,1.0,102,mm-bo1x60,3,1,60.0,SUCCESS,1,1,19.1786,15.8214,32,2685,61.0151,
Z12,140,1.0,102,mm-bo3x20,2,3,20.0,SUCCESS,1,2,22.0714,18.2,37,3090,66.7645,
Z12,140,1.0,101,mm-bo6x10,1,6,10.0,SUCCESS,1,2,23.6571,19.4357,49,3312,90.8752,
Z12,140,1.0,102,mm-bo3x20,3,3,20.0,SUCCESS,1,3,22.6071,18.2857,41,3165,63.6744,
Z12,140,1.0,102,mm-bo1x60,4,1,60.0,SUCCESS,1,1,17.6643,15.0071,30,2473,62.0321,
Z12,140,1.0,101,mm-bo6x10,4,6,10.0,SUCCESS,1,3,22.9,19.1929,49,3206,84.6313,
Z12,140,1.0,102,mm-bo6x10,0,6,10.0,SUCCESS,1,3,22.7643,18.8714,58,3187,84.2677,
Z12,140,1.0,102,mm-bo3x20,4,3,20.0,SUCCESS,1,2,20.7143,17.4071,35,2900,66.5489,
Z12,140,1.0,103,mm-bo1x60,0,1,60.0,SUCCESS,1,1,16.8929,14.7071,27,2365,60.5838,
Z12,140,1.0,102,mm-bo6x10,1,6,10.0,SUCCESS,1,2,23.6571,19.4357,49,3312,86.969,
Z12,140,1.0,102,mm-bo6x10,3,6,10.0,SUCCESS,1,4,23.7857,19.5286,43,3330,78.4988,
Z12,140,1.0,103,mm-bo1x60,1,1,60.0,SUCCESS,1,1,20.9643,17.2143,33,2935,61.8497,
Z12,140,1.0,102,mm-bo6x10,2,6,10.0,SUCCESS,1,2,26.0071,20.85,59,3641,85.8357,
Z12,140,1.0,103,mm-bo3x20,0,3,20.0,SUCCESS,1,2,20.5071,16.9071,42,2871,71.3436,
Z12,140,1.0,103,mm-bo1x60,2,1,60.0,SUCCESS,1,1,19.45,16.0857,32,2723,61.2754,
Z12,140,1.0,103,mm-bo3x20,1,3,20.0,SUCCESS,1,2,21.5714,17.8286,36,3020,69.4252,
Z12,140,1.0,102,mm-bo6x10,4,6,10.0,SUCCESS,1,3,22.9,19.1929,49,3206,84.487,
Z12,140,1.0,103,mm-bo3x20,2,3,20.0,SUCCESS,1,2,22.0714,18.2,37,3090,66.3716,
Z12,140,1.0,103,mm-bo6x10,0,6,10.0,SUCCESS,1,3,22.7643,18.8714,58,3187,84.459,
Z12,140,1.0,103,mm-bo1x60,3,1,60.0,SUCCESS,1,1,19.1786,15.8214,32,2685,61.1163,
Z12,140,1.0,103,mm-bo3x20,3,3,20.0,SUCCESS,1,3,21.4714,17.8143,39,3006,63.2655,
Z12,140,1.0,103,mm-bo1x60,4,1,60.0,SUCCESS,1,1,17.6643,15.0071,30,2473,60.6463,
Z12,140,1.0,101,mm-bo12x5,3,12,5.0,SUCCESS,1,4,23.9571,19.5643,51,3354,129.2025,
Z12,140,1.0,103,mm-bo6x10,1,6,10.0,SUCCESS,1,2,23.6571,19.4357,49,3312,89.7732,
Z12,140,1.0,104,mm-bo1x60,0,1,60.0,SUCCESS,1,1,16.8929,14.7071,27,2365,61.9022,
Z12,140,1.0,103,mm-bo3x20,4,3,20.0,SUCCESS,1,2,20.7143,17.4071,35,2900,68.0133,
Z12,140,1.0,101,mm-bo12x5,1,12,5.0,SUCCESS,1,1,23.9643,19.6357,51,3355,144.9352,
Z12,140,1.0,103,mm-bo6x10,2,6,10.0,SUCCESS,1,2,26.0071,20.85,59,3641,85.5195,
Z12,140,1.0,103,mm-bo6x10,3,6,10.0,SUCCESS,1,4,23.7857,19.5286,43,3330,78.9025,
Z12,140,1.0,104,mm-bo1x60,1,1,60.0,SUCCESS,1,1,20.9643,17.2143,33,2935,61.1682,
Z12,140,1.0,101,mm-bo12x5,0,12,5.0,FAILURE,0,0,,,,,154.3099,status=FAILURE
Z12,140,1.0,101,mm-bo12x5,2,12,5.0,FAILURE,0,0,,,,,148.3691,status=FAILURE
Z12,140,1.0,104,mm-bo1x60,2,1,60.0,SUCCESS,1,1,19.4071,16.1929,33,2717,62.3059,
Z12,140,1.0,104,mm-bo3x20,0,3,20.0,SUCCESS,1,2,20.5071,16.9071,42,2871,68.9203,
Z12,140,1.0,101,mm-bo12x5,4,12,5.0,SUCCESS,1,1,27.7929,21.1714,53,3891,141.3495,
Z12,160,0.05,101,mm-bo1x60,0,1,60.0,SUCCESS,1,1,5.2062,5.0312,11,833,4.1743,
Z12,140,1.0,104,mm-bo3x20,1,3,20.0,SUCCESS,1,2,21.5714,17.8286,36,3020,69.2257,
Z12,140,1.0,104,mm-bo3x20,2,3,20.0,SUCCESS,1,2,22.0714,18.2,37,3090,65.9194,
Z12,140,1.0,102,mm-bo12x5,3,12,5.0,SUCCESS,1,4,23.9571,19.5643,51,3354,127.7122,
Z12,140,1.0,103,mm-bo6x10,4,6,10.0,SUCCESS,1,3,22.9,19.1929,49,3206,84.1902,
Z12,140,1.0,104,mm-bo1x60,3,1,60.0,SUCCESS,1,1,19.1786,15.8214,32,2685,62.2078,
Z12,140,1.0,102,mm-bo12x5,1,12,5.0,SUCCESS,1,1,23.9643,19.6357,51,3355,143.8426,
Z12,140,1.0,104,mm-bo3x20,3,3,20.0,SUCCESS,1,3,21.0286,17.5143,36,2944,63.871,
Z12,160,0.05,101,mm-bo1x60,1,1,60.0,SUCCESS,1,1,5.2375,5.05,12,838,6.55,
Z12,140,1.0,102,mm-bo12x5,0,12,5.0,FAILURE,0,0,,,,,152.1582,status=FAILURE
Z12,140,1.0,104,mm-bo6x10,0,6,10.0,SUCCESS,1,3,22.7643,18.8714,58,3187,84.7043,
Z12,140,1.0,104,mm-bo1x60,4,1,60.0,SUCCESS,1,1,17.6643,15.0071,30,2473,61.9521,
Z12,140,1.0,102,mm-bo12x5,2,12,5.0,FAILURE,0,0,,,,,146.4907,status=FAILURE
Z12,160,0.05,101,mm-bo1x60,2,1,60.0,SUCCESS,1,1,5.5312,5.2812,12,885,5.6254,
Z12,160,0.05,101,mm-bo3x20,0,3,20.0,SUCCESS,1,3,5.175,4.9938,11,828,16.8249,
Z12,160,0.05,101,mm-bo1x60,3,1,60.0,SUCCESS,1,1,5.1625,4.9125,12,826,3.8795,
Z12,160,0.05,101,mm-bo3x20,1,3,20.0,SUCCESS,1,3,5.2375,5.05,12,838,14.989,
Z12,140,1.0,104,mm-bo6x10,1,6,10.0,SUCCESS,1,2,23.6571,19.4357,49,3312,89.0953,
Z12,140,1.0,102,mm-bo12x5,4,12,5.0,SUCCESS,1,1,27.7929,21.1714,53,3891,140.8766,
Z12,160,0.05,101,mm-bo3x20,2,3,20.0,SUCCESS,1,3,5.5312,5.2812,12,885,12.4779,
Z12,140,1.0,105,mm-bo1x60,0,1,60.0,SUCCESS,1,1,16.8929,14.7071,27,2365,62.7912,
Z12,160,0.05,101,mm-bo1x60,4,1,60.0,SUCCESS,1,1,5.0938,4.925,11,815,4.807,
Z12,140,1.0,104,mm-bo3x20,4,3,20.0,SUCCESS,1,2,20.7143,17.4071,35,2900,69.4154,
Z12,140,1.0,104,mm-bo6x10,3,6,10.0,SUCCESS,1,4,23.7857,19.5286,43,3330,77.8271,
Z12,160,0.05,102,mm-bo1x60,0,1,60.0,SUCCESS,1,1,5.3812,5.2125,12,861,3.2375,
Z12,160,0.05,101,mm-bo3x20,3,3,20.0,SUCCESS,1,3,4.9625,4.8312,10,794,13.9332,
Z12,140,1.0,104,mm-bo6x10,2,6,10.0,SUCCESS,1,2,26.0071,20.85,59,3641,89.9803,
Z12,160,0.05,102,mm-bo1x60,1,1,60.0,SUCCESS,1,1,4.7375,4.6188,10,758,6.04,
Z12,140,1.0,105,mm-bo1x60,1,1,60.0,SUCCESS,1,1,20.9643,17.2143,33,2935,60.787,
Z12,160,0.05,102,mm-bo3x20,0,3,20.0,SUCCESS,1,3,5.0187,4.8875,11,803,10.6681,
Z12,160,0.05,102,mm-bo1x60,2,1,60.0,SUCCESS,1,1,5.3875,5.2,12,862,4.1395,
Z12,160,0.05,101,mm-bo6x10,1,6,10.0,SUCCESS,1,6,5.2375,5.05,12,838,28.4278,
Z12,140,1.0,105,mm-bo3x20,0,3,20.0,SUCCESS,1,2,19.9214,16.7857,41,2789,71.4185,
Z12,160,0.05,101,mm-bo6x10,0,6,10.0,SUCCESS,1,6,5.175,4.9938,11,828,34.7923,
Z12,160,0.05,102,mm-bo1x60,3,1,60.0,SUCCESS,1,1,5.6125,5.4437,12,898,3.0713,
Z12,140,1.0,104,mm-bo6x10,4,6,10.0,SUCCESS,1,3,22.9,19.1929,49,3206,83.5031,
Z12,160,0.05,102,mm-bo3x20,1,3,20.0,SUCCESS,1,3,4.7375,4.6188,10,758,14.534,
Z12,160,0.05,101,mm-bo3x20,4,3,20.0,SUCCESS,1,3,4.9625,4.8312,11,794,20.5703,
Z12,160,0.05,101,mm-bo6x10,3,6,10.0,SUCCESS,1,6,4.9625,4.8312,10,794,25.7364,
Z12,140,1.0,105,mm-bo1x60,2,1,60.0,SUCCESS,1,1,18.9929,15.7786,32,2659,61.486,
Z12,160,0.05,101,mm-bo6x10,2,6,10.0,SUCCESS,1,6,5.175,4.9688,11,828,30.7909,
Z12,140,1.0,103,mm-bo12x5,1,12,5.0,SUCCESS,1,1,23.9643,19.6357,51,3355,146.094,
Z12,140,1.0,103,mm-bo12x5,0,12,5.0,FAILURE,0,0,,,,,154.7719,status=FAILURE
Z12,160,0.05,102,mm-bo1x60,4,1,60.0,SUCCESS,1,1,5.2062,5.0,11,833,4.4793,
Z12,140,1.0,105,mm-bo3x20,1,3,20.0,SUCCESS,1,2,21.5714,17.8286,36,3020,70.5681,
Z12,140,1.0,103,mm-bo12x5,3,12,5.0,SUCCESS,1,4,23.9571,19.5643,51,3354,131.2626,
Z12,160,0.05,103,mm-bo1x60,0,1,60.0,SUCCESS,1,1,5.6375,5.4938,12,902,3.8399,
Z12,160,0.05,102,mm-bo6x10,0,6,10.0,SUCCESS,1,6,5.0187,4.8875,11,803,22.1377,
Z12,160,0.05,102,mm-bo3x20,2,3,20.0,SUCCESS,1,3,5.0875,4.9625,11,814,13.6549,
Z12,160,0.05,103,mm-bo1x60,1,1,60.0,SUCCESS,1,1,4.975,4.8312,11,796,4.9644,
Z12,140,1.0,105,mm-bo6x10,0,6,10.0,SUCCESS,1,3,22.7643,18.8714,58,3187,84.1122,
Z12,160,0.05,102,mm-bo3x20,3,3,20.0,SUCCESS,1,3,4.7438,4.6312,11,759,15.4442,
Z12,160,0.05,103,mm-bo1x60,2,1,60.0,SUCCESS,1,1,4.8937,4.75,10,783,6.5848,
Z12,160,0.05,103,mm-bo3x20,0,3,20.0,SUCCESS,1,3,5.1625,5.0125,11,826,11.1595,
Z12,140,1.0,105,mm-bo1x60,3,1,60.0,SUCCESS,1,1,19.1786,15.8214,32,2685,62.5397,
Z12,140,1.0,105,mm-bo1x60,4,1,60.0,SUCCESS,1,1,18.3929,15.4643,30,2575,60.3211,
Z12,140,1.0,105,mm-bo3x20,2,3,20.0,SUCCESS,1,2,22.0714,18.2,37,3090,68.9636,
Z12,140,1.0,103,mm-bo12x5,2,12,5.0,FAILURE,0,0,,,,,148.2455,status=FAILURE
Z12,140,1.0,105,mm-bo3x20,3,3,20.0,SUCCESS,1,3,21.4714,17.8143,39,3006,62.4727,
Z12,160,0.05,102,mm-bo3x20,4,3,20.0,SUCCESS,1,3,5.0187,4.875,11,803,15.1341,
Z12,160,0.05,103,mm-bo1x60,3,1,60.0,SUCCESS,1,1,5.5438,5.3563,14,887,5.6053,
Z12,160,0.05,101,mm-bo6x10,4,6,10.0,SUCCESS,1,6,4.9625,4.8312,11,794,36.5262,
Z12,160,0.05,101,mm-bo12x5,0,12,5.0,SUCCESS,1,12,5.1188,4.9062,11,819,56.8739,
Z12,160,0.05,103,mm-bo1x60,4,1,60.0,SUCCESS,1,1,5.0625,4.875,11,810,5.3454,
Z12,160,0.05,103,mm-bo3x20,1,3,20.0,SUCCESS,1,3,4.8125,4.6375,11,770,15.5164,
Z12,160,0.05,101,mm-bo12x5,1,12,5.0,SUCCESS,1,12,5.1125,4.9688,11,818,51.5665,
Z12,160,0.05,103,mm-bo3x20,2,3,20.0,SUCCESS,1,3,4.8937,4.75,10,783,13.3263,
Z12,160,0.05,102,mm-bo6x10,1,6,10.0,SUCCESS,1,6,4.7375,4.6188,10,758,31.7527,
Z12,140,1.0,105,mm-bo6x10,1,6,10.0,SUCCESS,1,2,23.6571,19.4357,49,3312,84.8192,
Z12,140,1.0,105,mm-bo3x20,4,3,20.0,SUCCESS,1,2,20.7143,17.4071,35,2900,68.2387,
Z12,160,0.05,102,mm-bo6x10,2,6,10.0,SUCCESS,1,6,4.95,4.8125,11,792,29.037,
Z12,160,0.05,104,mm-bo1x60,0,1,60.0,SUCCESS,1,1,5.075,4.9125,10,812,7.7198,
Z12,160,0.05,102,mm-bo6x10,3,6,10.0,SUCCESS,1,6,4.7438,4.6312,11,759,28.8749,
Z12,160,0.05,102,mm-bo6x10,4,6,10.0,SUCCESS,1,6,5.0187,4.875,11,803,25.655,
Z12,160,0.05,104,mm-bo1x60,1,1,60.0,SUCCESS,1,1,4.9125,4.7625,10,786,7.277,
Z12,140,1.0,103,mm-bo12x5,4,12,5.0,SUCCESS,1,1,27.7929,21.1714,53,3891,142.9997,
Z12,160,0.05,101,mm-bo12x5,2,12,5.0,SUCCESS,1,12,5.0438,4.8625,11,807,53.8094,
Z12,160,0.05,104,mm-bo1x60,2,1,60.0,SUCCESS,1,1,5.5812,5.375,11,893,6.2845,
Z12,160,0.05,103,mm-bo3x20,3,3,20.0,SUCCESS,1,3,5.1562,4.975,11,825,15.8154,
Z12,160,0.05,104,mm-bo1x60,3,1,60.0,SUCCESS,1,1,5.4313,5.2562,11,869,6.0244,
Z12,160,0.05,103,mm-bo3x20,4,3,20.0,SUCCESS,1,3,5.0625,4.875,11,810,15.5237,
Z12,160,0.05,103,mm-bo6x10,0,6,10.0,SUCCESS,1,6,4.925,4.7687,10,788,26.53,
Z12,160,0.05,104,mm-bo1x60,4,1,60.0,SUCCESS,1,1,5.8563,5.625,13,937,3.8765,
Z12,160,0.05,102,mm-bo12x5,0,12,5.0,SUCCESS,1,12,4.6937,4.5687,11,751,48.111,
Z12,140,1.0,105,mm-bo6x10,3,6,10.0,SUCCESS,1,4,23.7857,19.5286,43,3330,78.8369,
Z12,160,0.05,101,mm-bo12x5,3,12,5.0,SUCCESS,1,12,4.9625,4.8312,10,794,54.6747,
Z12,160,0.05,105,mm-bo1x60,0,1,60.0,SUCCESS,1,1,5.5375,5.3375,12,886,4.4014,
Z12,140,1.0,105,mm-bo6x10,2,6,10.0,SUCCESS,1,2,26.0071,20.85,59,3641,87.2171,
Z12,160,0.05,103,mm-bo6x10,1,6,10.0,SUCCESS,1,6,4.8125,4.6375,11,770,29.3246,
Z12,160,0.05,105,mm-bo1x60,1,1,60.0,SUCCESS,1,1,5.65,5.4562,12,904,4.6534,
Z12,160,0.05,103,mm-bo6x10,2,6,10.0,SUCCESS,1,6,4.8937,4.75,10,783,27.9308,
