cell,n,p,inst_seed,algo_seed,stage,acl,acl_best,time_cum
P16:100:0.5,100,0.5,102,6,q5,17.25,16.09,46.4
P16:100:0.5,100,0.5,102,6,q6,17.25,16.09,54.16
P16:100:0.5,100,0.5,102,6,q7,17.25,16.09,61.86
P16:100:0.5,100,0.5,102,6,q8,17.09,16.09,70.13
P16:100:0.5,100,0.5,102,6,spur,14.83,14.83,70.46
P16:100:0.5,100,0.5,102,9,q0legal,13.48,13.48,2.91
P16:100:0.5,100,0.5,102,9,q1,13.48,13.48,10.06
P16:100:0.5,100,0.5,102,9,q2,13.46,13.46,17.65
P16:100:0.5,100,0.5,102,9,q3,13.44,13.44,25.33
P16:100:0.5,100,0.5,102,9,q4,15.99,13.44,33.25
P16:100:0.5,100,0.5,102,9,q5,15.17,13.44,40.86
P16:100:0.5,100,0.5,102,9,q6,14.64,13.44,48.95
P16:100:0.5,100,0.5,102,9,q7,14.6,13.44,56.78
P16:100:0.5,100,0.5,102,9,q8,14.72,13.44,64.42
P16:100:0.5,100,0.5,102,9,spur,12.73,12.73,64.62
P16:100:0.5,100,0.5,102,8,q0legal,22.02,22.02,4.16
P16:100:0.5,100,0.5,102,8,q1,23.39,22.02,11.58
P16:100:0.5,100,0.5,102,8,q2,20.68,20.68,18.93
P16:100:0.5,100,0.5,102,8,q3,20.6,20.6,26.59
P16:100:0.5,100,0.5,102,8,q4,20.58,20.58,33.76
P16:100:0.5,100,0.5,102,8,q5,21.41,20.58,41.53
P16:100:0.5,100,0.5,102,8,q6,18.03,18.03,49.76
P16:100:0.5,100,0.5,102,8,q7,17.81,17.81,56.98
P16:100:0.5,100,0.5,102,8,q8,16.71,16.71,65.24
P16:100:0.5,100,0.5,102,8,spur,14.23,14.23,65.67
P16:100:0.5,100,0.5,102,10,q0legal,14.08,14.08,4.41
P16:100:0.5,100,0.5,102,10,q1,14.0,14.0,12.1
P16:100:0.5,100,0.5,102,10,q2,14.0,14.0,19.24
P16:100:0.5,100,0.5,102,10,q3,14.26,14.0,27.28
P16:100:0.5,100,0.5,102,10,q4,14.24,14.0,34.4
P16:100:0.5,100,0.5,102,10,q5,14.23,14.0,41.88
P16:100:0.5,100,0.5,102,10,q6,15.26,14.0,49.69
P16:100:0.5,100,0.5,102,10,q7,15.23,14.0,57.78
P16:100:0.5,100,0.5,102,10,q8,15.1,14.0,67.43
P16:100:0.5,100,0.5,102,10,spur,12.83,12.83,67.7
P16:100:0.5,100,0.5,102,12,q0legal,19.76,19.76,3.89
P16:100:0.5,100,0.5,102,12,q1,19.47,19.47,12.52
P16:100:0.5,100,0.5,102,12,q2,19.44,19.44,19.78
P16:100:0.5,100,0.5,102,12,q3,22.38,19.44,26.9
P16:100:0.5,100,0.5,102,12,q4,22.24,19.44,34.28
P16:100:0.5,100,0.5,102,12,q5,22.18,19.44,41.85
P16:100:0.5,100,0.5,102,12,q6,20.8,19.44,49.61
P16:100:0.5,100,0.5,102,12,q7,20.65,19.44,57.94
P16:100:0.5,100,0.5,102,12,q8,17.72,17.72,66.45
P16:100:0.5,100,0.5,102,12,spur,14.95,14.95,66.83
P16:100:0.5,100,0.5,102,11,q0legal,17.63,17.63,4.64
P16:100:0.5,100,0.5,102,11,q1,16.76,16.76,12.34
P16:100:0.5,100,0.5,102,11,q2,15.54,15.54,20.25
P16:100:0.5,100,0.5,102,11,q3,14.82,14.82,28.23
P16:100:0.5,100,0.5,102,11,q4,14.78,14.78,36.19
P16:100:0.5,100,0.5,102,11,q5,14.77,14.77,43.97
P16:100:0.5,100,0.5,102,11,q6,14.53,14.53,51.23
P16:100:0.5,100,0.5,102,11,q7,14.02,14.02,58.93
P16:100:0.5,100,0.5,102,11,q8,13.93,13.93,66.76
P16:100:0.5,100,0.5,102,11,spur,12.28,12.28,67.03
P16:100:0.5,100,0.5,102,13,q0legal,20.38,20.38,4.33
P16:100:0.5,100,0.5,102,13,q1,17.98,17.98,11.63
P16:100:0.5,100,0.5,102,13,q2,17.25,17.25,19.26
P16:100:0.5,100,0.5,102,13,q3,18.31,17.25,26.57
P16:100:0.5,100,0.5,102,13,q4,16.17,16.17,33.83
P16:100:0.5,100,0.5,102,13,q5,16.1,16.1,42.02
P16:100:0.5,100,0.5,102,13,q6,15.28,15.28,50.25
P16:100:0.5,100,0.5,102,13,q7,15.23,15.23,57.29
P16:100:0.5,100,0.5,102,13,q8,15.32,15.23,65.22
P16:100:0.5,100,0.5,102,13,spur,13.23,13.23,65.5
P16:100:0.5,100,0.5,102,14,q0legal,19.8,19.8,3.72
P16:100:0.5,100,0.5,102,14,q1,18.22,18.22,10.8
P16:100:0.5,100,0.5,102,14,q2,16.09,16.09,18.6
P16:100:0.5,100,0.5,102,14,q3,16.09,16.09,25.68
P16:100:0.5,100,0.5,102,14,q4,16.02,16.02,33.22
P16:100:0.5,100,0.5,102,14,q5,15.84,15.84,40.48
P16:100:0.5,100,0.5,102,14,q6,15.79,15.79,47.59
P16:100:0.5,100,0.5,102,14,q7,16.12,15.79,55.75
P16:100:0.5,100,0.5,102,14,q8,16.12,15.79,63.01
P16:100:0.5,100,0.5,102,14,spur,13.61,13.61,63.35
P16:100:0.5,100,0.5,102,15,q0legal,16.83,16.83,3.26
P16:100:0.5,100,0.5,102,15,q1,15.48,15.48,11.12
P16:100:0.5,100,0.5,102,15,q2,15.28,15.28,18.73
P16:100:0.5,100,0.5,102,15,q3,15.28,15.28,25.96
P16:100:0.5,100,0.5,102,15,q4,14.11,14.11,33.42
P16:100:0.5,100,0.5,102,15,q5,14.17,14.11,41.35
P16:100:0.5,100,0.5,102,15,q6,14.12,14.11,49.1
P16:100:0.5,100,0.5,102,15,q7,13.99,13.99,56.4
P16:100:0.5,100,0.5,102,15,q8,14.33,13.99,63.74
P16:100:0.5,100,0.5,102,15,spur,12.48,12.48,63.97
P16:100:0.5,100,0.5,103,1,q0legal,17.13,17.13,4.12
P16:100:0.5,100,0.5,103,1,q1,15.21,15.21,11.83
P16:100:0.5,100,0.5,103,1,q2,14.26,14.26,19.08
P16:100:0.5,100,0.5,103,1,q3,14.31,14.26,26.44
P16:100:0.5,100,0.5,103,1,q4,14.43,14.26,33.82
P16:100:0.5,100,0.5,103,1,q5,13.64,13.64,40.92
P16:100:0.5,100,0.5,103,1,q6,13.63,13.63,49.15
P16:100:0.5,100,0.5,103,1,q7,13.63,13.63,56.26
P16:100:0.5,100,0.5,103,1,q8,13.63,13.63,64.44
P16:100:0.5,100,0.5,103,1,spur,12.44,12.44,64.73
P16:100:0.5,100,0.5,103,0,q0legal,26.1,26.1,3.46
P16:100:0.5,100,0.5,103,0,q1,23.02,23.02,11.73
P16:100:0.5,100,0.5,103,0,q2,22.96,22.96,20.19
P16:100:0.5,100,0.5,103,0,q3,23.56,22.96,27.58
P16:100:0.5,100,0.5,103,0,q4,21.17,21.17,35.54
P16:100:0.5,100,0.5,103,0,q5,19.98,19.98,43.82
P16:100:0.5,100,0.5,103,0,q6,17.93,17.93,51.12
P16:100:0.5,100,0.5,103,0,q7,18.12,17.93,59.36
P16:100:0.5,100,0.5,103,0,q8,18.11,17.93,66.91
P16:100:0.5,100,0.5,103,0,spur,15.42,15.42,67.42
P16:100:0.5,100,0.5,103,4,q0legal,12.15,12.15,2.3
P16:100:0.5,100,0.5,103,4,q1,14.16,12.15,9.37
P16:100:0.5,100,0.5,103,4,q2,13.88,12.15,16.85
P16:100:0.5,100,0.5,103,4,q3,13.88,12.15,24.05
P16:100:0.5,100,0.5,103,4,q4,13.87,12.15,31.33
P16:100:0.5,100,0.5,103,4,q5,13.9,12.15,38.52
P16:100:0.5,100,0.5,103,4,q6,13.79,12.15,46.03
P16:100:0.5,100,0.5,103,4,q7,13.79,12.15,53.63
P16:100:0.5,100,0.5,103,4,q8,13.77,12.15,61.25
P16:100:0.5,100,0.5,103,4,spur,11.74,11.74,61.39
P16:100:0.5,100,0.5,103,2,q0legal,17.09,17.09,3.86
P16:100:0.5,100,0.5,103,2,q1,15.69,15.69,11.5
P16:100:0.5,100,0.5,103,2,q2,15.66,15.66,19.11
P16:100:0.5,100,0.5,103,2,q3,15.12,15.12,26.53
P16:100:0.5,100,0.5,103,2,q4,15.05,15.05,33.95
P16:100:0.5,100,0.5,103,2,q5,15.04,15.04,41.18
P16:100:0.5,100,0.5,103,2,q6,15.04,15.04,48.32
P16:100:0.5,100,0.5,103,2,q7,15.04,15.04,55.66
P16:100:0.5,100,0.5,103,2,q8,14.53,14.53,63.07
P16:100:0.5,100,0.5,103,2,spur,13.0,13.0,63.3
P16:100:0.5,100,0.5,103,3,q0legal,16.88,16.88,2.13
P16:100:0.5,100,0.5,103,3,q1,17.03,16.88,9.77
P16:100:0.5,100,0.5,103,3,q2,15.75,15.75,17.92
P16:100:0.5,100,0.5,103,3,q3,15.41,15.41,26.23
P16:100:0.5,100,0.5,103,3,q4,15.4,15.4,34.85
P16:100:0.5,100,0.5,103,3,q5,14.94,14.94,42.56
P16:100:0.5,100,0.5,103,3,q6,14.87,14.87,50.84
P16:100:0.5,100,0.5,103,3,q7,14.91,14.87,58.78
P16:100:0.5,100,0.5,103,3,q8,14.25,14.25,66.21
P16:100:0.5,100,0.5,103,3,spur,12.69,12.69,66.47
P16:100:0.5,100,0.5,103,7,q0legal,17.83,17.83,3.04
P16:100:0.5,100,0.5,103,7,q1,19.8,17.83,10.64
P16:100:0.5,100,0.5,103,7,q2,17.43,17.43,18.2
P16:100:0.5,100,0.5,103,7,q3,17.39,17.39,25.3
P16:100:0.5,100,0.5,103,7,q4,16.74,16.74,33.21
P16:100:0.5,100,0.5,103,7,q5,15.61,15.61,41.03
P16:100:0.5,100,0.5,103,7,q6,16.63,15.61,48.45
P16:100:0.5,100,0.5,103,7,q7,16.78,15.61,55.71
P16:100:0.5,100,0.5,103,7,q8,14.88,14.88,63.89
P16:100:0.5,100,0.5,103,7,spur,13.49,13.49,64.26
P16:100:0.5,100,0.5,103,6,q0legal,13.8,13.8,3.15
P16:100:0.5,100,0.5,103,6,q1,15.34,13.8,10.61
P16:100:0.5,100,0.5,103,6,q2,15.33,13.8,17.93
P16:100:0.5,100,0.5,103,6,q3,15.27,13.8,26.46
P16:100:0.5,100,0.5,103,6,q4,15.37,13.8,34.48
P16:100:0.5,100,0.5,103,6,q5,15.2,13.8,42.54
P16:100:0.5,100,0.5,103,6,q6,15.72,13.8,51.15
P16:100:0.5,100,0.5,103,6,q7,16.51,13.8,60.06
P16:100:0.5,100,0.5,103,6,q8,14.75,13.8,68.32
P16:100:0.5,100,0.5,103,6,spur,12.75,12.75,68.53
P16:100:0.5,100,0.5,103,5,q0legal,12.69,12.69,2.3
P16:100:0.5,100,0.5,103,5,q1,12.67,12.67,12.2
P16:100:0.5,100,0.5,103,5,q2,12.67,12.67,21.99
P16:100:0.5,100,0.5,103,5,q3,12.85,12.67,30.09
P16:100:0.5,100,0.5,103,5,q4,12.87,12.67,38.39
P16:100:0.5,100,0.5,103,5,q5,12.86,12.67,48.24
P16:100:0.5,100,0.5,103,5,q6,13.18,12.67,55.97
P16:100:0.5,100,0.5,103,5,q7,13.2,12.67,64.72
P16:100:0.5,100,0.5,103,5,q8,13.2,12.67,72.88
P16:100:0.5,100,0.5,103,5,spur,12.25,12.25,73.05
P16:100:0.5,100,0.5,103,8,q0legal,14.68,14.68,4.37
P16:100:0.5,100,0.5,103,8,q1,15.76,14.68,11.82
P16:100:0.5,100,0.5,103,8,q2,16.94,14.68,19.47
P16:100:0.5,100,0.5,103,8,q3,16.9,14.68,26.83
P16:100:0.5,100,0.5,103,8,q4,16.03,14.68,34.3
P16:100:0.5,100,0.5,103,8,q5,16.02,14.68,41.45
P16:100:0.5,100,0.5,103,8,q6,15.17,14.68,48.91
P16:100:0.5,100,0.5,103,8,q7,14.8,14.68,56.88
P16:100:0.5,100,0.5,103,8,q8,14.5,14.5,64.1
P16:100:0.5,100,0.5,103,8,spur,12.83,12.83,64.44
P16:100:0.5,100,0.5,103,10,q0legal,15.27,15.27,2.01
P16:100:0.5,100,0.5,103,10,q1,15.43,15.27,9.08
P16:100:0.5,100,0.5,103,10,q2,14.58,14.58,16.41
P16:100:0.5,100,0.5,103,10,q3,14.31,14.31,23.97
P16:100:0.5,100,0.5,103,10,q4,14.15,14.15,31.49
P16:100:0.5,100,0.5,103,10,q5,14.18,14.15,39.08
P16:100:0.5,100,0.5,103,10,q6,14.23,14.15,46.21
P16:100:0.5,100,0.5,103,10,q7,14.19,14.15,53.5
P16:100:0.5,100,0.5,103,10,q8,14.37,14.15,60.82
P16:100:0.5,100,0.5,103,10,spur,12.65,12.65,61.12
P16:100:0.5,100,0.5,103,9,q0legal,14.36,14.36,3.95
P16:100:0.5,100,0.5,103,9,q1,14.71,14.36,11.22
P16:100:0.5,100,0.5,103,9,q2,15.99,14.36,18.73
P16:100:0.5,100,0.5,103,9,q3,15.82,14.36,26.82
P16:100:0.5,100,0.5,103,9,q4,15.67,14.36,34.44
P16:100:0.5,100,0.5,103,9,q5,15.75,14.36,42.22
P16:100:0.5,100,0.5,103,9,q6,15.08,14.36,49.94
P16:100:0.5,100,0.5,103,9,q7,15.39,14.36,58.04
P16:100:0.5,100,0.5,103,9,q8,14.77,14.36,65.34
P16:100:0.5,100,0.5,103,9,spur,13.25,13.25,65.58
P16:100:0.5,100,0.5,103,11,q0legal,15.98,15.98,3.02
P16:100:0.5,100,0.5,103,11,q1,14.1,14.1,10.74
P16:100:0.5,100,0.5,103,11,q2,13.81,13.81,18.27
P16:100:0.5,100,0.5,103,11,q3,13.77,13.77,25.41
P16:100:0.5,100,0.5,103,11,q4,14.23,13.77,32.79
P16:100:0.5,100,0.5,103,11,q5,14.21,13.77,40.37
P16:100:0.5,100,0.5,103,11,q6,14.21,13.77,47.59
P16:100:0.5,100,0.5,103,11,q7,13.44,13.44,55.26
P16:100:0.5,100,0.5,103,11,q8,13.36,13.36,63.25
P16:100:0.5,100,0.5,103,11,spur,12.15,12.15,63.39
P16:100:0.5,100,0.5,103,12,q0legal,16.65,16.65,3.75
P16:100:0.5,100,0.5,103,12,q1,16.88,16.65,11.04
P16:100:0.5,100,0.5,103,12,q2,15.47,15.47,18.85
P16:100:0.5,100,0.5,103,12,q3,15.31,15.31,25.94
P16:100:0.5,100,0.5,103,12,q4,14.7,14.7,33.81
P16:100:0.5,100,0.5,103,12,q5,14.62,14.62,40.91
P16:100:0.5,100,0.5,103,12,q6,14.6,14.6,48.09
P16:100:0.5,100,0.5,103,12,q7,14.24,14.24,55.83
P16:100:0.5,100,0.5,103,12,q8,14.31,14.24,63.35
P16:100:0.5,100,0.5,103,12,spur,12.74,12.74,63.57
P16:100:0.5,100,0.5,103,13,q0legal,14.09,14.09,3.83
P16:100:0.5,100,0.5,103,13,q1,14.57,14.09,11.33
P16:100:0.5,100,0.5,103,13,q2,14.93,14.09,18.8
P16:100:0.5,100,0.5,103,13,q3,14.74,14.09,26.42
P16:100:0.5,100,0.5,103,13,q4,14.85,14.09,33.65
P16:100:0.5,100,0.5,103,13,q5,14.81,14.09,41.24
P16:100:0.5,100,0.5,103,13,q6,14.74,14.09,49.01
P16:100:0.5,100,0.5,103,13,q7,14.33,14.09,56.82
P16:100:0.5,100,0.5,103,13,q8,13.58,13.58,64.15
P16:100:0.5,100,0.5,103,13,spur,12.04,12.04,64.33
P16:100:0.5,100,0.5,103,15,q0legal,17.05,17.05,3.67
P16:100:0.5,100,0.5,103,15,q1,15.54,15.54,10.94
P16:100:0.5,100,0.5,103,15,q2,15.06,15.06,18.76
P16:100:0.5,100,0.5,103,15,q3,15.05,15.05,26.91
P16:100:0.5,100,0.5,103,15,q4,15.05,15.05,34.22
P16:100:0.5,100,0.5,103,15,q5,15.05,15.05,41.6
P16:100:0.5,100,0.5,103,15,q6,15.05,15.05,49.64
P16:100:0.5,100,0.5,103,15,q7,14.56,14.56,57.56
P16:100:0.5,100,0.5,103,15,q8,14.71,14.56,65.05
P16:100:0.5,100,0.5,103,15,spur,13.02,13.02,65.26
P16:100:0.5,100,0.5,103,14,q0legal,16.67,16.67,4.45
P16:100:0.5,100,0.5,103,14,q1,15.4,15.4,11.57
P16:100:0.5,100,0.5,103,14,q2,15.35,15.35,19.43
P16:100:0.5,100,0.5,103,14,q3,15.45,15.35,27.56
P16:100:0.5,100,0.5,103,14,q4,15.45,15.35,35.25
P16:100:0.5,100,0.5,103,14,q5,15.45,15.35,43.31
P16:100:0.5,100,0.5,103,14,q6,15.57,15.35,50.73
P16:100:0.5,100,0.5,103,14,q7,14.64,14.64,58.48
P16:100:0.5,100,0.5,103,14,q8,14.38,14.38,66.0
P16:100:0.5,100,0.5,103,14,spur,12.71,12.71,66.23
