cell,n,p,inst_seed,algo_seed,stage,acl,acl_best,time_cum
P16:100:0.1,100,0.1,103,8,q3,5.3,5.3,21.98
P16:100:0.1,100,0.1,103,8,q4,5.3,5.3,29.11
P16:100:0.1,100,0.1,103,8,q5,5.33,5.3,36.27
P16:100:0.1,100,0.1,103,8,q6,5.37,5.3,43.38
P16:100:0.1,100,0.1,103,8,q7,5.37,5.3,50.49
P16:100:0.1,100,0.1,103,8,q8,5.37,5.3,57.65
P16:100:0.1,100,0.1,103,8,spur,5.2,5.2,57.66
P16:100:0.1,100,0.1,103,12,q0legal,9.5,9.5,0.87
P16:100:0.1,100,0.1,103,12,q1,5.47,5.47,7.93
P16:100:0.1,100,0.1,103,12,q2,5.47,5.47,14.99
P16:100:0.1,100,0.1,103,12,q3,5.44,5.44,22.07
P16:100:0.1,100,0.1,103,12,q4,5.38,5.38,29.11
P16:100:0.1,100,0.1,103,12,q5,5.38,5.38,36.14
P16:100:0.1,100,0.1,103,12,q6,5.38,5.38,43.18
P16:100:0.1,100,0.1,103,12,q7,5.38,5.38,50.26
P16:100:0.1,100,0.1,103,12,q8,5.36,5.36,57.34
P16:100:0.1,100,0.1,103,12,spur,5.24,5.24,57.36
P16:100:0.1,100,0.1,103,10,q0legal,9.64,9.64,0.8
P16:100:0.1,100,0.1,103,10,q1,5.38,5.38,7.86
P16:100:0.1,100,0.1,103,10,q2,5.25,5.25,15.0
P16:100:0.1,100,0.1,103,10,q3,5.31,5.25,22.06
P16:100:0.1,100,0.1,103,10,q4,5.31,5.25,29.23
P16:100:0.1,100,0.1,103,10,q5,5.12,5.12,36.35
P16:100:0.1,100,0.1,103,10,q6,5.12,5.12,43.48
P16:100:0.1,100,0.1,103,10,q7,5.13,5.12,50.53
P16:100:0.1,100,0.1,103,10,q8,5.1,5.1,57.66
P16:100:0.1,100,0.1,103,10,spur,5.0,5.0,57.68
P16:100:0.1,100,0.1,103,9,q0legal,8.58,8.58,1.09
P16:100:0.1,100,0.1,103,9,q1,5.55,5.55,8.2
P16:100:0.1,100,0.1,103,9,q2,5.37,5.37,15.32
P16:100:0.1,100,0.1,103,9,q3,5.22,5.22,22.4
P16:100:0.1,100,0.1,103,9,q4,5.04,5.04,29.46
P16:100:0.1,100,0.1,103,9,q5,5.07,5.04,36.53
P16:100:0.1,100,0.1,103,9,q6,4.95,4.95,43.64
P16:100:0.1,100,0.1,103,9,q7,5.0,4.95,50.76
P16:100:0.1,100,0.1,103,9,q8,5.0,4.95,57.82
P16:100:0.1,100,0.1,103,9,spur,4.92,4.92,57.82
P16:100:0.1,100,0.1,103,11,q0legal,8.71,8.71,1.3
P16:100:0.1,100,0.1,103,11,q1,5.86,5.86,8.4
P16:100:0.1,100,0.1,103,11,q2,5.63,5.63,15.44
P16:100:0.1,100,0.1,103,11,q3,5.61,5.61,22.6
P16:100:0.1,100,0.1,103,11,q4,5.38,5.38,29.66
P16:100:0.1,100,0.1,103,11,q5,5.37,5.37,36.77
P16:100:0.1,100,0.1,103,11,q6,5.36,5.36,43.9
P16:100:0.1,100,0.1,103,11,q7,5.3,5.3,51.0
P16:100:0.1,100,0.1,103,11,q8,5.09,5.09,58.08
P16:100:0.1,100,0.1,103,11,spur,4.99,4.99,58.1
P16:100:0.1,100,0.1,103,14,q0legal,8.14,8.14,1.65
P16:100:0.1,100,0.1,103,14,q1,5.76,5.76,8.74
P16:100:0.1,100,0.1,103,14,q2,5.17,5.17,15.92
P16:100:0.1,100,0.1,103,14,q3,5.2,5.17,23.0
P16:100:0.1,100,0.1,103,14,q4,5.18,5.17,30.15
P16:100:0.1,100,0.1,103,14,q5,5.14,5.14,37.27
P16:100:0.1,100,0.1,103,14,q6,5.14,5.14,44.44
P16:100:0.1,100,0.1,103,14,q7,5.14,5.14,51.5
P16:100:0.1,100,0.1,103,14,q8,5.08,5.08,58.61
P16:100:0.1,100,0.1,103,14,spur,4.96,4.96,58.62
P16:100:0.1,100,0.1,103,13,q0legal,9.09,9.09,1.96
P16:100:0.1,100,0.1,103,13,q1,5.66,5.66,9.08
P16:100:0.1,100,0.1,103,13,q2,5.42,5.42,16.26
P16:100:0.1,100,0.1,103,13,q3,5.29,5.29,23.33
P16:100:0.1,100,0.1,103,13,q4,5.0,5.0,30.47
P16:100:0.1,100,0.1,103,13,q5,4.99,4.99,37.52
P16:100:0.1,100,0.1,103,13,q6,4.76,4.76,44.62
P16:100:0.1,100,0.1,103,13,q7,4.76,4.76,51.78
P16:100:0.1,100,0.1,103,13,q8,4.75,4.75,58.89
P16:100:0.1,100,0.1,103,13,spur,4.68,4.68,58.91
P16:100:0.1,100,0.1,103,15,q0legal,8.76,8.76,1.79
P16:100:0.1,100,0.1,103,15,q1,5.75,5.75,8.93
P16:100:0.1,100,0.1,103,15,q2,5.32,5.32,16.0
P16:100:0.1,100,0.1,103,15,q3,5.35,5.32,23.04
P16:100:0.1,100,0.1,103,15,q4,5.35,5.32,30.15
P16:100:0.1,100,0.1,103,15,q5,5.35,5.32,37.24
P16:100:0.1,100,0.1,103,15,q6,5.28,5.28,44.26
P16:100:0.1,100,0.1,103,15,q7,5.29,5.28,51.37
P16:100:0.1,100,0.1,103,15,q8,5.35,5.28,58.4
P16:100:0.1,100,0.1,103,15,spur,5.22,5.22,58.41
P16:140:0.2,140,0.2,101,5,q0legal,22.9429,22.9429,3.98
P16:140:0.2,140,0.2,101,5,q1,22.85,22.85,11.46
P16:140:0.2,140,0.2,101,5,q2,20.9071,20.9071,18.78
P16:140:0.2,140,0.2,101,5,q3,19.3429,19.3429,26.77
P16:140:0.2,140,0.2,101,5,q4,20.0286,19.3429,33.94
P16:140:0.2,140,0.2,101,5,q5,19.9429,19.3429,41.8
P16:140:0.2,140,0.2,101,5,q6,19.9429,19.3429,49.44
P16:140:0.2,140,0.2,101,5,q7,19.9286,19.3429,56.52
P16:140:0.2,140,0.2,101,5,q8,19.9286,19.3429,64.23
P16:140:0.2,140,0.2,101,5,spur,17.5214,17.5214,65.38
P16:140:0.2,140,0.2,101,4,q0legal,22.2929,22.2929,3.4
P16:140:0.2,140,0.2,101,4,q1,22.2,22.2,10.46
P16:140:0.2,140,0.2,101,4,q2,22.1286,22.1286,18.15
P16:140:0.2,140,0.2,101,4,q3,22.1071,22.1071,25.76
P16:140:0.2,140,0.2,101,4,q4,23.0643,22.1071,33.72
P16:140:0.2,140,0.2,101,4,q5,22.9429,22.1071,41.76
P16:140:0.2,140,0.2,101,4,q6,20.3786,20.3786,49.86
P16:140:0.2,140,0.2,101,4,q7,20.35,20.35,57.3
P16:140:0.2,140,0.2,101,4,q8,20.0786,20.0786,65.37
P16:140:0.2,140,0.2,101,4,spur,17.9,17.9,66.22
P16:140:0.2,140,0.2,101,3,q0legal,23.7214,23.7214,3.03
P16:140:0.2,140,0.2,101,3,q1,20.4786,20.4786,10.66
P16:140:0.2,140,0.2,101,3,q2,19.0786,19.0786,18.98
P16:140:0.2,140,0.2,101,3,q3,19.0786,19.0786,27.23
P16:140:0.2,140,0.2,101,3,q4,19.0786,19.0786,34.85
P16:140:0.2,140,0.2,101,3,q5,18.3,18.3,42.84
P16:140:0.2,140,0.2,101,3,q6,18.6071,18.3,50.47
P16:140:0.2,140,0.2,101,3,q7,18.6071,18.3,58.73
P16:140:0.2,140,0.2,101,3,q8,18.0,18.0,66.53
P16:140:0.2,140,0.2,101,3,spur,16.3857,16.3857,67.16
P16:140:0.2,140,0.2,101,0,q0legal,24.3571,24.3571,5.19
P16:140:0.2,140,0.2,101,0,q1,20.2,20.2,13.4
P16:140:0.2,140,0.2,101,0,q2,19.2214,19.2214,21.47
P16:140:0.2,140,0.2,101,0,q3,19.4571,19.2214,29.03
P16:140:0.2,140,0.2,101,0,q4,18.8714,18.8714,36.41
P16:140:0.2,140,0.2,101,0,q5,18.9,18.8714,43.93
P16:140:0.2,140,0.2,101,0,q6,18.8786,18.8714,52.06
P16:140:0.2,140,0.2,101,0,q7,17.7,17.7,59.41
P16:140:0.2,140,0.2,101,0,q8,17.6429,17.6429,67.42
P16:140:0.2,140,0.2,101,0,spur,16.1929,16.1929,67.9
P16:140:0.2,140,0.2,101,1,q0legal,27.8714,27.8714,3.39
P16:140:0.2,140,0.2,101,1,q1,27.65,27.65,10.92
P16:140:0.2,140,0.2,101,1,q2,24.5857,24.5857,18.19
P16:140:0.2,140,0.2,101,1,q3,24.5857,24.5857,27.1
P16:140:0.2,140,0.2,101,1,q4,22.9857,22.9857,35.23
P16:140:0.2,140,0.2,101,1,q5,22.8929,22.8929,42.47
P16:140:0.2,140,0.2,101,1,q6,22.8643,22.8643,51.57
P16:140:0.2,140,0.2,101,1,q7,22.8214,22.8214,59.23
P16:140:0.2,140,0.2,101,1,q8,23.2,22.8214,67.05
P16:140:0.2,140,0.2,101,1,spur,20.5857,20.5857,68.0
P16:140:0.2,140,0.2,101,2,q0legal,22.5857,22.5857,3.38
P16:140:0.2,140,0.2,101,2,q1,20.2714,20.2714,11.02
P16:140:0.2,140,0.2,101,2,q2,19.5,19.5,19.4
P16:140:0.2,140,0.2,101,2,q3,18.6286,18.6286,27.63
P16:140:0.2,140,0.2,101,2,q4,18.5357,18.5357,35.99
P16:140:0.2,140,0.2,101,2,q5,18.8143,18.5357,43.29
P16:140:0.2,140,0.2,101,2,q6,18.8429,18.5357,50.99
P16:140:0.2,140,0.2,101,2,q7,18.3714,18.3714,58.96
P16:140:0.2,140,0.2,101,2,q8,18.7571,18.3714,67.65
P16:140:0.2,140,0.2,101,2,spur,16.4929,16.4929,68.42
P16:140:0.2,140,0.2,101,7,q0legal,25.8429,25.8429,4.99
P16:140:0.2,140,0.2,101,7,q1,21.45,21.45,12.4
P16:140:0.2,140,0.2,101,7,q2,20.3071,20.3071,20.56
P16:140:0.2,140,0.2,101,7,q3,20.3071,20.3071,28.56
P16:140:0.2,140,0.2,101,7,q4,20.3071,20.3071,36.22
P16:140:0.2,140,0.2,101,7,q5,19.9286,19.9286,43.73
P16:140:0.2,140,0.2,101,7,q6,19.8857,19.8857,51.32
P16:140:0.2,140,0.2,101,7,q7,19.7571,19.7571,59.03
P16:140:0.2,140,0.2,101,7,q8,19.7857,19.7571,67.28
P16:140:0.2,140,0.2,101,7,spur,18.0643,18.0643,67.9
P16:140:0.2,140,0.2,101,6,q0legal,24.9286,24.9286,7.05
P16:140:0.2,140,0.2,101,6,q1,24.7857,24.7857,14.34
P16:140:0.2,140,0.2,101,6,q2,24.3143,24.3143,21.86
P16:140:0.2,140,0.2,101,6,q3,24.2286,24.2286,29.18
P16:140:0.2,140,0.2,101,6,q4,23.1214,23.1214,37.41
P16:140:0.2,140,0.2,101,6,q5,23.7357,23.1214,45.05
P16:140:0.2,140,0.2,101,6,q6,23.7143,23.1214,52.85
P16:140:0.2,140,0.2,101,6,q7,23.9,23.1214,60.3
P16:140:0.2,140,0.2,101,6,q8,22.0571,22.0571,68.41
P16:140:0.2,140,0.2,101,6,spur,19.9571,19.9571,69.2
P16:140:0.2,140,0.2,101,10,q0legal,28.6286,28.6286,3.65
P16:140:0.2,140,0.2,101,10,q1,24.1143,24.1143,11.2
P16:140:0.2,140,0.2,101,10,q2,22.0357,22.0357,19.17
P16:140:0.2,140,0.2,101,10,q3,21.0571,21.0571,26.2
P16:140:0.2,140,0.2,101,10,q4,20.2214,20.2214,33.35
P16:140:0.2,140,0.2,101,10,q5,19.5357,19.5357,41.79
P16:140:0.2,140,0.2,101,10,q6,19.1714,19.1714,49.43
P16:140:0.2,140,0.2,101,10,q7,19.1714,19.1714,57.14
P16:140:0.2,140,0.2,101,10,q8,18.6643,18.6643,64.58
P16:140:0.2,140,0.2,101,10,spur,16.9071,16.9071,65.37
P16:140:0.2,140,0.2,101,9,q0legal,28.3571,28.3571,4.92
P16:140:0.2,140,0.2,101,9,q1,25.8714,25.8714,12.1
P16:140:0.2,140,0.2,101,9,q2,24.4071,24.4071,20.18
P16:140:0.2,140,0.2,101,9,q3,23.8,23.8,27.39
P16:140:0.2,140,0.2,101,9,q4,20.9214,20.9214,35.32
P16:140:0.2,140,0.2,101,9,q5,20.9643,20.9214,42.38
P16:140:0.2,140,0.2,101,9,q6,21.0,20.9214,49.94
P16:140:0.2,140,0.2,101,9,q7,21.0,20.9214,58.19
P16:140:0.2,140,0.2,101,9,q8,20.9929,20.9214,65.91
P16:140:0.2,140,0.2,101,9,spur,18.9429,18.9429,66.46
P16:140:0.2,140,0.2,101,14,q0legal,22.9429,22.9429,3.9
P16:140:0.2,140,0.2,101,14,q1,22.3071,22.3071,11.37
P16:140:0.2,140,0.2,101,14,q2,22.25,22.25,19.26
P16:140:0.2,140,0.2,101,14,q3,20.9571,20.9571,26.51
P16:140:0.2,140,0.2,101,14,q4,20.0071,20.0071,34.34
P16:140:0.2,140,0.2,101,14,q5,20.8,20.0071,42.1
P16:140:0.2,140,0.2,101,14,q6,19.4214,19.4214,50.11
P16:140:0.2,140,0.2,101,14,q7,18.6786,18.6786,57.55
P16:140:0.2,140,0.2,101,14,q8,19.0357,18.6786,64.7
P16:140:0.2,140,0.2,101,14,spur,17.0714,17.0714,65.31
P16:140:0.2,140,0.2,101,13,q0legal,21.2571,21.2571,3.44
P16:140:0.2,140,0.2,101,13,q1,19.0071,19.0071,11.48
P16:140:0.2,140,0.2,101,13,q2,18.8,18.8,19.36
P16:140:0.2,140,0.2,101,13,q3,18.3429,18.3429,27.18
P16:140:0.2,140,0.2,101,13,q4,17.7071,17.7071,35.43
P16:140:0.2,140,0.2,101,13,q5,18.1,17.7071,42.98
P16:140:0.2,140,0.2,101,13,q6,17.8714,17.7071,50.59
P16:140:0.2,140,0.2,101,13,q7,18.45,17.7071,57.99
P16:140:0.2,140,0.2,101,13,q8,17.5357,17.5357,66.37
P16:140:0.2,140,0.2,101,13,spur,16.25,16.25,66.97
P16:140:0.2,140,0.2,101,8,q0legal,27.2714,27.2714,6.02
P16:140:0.2,140,0.2,101,8,q1,24.6286,24.6286,13.59
P16:140:0.2,140,0.2,101,8,q2,23.8857,23.8857,20.87
P16:140:0.2,140,0.2,101,8,q3,21.5071,21.5071,28.35
P16:140:0.2,140,0.2,101,8,q4,21.2214,21.2214,35.69
P16:140:0.2,140,0.2,101,8,q5,21.8071,21.2214,44.0
P16:140:0.2,140,0.2,101,8,q6,21.8071,21.2214,52.37
P16:140:0.2,140,0.2,101,8,q7,20.6857,20.6857,60.73
P16:140:0.2,140,0.2,101,8,q8,20.8571,20.6857,68.46
P16:140:0.2,140,0.2,101,8,spur,18.5429,18.5429,69.22
P16:140:0.2,140,0.2,101,11,q0legal,23.1571,23.1571,3.55
P16:140:0.2,140,0.2,101,11,q1,19.8143,19.8143,11.65
P16:140:0.2,140,0.2,101,11,q2,19.0571,19.0571,19.3
P16:140:0.2,140,0.2,101,11,q3,18.7214,18.7214,27.35
P16:140:0.2,140,0.2,101,11,q4,18.7071,18.7071,35.55
P16:140:0.2,140,0.2,101,11,q5,17.9286,17.9286,43.91
P16:140:0.2,140,0.2,101,11,q6,17.9286,17.9286,51.42
P16:140:0.2,140,0.2,101,11,q7,17.8429,17.8429,60.0
P16:140:0.2,140,0.2,101,11,q8,17.7,17.7,68.16
P16:140:0.2,140,0.2,101,11,spur,16.1143,16.1143,68.77
P16:140:0.2,140,0.2,101,12,q0legal,27.7357,27.7357,3.61
P16:140:0.2,140,0.2,101,12,q1,23.3929,23.3929,11.59
P16:140:0.2,140,0.2,101,12,q2,22.9786,22.9786,19.13
P16:140:0.2,140,0.2,101,12,q3,22.0357,22.0357,27.23
P16:140:0.2,140,0.2,101,12,q4,21.5071,21.5071,35.22
P16:140:0.2,140,0.2,101,12,q5,20.6357,20.6357,43.81
P16:140:0.2,140,0.2,101,12,q6,19.8357,19.8357,52.12
P16:140:0.2,140,0.2,101,12,q7,18.8857,18.8857,60.49
P16:140:0.2,140,0.2,101,12,q8,19.2929,18.8857,68.4
P16:140:0.2,140,0.2,101,12,spur,17.3071,17.3071,69.01
P16:140:0.2,140,0.2,101,15,q0legal,23.3714,23.3714,5.06
P16:140:0.2,140,0.2,101,15,q1,20.9786,20.9786,12.24
P16:140:0.2,140,0.2,101,15,q2,20.4357,20.4357,19.65
P16:140:0.2,140,0.2,101,15,q3,20.4214,20.4214,27.05
P16:140:0.2,140,0.2,101,15,q4,19.7929,19.7929,35.18
P16:140:0.2,140,0.2,101,15,q5,20.2929,19.7929,42.44
P16:140:0.2,140,0.2,101,15,q6,18.9714,18.9714,50.42
P16:140:0.2,140,0.2,101,15,q7,18.5429,18.5429,58.52
P16:140:0.2,140,0.2,101,15,q8,18.2,18.2,66.86
P16:140:0.2,140,0.2,101,15,spur,16.6429,16.6429,67.37
P16:140:0.2,140,0.2,102,0,q0legal,27.1786,27.1786,4.28
P16:140:0.2,140,0.2,102,0,q1,25.4429,25.4429,11.4
P16:140:0.2,140,0.2,102,0,q2,22.5857,22.5857,19.01
P16:140:0.2,140,0.2,102,0,q3,22.5357,22.5357,26.62
P16:140:0.2,140,0.2,102,0,q4,21.8429,21.8429,34.11
P16:140:0.2,140,0.2,102,0,q5,21.7929,21.7929,41.27
P16:140:0.2,140,0.2,102,0,q6,21.0,21.0,48.48
P16:140:0.2,140,0.2,102,0,q7,20.55,20.55,56.09
P16:140:0.2,140,0.2,102,0,q8,19.4857,19.4857,63.65
P16:140:0.2,140,0.2,102,0,spur,17.8143,17.8143,64.19
P16:140:0.2,140,0.2,102,1,q0legal,24.9286,24.9286,3.58
P16:140:0.2,140,0.2,102,1,q1,20.7357,20.7357,11.61
P16:140:0.2,140,0.2,102,1,q2,19.0071,19.0071,19.33
P16:140:0.2,140,0.2,102,1,q3,18.4857,18.4857,26.4
P16:140:0.2,140,0.2,102,1,q4,17.75,17.75,34.4
P16:140:0.2,140,0.2,102,1,q5,17.5429,17.5429,41.68
P16:140:0.2,140,0.2,102,1,q6,16.8357,16.8357,49.11
P16:140:0.2,140,0.2,102,1,q7,16.9429,16.8357,56.88
P16:140:0.2,140,0.2,102,1,q8,17.3143,16.8357,64.72
P16:140:0.2,140,0.2,102,1,spur,15.75,15.75,65.19
P16:140:0.2,140,0.2,102,2,q0legal,19.7857,19.7857,2.98
P16:140:0.2,140,0.2,102,2,q1,19.0571,19.0571,11.24
P16:140:0.2,140,0.2,102,2,q2,17.6571,17.6571,18.59
P16:140:0.2,140,0.2,102,2,q3,17.7714,17.6571,25.62
P16:140:0.2,140,0.2,102,2,q4,17.3643,17.3643,33.77
P16:140:0.2,140,0.2,102,2,q5,17.1143,17.1143,41.74
P16:140:0.2,140,0.2,102,2,q6,17.1571,17.1143,49.04
P16:140:0.2,140,0.2,102,2,q7,17.1571,17.1143,56.57
P16:140:0.2,140,0.2,102,2,q8,17.0071,17.0071,64.31
P16:140:0.2,140,0.2,102,2,spur,15.6571,15.6571,64.65
P16:140:0.2,140,0.2,102,5,q0legal,20.0286,20.0286,4.88
P16:140:0.2,140,0.2,102,5,q1,18.9143,18.9143,12.3
P16:140:0.2,140,0.2,102,5,q2,18.5071,18.5071,20.1
P16:140:0.2,140,0.2,102,5,q3,17.5214,17.5214,28.23
P16:140:0.2,140,0.2,102,5,q4,17.2786,17.2786,35.33
P16:140:0.2,140,0.2,102,5,q5,16.7,16.7,43.41
P16:140:0.2,140,0.2,102,5,q6,16.5643,16.5643,51.04
P16:140:0.2,140,0.2,102,5,q7,16.5714,16.5643,58.8
P16:140:0.2,140,0.2,102,5,q8,16.5643,16.5643,66.11
P16:140:0.2,140,0.2,102,5,spur,15.4929,15.4929,66.42
P16:140:0.2,140,0.2,102,4,q0legal,20.7429,20.7429,4.11
P16:140:0.2,140,0.2,102,4,q1,19.6786,19.6786,11.92
P16:140:0.2,140,0.2,102,4,q2,18.8571,18.8571,19.81
P16:140:0.2,140,0.2,102,4,q3,18.8786,18.8571,27.24
P16:140:0.2,140,0.2,102,4,q4,18.1929,18.1929,35.42
P16:140:0.2,140,0.2,102,4,q5,17.4,17.4,43.72
P16:140:0.2,140,0.2,102,4,q6,17.7286,17.4,51.78
P16:140:0.2,140,0.2,102,4,q7,17.4857,17.4,59.39
P16:140:0.2,140,0.2,102,4,q8,17.3357,17.3357,66.93
P16:140:0.2,140,0.2,102,4,spur,15.9286,15.9286,67.37
P16:140:0.2,140,0.2,102,7,q0legal,21.1071,21.1071,4.47
P16:140:0.2,140,0.2,102,7,q1,18.6143,18.6143,11.96
P16:140:0.2,140,0.2,102,7,q2,17.95,17.95,19.32
P16:140:0.2,140,0.2,102,7,q3,18.6929,17.95,26.39
P16:140:0.2,140,0.2,102,7,q4,18.7214,17.95,33.98
P16:140:0.2,140,0.2,102,7,q5,18.3429,17.95,42.4
P16:140:0.2,140,0.2,102,7,q6,17.4214,17.4214,50.8
P16:140:0.2,140,0.2,102,7,q7,17.4929,17.4214,58.09
P16:140:0.2,140,0.2,102,7,q8,16.9643,16.9643,65.49
P16:140:0.2,140,0.2,102,7,spur,15.7,15.7,65.87
P16:140:0.2,140,0.2,102,3,q0legal,25.5857,25.5857,4.56
P16:140:0.2,140,0.2,102,3,q1,22.3643,22.3643,12.41
P16:140:0.2,140,0.2,102,3,q2,21.6,21.6,19.83
P16:140:0.2,140,0.2,102,3,q3,21.5714,21.5714,27.66
P16:140:0.2,140,0.2,102,3,q4,20.6286,20.6286,35.88
P16:140:0.2,140,0.2,102,3,q5,19.4714,19.4714,43.82
P16:140:0.2,140,0.2,102,3,q6,18.9714,18.9714,51.4
P16:140:0.2,140,0.2,102,3,q7,18.8286,18.8286,59.7
P16:140:0.2,140,0.2,102,3,q8,18.8214,18.8214,68.21
P16:140:0.2,140,0.2,102,3,spur,17.1857,17.1857,68.65
P16:140:0.2,140,0.2,102,6,q0legal,25.6429,25.6429,7.17
P16:140:0.2,140,0.2,102,6,q1,21.4357,21.4357,14.68
P16:140:0.2,140,0.2,102,6,q2,20.1214,20.1214,22.73
P16:140:0.2,140,0.2,102,6,q3,20.0214,20.0214,31.37
P16:140:0.2,140,0.2,102,6,q4,18.6,18.6,38.59
P16:140:0.2,140,0.2,102,6,q5,18.1571,18.1571,46.35
P16:140:0.2,140,0.2,102,6,q6,18.1571,18.1571,53.99
P16:140:0.2,140,0.2,102,6,q7,18.1214,18.1214,61.01
P16:140:0.2,140,0.2,102,6,q8,18.0929,18.0929,68.95
P16:140:0.2,140,0.2,102,6,spur,16.8714,16.8714,69.5
P16:140:0.2,140,0.2,102,8,q0legal,23.6286,23.6286,3.08
P16:140:0.2,140,0.2,102,8,q1,19.8286,19.8286,10.46
P16:140:0.2,140,0.2,102,8,q2,18.1714,18.1714,18.45
P16:140:0.2,140,0.2,102,8,q3,18.2214,18.1714,25.98
P16:140:0.2,140,0.2,102,8,q4,17.5071,17.5071,33.48
P16:140:0.2,140,0.2,102,8,q5,17.2214,17.2214,40.74
P16:140:0.2,140,0.2,102,8,q6,16.5857,16.5857,48.12
P16:140:0.2,140,0.2,102,8,q7,17.0857,16.5857,55.18
P16:140:0.2,140,0.2,102,8,q8,17.0857,16.5857,63.18
P16:140:0.2,140,0.2,102,8,spur,15.3071,15.3071,63.56
P16:140:0.2,140,0.2,102,9,q0legal,21.5429,21.5429,3.05
P16:140:0.2,140,0.2,102,9,q1,19.2071,19.2071,10.29
P16:140:0.2,140,0.2,102,9,q2,18.3643,18.3643,18.23
P16:140:0.2,140,0.2,102,9,q3,17.7214,17.7214,25.46
P16:140:0.2,140,0.2,102,9,q4,17.8857,17.7214,33.43
P16:140:0.2,140,0.2,102,9,q5,17.6357,17.6357,41.49
P16:140:0.2,140,0.2,102,9,q6,17.4714,17.4714,49.23
P16:140:0.2,140,0.2,102,9,q7,17.1286,17.1286,57.25
P16:140:0.2,140,0.2,102,9,q8,17.0071,17.0071,64.83
P16:140:0.2,140,0.2,102,9,spur,15.9,15.9,65.14
P16:140:0.2,140,0.2,102,10,q0legal,27.5643,27.5643,2.93
P16:140:0.2,140,0.2,102,10,q1,23.3429,23.3429,10.61
P16:140:0.2,140,0.2,102,10,q2,21.3786,21.3786,18.82
P16:140:0.2,140,0.2,102,10,q3,21.4071,21.3786,26.43
P16:140:0.2,140,0.2,102,10,q4,20.8571,20.8571,34.44
P16:140:0.2,140,0.2,102,10,q5,20.9,20.8571,42.17
P16:140:0.2,140,0.2,102,10,q6,19.8071,19.8071,49.27
P16:140:0.2,140,0.2,102,10,q7,18.7429,18.7429,56.58
P16:140:0.2,140,0.2,102,10,q8,17.9786,17.9786,64.55
P16:140:0.2,140,0.2,102,10,spur,16.5286,16.5286,65.16
P16:140:0.2,140,0.2,102,12,q0legal,25.3786,25.3786,3.55
P16:140:0.2,140,0.2,102,12,q1,21.6714,21.6714,11.45
P16:140:0.2,140,0.2,102,12,q2,19.7857,19.7857,18.79
P16:140:0.2,140,0.2,102,12,q3,19.1071,19.1071,26.01
P16:140:0.2,140,0.2,102,12,q4,18.3214,18.3214,33.16
P16:140:0.2,140,0.2,102,12,q5,17.5714,17.5714,40.42
P16:140:0.2,140,0.2,102,12,q6,17.6929,17.5714,48.01
P16:140:0.2,140,0.2,102,12,q7,17.9714,17.5714,55.23
P16:140:0.2,140,0.2,102,12,q8,17.3214,17.3214,62.27
P16:140:0.2,140,0.2,102,12,spur,16.1286,16.1286,62.57
P16:140:0.2,140,0.2,102,11,q0legal,24.1429,24.1429,2.95
P16:140:0.2,140,0.2,102,11,q1,21.1214,21.1214,10.93
P16:140:0.2,140,0.2,102,11,q2,19.6214,19.6214,18.34
P16:140:0.2,140,0.2,102,11,q3,19.3714,19.3714,25.56
P16:140:0.2,140,0.2,102,11,q4,18.2857,18.2857,33.28
P16:140:0.2,140,0.2,102,11,q5,18.2929,18.2857,40.97
P16:140:0.2,140,0.2,102,11,q6,17.5857,17.5857,48.5
P16:140:0.2,140,0.2,102,11,q7,17.5714,17.5714,56.43
P16:140:0.2,140,0.2,102,11,q8,16.8357,16.8357,63.46
P16:140:0.2,140,0.2,102,11,spur,15.5571,15.5571,63.95
P16:140:0.2,140,0.2,102,13,q0legal,23.5286,23.5286,3.29
P16:140:0.2,140,0.2,102,13,q1,20.85,20.85,10.96
P16:140:0.2,140,0.2,102,13,q2,19.2857,19.2857,18.81
P16:140:0.2,140,0.2,102,13,q3,18.5857,18.5857,27.06
P16:140:0.2,140,0.2,102,13,q4,18.5857,18.5857,35.03
P16:140:0.2,140,0.2,102,13,q5,17.9857,17.9857,42.08
P16:140:0.2,140,0.2,102,13,q6,17.3,17.3,49.56
P16:140:0.2,140,0.2,102,13,q7,17.1786,17.1786,56.67
P16:140:0.2,140,0.2,102,13,q8,16.6714,16.6714,63.78
P16:140:0.2,140,0.2,102,13,spur,15.4571,15.4571,64.22
P16:140:0.2,140,0.2,102,14,q0legal,26.3357,26.3357,4.05
P16:140:0.2,140,0.2,102,14,q1,22.4214,22.4214,11.13
P16:140:0.2,140,0.2,102,14,q2,20.4,20.4,18.56
P16:140:0.2,140,0.2,102,14,q3,20.5143,20.4,26.36
P16:140:0.2,140,0.2,102,14,q4,21.0143,20.4,34.71
P16:140:0.2,140,0.2,102,14,q5,19.4429,19.4429,42.4
P16:140:0.2,140,0.2,102,14,q6,18.7571,18.7571,50.03
P16:140:0.2,140,0.2,102,14,q7,18.7571,18.7571,57.8
P16:140:0.2,140,0.2,102,14,q8,18.5357,18.5357,65.19
P16:140:0.2,140,0.2,102,14,spur,16.8714,16.8714,65.68
P16:140:0.2,140,0.2,102,15,q0legal,22.3714,22.3714,2.84
P16:140:0.2,140,0.2,102,15,q1,20.1,20.1,10.44
P16:140:0.2,140,0.2,102,15,q2,20.1143,20.1,17.49
P16:140:0.2,140,0.2,102,15,q3,19.0214,19.0214,24.75
P16:140:0.2,140,0.2,102,15,q4,18.3071,18.3071,33.21
