topo,n,p,inst_seed,arm,family,algo_seed,switch_val,status,success,acl,acl_spur,max_chain,qubits,wall,n_edges,err
P16,140,0.07194244604316546,103,boltz-0.5,root,2,0.5,SUCCESS,1,7.4571,7.1643,15,1044,7.7725,689,
P16,140,0.07194244604316546,103,tree-union,tree,2,1,SUCCESS,1,7.8643,7.5071,16,1101,7.931,689,
P16,140,0.07194244604316546,103,boltz-2.0,root,1,2.0,SUCCESS,1,7.1357,6.8857,14,999,10.3137,689,
P16,140,0.07194244604316546,102,beta-dhat,beta,2,4.0,SUCCESS,1,7.5286,7.1214,16,1054,21.1881,693,
P16,140,0.07194244604316546,103,beta-dhat,beta,1,4.0,SUCCESS,1,7.5857,7.3,17,1062,9.5015,689,
P16,140,0.07194244604316546,103,tree-sph,tree,4,2,SUCCESS,1,7.3643,7.2286,16,1031,4.1514,689,
P16,100,0.10101010101010101,104,beta-2.0,beta,2,2.0,TIMEOUT,0,,,,,60.2383,495,
P16,140,0.07194244604316546,103,boltz-2.0,root,4,2.0,SUCCESS,1,8.0214,7.6929,16,1123,4.3511,689,
P16,140,0.07194244604316546,103,boltz-8.0,root,3,8.0,SUCCESS,1,7.6857,7.4286,15,1076,6.8708,689,
P16,140,0.07194244604316546,103,beta-16.0,beta,3,16.0,SUCCESS,1,7.3929,7.1143,15,1035,6.4837,689,
P16,140,0.07194244604316546,103,beta-16.0,beta,2,16.0,SUCCESS,1,7.2214,7.0357,15,1011,9.6925,689,
P16,140,0.07194244604316546,103,boltz-8.0,root,2,8.0,SUCCESS,1,7.8143,7.4786,16,1094,11.3125,689,
P16,140,0.07194244604316546,103,boltz-2.0,root,3,2.0,SUCCESS,1,7.3714,7.0929,15,1032,8.9272,689,
P16,140,0.07194244604316546,104,tree-sph,tree,0,2,SUCCESS,1,8.3786,8.1929,16,1173,4.8172,718,
P16,140,0.07194244604316546,103,tree-union,tree,4,1,SUCCESS,1,7.8214,7.4143,16,1095,7.3088,689,
P16,140,0.07194244604316546,103,boltz-0.5,root,4,0.5,SUCCESS,1,7.5714,7.2571,15,1060,7.9761,689,
P16,140,0.07194244604316546,104,tree-union,tree,1,1,SUCCESS,1,9.0857,8.5429,17,1272,4.4143,718,
P16,140,0.07194244604316546,103,beta-16.0,beta,4,16.0,SUCCESS,1,7.9786,7.5643,18,1117,7.6831,689,
P16,100,0.10101010101010101,104,beta-2.0,beta,3,2.0,TIMEOUT,0,,,,,60.5287,495,
P16,140,0.07194244604316546,104,boltz-8.0,root,1,8.0,SUCCESS,1,7.9643,7.7,16,1115,5.8785,718,
P16,140,0.07194244604316546,103,stock,stock,4,,SUCCESS,1,7.1714,6.9071,15,1004,11.472,689,
P16,140,0.07194244604316546,103,beta-dhat,beta,3,4.0,SUCCESS,1,7.4786,7.1714,16,1047,12.4349,689,
P16,140,0.07194244604316546,103,boltz-8.0,root,4,8.0,SUCCESS,1,7.1143,6.9571,14,996,10.9454,689,
P16,140,0.07194244604316546,104,boltz-2.0,root,0,2.0,SUCCESS,1,7.8357,7.5214,15,1097,9.4031,718,
P16,140,0.07194244604316546,104,boltz-2.0,root,1,2.0,SUCCESS,1,8.1286,7.7,16,1138,6.7286,718,
P16,140,0.07194244604316546,104,stock,stock,0,,SUCCESS,1,7.5357,7.2214,15,1055,10.0792,718,
P16,140,0.07194244604316546,104,boltz-0.5,root,1,0.5,SUCCESS,1,8.0929,7.8214,16,1133,7.2427,718,
P16,140,0.07194244604316546,104,tree-sph,tree,2,2,SUCCESS,1,8.0,7.8357,15,1120,4.5357,718,
P16,100,0.10101010101010101,104,beta-2.0,beta,4,2.0,TIMEOUT,0,,,,,60.5848,495,
P16,140,0.07194244604316546,104,tree-sph,tree,1,2,SUCCESS,1,7.3214,7.1929,14,1025,8.88,718,
P16,140,0.07194244604316546,104,boltz-0.5,root,0,0.5,SUCCESS,1,7.1857,6.9571,14,1006,10.9814,718,
P16,140,0.07194244604316546,104,boltz-0.5,root,2,0.5,SUCCESS,1,8.5143,8.2286,17,1192,5.6824,718,
P16,140,0.07194244604316546,104,tree-union,tree,0,1,SUCCESS,1,8.0714,7.65,16,1130,12.4616,718,
P16,140,0.07194244604316546,104,boltz-8.0,root,0,8.0,SUCCESS,1,7.6429,7.3929,14,1070,12.0472,718,
P16,140,0.07194244604316546,103,beta-dhat,beta,2,4.0,SUCCESS,1,7.4143,7.1,14,1038,18.7445,689,
P16,140,0.07194244604316546,104,beta-16.0,beta,0,16.0,SUCCESS,1,7.8429,7.5214,15,1098,12.2841,718,
P16,100,0.10101010101010101,105,beta-2.0,beta,0,2.0,TIMEOUT,0,,,,,60.5048,522,
P16,140,0.07194244604316546,104,stock,stock,2,,SUCCESS,1,8.1571,7.8714,16,1142,8.2227,718,
P16,140,0.07194244604316546,104,boltz-0.5,root,3,0.5,SUCCESS,1,9.1643,8.7214,18,1283,4.4317,718,
P16,140,0.07194244604316546,104,stock,stock,1,,SUCCESS,1,7.9071,7.6143,16,1107,13.3596,718,
P16,140,0.07194244604316546,104,boltz-2.0,root,2,2.0,SUCCESS,1,7.9643,7.7143,16,1115,7.9547,718,
P16,140,0.07194244604316546,104,tree-union,tree,2,1,SUCCESS,1,8.1929,7.8143,16,1147,9.929,718,
P16,140,0.07194244604316546,104,beta-dhat,beta,1,4.0,SUCCESS,1,8.0929,7.8,17,1133,10.3728,718,
P16,140,0.07194244604316546,104,boltz-8.0,root,2,8.0,SUCCESS,1,7.6786,7.4357,16,1075,8.394,718,
P16,140,0.07194244604316546,103,beta-dhat,beta,4,4.0,SUCCESS,1,7.4929,7.2214,15,1049,15.811,689,
P16,140,0.07194244604316546,104,boltz-2.0,root,3,2.0,SUCCESS,1,8.1571,7.9071,16,1142,5.7013,718,
P16,100,0.10101010101010101,105,beta-2.0,beta,1,2.0,TIMEOUT,0,,,,,60.5644,522,
P16,140,0.07194244604316546,104,tree-sph,tree,3,2,SUCCESS,1,8.1071,7.9786,17,1135,6.4685,718,
P16,140,0.07194244604316546,104,boltz-8.0,root,3,8.0,SUCCESS,1,8.6714,8.3643,17,1214,6.015,718,
P16,100,0.10101010101010101,105,beta-2.0,beta,2,2.0,TIMEOUT,0,,,,,60.5036,522,
P16,140,0.07194244604316546,104,beta-16.0,beta,2,16.0,SUCCESS,1,8.1571,7.8714,16,1142,8.2755,718,
P16,140,0.07194244604316546,104,beta-16.0,beta,1,16.0,SUCCESS,1,7.9071,7.6143,16,1107,13.2839,718,
P16,100,0.10101010101010101,105,beta-2.0,beta,3,2.0,TIMEOUT,0,,,,,60.4364,522,
P16,140,0.07194244604316546,104,stock,stock,3,,SUCCESS,1,7.7857,7.45,15,1090,8.8923,718,
P16,140,0.07194244604316546,104,boltz-8.0,root,4,8.0,SUCCESS,1,8.2,7.9071,15,1148,5.5567,718,
P16,140,0.07194244604316546,104,tree-sph,tree,4,2,SUCCESS,1,8.0357,7.85,17,1125,6.4094,718,
P16,140,0.07194244604316546,104,beta-16.0,beta,3,16.0,SUCCESS,1,7.7429,7.4857,16,1084,7.8461,718,
P16,100,0.10101010101010101,105,beta-2.0,beta,4,2.0,TIMEOUT,0,,,,,60.3331,522,
P16,140,0.07194244604316546,105,boltz-2.0,root,0,2.0,SUCCESS,1,8.7214,8.4286,17,1221,5.0597,730,
P16,140,0.07194244604316546,105,tree-sph,tree,0,2,SUCCESS,1,7.9643,7.75,16,1115,5.788,730,
P16,140,0.07194244604316546,104,tree-union,tree,3,1,SUCCESS,1,8.5429,8.05,16,1196,11.3121,718,
P16,140,0.07194244604316546,104,beta-dhat,beta,3,4.0,SUCCESS,1,8.1714,7.8429,16,1144,10.1035,718,
P16,140,0.07194244604316546,104,stock,stock,4,,SUCCESS,1,8.0286,7.65,17,1124,9.3581,718,
P16,140,0.07194244604316546,104,boltz-2.0,root,4,2.0,SUCCESS,1,7.6786,7.4214,15,1075,8.5456,718,
P16,140,0.07194244604316546,105,boltz-8.0,root,0,8.0,SUCCESS,1,8.5214,8.1357,17,1193,6.5965,730,
P16,140,0.07194244604316546,105,tree-sph,tree,1,2,SUCCESS,1,8.4786,8.2714,17,1187,4.7403,730,
P16,140,0.07194244604316546,101,beta-2.0,beta,0,2.0,TIMEOUT,0,,,,,60.7743,691,
P16,140,0.07194244604316546,104,beta-dhat,beta,0,4.0,SUCCESS,1,7.05,6.7857,14,987,22.245,718,
P16,140,0.07194244604316546,104,beta-dhat,beta,4,4.0,SUCCESS,1,7.5857,7.3429,16,1062,8.9202,718,
P16,140,0.07194244604316546,105,tree-union,tree,1,1,SUCCESS,1,8.5,8.1143,16,1190,6.25,730,
P16,140,0.07194244604316546,104,boltz-0.5,root,4,0.5,SUCCESS,1,7.9,7.5929,15,1106,11.1684,718,
P16,140,0.07194244604316546,104,beta-16.0,beta,4,16.0,SUCCESS,1,7.9143,7.6214,16,1108,9.9677,718,
P16,140,0.07194244604316546,105,beta-16.0,beta,0,16.0,SUCCESS,1,8.1143,7.7786,16,1136,8.4168,730,
P16,140,0.07194244604316546,101,beta-2.0,beta,1,2.0,TIMEOUT,0,,,,,60.7944,691,
P16,140,0.07194244604316546,104,tree-union,tree,4,1,SUCCESS,1,8.25,7.8786,16,1155,12.4893,718,
P16,140,0.07194244604316546,105,boltz-0.5,root,1,0.5,SUCCESS,1,8.6286,8.1214,19,1208,6.9834,730,
P16,140,0.07194244604316546,105,stock,stock,1,,SUCCESS,1,7.7857,7.4286,15,1090,8.8224,730,
P16,140,0.07194244604316546,101,beta-2.0,beta,2,2.0,TIMEOUT,0,,,,,60.0989,691,
P16,140,0.07194244604316546,105,boltz-0.5,root,0,0.5,SUCCESS,1,8.0071,7.6786,16,1121,10.337,730,
P16,140,0.07194244604316546,105,boltz-8.0,root,1,8.0,SUCCESS,1,8.2071,7.8929,16,1149,7.2054,730,
P16,140,0.07194244604316546,105,tree-sph,tree,2,2,SUCCESS,1,8.4429,8.2429,17,1182,4.897,730,
P16,140,0.07194244604316546,105,stock,stock,0,,SUCCESS,1,7.5429,7.3571,13,1056,11.9795,730,
P16,140,0.07194244604316546,105,beta-16.0,beta,1,16.0,SUCCESS,1,8.0571,7.7786,16,1128,8.6886,730,
P16,140,0.07194244604316546,105,boltz-2.0,root,1,2.0,SUCCESS,1,7.9929,7.6786,17,1119,9.553,730,
P16,140,0.07194244604316546,101,beta-2.0,beta,3,2.0,TIMEOUT,0,,,,,60.6241,691,
P16,140,0.07194244604316546,105,boltz-2.0,root,3,2.0,SUCCESS,1,8.5429,8.1071,16,1196,5.8506,730,
P16,140,0.07194244604316546,105,boltz-0.5,root,2,0.5,SUCCESS,1,7.8,7.5286,15,1092,9.1564,730,
P16,140,0.07194244604316546,104,beta-dhat,beta,2,4.0,SUCCESS,1,7.0429,6.8929,13,986,21.7381,718,
P16,140,0.07194244604316546,105,tree-union,tree,3,1,SUCCESS,1,8.3214,7.9571,17,1165,7.5302,730,
P16,140,0.07194244604316546,101,beta-2.0,beta,4,2.0,TIMEOUT,0,,,,,60.4746,691,
P16,140,0.07194244604316546,105,tree-sph,tree,3,2,SUCCESS,1,7.4214,7.2571,15,1039,7.7961,730,
P16,140,0.07194244604316546,105,tree-union,tree,0,1,SUCCESS,1,7.8214,7.5143,16,1095,16.6575,730,
P16,140,0.07194244604316546,105,beta-dhat,beta,2,4.0,SUCCESS,1,8.0071,7.6571,15,1121,9.3277,730,
P16,140,0.07194244604316546,105,tree-union,tree,2,1,SUCCESS,1,8.2786,7.8286,17,1159,11.8119,730,
P16,140,0.07194244604316546,105,boltz-2.0,root,2,2.0,SUCCESS,1,7.3286,7.1357,14,1026,11.7327,730,
P16,140,0.07194244604316546,105,tree-sph,tree,4,2,SUCCESS,1,7.6929,7.5643,15,1077,7.6854,730,
P16,140,0.07194244604316546,105,beta-dhat,beta,1,4.0,SUCCESS,1,7.6357,7.4,16,1069,13.7339,730,
P16,140,0.07194244604316546,105,boltz-8.0,root,2,8.0,SUCCESS,1,8.05,7.7429,15,1127,12.5506,730,
P16,140,0.07194244604316546,105,beta-dhat,beta,3,4.0,SUCCESS,1,7.9357,7.5786,16,1111,9.1307,730,
P16,140,0.07194244604316546,105,stock,stock,3,,SUCCESS,1,8.2071,7.9286,17,1149,11.1452,730,
P16,140,0.07194244604316546,102,beta-2.0,beta,0,2.0,TIMEOUT,0,,,,,60.4315,693,
P16,140,0.07194244604316546,105,boltz-0.5,root,4,0.5,SUCCESS,1,8.0214,7.6929,16,1123,9.3608,730,
P16,140,0.07194244604316546,105,stock,stock,2,,SUCCESS,1,7.7071,7.4143,15,1079,14.7433,730,
P16,140,0.07194244604316546,105,tree-union,tree,4,1,SUCCESS,1,8.3071,7.8786,16,1163,10.3748,730,
P16,140,0.07194244604316546,105,stock,stock,4,,SUCCESS,1,7.9571,7.75,15,1114,10.5975,730,
P16,180,0.055865921787709494,101,tree-sph,tree,0,2,SUCCESS,1,10.7556,10.4889,25,1936,5.9698,911,
P16,140,0.07194244604316546,102,beta-2.0,beta,1,2.0,TIMEOUT,0,,,,,60.447,693,
P16,180,0.055865921787709494,101,stock,stock,0,,SUCCESS,1,11.2389,10.6333,23,2023,7.0675,911,
P16,140,0.07194244604316546,105,boltz-8.0,root,4,8.0,SUCCESS,1,8.4071,8.15,17,1177,10.6442,730,
P16,140,0.07194244604316546,105,boltz-0.5,root,3,0.5,SUCCESS,1,8.0143,7.7429,16,1122,14.3566,730,
P16,140,0.07194244604316546,105,beta-16.0,beta,2,16.0,SUCCESS,1,6.9643,6.7643,14,975,15.9007,730,
