graph_id,graph_name,family,n,density,score,mm_acl,ate_acl,clmm_acl,d_ate,d_clmm,label
2772,turan_n20_r2,turan,20,0.526316,1.9,1.2,1.2,1.2,0.0,0.0,0
2773,turan_n20_r3,turan,20,0.7,2.35,2.05,1.8,1.8,-0.25,-0.25,0
2774,turan_n20_r3,turan,20,0.7,2.35,2.05,1.85,1.85,-0.2,-0.2,0
2775,turan_n20_r5,turan,20,0.842105,2.4,2.25,2.3,2.2,0.05,-0.05,0
2776,turan_n20_r5,turan,20,0.842105,2.4,2.1,2.25,2.25,0.15,0.15,0
2778,turan_n20_r8,turan,20,0.915789,2.6,2.25,2.4,2.45,0.15,0.2,0
2779,turan_n21_r2,turan,21,0.52381,1.9048,1.4761904761904763,1.2380952380952381,1.2380952380952381,-0.238095,-0.238095,0
2780,turan_n6_r5,turan,6,0.933333,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,0
2781,turan_n21_r4,turan,21,0.785714,2.4286,2.0476190476190474,2.1904761904761907,2.142857142857143,0.142857,0.095238,0
2782,turan_n8_r5,turan,8,0.892857,1.0,1.5,1.5,1.5,0.0,0.0,0
2783,turan_n21_r6,turan,21,0.871429,2.619,2.2857142857142856,2.4285714285714284,2.2857142857142856,0.142857,0.0,0
2784,turan_n10_r5,turan,10,0.888889,1.5,1.6,1.6,1.6,0.0,0.0,0
2785,turan_n21_r7,turan,21,0.9,2.619,2.380952380952381,2.4761904761904763,2.4285714285714284,0.095238,0.047619,0
2786,turan_n12_r5,turan,12,0.863636,1.9167,1.6666666666666667,1.6666666666666667,1.5833333333333333,0.0,-0.083333,0
2787,turan_n22_r3,turan,22,0.69697,2.2727,2.0454545454545454,2.0,1.9545454545454546,-0.045455,-0.090909,0
2788,turan_n14_r5,turan,14,0.857143,2.0714,1.7142857142857142,1.7142857142857142,1.7142857142857142,0.0,0.0,0
2789,turan_n22_r4,turan,22,0.78355,2.3636,2.272727272727273,2.3181818181818183,2.272727272727273,0.045455,0.0,0
2790,turan_n17_r5,turan,17,0.845588,2.4706,1.8823529411764706,1.8235294117647058,1.8823529411764706,-0.058824,0.0,0
2791,turan_n22_r5,turan,22,0.835498,2.6364,2.4545454545454546,2.272727272727273,2.227272727272727,-0.181818,-0.227273,0
2792,turan_n22_r6,turan,22,0.87013,2.6364,2.409090909090909,2.3636363636363638,2.409090909090909,-0.045455,0.0,0
2793,turan_n22_r6,turan,22,0.87013,2.6364,2.3181818181818183,2.409090909090909,2.4545454545454546,0.090909,0.136364,0
2794,turan_n22_r7,turan,22,0.896104,2.6364,2.4545454545454546,2.4545454545454546,2.409090909090909,0.0,-0.045455,0
2795,turan_n22_r7,turan,22,0.896104,2.6364,2.4545454545454546,2.4545454545454546,2.4545454545454546,0.0,0.0,0
2796,turan_n25_r5,turan,25,0.833333,3.12,2.4,2.44,2.44,0.04,0.04,0
2797,turan_n22_r8,turan,22,0.91342,2.6364,2.3636363636363638,2.5454545454545454,2.5454545454545454,0.181818,0.181818,0
2798,turan_n23_r2,turan,23,0.521739,1.913,1.3043478260869565,1.3043478260869565,1.3043478260869565,0.0,0.0,0
2799,turan_n30_r5,turan,30,0.827586,3.0333,3.2333333333333334,2.933333333333333,2.933333333333333,-0.3,-0.3,0
2800,turan_n23_r3,turan,23,0.695652,2.3478,1.9565217391304348,2.0,1.9565217391304348,0.043478,0.0,0
2801,turan_n23_r5,turan,23,0.833992,2.6522,2.347826086956522,2.3043478260869565,2.4347826086956523,-0.043478,0.086957,1
2802,turan_n23_r5,turan,23,0.833992,2.6522,2.347826086956522,2.5217391304347827,2.347826086956522,0.173913,0.0,0
2803,turan_n40_r5,turan,40,0.820513,3.5,4.15,3.4,3.425,-0.75,-0.725,0
2804,turan_n23_r8,turan,23,0.913043,2.6522,2.4782608695652173,2.4782608695652173,2.4782608695652173,0.0,0.0,0
