topo,n,p,inst_seed,assignment,status,acl_pre,acl_spur,obj_sim,qubits,time,detail,err
Z12,140,0.2,103,spectral,SUCCESS,11.0,9.8571,1422,1380,0.1825,,
Z12,140,0.2,103,shipped,SUCCESS,11.0,9.6571,1354,1352,0.1738,"{""seed_order"":""cuthill"",""obj_seed"":1393,""obj_final"":1354,""complete_skip"":false}",
Z12,140,0.2,103,rand-00,SUCCESS,11.0,10.0643,1435,1409,0.0627,,
Z12,140,0.2,103,rand-01,SUCCESS,11.0,9.8571,1403,1380,0.0663,,
Z12,140,0.2,103,rand-02,SUCCESS,11.0,10.0643,1439,1409,0.0604,,
Z12,140,0.2,103,rand-03,SUCCESS,11.0,10.1143,1439,1416,0.0693,,
Z12,140,0.2,103,rand-04,SUCCESS,11.0,10.05,1431,1407,0.0843,,
Z12,140,0.2,103,rand-05,SUCCESS,11.0,10.0643,1427,1409,0.074,,
Z12,140,0.2,103,rand-06,SUCCESS,11.0,10.0571,1426,1408,0.0765,,
Z12,140,0.2,103,rand-07,SUCCESS,11.0,10.0643,1422,1409,0.084,,
Z12,140,0.2,103,rand-08,SUCCESS,11.0,9.9786,1411,1397,0.0761,,
Z12,140,0.2,103,rand-09,SUCCESS,11.0,10.0929,1439,1413,0.0976,,
Z12,140,0.2,103,rand-10,SUCCESS,11.0,9.9357,1422,1391,0.0836,,
Z12,140,0.2,103,rand-11,SUCCESS,11.0,10.0429,1435,1406,0.0685,,
Z12,140,0.2,103,rand-12,SUCCESS,11.0,10.0857,1434,1412,0.0609,,
Z12,140,0.2,103,rand-13,SUCCESS,11.0,10.0357,1434,1405,0.0752,,
Z12,140,0.2,103,rand-14,SUCCESS,11.0,9.9714,1423,1396,0.0789,,
Z12,140,0.2,103,rand-15,SUCCESS,11.0,10.0071,1423,1401,0.0652,,
Z12,140,0.2,103,rand-16,SUCCESS,11.0,10.0214,1417,1403,0.0963,,
Z12,140,0.2,103,rand-17,SUCCESS,11.0,9.95,1414,1393,0.0762,,
Z12,140,0.2,103,rand-18,SUCCESS,11.0,10.0714,1434,1410,0.0573,,
Z12,140,0.2,103,rand-19,SUCCESS,11.0,10.05,1419,1407,0.0781,,
Z12,140,0.2,103,rand-20,SUCCESS,11.0,10.0071,1415,1401,0.0655,,
Z12,140,0.2,103,rand-21,SUCCESS,11.0,10.05,1424,1407,0.0924,,
Z12,140,0.2,103,rand-22,SUCCESS,11.0,10.0286,1420,1404,0.0624,,
Z12,140,0.2,103,rand-23,SUCCESS,11.0,10.0643,1426,1409,0.0804,,
Z12,140,0.2,103,rand-24,SUCCESS,11.0,9.9571,1430,1394,0.0723,,
Z12,140,0.2,103,rand-25,SUCCESS,11.0,10.0429,1434,1406,0.0661,,
Z12,140,0.2,103,rand-26,SUCCESS,11.0,9.9786,1428,1397,0.0667,,
Z12,140,0.2,103,rand-27,SUCCESS,11.0,9.9643,1409,1395,0.0782,,
Z12,140,0.2,103,rand-28,SUCCESS,11.0,10.0,1430,1400,0.0639,,
Z12,140,0.2,103,rand-29,SUCCESS,11.0,10.05,1428,1407,0.0652,,
Z12,140,0.2,103,rand-30,SUCCESS,11.0,10.0786,1433,1411,0.06,,
Z12,140,0.2,103,rand-31,SUCCESS,11.0,10.1214,1433,1417,0.0622,,
P16,140,1.0,101,identity,SUCCESS,13.8286,13.1714,1934,1844,0.2371,,
P16,140,1.0,101,cuthill,SUCCESS,13.8286,13.1714,1934,1844,0.2656,,
P16,140,1.0,101,spectral,SUCCESS,13.8286,13.1714,1934,1844,0.1217,,
P16,140,1.0,101,shipped,SUCCESS,13.8286,13.1714,1934,1844,0.2453,"{""seed_order"":""identity"",""obj_seed"":1934,""obj_final"":1934,""complete_skip"":true}",
P16,140,1.0,101,rand-00,SUCCESS,13.8286,13.1714,1934,1844,0.165,,
P16,140,1.0,101,rand-01,SUCCESS,13.8286,13.1714,1934,1844,0.1811,,
P16,140,1.0,101,rand-02,SUCCESS,13.8286,13.1714,1934,1844,0.1373,,
P16,140,1.0,101,rand-03,SUCCESS,13.8286,13.1714,1934,1844,0.1662,,
P16,140,1.0,101,rand-04,SUCCESS,13.8286,13.1714,1934,1844,0.1802,,
P16,140,1.0,101,rand-05,SUCCESS,13.8286,13.1714,1934,1844,0.1341,,
P16,140,1.0,101,rand-06,SUCCESS,13.8286,13.1714,1934,1844,0.1146,,
P16,140,1.0,101,rand-07,SUCCESS,13.8286,13.1714,1934,1844,0.1454,,
P16,140,1.0,101,rand-08,SUCCESS,13.8286,13.1714,1934,1844,0.1234,,
P16,140,1.0,101,rand-09,SUCCESS,13.8286,13.1714,1934,1844,0.2079,,
P16,140,1.0,101,rand-10,SUCCESS,13.8286,13.1714,1934,1844,0.1633,,
P16,140,1.0,101,rand-11,SUCCESS,13.8286,13.1714,1934,1844,0.1863,,
P16,140,1.0,101,rand-12,SUCCESS,13.8286,13.1714,1934,1844,0.1295,,
P16,140,1.0,101,rand-13,SUCCESS,13.8286,13.1714,1934,1844,0.1245,,
P16,140,1.0,101,rand-14,SUCCESS,13.8286,13.1714,1934,1844,0.1326,,
P16,140,1.0,101,rand-15,SUCCESS,13.8286,13.1714,1934,1844,0.1764,,
P16,140,1.0,101,rand-16,SUCCESS,13.8286,13.1714,1934,1844,0.1828,,
P16,140,1.0,101,rand-17,SUCCESS,13.8286,13.1714,1934,1844,0.1286,,
P16,140,1.0,101,rand-18,SUCCESS,13.8286,13.1714,1934,1844,0.1372,,
P16,140,1.0,101,rand-19,SUCCESS,13.8286,13.1714,1934,1844,0.1088,,
P16,140,1.0,101,rand-20,SUCCESS,13.8286,13.1714,1934,1844,0.1766,,
P16,140,1.0,101,rand-21,SUCCESS,13.8286,13.1714,1934,1844,0.1927,,
P16,140,1.0,101,rand-22,SUCCESS,13.8286,13.1714,1934,1844,0.1436,,
P16,140,1.0,101,rand-23,SUCCESS,13.8286,13.1714,1934,1844,0.1493,,
P16,140,1.0,101,rand-24,SUCCESS,13.8286,13.1714,1934,1844,0.1244,,
P16,140,1.0,101,rand-25,SUCCESS,13.8286,13.1714,1934,1844,0.1368,,
P16,140,1.0,101,rand-26,SUCCESS,13.8286,13.1714,1934,1844,0.1622,,
P16,140,1.0,101,rand-27,SUCCESS,13.8286,13.1714,1934,1844,0.1091,,
P16,140,1.0,101,rand-28,SUCCESS,13.8286,13.1714,1934,1844,0.1454,,
P16,140,1.0,101,rand-29,SUCCESS,13.8286,13.1714,1934,1844,0.1758,,
P16,140,1.0,101,rand-30,SUCCESS,13.8286,13.1714,1934,1844,0.139,,
P16,140,1.0,101,rand-31,SUCCESS,13.8286,13.1714,1934,1844,0.1091,,
Z12,140,0.2,104,identity,SUCCESS,11.0,10.0286,1424,1404,0.0721,,
Z12,140,0.2,104,cuthill,SUCCESS,11.0,9.7643,1387,1367,0.075,,
Z12,140,0.2,104,spectral,SUCCESS,11.0,9.8571,1403,1380,0.0898,,
Z12,140,0.2,104,shipped,SUCCESS,11.0,9.6714,1354,1354,0.1578,"{""seed_order"":""cuthill"",""obj_seed"":1387,""obj_final"":1354,""complete_skip"":false}",
Z12,140,0.2,104,rand-00,SUCCESS,11.0,9.95,1418,1393,0.0812,,
Z12,140,0.2,104,rand-01,SUCCESS,11.0,10.1214,1436,1417,0.0653,,
Z12,140,0.2,104,rand-02,SUCCESS,11.0,10.05,1421,1407,0.0609,,
Z12,140,0.2,104,rand-03,SUCCESS,11.0,10.0,1426,1400,0.0869,,
Z12,140,0.2,104,rand-04,SUCCESS,11.0,10.0214,1436,1403,0.0854,,
Z12,140,0.2,104,rand-05,SUCCESS,11.0,9.9786,1416,1397,0.0748,,
Z12,140,0.2,104,rand-06,SUCCESS,11.0,10.0357,1430,1405,0.0607,,
Z12,140,0.2,104,rand-07,SUCCESS,11.0,10.0286,1423,1404,0.0835,,
Z12,140,0.2,104,rand-08,SUCCESS,11.0,10.0643,1430,1409,0.062,,
Z12,140,0.2,104,rand-09,SUCCESS,11.0,10.1,1436,1414,0.0754,,
Z12,140,0.2,104,rand-10,SUCCESS,11.0,10.0286,1426,1404,0.0818,,
Z12,140,0.2,104,rand-11,SUCCESS,11.0,10.0071,1418,1401,0.0896,,
Z12,140,0.2,104,rand-12,SUCCESS,11.0,10.0571,1434,1408,0.0618,,
Z12,140,0.2,104,rand-13,SUCCESS,11.0,10.05,1429,1407,0.0605,,
Z12,140,0.2,104,rand-14,SUCCESS,11.0,10.0071,1420,1401,0.065,,
Z12,140,0.2,104,rand-15,SUCCESS,11.0,10.0429,1436,1406,0.0634,,
Z12,140,0.2,104,rand-16,SUCCESS,11.0,10.0286,1427,1404,0.0641,,
Z12,140,0.2,104,rand-17,SUCCESS,11.0,10.0786,1433,1411,0.06,,
Z12,140,0.2,104,rand-18,SUCCESS,11.0,10.05,1430,1407,0.0564,,
Z12,140,0.2,104,rand-19,SUCCESS,11.0,10.15,1439,1421,0.0602,,
Z12,140,0.2,104,rand-20,SUCCESS,11.0,9.9857,1432,1398,0.0852,,
Z12,140,0.2,104,rand-21,SUCCESS,11.0,10.1214,1429,1417,0.0702,,
Z12,140,0.2,104,rand-22,SUCCESS,11.0,10.0071,1408,1401,0.0846,,
Z12,140,0.2,104,rand-23,SUCCESS,11.0,10.0714,1432,1410,0.0804,,
Z12,140,0.2,104,rand-24,SUCCESS,11.0,10.0643,1430,1409,0.0689,,
Z12,140,0.2,104,rand-25,SUCCESS,11.0,10.1,1436,1414,0.0666,,
Z12,140,0.2,104,rand-26,SUCCESS,11.0,10.0571,1443,1408,0.0674,,
Z12,140,0.2,104,rand-27,SUCCESS,11.0,10.0357,1429,1405,0.0615,,
Z12,140,0.2,104,rand-28,SUCCESS,11.0,10.0714,1432,1410,0.0653,,
Z12,140,0.2,104,rand-29,SUCCESS,11.0,10.0214,1431,1403,0.0789,,
Z12,140,0.2,104,rand-30,SUCCESS,11.0,10.0429,1412,1406,0.0792,,
Z12,140,0.2,104,rand-31,SUCCESS,11.0,10.0571,1429,1408,0.0635,,
Z12,140,0.2,105,identity,SUCCESS,11.0,10.0214,1424,1403,0.0687,,
Z12,140,0.2,105,cuthill,SUCCESS,11.0,9.65,1380,1351,0.0668,,
Z12,140,0.2,105,spectral,SUCCESS,11.0,9.8571,1421,1380,0.2031,,
Z12,140,0.2,105,shipped,SUCCESS,11.0,9.6071,1344,1345,0.1597,"{""seed_order"":""cuthill"",""obj_seed"":1380,""obj_final"":1344,""complete_skip"":false}",
Z12,140,0.2,105,rand-00,SUCCESS,11.0,9.9714,1415,1396,0.0797,,
Z12,140,0.2,105,rand-01,SUCCESS,11.0,10.1,1427,1414,0.0855,,
Z12,140,0.2,105,rand-02,SUCCESS,11.0,10.0429,1426,1406,0.0784,,
Z12,140,0.2,105,rand-03,SUCCESS,11.0,10.0,1420,1400,0.0884,,
Z12,140,0.2,105,rand-04,SUCCESS,11.0,10.0214,1429,1403,0.0632,,
Z12,140,0.2,105,rand-05,SUCCESS,11.0,10.0,1432,1400,0.0589,,
Z12,140,0.2,105,rand-06,SUCCESS,11.0,10.1214,1429,1417,0.0569,,
Z12,140,0.2,105,rand-07,SUCCESS,11.0,10.0214,1423,1403,0.0823,,
Z12,140,0.2,105,rand-08,SUCCESS,11.0,10.0786,1431,1411,0.0611,,
Z12,140,0.2,105,rand-09,SUCCESS,11.0,9.9643,1408,1395,0.0724,,
Z12,140,0.2,105,rand-10,SUCCESS,11.0,10.0214,1434,1403,0.0841,,
Z12,140,0.2,105,rand-11,SUCCESS,11.0,10.0429,1430,1406,0.0889,,
Z12,140,0.2,105,rand-12,SUCCESS,11.0,10.0071,1423,1401,0.0758,,
Z12,140,0.2,105,rand-13,SUCCESS,11.0,10.0357,1429,1405,0.0755,,
Z12,140,0.2,105,rand-14,SUCCESS,11.0,9.9857,1418,1398,0.0782,,
Z12,140,0.2,105,rand-15,SUCCESS,11.0,9.9214,1415,1389,0.0811,,
Z12,140,0.2,105,rand-16,SUCCESS,11.0,10.0714,1427,1410,0.1217,,
Z12,140,0.2,105,rand-17,SUCCESS,11.0,9.9714,1425,1396,0.078,,
Z12,140,0.2,105,rand-18,SUCCESS,11.0,10.0,1411,1400,0.0556,,
Z12,140,0.2,105,rand-19,SUCCESS,11.0,9.9714,1421,1396,0.0783,,
Z12,140,0.2,105,rand-20,SUCCESS,11.0,9.9929,1413,1399,0.0846,,
Z12,140,0.2,105,rand-21,SUCCESS,11.0,10.0286,1420,1404,0.0704,,
Z12,140,0.2,105,rand-22,SUCCESS,11.0,9.9929,1430,1399,0.0794,,
Z12,140,0.2,105,rand-23,SUCCESS,11.0,9.95,1417,1393,0.0811,,
Z12,140,0.2,105,rand-24,SUCCESS,11.0,10.0071,1417,1401,0.0843,,
Z12,140,0.2,105,rand-25,SUCCESS,11.0,9.9571,1425,1394,0.0803,,
Z12,140,0.2,105,rand-26,SUCCESS,11.0,9.9714,1414,1396,0.0676,,
Z12,140,0.2,105,rand-27,SUCCESS,11.0,9.9214,1415,1389,0.0728,,
Z12,140,0.2,105,rand-28,SUCCESS,11.0,10.1071,1436,1415,0.0958,,
Z12,140,0.2,105,rand-29,SUCCESS,11.0,9.9429,1413,1392,0.0901,,
Z12,140,0.2,105,rand-30,SUCCESS,11.0,10.0357,1424,1405,0.058,,
Z12,140,0.2,105,rand-31,SUCCESS,11.0,10.0571,1439,1408,0.0806,,
Z12,140,1.0,101,identity,SUCCESS,11.0,10.4714,1532,1466,0.2574,,
Z12,140,1.0,101,cuthill,SUCCESS,11.0,10.4714,1532,1466,0.2916,,
Z12,140,1.0,101,spectral,SUCCESS,11.0,10.4714,1532,1466,0.1155,,
Z12,140,1.0,101,shipped,SUCCESS,11.0,10.4714,1532,1466,0.2576,"{""seed_order"":""identity"",""obj_seed"":1532,""obj_final"":1532,""complete_skip"":true}",
Z12,140,1.0,101,rand-00,SUCCESS,11.0,10.4714,1532,1466,0.1236,,
Z12,140,1.0,101,rand-01,SUCCESS,11.0,10.4714,1532,1466,0.1494,,
Z12,140,1.0,101,rand-02,SUCCESS,11.0,10.4714,1532,1466,0.1239,,
Z12,140,1.0,101,rand-03,SUCCESS,11.0,10.4714,1532,1466,0.1847,,
Z12,140,1.0,101,rand-04,SUCCESS,11.0,10.4714,1532,1466,0.1677,,
Z12,140,1.0,101,rand-05,SUCCESS,11.0,10.4714,1532,1466,0.1019,,
Z12,140,1.0,101,rand-06,SUCCESS,11.0,10.4714,1532,1466,0.0962,,
Z12,140,1.0,101,rand-07,SUCCESS,11.0,10.4714,1532,1466,0.1201,,
Z12,140,1.0,101,rand-08,SUCCESS,11.0,10.4714,1532,1466,0.1087,,
Z12,140,1.0,101,rand-09,SUCCESS,11.0,10.4714,1532,1466,0.2115,,
Z12,140,1.0,101,rand-10,SUCCESS,11.0,10.4714,1532,1466,0.1132,,
Z12,140,1.0,101,rand-11,SUCCESS,11.0,10.4714,1532,1466,0.1299,,
Z12,140,1.0,101,rand-12,SUCCESS,11.0,10.4714,1532,1466,0.0997,,
Z12,140,1.0,101,rand-13,SUCCESS,11.0,10.4714,1532,1466,0.1045,,
Z12,140,1.0,101,rand-14,SUCCESS,11.0,10.4714,1532,1466,0.1024,,
Z12,140,1.0,101,rand-15,SUCCESS,11.0,10.4714,1532,1466,0.1476,,
Z12,140,1.0,101,rand-16,SUCCESS,11.0,10.4714,1532,1466,0.1453,,
Z12,140,1.0,101,rand-17,SUCCESS,11.0,10.4714,1532,1466,0.1186,,
Z12,140,1.0,101,rand-18,SUCCESS,11.0,10.4714,1532,1466,0.1279,,
Z12,140,1.0,101,rand-19,SUCCESS,11.0,10.4714,1532,1466,0.0977,,
Z12,140,1.0,101,rand-20,SUCCESS,11.0,10.4714,1532,1466,0.1375,,
Z12,140,1.0,101,rand-21,SUCCESS,11.0,10.4714,1532,1466,0.166,,
Z12,140,1.0,101,rand-22,SUCCESS,11.0,10.4714,1532,1466,0.117,,
Z12,140,1.0,101,rand-23,SUCCESS,11.0,10.4714,1532,1466,0.1226,,
Z12,140,1.0,101,rand-24,SUCCESS,11.0,10.4714,1532,1466,0.0884,,
Z12,140,1.0,101,rand-25,SUCCESS,11.0,10.4714,1532,1466,0.1217,,
Z12,140,1.0,101,rand-26,SUCCESS,11.0,10.4714,1532,1466,0.1334,,
Z12,140,1.0,101,rand-27,SUCCESS,11.0,10.4714,1532,1466,0.0972,,
Z12,140,1.0,101,rand-28,SUCCESS,11.0,10.4714,1532,1466,0.1015,,
Z12,140,1.0,101,rand-29,SUCCESS,11.0,10.4714,1532,1466,0.1271,,
Z12,140,1.0,101,rand-30,SUCCESS,11.0,10.4714,1532,1466,0.0961,,
Z12,140,1.0,101,rand-31,SUCCESS,11.0,10.4714,1532,1466,0.0962,,
