topo,n,p,inst_seed,assignment,status,acl_pre,acl_spur,obj_sim,qubits,time,detail,err
Z12,100,0.3,101,rand-15,SUCCESS,8.0,7.67,774,767,0.0294,,
Z12,100,0.3,101,rand-16,SUCCESS,8.0,7.67,772,767,0.0266,,
Z12,100,0.3,101,rand-17,SUCCESS,8.0,7.72,777,772,0.0258,,
Z12,100,0.3,101,rand-18,SUCCESS,8.0,7.74,780,774,0.0174,,
Z12,100,0.3,101,rand-19,SUCCESS,8.0,7.72,775,772,0.0255,,
Z12,100,0.3,101,rand-20,SUCCESS,8.0,7.71,776,771,0.0328,,
Z12,100,0.3,101,rand-21,SUCCESS,8.0,7.66,770,766,0.0258,,
Z12,100,0.3,101,rand-22,SUCCESS,8.0,7.76,780,776,0.0233,,
Z12,100,0.3,101,rand-23,SUCCESS,8.0,7.7,778,770,0.0325,,
Z12,100,0.3,101,rand-24,SUCCESS,8.0,7.77,780,777,0.0204,,
Z12,100,0.3,101,rand-25,SUCCESS,8.0,7.69,778,769,0.0282,,
Z12,100,0.3,101,rand-26,SUCCESS,8.0,7.72,777,772,0.0291,,
Z12,100,0.3,101,rand-27,SUCCESS,8.0,7.73,778,773,0.0267,,
Z12,100,0.3,101,rand-28,SUCCESS,8.0,7.73,779,773,0.08,,
Z12,100,0.3,101,rand-29,SUCCESS,8.0,7.75,778,775,0.039,,
Z12,100,0.3,101,rand-30,SUCCESS,8.0,7.64,770,764,0.0323,,
Z12,100,0.3,101,rand-31,SUCCESS,8.0,7.72,774,772,0.0391,,
P16,140,0.2,104,identity,SUCCESS,13.8286,12.5286,1776,1754,0.0972,,
P16,140,0.2,104,cuthill,SUCCESS,13.8286,12.2214,1741,1711,0.0939,,
P16,140,0.2,104,spectral,SUCCESS,13.8286,12.2,1746,1708,0.1133,,
P16,140,0.2,104,shipped,SUCCESS,13.8286,11.9643,1681,1675,0.1772,"{""seed_order"":""cuthill"",""obj_seed"":1741,""obj_final"":1681,""complete_skip"":false}",
P16,140,0.2,104,rand-00,SUCCESS,13.8286,12.5143,1782,1752,0.0864,,
P16,140,0.2,104,rand-01,SUCCESS,13.8286,12.6571,1795,1772,0.0969,,
P16,140,0.2,104,rand-02,SUCCESS,13.8286,12.5786,1781,1761,0.0848,,
P16,140,0.2,104,rand-03,SUCCESS,13.8286,12.4929,1780,1749,0.0915,,
P16,140,0.2,104,rand-04,SUCCESS,13.8286,12.45,1783,1743,0.0904,,
P16,140,0.2,104,rand-05,SUCCESS,13.8286,12.4786,1774,1747,0.0895,,
P16,140,0.2,104,rand-06,SUCCESS,13.8286,12.5714,1797,1760,0.0817,,
P16,140,0.2,104,rand-07,SUCCESS,13.8286,12.4429,1771,1742,0.09,,
P16,140,0.2,104,rand-08,SUCCESS,13.8286,12.5714,1794,1760,0.0873,,
P16,140,0.2,104,rand-09,SUCCESS,13.8286,12.6,1797,1764,0.0999,,
P16,140,0.2,104,rand-10,SUCCESS,13.8286,12.5286,1784,1754,0.0924,,
P16,140,0.2,104,rand-11,SUCCESS,13.8286,12.5071,1776,1751,0.0971,,
P16,140,0.2,104,rand-12,SUCCESS,13.8286,12.5857,1790,1762,0.0854,,
P16,140,0.2,104,rand-13,SUCCESS,13.8286,12.5143,1775,1752,0.0856,,
P16,140,0.2,104,rand-14,SUCCESS,13.8286,12.4786,1777,1747,0.0893,,
P16,140,0.2,104,rand-15,SUCCESS,13.8286,12.5714,1802,1760,0.0912,,
P16,140,0.2,104,rand-16,SUCCESS,13.8286,12.4571,1778,1744,0.092,,
P16,140,0.2,104,rand-17,SUCCESS,13.8286,12.5786,1792,1761,0.0808,,
P16,140,0.2,104,rand-18,SUCCESS,13.8286,12.5071,1785,1751,0.08,,
P16,140,0.2,104,rand-19,SUCCESS,13.8286,12.6,1793,1764,0.0802,,
P16,140,0.2,104,rand-20,SUCCESS,13.8286,12.4,1776,1736,0.0892,,
P16,140,0.2,104,rand-21,SUCCESS,13.8286,12.6071,1785,1765,0.0992,,
P16,140,0.2,104,rand-22,SUCCESS,13.8286,12.5214,1760,1753,0.0844,,
P16,140,0.2,104,rand-23,SUCCESS,13.8286,12.5643,1790,1759,0.0849,,
P16,140,0.2,104,rand-24,SUCCESS,13.8286,12.5643,1788,1759,0.0805,,
P16,140,0.2,104,rand-25,SUCCESS,13.8286,12.5929,1800,1763,0.0905,,
P16,140,0.2,104,rand-26,SUCCESS,13.8286,12.5857,1809,1762,0.0928,,
P16,140,0.2,104,rand-27,SUCCESS,13.8286,12.45,1773,1743,0.089,,
P16,140,0.2,104,rand-28,SUCCESS,13.8286,12.55,1792,1757,0.0958,,
P16,140,0.2,104,rand-29,SUCCESS,13.8286,12.4786,1783,1747,0.0894,,
P16,140,0.2,104,rand-30,SUCCESS,13.8286,12.5,1763,1750,0.1491,,
P16,140,0.2,104,rand-31,SUCCESS,13.8286,12.5643,1796,1759,0.0851,,
Z12,100,0.3,102,identity,SUCCESS,8.0,7.74,780,774,0.0362,,
Z12,100,0.3,102,cuthill,SUCCESS,8.0,7.5,756,750,0.0224,,
Z12,100,0.3,102,spectral,SUCCESS,8.0,7.67,773,767,0.0603,,
Z12,100,0.3,102,shipped,SUCCESS,8.0,7.41,743,741,0.1102,"{""seed_order"":""cuthill"",""obj_seed"":756,""obj_final"":743,""complete_skip"":false}",
Z12,100,0.3,102,rand-00,SUCCESS,8.0,7.7,774,770,0.0242,,
Z12,100,0.3,102,rand-01,SUCCESS,8.0,7.75,779,775,0.0262,,
Z12,100,0.3,102,rand-02,SUCCESS,8.0,7.78,780,778,0.0172,,
Z12,100,0.3,102,rand-03,SUCCESS,8.0,7.81,783,781,0.0284,,
Z12,100,0.3,102,rand-04,SUCCESS,8.0,7.69,774,769,0.0283,,
Z12,100,0.3,102,rand-05,SUCCESS,8.0,7.78,779,778,0.0265,,
Z12,100,0.3,102,rand-06,SUCCESS,8.0,7.8,783,780,0.0194,,
Z12,100,0.3,102,rand-07,SUCCESS,8.0,7.79,784,779,0.0262,,
Z12,100,0.3,102,rand-08,SUCCESS,8.0,7.78,781,778,0.0269,,
Z12,100,0.3,102,rand-09,SUCCESS,8.0,7.73,778,773,0.0334,,
Z12,100,0.3,102,rand-10,SUCCESS,8.0,7.81,782,781,0.0187,,
Z12,100,0.3,102,rand-11,SUCCESS,8.0,7.64,766,764,0.0326,,
Z12,100,0.3,102,rand-12,SUCCESS,8.0,7.73,776,773,0.0181,,
Z12,100,0.3,102,rand-13,SUCCESS,8.0,7.67,773,767,0.0214,,
Z12,100,0.3,102,rand-14,SUCCESS,8.0,7.73,781,773,0.0294,,
Z12,100,0.3,102,rand-15,SUCCESS,8.0,7.72,774,772,0.0298,,
Z12,100,0.3,102,rand-16,SUCCESS,8.0,7.74,778,774,0.0256,,
Z12,100,0.3,102,rand-17,SUCCESS,8.0,7.73,776,773,0.0265,,
Z12,100,0.3,102,rand-18,SUCCESS,8.0,7.69,775,769,0.0259,,
Z12,100,0.3,102,rand-19,SUCCESS,8.0,7.69,769,769,0.0269,,
Z12,100,0.3,102,rand-20,SUCCESS,8.0,7.61,773,761,0.0283,,
Z12,100,0.3,102,rand-21,SUCCESS,8.0,7.67,772,767,0.0276,,
Z12,100,0.3,102,rand-22,SUCCESS,8.0,7.66,775,766,0.0249,,
Z12,100,0.3,102,rand-23,SUCCESS,8.0,7.72,778,772,0.0316,,
Z12,100,0.3,102,rand-24,SUCCESS,8.0,7.7,774,770,0.0285,,
Z12,100,0.3,102,rand-25,SUCCESS,8.0,7.74,775,774,0.0281,,
Z12,100,0.3,102,rand-26,SUCCESS,8.0,7.71,776,771,0.0287,,
Z12,100,0.3,102,rand-27,SUCCESS,8.0,7.77,780,777,0.0253,,
Z12,100,0.3,102,rand-28,SUCCESS,8.0,7.69,774,769,0.0287,,
Z12,100,0.3,102,rand-29,SUCCESS,8.0,7.68,772,768,0.0235,,
Z12,100,0.3,102,rand-30,SUCCESS,8.0,7.75,778,775,0.0298,,
Z12,100,0.3,102,rand-31,SUCCESS,8.0,7.8,783,780,0.0221,,
Z12,100,0.3,103,identity,SUCCESS,8.0,7.66,774,766,0.0363,,
Z12,100,0.3,103,cuthill,SUCCESS,8.0,7.62,766,762,0.0204,,
Z12,100,0.3,103,spectral,SUCCESS,8.0,7.62,769,762,0.056,,
Z12,100,0.3,103,shipped,SUCCESS,8.0,7.38,737,738,0.1064,"{""seed_order"":""cuthill"",""obj_seed"":766,""obj_final"":737,""complete_skip"":false}",
Z12,100,0.3,103,rand-00,SUCCESS,8.0,7.68,774,768,0.0248,,
Z12,100,0.3,103,rand-01,SUCCESS,8.0,7.83,788,783,0.0197,,
Z12,100,0.3,103,rand-02,SUCCESS,8.0,7.75,781,775,0.0253,,
Z12,100,0.3,103,rand-03,SUCCESS,8.0,7.77,779,777,0.027,,
Z12,100,0.3,103,rand-04,SUCCESS,8.0,7.78,781,778,0.0207,,
Z12,100,0.3,103,rand-05,SUCCESS,8.0,7.7,776,770,0.019,,
Z12,100,0.3,103,rand-06,SUCCESS,8.0,7.7,768,770,0.0265,,
Z12,100,0.3,103,rand-07,SUCCESS,8.0,7.76,780,776,0.0268,,
Z12,100,0.3,103,rand-08,SUCCESS,8.0,7.77,777,777,0.02,,
Z12,100,0.3,103,rand-09,SUCCESS,8.0,7.71,779,771,0.0329,,
Z12,100,0.3,103,rand-10,SUCCESS,8.0,7.78,781,778,0.0278,,
Z12,100,0.3,103,rand-11,SUCCESS,8.0,7.73,778,773,0.0327,,
Z12,100,0.3,103,rand-12,SUCCESS,8.0,7.75,780,775,0.0275,,
Z12,100,0.3,103,rand-13,SUCCESS,8.0,7.79,780,779,0.031,,
Z12,100,0.3,103,rand-14,SUCCESS,8.0,7.75,780,775,0.0277,,
Z12,100,0.3,103,rand-15,SUCCESS,8.0,7.7,774,770,0.0294,,
Z12,100,0.3,103,rand-16,SUCCESS,8.0,7.68,772,768,0.0268,,
Z12,100,0.3,103,rand-17,SUCCESS,8.0,7.68,775,768,0.0278,,
Z12,100,0.3,103,rand-18,SUCCESS,8.0,7.73,775,773,0.0255,,
Z12,100,0.3,103,rand-19,SUCCESS,8.0,7.73,777,773,0.0266,,
Z12,100,0.3,103,rand-20,SUCCESS,8.0,7.73,774,773,0.0193,,
Z12,100,0.3,103,rand-21,SUCCESS,8.0,7.76,778,776,0.0194,,
Z12,100,0.3,103,rand-22,SUCCESS,8.0,7.69,776,769,0.0248,,
Z12,100,0.3,103,rand-23,SUCCESS,8.0,7.75,782,775,0.0311,,
Z12,100,0.3,103,rand-24,SUCCESS,8.0,7.75,782,775,0.0257,,
Z12,100,0.3,103,rand-25,SUCCESS,8.0,7.73,777,773,0.0271,,
Z12,100,0.3,103,rand-26,SUCCESS,8.0,7.67,771,767,0.0289,,
Z12,100,0.3,103,rand-27,SUCCESS,8.0,7.79,779,779,0.0179,,
Z12,100,0.3,103,rand-28,SUCCESS,8.0,7.79,782,779,0.0288,,
Z12,100,0.3,103,rand-29,SUCCESS,8.0,7.66,769,766,0.0234,,
Z12,100,0.3,103,rand-30,SUCCESS,8.0,7.73,778,773,0.0302,,
Z12,100,0.3,103,rand-31,SUCCESS,8.0,7.72,777,772,0.037,,
P16,140,0.2,105,identity,SUCCESS,13.8286,12.45,1775,1743,0.0964,,
P16,140,0.2,105,cuthill,SUCCESS,13.8286,11.9786,1711,1677,0.0894,,
P16,140,0.2,105,spectral,SUCCESS,13.8286,12.3786,1762,1733,0.1175,,
P16,140,0.2,105,shipped,SUCCESS,13.8286,11.85,1665,1659,0.1646,"{""seed_order"":""cuthill"",""obj_seed"":1711,""obj_final"":1665,""complete_skip"":false}",
P16,140,0.2,105,rand-00,SUCCESS,13.8286,12.4929,1773,1749,0.0843,,
P16,140,0.2,105,rand-01,SUCCESS,13.8286,12.5286,1773,1754,0.0918,,
P16,140,0.2,105,rand-02,SUCCESS,13.8286,12.4214,1769,1739,0.0798,,
P16,140,0.2,105,rand-03,SUCCESS,13.8286,12.3857,1760,1734,0.0924,,
P16,140,0.2,105,rand-04,SUCCESS,13.8286,12.4714,1781,1746,0.0915,,
P16,140,0.2,105,rand-05,SUCCESS,13.8286,12.5357,1792,1755,0.0911,,
P16,140,0.2,105,rand-06,SUCCESS,13.8286,12.5286,1775,1754,0.0837,,
P16,140,0.2,105,rand-07,SUCCESS,13.8286,12.5929,1790,1763,0.1767,,
P16,140,0.2,105,rand-08,SUCCESS,13.8286,12.5929,1792,1763,0.0838,,
P16,140,0.2,105,rand-09,SUCCESS,13.8286,12.4857,1771,1748,0.0968,,
P16,140,0.2,105,rand-10,SUCCESS,13.8286,12.3214,1763,1725,0.0949,,
P16,140,0.2,105,rand-11,SUCCESS,13.8286,12.4357,1775,1741,0.0945,,
P16,140,0.2,105,rand-12,SUCCESS,13.8286,12.5357,1787,1755,0.0851,,
P16,140,0.2,105,rand-13,SUCCESS,13.8286,12.5214,1780,1753,0.085,,
P16,140,0.2,105,rand-14,SUCCESS,13.8286,12.4143,1771,1738,0.0851,,
P16,140,0.2,105,rand-15,SUCCESS,13.8286,12.4429,1778,1742,0.0907,,
P16,140,0.2,105,rand-16,SUCCESS,13.8286,12.5357,1780,1755,0.1692,,
P16,140,0.2,105,rand-17,SUCCESS,13.8286,12.5143,1790,1752,0.0624,,
P16,140,0.2,105,rand-18,SUCCESS,13.8286,12.5857,1779,1762,0.0779,,
P16,140,0.2,105,rand-19,SUCCESS,13.8286,12.4929,1776,1749,0.0802,,
P16,140,0.2,105,rand-20,SUCCESS,13.8286,12.4786,1765,1747,0.0894,,
P16,140,0.2,105,rand-21,SUCCESS,13.8286,12.5,1772,1750,0.1007,,
P16,140,0.2,105,rand-22,SUCCESS,13.8286,12.3571,1773,1730,0.0826,,
P16,140,0.2,105,rand-23,SUCCESS,13.8286,12.4571,1775,1744,0.0874,,
P16,140,0.2,105,rand-24,SUCCESS,13.8286,12.4,1758,1736,0.0789,,
P16,140,0.2,105,rand-25,SUCCESS,13.8286,12.4714,1786,1746,0.107,,
P16,140,0.2,105,rand-26,SUCCESS,13.8286,12.4214,1763,1739,0.09,,
P16,140,0.2,105,rand-27,SUCCESS,13.8286,12.4929,1786,1749,0.0799,,
P16,140,0.2,105,rand-28,SUCCESS,13.8286,12.55,1789,1757,0.0907,,
P16,140,0.2,105,rand-29,SUCCESS,13.8286,12.4286,1770,1740,0.0848,,
P16,140,0.2,105,rand-30,SUCCESS,13.8286,12.5214,1778,1753,0.0858,,
P16,140,0.2,105,rand-31,SUCCESS,13.8286,12.6,1801,1764,0.0838,,
Z12,100,0.3,104,identity,SUCCESS,8.0,7.76,778,776,0.0246,,
Z12,100,0.3,104,cuthill,SUCCESS,8.0,7.5,757,750,0.0249,,
Z12,100,0.3,104,spectral,SUCCESS,8.0,7.53,766,753,0.0491,,
Z12,100,0.3,104,shipped,SUCCESS,8.0,7.44,739,744,0.108,"{""seed_order"":""cuthill"",""obj_seed"":757,""obj_final"":739,""complete_skip"":false}",
Z12,100,0.3,104,rand-00,SUCCESS,8.0,7.74,776,774,0.0245,,
Z12,100,0.3,104,rand-01,SUCCESS,8.0,7.7,775,770,0.02,,
Z12,100,0.3,104,rand-02,SUCCESS,8.0,7.74,779,774,0.0247,,
Z12,100,0.3,104,rand-03,SUCCESS,8.0,7.72,779,772,0.0186,,
Z12,100,0.3,104,rand-04,SUCCESS,8.0,7.77,782,777,0.0287,,
Z12,100,0.3,104,rand-05,SUCCESS,8.0,7.76,778,776,0.0272,,
Z12,100,0.3,104,rand-06,SUCCESS,8.0,7.72,776,772,0.0272,,
Z12,100,0.3,104,rand-07,SUCCESS,8.0,7.8,781,780,0.0262,,
Z12,100,0.3,104,rand-08,SUCCESS,8.0,7.69,771,769,0.0265,,
Z12,100,0.3,104,rand-09,SUCCESS,8.0,7.71,777,771,0.0327,,
Z12,100,0.3,104,rand-10,SUCCESS,8.0,7.68,772,768,0.0293,,
Z12,100,0.3,104,rand-11,SUCCESS,8.0,7.73,777,773,0.0325,,
Z12,100,0.3,104,rand-12,SUCCESS,8.0,7.66,773,766,0.0259,,
Z12,100,0.3,104,rand-13,SUCCESS,8.0,7.75,782,775,0.0316,,
Z12,100,0.3,104,rand-14,SUCCESS,8.0,7.7,774,770,0.028,,
Z12,100,0.3,104,rand-15,SUCCESS,8.0,7.66,770,766,0.028,,
Z12,100,0.3,104,rand-16,SUCCESS,8.0,7.76,777,776,0.0263,,
Z12,100,0.3,104,rand-17,SUCCESS,8.0,7.81,780,781,0.0173,,
Z12,100,0.3,104,rand-18,SUCCESS,8.0,7.77,780,777,0.0242,,
Z12,100,0.3,104,rand-19,SUCCESS,8.0,7.67,772,767,0.0256,,
Z12,100,0.3,104,rand-20,SUCCESS,8.0,7.76,777,776,0.0276,,
Z12,100,0.3,104,rand-21,SUCCESS,8.0,7.76,780,776,0.0267,,
Z12,100,0.3,104,rand-22,SUCCESS,8.0,7.7,778,770,0.0231,,
Z12,100,0.3,104,rand-23,SUCCESS,8.0,7.74,777,774,0.021,,
Z12,100,0.3,104,rand-24,SUCCESS,8.0,7.74,778,774,0.0285,,
Z12,100,0.3,104,rand-25,SUCCESS,8.0,7.75,780,775,0.0194,,
Z12,100,0.3,104,rand-26,SUCCESS,8.0,7.77,781,777,0.0299,,
Z12,100,0.3,104,rand-27,SUCCESS,8.0,7.71,778,771,0.0263,,
Z12,100,0.3,104,rand-28,SUCCESS,8.0,7.66,770,766,0.0287,,
Z12,100,0.3,104,rand-29,SUCCESS,8.0,7.79,781,779,0.0161,,
Z12,100,0.3,104,rand-30,SUCCESS,8.0,7.7,777,770,0.0295,,
Z12,100,0.3,104,rand-31,SUCCESS,8.0,7.64,768,764,0.0316,,
Z12,100,0.3,105,identity,SUCCESS,8.0,7.7,773,770,0.037,,
Z12,100,0.3,105,cuthill,SUCCESS,8.0,7.6,763,760,0.0236,,
Z12,100,0.3,105,spectral,SUCCESS,8.0,7.63,769,763,0.05,,
Z12,100,0.3,105,shipped,SUCCESS,8.0,7.39,740,739,0.1099,"{""seed_order"":""cuthill"",""obj_seed"":763,""obj_final"":740,""complete_skip"":false}",
Z12,100,0.3,105,rand-00,SUCCESS,8.0,7.74,776,774,0.0183,,
Z12,100,0.3,105,rand-01,SUCCESS,8.0,7.75,778,775,0.0274,,
Z12,100,0.3,105,rand-02,SUCCESS,8.0,7.68,776,768,0.0248,,
Z12,100,0.3,105,rand-03,SUCCESS,8.0,7.8,781,780,0.0198,,
Z12,100,0.3,105,rand-04,SUCCESS,8.0,7.74,776,774,0.0299,,
Z12,100,0.3,105,rand-05,SUCCESS,8.0,7.79,781,779,0.0272,,
Z12,100,0.3,105,rand-06,SUCCESS,8.0,7.78,782,778,0.0287,,
Z12,100,0.3,105,rand-07,SUCCESS,8.0,7.65,771,765,0.0271,,
Z12,100,0.3,105,rand-08,SUCCESS,8.0,7.75,779,775,0.0273,,
Z12,100,0.3,105,rand-09,SUCCESS,8.0,7.7,770,770,0.0323,,
Z12,100,0.3,105,rand-10,SUCCESS,8.0,7.73,770,773,0.0202,,
Z12,100,0.3,105,rand-11,SUCCESS,8.0,7.79,782,779,0.0344,,
Z12,100,0.3,105,rand-12,SUCCESS,8.0,7.75,776,775,0.0179,,
Z12,100,0.3,105,rand-13,SUCCESS,8.0,7.65,769,765,0.0305,,
Z12,100,0.3,105,rand-14,SUCCESS,8.0,7.71,777,771,0.0269,,
Z12,100,0.3,105,rand-15,SUCCESS,8.0,7.72,779,772,0.0303,,
Z12,100,0.3,105,rand-16,SUCCESS,8.0,7.73,774,773,0.0195,,
Z12,100,0.3,105,rand-17,SUCCESS,8.0,7.74,776,774,0.0275,,
Z12,100,0.3,105,rand-18,SUCCESS,8.0,7.76,776,776,0.0235,,
Z12,100,0.3,105,rand-19,SUCCESS,8.0,7.65,771,765,0.0267,,
Z12,100,0.3,105,rand-20,SUCCESS,8.0,7.72,776,772,0.0275,,
Z12,100,0.3,105,rand-21,SUCCESS,8.0,7.75,778,775,0.0266,,
Z12,100,0.3,105,rand-22,SUCCESS,8.0,7.76,780,776,0.0238,,
Z12,100,0.3,105,rand-23,SUCCESS,8.0,7.77,781,777,0.0223,,
Z12,100,0.3,105,rand-24,SUCCESS,8.0,7.8,779,780,0.0265,,
Z12,100,0.3,105,rand-25,SUCCESS,8.0,7.76,777,776,0.0281,,
Z12,100,0.3,105,rand-26,SUCCESS,8.0,7.79,781,779,0.0279,,
Z12,100,0.3,105,rand-27,SUCCESS,8.0,7.72,775,772,0.026,,
Z12,100,0.3,105,rand-28,SUCCESS,8.0,7.74,776,774,0.0208,,
Z12,100,0.3,105,rand-29,SUCCESS,8.0,7.77,780,777,0.0233,,
Z12,100,0.3,105,rand-30,SUCCESS,8.0,7.71,775,771,0.0302,,
Z12,100,0.3,105,rand-31,SUCCESS,8.0,7.81,783,781,0.0324,,
Z12,140,0.2,101,identity,SUCCESS,11.0,10.1,1433,1414,0.1144,,
Z12,140,0.2,101,cuthill,SUCCESS,11.0,9.6786,1384,1355,0.0701,,
Z12,140,0.2,101,spectral,SUCCESS,11.0,9.75,1405,1365,0.0892,,
Z12,140,0.2,101,shipped,SUCCESS,11.0,9.6143,1347,1346,0.1639,"{""seed_order"":""cuthill"",""obj_seed"":1384,""obj_final"":1347,""complete_skip"":false}",
Z12,140,0.2,101,rand-00,SUCCESS,11.0,10.0714,1434,1410,0.0631,,
Z12,140,0.2,101,rand-01,SUCCESS,11.0,10.0,1427,1400,0.0822,,
Z12,140,0.2,101,rand-02,SUCCESS,11.0,10.1643,1439,1423,0.0618,,
Z12,140,0.2,101,rand-03,SUCCESS,11.0,9.9786,1413,1397,0.0682,,
Z12,140,0.2,101,rand-04,SUCCESS,11.0,10.0357,1435,1405,0.0823,,
Z12,140,0.2,101,rand-05,SUCCESS,11.0,9.9929,1420,1399,0.0739,,
Z12,140,0.2,101,rand-06,SUCCESS,11.0,10.0143,1426,1402,0.0752,,
Z12,140,0.2,101,rand-07,SUCCESS,11.0,10.1071,1438,1415,0.0675,,
Z12,140,0.2,101,rand-08,SUCCESS,11.0,10.0143,1440,1402,0.08,,
Z12,140,0.2,101,rand-09,SUCCESS,11.0,9.9571,1421,1394,0.0962,,
Z12,140,0.2,101,rand-10,SUCCESS,11.0,9.9571,1422,1394,0.0832,,
Z12,140,0.2,101,rand-11,SUCCESS,11.0,10.0071,1423,1401,0.0886,,
Z12,140,0.2,101,rand-12,SUCCESS,11.0,10.0,1429,1400,0.0803,,
Z12,140,0.2,101,rand-13,SUCCESS,11.0,10.0071,1424,1401,0.0617,,
Z12,140,0.2,101,rand-14,SUCCESS,11.0,9.9857,1421,1398,0.0827,,
Z12,140,0.2,101,rand-15,SUCCESS,11.0,10.0,1422,1400,0.0852,,
Z12,140,0.2,101,rand-16,SUCCESS,11.0,10.05,1424,1407,0.0993,,
Z12,140,0.2,101,rand-17,SUCCESS,11.0,10.0857,1436,1412,0.0595,,
Z12,140,0.2,101,rand-18,SUCCESS,11.0,10.0,1429,1400,0.0563,,
Z12,140,0.2,101,rand-19,SUCCESS,11.0,10.0714,1427,1410,0.0762,,
Z12,140,0.2,101,rand-20,SUCCESS,11.0,10.0643,1440,1409,0.0662,,
Z12,140,0.2,101,rand-21,SUCCESS,11.0,10.0071,1433,1401,0.0918,,
Z12,140,0.2,101,rand-22,SUCCESS,11.0,10.0857,1433,1412,0.0633,,
Z12,140,0.2,101,rand-23,SUCCESS,11.0,10.0357,1428,1405,0.0801,,
Z12,140,0.2,101,rand-24,SUCCESS,11.0,10.0143,1431,1402,0.0548,,
Z12,140,0.2,101,rand-25,SUCCESS,11.0,10.05,1435,1407,0.0648,,
Z12,140,0.2,101,rand-26,SUCCESS,11.0,10.0857,1434,1412,0.0872,,
Z12,140,0.2,101,rand-27,SUCCESS,11.0,10.0786,1434,1411,0.0612,,
Z12,140,0.2,101,rand-28,SUCCESS,11.0,10.1643,1442,1423,0.065,,
Z12,140,0.2,101,rand-29,SUCCESS,11.0,10.0714,1437,1410,0.0613,,
Z12,140,0.2,101,rand-30,SUCCESS,11.0,10.0214,1428,1403,0.0623,,
Z12,140,0.2,101,rand-31,SUCCESS,11.0,9.9429,1419,1392,0.0609,,
Z12,140,0.2,102,identity,SUCCESS,11.0,9.9857,1432,1398,0.0903,,
Z12,140,0.2,102,cuthill,SUCCESS,11.0,9.6786,1376,1355,0.0753,,
Z12,140,0.2,102,spectral,SUCCESS,11.0,9.7143,1402,1360,0.1783,,
Z12,140,0.2,102,shipped,SUCCESS,11.0,9.5143,1337,1332,0.1814,"{""seed_order"":""cuthill"",""obj_seed"":1376,""obj_final"":1337,""complete_skip"":false}",
Z12,140,0.2,102,rand-00,SUCCESS,11.0,10.0214,1426,1403,0.0622,,
Z12,140,0.2,102,rand-01,SUCCESS,11.0,10.0929,1436,1413,0.0655,,
Z12,140,0.2,102,rand-02,SUCCESS,11.0,10.0857,1425,1412,0.0588,,
Z12,140,0.2,102,rand-03,SUCCESS,11.0,9.9286,1419,1390,0.0843,,
Z12,140,0.2,102,rand-04,SUCCESS,11.0,10.1,1441,1414,0.0644,,
Z12,140,0.2,102,rand-05,SUCCESS,11.0,10.0714,1430,1410,0.062,,
Z12,140,0.2,102,rand-06,SUCCESS,11.0,10.0357,1429,1405,0.0714,,
Z12,140,0.2,102,rand-07,SUCCESS,11.0,10.0429,1425,1406,0.066,,
Z12,140,0.2,102,rand-08,SUCCESS,11.0,10.0571,1420,1408,0.0597,,
Z12,140,0.2,102,rand-09,SUCCESS,11.0,9.9857,1421,1398,0.0746,,
Z12,140,0.2,102,rand-10,SUCCESS,11.0,10.0357,1422,1405,0.0636,,
Z12,140,0.2,102,rand-11,SUCCESS,11.0,10.0,1429,1400,0.1058,,
Z12,140,0.2,102,rand-12,SUCCESS,11.0,10.05,1434,1407,0.0796,,
Z12,140,0.2,102,rand-13,SUCCESS,11.0,9.9643,1411,1395,0.0621,,
Z12,140,0.2,102,rand-14,SUCCESS,11.0,10.0571,1434,1408,0.0618,,
Z12,140,0.2,102,rand-15,SUCCESS,11.0,10.0714,1441,1410,0.0667,,
Z12,140,0.2,102,rand-16,SUCCESS,11.0,10.0857,1434,1412,0.0818,,
Z12,140,0.2,102,rand-17,SUCCESS,11.0,10.0857,1434,1412,0.0581,,
Z12,140,0.2,102,rand-18,SUCCESS,11.0,10.1286,1434,1418,0.0717,,
Z12,140,0.2,102,rand-19,SUCCESS,11.0,10.0214,1429,1403,0.075,,
Z12,140,0.2,102,rand-20,SUCCESS,11.0,10.0786,1431,1411,0.0846,,
Z12,140,0.2,102,rand-21,SUCCESS,11.0,10.0571,1430,1408,0.0688,,
Z12,140,0.2,102,rand-22,SUCCESS,11.0,10.0571,1434,1408,0.0796,,
Z12,140,0.2,102,rand-23,SUCCESS,11.0,9.9714,1403,1396,0.082,,
Z12,140,0.2,102,rand-24,SUCCESS,11.0,10.1214,1437,1417,0.0692,,
Z12,140,0.2,102,rand-25,SUCCESS,11.0,10.0857,1439,1412,0.0662,,
Z12,140,0.2,102,rand-26,SUCCESS,11.0,10.1214,1444,1417,0.0657,,
Z12,140,0.2,102,rand-27,SUCCESS,11.0,10.0786,1421,1411,0.0609,,
Z12,140,0.2,102,rand-28,SUCCESS,11.0,10.1429,1444,1420,0.0644,,
Z12,140,0.2,102,rand-29,SUCCESS,11.0,10.0,1425,1400,0.0608,,
Z12,140,0.2,102,rand-30,SUCCESS,11.0,10.0714,1443,1410,0.0751,,
Z12,140,0.2,102,rand-31,SUCCESS,11.0,9.95,1417,1393,0.0802,,
Z12,140,0.2,103,identity,SUCCESS,11.0,10.0357,1421,1405,0.0708,,
Z12,140,0.2,103,cuthill,SUCCESS,11.0,9.7286,1393,1362,0.0877,,
